"","team_name","team_id","season","head_coach","division","conference","wins","losses","ties","win_perc"
"1","Lane","347","2025","Bubba Cummings","D-II","SIAC",3,1,0,0.75
"2","Lane","347","2024","Joel Worthington","D-II","SIAC",32,15,0,0.681
"3","Lane","347","2023","Joel Worthington","D-II","SIAC",35,15,0,0.7
"4","Lane","347","2022","Joel Worthington","D-II","SIAC",26,16,0,0.619
"5","Lane","347","2021","Joel Worthington","D-II","SIAC",0,0,0,0
"6","Lane","347","2020","Charles Steele (1-0)Leslie Ballard (1-8)","D-II","SIAC",2,8,0,0.2
"7","Lane","347","2019","Leslie Ballard","D-II","SIAC",23,18,0,0.561
"8","Lane","347","2018","Leslie Ballard","D-II","SIAC",10,25,NA,0.286
"9","Lane","347","2017","Roger Ogden","D-II","SIAC",18,17,0,0.514
"10","Lane","347","2016","Roger Ogden","D-II","SIAC",16,20,0,0.444
"11","Lane","347","2015","Roger Ogden","D-II","SIAC",17,15,0,0.531
"12","Lane","347","2014","Roger Ogden","D-II","SIAC",20,14,0,0.588
"13","Lane","347","2013","Roger Ogden","D-II","SIAC",3,27,0,0.1
"14","Lane","347","2012","Roger Ogden","D-II","SIAC",10,24,0,0.294
"15","Lane","347","2011","Roger Ogden","D-II","SIAC",9,23,0,0.281
"16","Lane","347","2010","Roger Ogden","D-II","SIAC",15,12,1,0.554
"17","Lane","347","2009","Roger Ogden","D-II","SIAC",7,27,0,0.206
"18","Lane","347","2008","Leon Gray Jr.","D-II","SIAC",4,20,0,0.167
"19","Lane","347","2007","Leon Gray Jr.","D-II","SIAC",7,20,0,0.259
"20","Lane","347","2006","Leon Gray Jr.","D-II","SIAC",0,26,0,0
"21","Lane","347","2005","Micheal Jackson","D-II","SIAC",0,2,0,0
"22","Lane","347","2004","Micheal Jackson","D-II","-",NA,NA,NA,NA
"23","Lane","347","2003","","D-II","-",NA,NA,NA,NA
"24","Lane","347","2002","","D-II","-",NA,NA,NA,NA
"25","Lane","347","2001","O.J. Abanishe","D-II","-",5,19,0,0.208
"26","Lane","347","1900","Juan Hunt","D-II","-",7,17,0,0.292
"27","Lane","347","1999","Jimmy Walker","D-II","-",10,14,0,0.417
"28","Lane","347","","","","",279,395,1,0.414
