"","team_name","team_id","season","head_coach","division","conference","wins","losses","ties","win_perc"
"1","North Greenville","9223","2025","Sarah Hall","D-II","Conference Carolinas",3,1,0,0.75
"2","North Greenville","9223","2024","Sarah Hall","D-II","Conference Carolinas",36,20,0,0.643
"3","North Greenville","9223","2023","Sarah Hall","D-II","Conference Carolinas",26,24,0,0.52
"4","North Greenville","9223","2022","Sarah Hall","D-II","Conference Carolinas",21,30,0,0.412
"5","North Greenville","9223","2021","Sarah Hall","D-II","Conference Carolinas",26,15,0,0.634
"6","North Greenville","9223","2020","Sarah Hall","D-II","Conference Carolinas",11,13,0,0.458
"7","North Greenville","9223","2019","Sarah Hall","D-II","Conference Carolinas",24,24,0,0.5
"8","North Greenville","9223","2018","Sarah Hall","D-II","Conference Carolinas",32,15,NA,0.681
"9","North Greenville","9223","2017","Sarah Hall","D-II","Conference Carolinas",36,19,0,0.655
"10","North Greenville","9223","2016","Sarah Hall","D-II","Conference Carolinas",25,24,0,0.51
"11","North Greenville","9223","2015","Sarah Hall","D-II","Conference Carolinas",22,20,0,0.524
"12","North Greenville","9223","2014","Sarah Hall","D-II","Conference Carolinas",26,15,0,0.634
"13","North Greenville","9223","2013","Sarah Hall","D-II","Conference Carolinas",20,22,1,0.477
"14","North Greenville","9223","2012","Sarah Hall","D-II","Conference Carolinas",29,14,0,0.674
"15","North Greenville","9223","2011","Sarah Hall","D-II","North Greenville",23,25,0,0.479
"16","North Greenville","9223","2010","Sarah Hall","D-II","North Greenville",25,21,0,0.543
"17","North Greenville","9223","2009","Jane McDonald","D-II","-",18,18,0,0.5
"18","North Greenville","9223","2008","Buster Sturkie","D-II","-",17,26,0,0.395
"19","North Greenville","9223","2007","Buster Sturkie","D-II","-",9,35,0,0.205
"20","North Greenville","9223","2006","Buster Sturkie","D-II","-",NA,NA,NA,NA
"21","North Greenville","9223","2005","Buster Sturkie","D-II","-",NA,NA,NA,NA
"22","North Greenville","9223","2004","Buster Sturkie","D-II","-",13,22,0,0.371
"23","North Greenville","9223","2003","","","-",NA,NA,NA,NA
"24","North Greenville","9223","2002","","","-",NA,NA,NA,NA
"25","North Greenville","9223","","","","",442,403,1,0.523
