"","team_name","team_id","season","head_coach","division","conference","wins","losses","ties","win_perc"
"1","Felician","23157","2025","Phil Delgado","D-II","CACC",0,5,0,0
"2","Felician","23157","2024","Phil Delgado","D-II","CACC",19,30,0,0.388
"3","Felician","23157","2023","Herb Melendez","D-II","CACC",31,19,0,0.62
"4","Felician","23157","2022","Herb Melendez","D-II","CACC",15,24,0,0.385
"5","Felician","23157","2021","Herb Melendez","D-II","CACC",12,18,0,0.4
"6","Felician","23157","2020","Herb Melendez","D-II","CACC",5,11,0,0.313
"7","Felician","23157","2019","Alexis Durando","D-II","CACC",15,30,0,0.333
"8","Felician","23157","2018","Alexis Durando","D-II","CACC",19,24,NA,0.442
"9","Felician","23157","2017","Alexis Durando","D-II","CACC",22,27,0,0.449
"10","Felician","23157","2016","Chris Foye","D-II","CACC",18,31,0,0.367
"11","Felician","23157","2015","Chris Foye","D-II","CACC",18,23,0,0.439
"12","Felician","23157","2014","Chris Foye","D-II","CACC",19,22,0,0.463
"13","Felician","23157","2013","Lori Kwiatkowski","D-II","CACC",15,29,0,0.341
"14","Felician","23157","2012","Lori Kwiatkowski","D-II","CACC",18,34,0,0.346
"15","Felician","23157","2011","Lori Kwiatkowski","D-II","CACC",14,30,0,0.318
"16","Felician","23157","2010","Rick Krasny","D-II","CACC",15,28,0,0.349
"17","Felician","23157","2009","Kathy Hill","D-II","CACC",10,33,0,0.233
"18","Felician","23157","2008","Kathy Hill","D-II","CACC",16,23,0,0.41
"19","Felician","23157","2007","Kathy Hill","D-II","CACC",21,16,0,0.568
"20","Felician","23157","2006","Kathy Hill","D-II","CACC",26,25,0,0.51
"21","Felician","23157","2005","Kathy Hill","D-II","CACC",22,17,0,0.564
"22","Felician","23157","2004","Kathy Hill","D-II","CACC",11,17,0,0.393
"23","Felician","23157","2003","Kathy Hill","D-II","-",17,9,0,0.654
"24","Felician","23157","2002","Kathy Hill","","-",28,13,0,0.683
"25","Felician","23157","","","","",406,538,0,0.43
