"","team_name","team_id","season","head_coach","division","conference","wins","losses","ties","win_perc"
"1","Wellesley","760","2025","Keri O'Meara","D-III","NEWMAC",0,0,0,0
"2","Wellesley","760","2024","Keri O'Meara","D-III","NEWMAC",16,22,0,0.421
"3","Wellesley","760","2023","Keri O'Meara","D-III","NEWMAC",9,22,1,0.297
"4","Wellesley","760","2022","Keri O'Meara","D-III","NEWMAC",4,27,0,0.129
"5","Wellesley","760","2021","Keri O'Meara","D-III","NEWMAC",0,0,0,0
"6","Wellesley","760","2020","Keri O'Meara","D-III","NEWMAC",NA,NA,NA,0
"7","Wellesley","760","2019","Keri O'Meara","D-III","NEWMAC",13,17,2,0.438
"8","Wellesley","760","2018","Keri O'Meara","D-III","NEWMAC",9,22,NA,0.29
"9","Wellesley","760","2017","Keri O'Meara","D-III","NEWMAC",18,12,0,0.6
"10","Wellesley","760","2016","Keri O'Meara","D-III","NEWMAC",18,18,0,0.5
"11","Wellesley","760","2015","Keri O'Meara","D-III","NEWMAC",23,16,0,0.59
"12","Wellesley","760","2014","Keri O'Meara","D-III","NEWMAC",29,11,0,0.725
"13","Wellesley","760","2013","Keri O'Meara","D-III","NEWMAC",22,14,0,0.611
"14","Wellesley","760","2012","Keri O'Meara","D-III","NEWMAC",19,19,1,0.5
"15","Wellesley","760","2011","Keri O'Meara","D-III","NEWMAC",24,13,0,0.649
"16","Wellesley","760","2010","Keri O'Meara","D-III","NEWMAC",27,9,0,0.75
"17","Wellesley","760","2009","Keri O'Meara","D-III","NEWMAC",21,14,1,0.597
"18","Wellesley","760","2008","Keri O'Meara","D-III","NEWMAC",30,11,1,0.726
"19","Wellesley","760","2007","Keri O'Meara","D-III","NEWMAC",25,14,0,0.641
"20","Wellesley","760","2006","Keri O'Meara","D-III","NEWMAC",22,11,0,0.667
"21","Wellesley","760","2005","Keri O'Meara","D-III","NEWMAC",22,14,0,0.611
"22","Wellesley","760","","","","",351,286,6,0.551
