"","team_name","team_id","season","head_coach","division","conference","wins","losses","ties","win_perc"
"1","Lancaster Bible","30085","2025","John Clemens","D-III","United East",0,0,0,0
"2","Lancaster Bible","30085","2024","John Clemens","D-III","United East",14,24,0,0.368
"3","Lancaster Bible","30085","2023","John Clemens","D-III","United East",10,26,0,0.278
"4","Lancaster Bible","30085","2022","John Clemens","D-III","United East",17,23,0,0.425
"5","Lancaster Bible","30085","2021","Jen Weitzel","D-III","United East",6,12,0,0.333
"6","Lancaster Bible","30085","2020","Tracy Cromer","D-III","United East",0,8,0,0
"7","Lancaster Bible","30085","2019","Tracy Cromer","D-III","United East",11,23,0,0.324
"8","Lancaster Bible","30085","2018","Tracy Cromer","D-III","United East",5,31,NA,0.139
"9","Lancaster Bible","30085","2017","Tracy Cromer","D-III","United East",11,27,0,0.289
"10","Lancaster Bible","30085","2016","Brad Brubaker","D-III","United East",15,22,0,0.405
"11","Lancaster Bible","30085","2015","Brad Brubaker","D-III","United East",16,18,0,0.471
"12","Lancaster Bible","30085","2014","Brad Brubaker","D-III","United East",12,21,0,0.364
"13","Lancaster Bible","30085","","","","",117,235,0,0.332
