"","team_name","team_id","season","head_coach","division","conference","wins","losses","ties","win_perc"
"1","Amherst","24","2025","Diann Ramsey","D-III","NESCAC",0,0,0,0
"2","Amherst","24","2024","Diann Ramsey","D-III","NESCAC",7,28,0,0.2
"3","Amherst","24","2023","Will Loredo","D-III","NESCAC",24,13,0,0.649
"4","Amherst","24","2022","Jessica Johnson","D-III","NESCAC",26,9,0,0.743
"5","Amherst","24","2021","Jessica Johnson","D-III","NESCAC",11,5,0,0.688
"6","Amherst","24","2020","Jessica Johnson","D-III","NESCAC",0,1,0,0
"7","Amherst","24","2019","Jessica Johnson","D-III","NESCAC",20,11,0,0.645
"8","Amherst","24","2018","Jessica Johnson","D-III","NESCAC",29,8,NA,0.784
"9","Amherst","24","2017","Jessica Johnson","D-III","NESCAC",34,12,0,0.739
"10","Amherst","24","2016","Jessica Johnson","D-III","NESCAC",24,12,0,0.667
"11","Amherst","24","2015","Jessica Johnson","D-III","NESCAC",16,12,0,0.571
"12","Amherst","24","2014","Shannon Doepking","D-III","NESCAC",21,11,0,0.656
"13","Amherst","24","2013","Whitney Goldstein","D-III","NESCAC",24,12,0,0.667
"14","Amherst","24","2012","Sue Everden","D-III","NESCAC",36,6,0,0.857
"15","Amherst","24","2011","Sue Everden","D-III","NESCAC",14,16,0,0.467
"16","Amherst","24","2010","Sue Everden","D-III","NESCAC",18,16,0,0.529
"17","Amherst","24","2009","Sue Everden","D-III","NESCAC",19,8,0,0.704
"18","Amherst","24","2008","Sue Everden","D-III","NESCAC",14,18,0,0.438
"19","Amherst","24","2007","Sue Everden","D-III","NESCAC",14,18,0,0.438
"20","Amherst","24","2006","Lynn Hersey","D-III","NESCAC",18,12,0,0.6
"21","Amherst","24","2005","Sue Everden","D-III","NESCAC",14,12,1,0.537
"22","Amherst","24","2004","Sue Everden","D-III","NESCAC",13,14,0,0.481
"23","Amherst","24","2003","Sue Everden","D-III","NESCAC",12,15,0,0.444
"24","Amherst","24","2002","Sue Everden","D-III","NESCAC",17,14,0,0.548
"25","Amherst","24","2001","Sue Everden","D-III","-",19,12,NA,0.613
"26","Amherst","24","1900","Sue Everden","D-III","-",22,8,1,0.726
"27","Amherst","24","1999","Sue Everden","D-III","-",23,9,0,0.719
"28","Amherst","24","1998","Don Faulstick","D-III","-",31,8,NA,0.795
"29","Amherst","24","1997","Don Faulstick","D-III","-",21,5,NA,0.808
"30","Amherst","24","1996","E.J. Mills","D-III","-",15,13,1,0.534
"31","Amherst","24","1995","E.J. Mills","D-III","-",11,9,NA,0.55
"32","Amherst","24","1994","","D-III","-",NA,NA,NA,NA
"33","Amherst","24","1993","","D-III","-",NA,NA,NA,NA
"34","Amherst","24","1992","","D-III","-",NA,NA,NA,NA
"35","Amherst","24","1991","","D-III","-",NA,NA,NA,NA
"36","Amherst","24","1990","","D-III","-",NA,NA,NA,NA
"37","Amherst","24","1989","","","-",NA,NA,NA,NA
"38","Amherst","24","1988","","","-",NA,NA,NA,NA
"39","Amherst","24","1987","","","-",NA,NA,NA,NA
"40","Amherst","24","1986","","","-",NA,NA,NA,NA
"41","Amherst","24","","","","",567,347,3,0.62
