"","team_name","team_id","season","head_coach","division","conference","wins","losses","ties","win_perc"
"1","Howard Payne","2741","2025","Graciella Becerra","D-III","ASC",0,0,0,0
"2","Howard Payne","2741","2024","Ty Robinson","D-III","ASC",14,25,0,0.359
"3","Howard Payne","2741","2023","Jose Mata","D-III","ASC",15,24,0,0.385
"4","Howard Payne","2741","2022","Jose Mata","D-III","ASC",5,34,0,0.128
"5","Howard Payne","2741","2021","Jose Mata","D-III","ASC",13,17,0,0.433
"6","Howard Payne","2741","2020","Jose Mata","D-III","ASC",5,10,0,0.333
"7","Howard Payne","2741","2019","Jose Mata","D-III","ASC",17,22,0,0.436
"8","Howard Payne","2741","2018","Jose Mata","D-III","ASC",9,29,2,0.25
"9","Howard Payne","2741","2017","Jose Mata","D-III","ASC",7,31,1,0.192
"10","Howard Payne","2741","2016","Jose Mata","D-III","ASC",16,22,0,0.421
"11","Howard Payne","2741","2015","Jose Mata","D-III","ASC",10,27,0,0.27
"12","Howard Payne","2741","2014","Jose Mata","D-III","ASC",6,31,0,0.162
"13","Howard Payne","2741","2013","Jose Mata","D-III","ASC",21,21,0,0.5
"14","Howard Payne","2741","2012","Jose Mata","D-III","ASC",19,21,0,0.475
"15","Howard Payne","2741","2011","Jose Mata","D-III","ASC",15,23,0,0.395
"16","Howard Payne","2741","2010","Jose Mata","D-III","ASC",10,25,0,0.286
"17","Howard Payne","2741","2009","Jose Mata","D-III","ASC",29,11,0,0.725
"18","Howard Payne","2741","2008","Jose Mata","D-III","ASC",26,17,0,0.605
"19","Howard Payne","2741","2007","Angela Froboese","D-III","ASC",28,12,0,0.7
"20","Howard Payne","2741","2006","Angela Froboese","D-III","ASC",18,18,0,0.5
"21","Howard Payne","2741","2005","Angela Froboese","D-III","ASC",18,22,0,0.45
"22","Howard Payne","2741","2004","Angela Froboese","D-III","ASC",21,13,0,0.618
"23","Howard Payne","2741","2003","Kerrie Short (14-24)Brandon Driskoll (14-24)","D-III","-",14,24,0,0.368
"24","Howard Payne","2741","2002","Jose Mata","D-III","ASC",24,17,0,0.585
"25","Howard Payne","2741","2001","Jose Mata","D-III","-",23,12,0,0.657
"26","Howard Payne","2741","1900","Jose Mata","D-III","-",11,26,0,0.297
"27","Howard Payne","2741","1999","Randy Lewallyn","D-III","-",2,12,0,0.143
"28","Howard Payne","2741","1998","Randy Lewallyn","D-III","-",1,26,0,0.037
"29","Howard Payne","2741","","","","",397,572,3,0.41
