"","team_name","team_id","season","head_coach","division","conference","wins","losses","ties","win_perc"
"1","Wayne St. (NE)","1433","2025","Christy Warnock","D-II","NSIC",2,0,0,1
"2","Wayne St. (NE)","1433","2024","Christy Warnock","D-II","NSIC",8,40,0,0.167
"3","Wayne St. (NE)","1433","2023","Christy Warnock","D-II","NSIC",13,39,0,0.25
"4","Wayne St. (NE)","1433","2022","Shelli Manson","D-II","NSIC",15,38,0,0.283
"5","Wayne St. (NE)","1433","2021","Shelli Manson","D-II","NSIC",7,31,0,0.184
"6","Wayne St. (NE)","1433","2020","Shelli Manson","D-II","NSIC",10,13,0,0.435
"7","Wayne St. (NE)","1433","2019","Shelli Manson","D-II","NSIC",15,32,1,0.323
"8","Wayne St. (NE)","1433","2018","Shelli Manson","D-II","NSIC",16,29,NA,0.356
"9","Wayne St. (NE)","1433","2017","Shelli Manson","D-II","NSIC",11,39,0,0.22
"10","Wayne St. (NE)","1433","2016","Shelli Manson","D-II","NSIC",27,26,0,0.509
"11","Wayne St. (NE)","1433","2015","Shelli Manson","D-II","NSIC",34,21,0,0.618
"12","Wayne St. (NE)","1433","2014","Krista Wood","D-II","NSIC",35,17,0,0.673
"13","Wayne St. (NE)","1433","2013","Krista Wood","D-II","NSIC",28,16,0,0.636
"14","Wayne St. (NE)","1433","2012","Krista Wood","D-II","NSIC",28,23,0,0.549
"15","Wayne St. (NE)","1433","2011","Krista Wood","D-II","NSIC",37,17,0,0.685
"16","Wayne St. (NE)","1433","2010","Krista Wood","D-II","NSIC",43,14,0,0.754
"17","Wayne St. (NE)","1433","2009","Krista Wood","D-II","NSIC",41,21,0,0.661
"18","Wayne St. (NE)","1433","2008","Krista Wood","D-II","NSIC",30,23,0,0.566
"19","Wayne St. (NE)","1433","2007","Krista Wood","D-II","NSIC",28,22,0,0.56
"20","Wayne St. (NE)","1433","2006","Jon Misfeldt","D-II","NSIC",10,34,0,0.227
"21","Wayne St. (NE)","1433","2005","Jon Misfeldt","D-II","NSIC",19,34,0,0.358
"22","Wayne St. (NE)","1433","2004","Jon Misfeldt","D-II","NSIC",21,23,0,0.477
"23","Wayne St. (NE)","1433","2003","Jon Misfeldt","D-II","-",22,24,NA,0.478
"24","Wayne St. (NE)","1433","2002","Jon Misfeldt","D-II","-",27,27,0,0.5
"25","Wayne St. (NE)","1433","2001","Jon Misfeldt","D-II","-",24,22,NA,0.522
"26","Wayne St. (NE)","1433","1900","Jon Misfeldt","D-II","-",18,35,NA,0.34
"27","Wayne St. (NE)","1433","1999","Mary Allman","D-II","-",16,38,0,0.296
"28","Wayne St. (NE)","1433","1998","Lisa Carlsen","D-II","-",13,21,0,0.382
"29","Wayne St. (NE)","1433","1997","Jason Jenkins","D-II","-",9,20,0,0.31
"30","Wayne St. (NE)","1433","1996","Joan Scherbring","D-II","-",7,29,1,0.203
"31","Wayne St. (NE)","1433","1995","Joan Scherbring","D-II","-",9,31,NA,0.225
"32","Wayne St. (NE)","1433","1994","Joan Scherbring","D-II","-",11,32,NA,0.256
"33","Wayne St. (NE)","1433","1993","Joan Scherbring","D-II","-",14,24,NA,0.368
"34","Wayne St. (NE)","1433","1992","Dan Pollard","D-II","-",23,22,0,0.511
"35","Wayne St. (NE)","1433","1991","Dan Pollard","D-II","-",15,21,0,0.417
"36","Wayne St. (NE)","1433","1990","Dan Pollard","D-II","-",29,22,0,0.569
"37","Wayne St. (NE)","1433","1989","","","-",NA,NA,NA,NA
"38","Wayne St. (NE)","1433","1988","Marilyn Strate","","-",26,15,0,0.634
"39","Wayne St. (NE)","1433","1987","Marilyn Strate","","-",25,13,0,0.658
"40","Wayne St. (NE)","1433","1986","Marilyn Strate","","-",32,14,0,0.696
"41","Wayne St. (NE)","1433","1985","Marilyn Strate","","-",30,20,0,0.6
"42","Wayne St. (NE)","1433","1984","Marilyn Strate","","-",29,16,0,0.644
"43","Wayne St. (NE)","1433","","","","",857,998,2,0.462
