"","team_name","team_id","season","head_coach","division","conference","wins","losses","ties","win_perc"
"1","Indiana St.","305","2025","Windy Thees","D-I","MVC",0,1,0,0
"2","Indiana St.","305","2024","Mike Perniciaro","D-I","MVC",20,30,0,0.4
"3","Indiana St.","305","2023","Mike Perniciaro","D-I","MVC",32,25,0,0.561
"4","Indiana St.","305","2022","Mike Perniciaro","D-I","MVC",25,27,0,0.481
"5","Indiana St.","305","2021","Mike Perniciaro","D-I","MVC",20,28,0,0.417
"6","Indiana St.","305","2020","Mike Perniciaro","D-I","MVC",12,12,0,0.5
"7","Indiana St.","305","2019","Mike Perniciaro","D-I","MVC",19,35,0,0.352
"8","Indiana St.","305","2018","Mike Perniciaro","D-I","MVC",26,28,NA,0.481
"9","Indiana St.","305","2017","Shane Bouman (13-12)Tori Magner (11-17)","D-I","MVC",24,29,0,0.453
"10","Indiana St.","305","2016","Shane Bouman","D-I","MVC",16,35,0,0.314
"11","Indiana St.","305","2015","Shane Bouman","D-I","MVC",27,31,0,0.466
"12","Indiana St.","305","2014","Shane Bouman","D-I","MVC",27,26,0,0.509
"13","Indiana St.","305","2013","Shane Bouman","D-I","MVC",16,34,0,0.32
"14","Indiana St.","305","2012","Shane Bouman","D-I","MVC",19,34,0,0.358
"15","Indiana St.","305","2011","Brenda Coldren","D-I","MVC",15,33,0,0.313
"16","Indiana St.","305","2010","Brenda Coldren","D-I","MVC",20,31,0,0.392
"17","Indiana St.","305","2009","Brenda Coldren","D-I","MVC",20,27,0,0.426
"18","Indiana St.","305","2008","Brenda Coldren","D-I","MVC",19,30,1,0.39
"19","Indiana St.","305","2007","Brenda Coldren","D-I","MVC",22,27,0,0.449
"20","Indiana St.","305","2006","Brenda Coldren","D-I","MVC",25,26,0,0.49
"21","Indiana St.","305","2005","Brenda Coldren","D-I","MVC",11,30,0,0.268
"22","Indiana St.","305","2004","Brenda Coldren","D-I","MVC",23,41,0,0.359
"23","Indiana St.","305","2003","Brenda Coldren","D-I","MVC",9,39,0,0.188
"24","Indiana St.","305","2002","Bob Rupert","D-I","MVC",12,38,0,0.24
"25","Indiana St.","305","2001","Bob Rupert","D-I","MVC",17,36,0,0.321
"26","Indiana St.","305","1900","Bob Rupert","D-I","MVC",22,36,0,0.379
"27","Indiana St.","305","1999","Bob Rupert","D-I","MVC",13,37,0,0.26
"28","Indiana St.","305","1998","Linda Derk","D-I","-",14,36,NA,0.28
"29","Indiana St.","305","1997","Linda Derk","D-I","MVC",10,43,0,0.189
"30","Indiana St.","305","1996","Linda Derk","D-I","-",13,37,NA,0.26
"31","Indiana St.","305","1995","Donna Bonebreak","D-I","-",24,35,NA,0.407
"32","Indiana St.","305","1994","Donna Bonebreak","D-I","-",22,32,NA,0.407
"33","Indiana St.","305","1993","Donna Bonebreak","D-I","-",18,32,NA,0.36
"34","Indiana St.","305","1992","Donna Bonebreak","D-I","-",26,19,1,0.576
"35","Indiana St.","305","1991","Tracy Johnson","D-I","-",16,32,NA,0.333
"36","Indiana St.","305","1990","Tracy Johnson","D-I","-",21,12,NA,0.636
"37","Indiana St.","305","1989","Tracy Johnson","D-I","-",31,24,NA,0.564
"38","Indiana St.","305","1988","Tracy Johnson","D-I","-",23,26,NA,0.469
"39","Indiana St.","305","1987","Tracy Johnson","D-I","-",19,27,NA,0.413
"40","Indiana St.","305","1986","Tracy Johnson","D-I","-",28,17,NA,0.622
"41","Indiana St.","305","1985","Tracy Johnson","D-I","-",17,33,1,0.343
"42","Indiana St.","305","1984","","D-II","-",NA,NA,NA,NA
"43","Indiana St.","305","1982","","D-I","-",NA,NA,NA,NA
"44","Indiana St.","305","","","","",793,1211,3,0.396
