"","team_name","team_id","season","head_coach","division","conference","wins","losses","ties","win_perc"
"1","Emory","217","2025","India Chiles","D-III","UAA",0,0,0,0
"2","Emory","217","2024","India Chiles","D-III","UAA",24,16,0,0.6
"3","Emory","217","2023","Adrianna Baggetta","D-III","UAA",18,20,0,0.474
"4","Emory","217","2022","Adrianna Baggetta","D-III","UAA",18,20,0,0.474
"5","Emory","217","2021","Adrianna Baggetta","D-III","UAA",9,2,0,0.818
"6","Emory","217","2020","Adrianna Baggetta","D-III","UAA",7,5,0,0.583
"7","Emory","217","2019","Adrianna Baggetta","D-III","UAA",39,15,0,0.722
"8","Emory","217","2018","Penny Siqueiros","D-III","UAA",29,12,NA,0.707
"9","Emory","217","2017","Penny Siqueiros","D-III","UAA",25,13,0,0.658
"10","Emory","217","2016","Penny Siqueiros","D-III","UAA",46,8,0,0.852
"11","Emory","217","2015","Penny Siqueiros","D-III","UAA",34,9,0,0.791
"12","Emory","217","2014","Penny Siqueiros","D-III","UAA",39,9,0,0.813
"13","Emory","217","2013","Penny Siqueiros","D-III","UAA",42,5,0,0.894
"14","Emory","217","2012","Penny Siqueiros","D-III","UAA",34,5,0,0.872
"15","Emory","217","2011","Penny Siqueiros","D-III","UAA",41,4,1,0.902
"16","Emory","217","2010","Penny Siqueiros","D-III","UAA",25,16,0,0.61
"17","Emory","217","2009","Penny Siqueiros","D-III","UAA",32,12,0,0.727
"18","Emory","217","2008","Penny Siqueiros","D-III","UAA",29,12,0,0.707
"19","Emory","217","2007","Penny Siqueiros","D-III","UAA",33,8,0,0.805
"20","Emory","217","2006","Penny Siqueiros","D-III","UAA",36,11,0,0.766
"21","Emory","217","2005","Penny Siqueiros","D-III","UAA",32,6,0,0.842
"22","Emory","217","2004","Penny Siqueiros","D-III","UAA",37,12,0,0.755
"23","Emory","217","2003","Penny Siqueiros","D-III","UAA",38,6,0,0.864
"24","Emory","217","2002","Penny Siqueiros","D-III","UAA",43,10,0,0.811
"25","Emory","217","2001","Penny Siqueiros","D-III","-",37,13,NA,0.74
"26","Emory","217","1900","Penny Siqueiros","D-III","-",21,13,NA,0.618
"27","Emory","217","1999","Penny Siqueiros","D-III","-",7,14,NA,0.333
"28","Emory","217","1998","","D-III","-",NA,NA,NA,NA
"29","Emory","217","1997","","D-III","-",NA,NA,NA,NA
"30","Emory","217","1996","","D-III","-",NA,NA,NA,NA
"31","Emory","217","1995","","D-III","-",NA,NA,NA,NA
"32","Emory","217","1994","","D-III","-",NA,NA,NA,NA
"33","Emory","217","1993","","D-III","-",NA,NA,NA,NA
"34","Emory","217","1992","","D-III","-",NA,NA,NA,NA
"35","Emory","217","1991","","D-III","-",NA,NA,NA,NA
"36","Emory","217","1990","","D-III","-",NA,NA,NA,NA
"37","Emory","217","","","","",775,276,1,0.737
