"","team_name","team_id","season","head_coach","division","conference","wins","losses","ties","win_perc"
"1","Muskingum","455","2025","Laina Connor","D-III","OAC",0,0,0,0
"2","Muskingum","455","2024","Laina Connor","D-III","OAC",31,16,0,0.66
"3","Muskingum","455","2023","Laina Connor","D-III","OAC",27,14,0,0.659
"4","Muskingum","455","2022","Kari Winters","D-III","OAC",31,12,0,0.721
"5","Muskingum","455","2021","Kari Winters","D-III","OAC",29,14,0,0.674
"6","Muskingum","455","2020","Kari Winters","D-III","OAC",5,8,0,0.385
"7","Muskingum","455","2019","Kari Winters","D-III","OAC",31,11,0,0.738
"8","Muskingum","455","2018","Kari Winters","D-III","OAC",26,12,NA,0.684
"9","Muskingum","455","2017","Kari Winters","D-III","OAC",17,23,0,0.425
"10","Muskingum","455","2016","Kari Winters","D-III","OAC",22,22,0,0.5
"11","Muskingum","455","2015","Kari Winters","D-III","OAC",23,17,0,0.575
"12","Muskingum","455","2014","Kari Winters","D-III","OAC",28,18,0,0.609
"13","Muskingum","455","2013","Kari Winters","D-III","OAC",28,12,0,0.7
"14","Muskingum","455","2012","Kari Winters","D-III","OAC",23,17,0,0.575
"15","Muskingum","455","2011","Kari Winters","D-III","OAC",13,24,0,0.351
"16","Muskingum","455","2010","Donna Newberry","D-III","OAC",22,21,0,0.512
"17","Muskingum","455","2009","Donna Newberry","D-III","OAC",26,16,0,0.619
"18","Muskingum","455","2008","Donna Newberry","D-III","OAC",41,12,0,0.774
"19","Muskingum","455","2007","Donna Newberry","D-III","OAC",36,11,0,0.766
"20","Muskingum","455","2006","Donna Newberry","D-III","OAC",46,6,0,0.885
"21","Muskingum","455","2005","Donna Newberry","D-III","OAC",42,7,0,0.857
"22","Muskingum","455","2004","Donna Newberry","D-III","OAC",43,7,0,0.86
"23","Muskingum","455","2003","Donna Newberry","D-III","OAC",42,5,0,0.894
"24","Muskingum","455","2002","Donna Newberry","D-III","-",40,8,NA,0.833
"25","Muskingum","455","2001","Donna Newberry","D-III","-",47,6,NA,0.887
"26","Muskingum","455","1900","Donna Newberry","D-III","-",45,5,NA,0.9
"27","Muskingum","455","1999","Donna Newberry","D-III","-",39,7,NA,0.848
"28","Muskingum","455","1998","Donna Newberry","D-III","-",38,14,NA,0.731
"29","Muskingum","455","1997","Donna Newberry","D-III","-",26,17,NA,0.605
"30","Muskingum","455","1996","Donna Newberry","D-III","-",16,24,NA,0.4
"31","Muskingum","455","1995","Donna Newberry","D-III","-",19,16,1,0.542
"32","Muskingum","455","1994","Donna Newberry","D-III","-",19,20,NA,0.487
"33","Muskingum","455","1993","Donna Newberry","D-III","-",21,9,NA,0.7
"34","Muskingum","455","1992","Donna Newberry","D-III","-",30,10,NA,0.75
"35","Muskingum","455","1991","Donna Newberry","D-III","-",26,11,NA,0.703
"36","Muskingum","455","1990","Donna Newberry","D-III","-",30,11,NA,0.732
"37","Muskingum","455","1989","Donna Newberry","D-III","-",26,13,NA,0.667
"38","Muskingum","455","1988","Donna Newberry","D-III","-",37,9,NA,0.804
"39","Muskingum","455","1987","Donna Newberry","D-III","-",24,11,NA,0.686
"40","Muskingum","455","1986","Donna Newberry","D-III","-",30,11,NA,0.732
"41","Muskingum","455","1985","Donna Newberry","D-III","-",19,12,NA,0.613
"42","Muskingum","455","1984","Donna Newberry","D-III","-",16,8,NA,0.667
"43","Muskingum","455","1983","Donna Newberry","D-III","-",8,19,NA,0.296
"44","Muskingum","455","1982","Donna Newberry","D-III","-",15,13,NA,0.536
"45","Muskingum","455","1981","Donna Newberry","D-III","-",13,18,NA,0.419
"46","Muskingum","455","1980","Donna Newberry","D-III","-",0,18,NA,0
"47","Muskingum","455","1979","Donna Newberry","D-III","-",8,10,NA,0.444
"48","Muskingum","455","1978","Donna Newberry","D-III","-",6,9,NA,0.4
"49","Muskingum","455","1977","Donna Newberry","D-III","-",3,8,NA,0.273
"50","Muskingum","455","1976","Donna Newberry","D-III","-",3,10,NA,0.231
"51","Muskingum","455","1975","Donna Newberry","D-III","-",4,7,NA,0.364
"52","Muskingum","455","","","","",1240,639,1,0.66
