"","team_name","team_id","season","head_coach","division","conference","wins","losses","ties","win_perc"
"1","Morris","503365","2025",NA,NA,"-",NA,NA,NA,0
"2","Morris","503365","2024",NA,NA,"-",NA,NA,NA,0
"3","Morris","503365","2023",NA,NA,"-",NA,NA,NA,0
"4","Morris","503365","2020",NA,NA,"-",NA,NA,NA,0
"5","Morris","503365","2019",NA,NA,"-",NA,NA,NA,0
"6","Morris","503365","2018",NA,NA,"-",NA,NA,NA,0
"7","Morris","503365","2017",NA,NA,"-",NA,NA,NA,NA
"8","Morris","503365","2016",NA,NA,"-",NA,NA,NA,NA
"9","Morris","503365","2015",NA,NA,"-",NA,NA,NA,NA
"10","Morris","503365","2014",NA,NA,"-",NA,NA,NA,NA
"11","Morris","503365","2013",NA,NA,"-",NA,NA,NA,NA
"12","Morris","503365","2012",NA,NA,"-",NA,NA,NA,NA
"13","Morris","503365","2011",NA,NA,"-",NA,NA,NA,NA
"14","Morris","503365","2010",NA,NA,"-",NA,NA,NA,NA
"15","Morris","503365","2009",NA,NA,"-",NA,NA,NA,NA
"16","Morris","503365","2008",NA,NA,"-",NA,NA,NA,NA
"17","Morris","503365","2007",NA,NA,"-",NA,NA,NA,NA
"18","Morris","503365","2006",NA,NA,"-",NA,NA,NA,NA
"19","Morris","503365","2005",NA,NA,"-",NA,NA,NA,NA
"20","Morris","503365","2004",NA,NA,"-",NA,NA,NA,NA
"21","Morris","503365","",NA,NA,"",0,0,0,0
