"","team_name","team_id","season","head_coach","division","conference","wins","losses","ties","win_perc"
"1","West Va. Wesleyan","9630","2025","Steve Warner","D-II","MEC",2,4,0,0.333
"2","West Va. Wesleyan","9630","2024","Steve Warner","D-II","MEC",17,32,0,0.347
"3","West Va. Wesleyan","9630","2023","Steve Warner","D-II","MEC",45,17,0,0.726
"4","West Va. Wesleyan","9630","2022","Steve Warner","D-II","MEC",38,18,1,0.675
"5","West Va. Wesleyan","9630","2021","Steve Warner","D-II","MEC",20,13,0,0.606
"6","West Va. Wesleyan","9630","2020","Steve Warner","D-II","MEC",12,6,0,0.667
"7","West Va. Wesleyan","9630","2019","Steve Warner","D-II","MEC",20,24,0,0.455
"8","West Va. Wesleyan","9630","2018","Steve Warner","D-II","MEC",43,14,NA,0.754
"9","West Va. Wesleyan","9630","2017","Steve Warner","D-II","MEC",51,10,0,0.836
"10","West Va. Wesleyan","9630","2016","Steve Warner","D-II","MEC",54,11,0,0.831
"11","West Va. Wesleyan","9630","2015","Steve Warner","D-II","MEC",38,10,0,0.792
"12","West Va. Wesleyan","9630","2014","Steve Warner","D-II","MEC",46,15,0,0.754
"13","West Va. Wesleyan","9630","2013","Steve Warner","D-II","WVIAC",32,21,0,0.604
"14","West Va. Wesleyan","9630","2012","Steve Warner","D-II","WVIAC",43,14,0,0.754
"15","West Va. Wesleyan","9630","2011","Steve Warner","D-II","WVIAC",48,8,0,0.857
"16","West Va. Wesleyan","9630","2010","Steve Warner","D-II","WVIAC",44,13,0,0.772
"17","West Va. Wesleyan","9630","2009","Steve Warner","D-II","WVIAC",45,15,0,0.75
"18","West Va. Wesleyan","9630","2008","Steve Warner","D-II","WVIAC",51,20,0,0.718
"19","West Va. Wesleyan","9630","2007","Steve Warner","D-II","WVIAC",28,25,0,0.528
"20","West Va. Wesleyan","9630","2006","Steve Warner","D-II","WVIAC",44,24,0,0.647
"21","West Va. Wesleyan","9630","2005","Steve Warner","D-II","WVIAC",42,18,0,0.7
"22","West Va. Wesleyan","9630","2004","Steve Warner","D-II","WVIAC",46,17,0,0.73
"23","West Va. Wesleyan","9630","2003","Steve Warner","D-II","-",46,10,NA,0.821
"24","West Va. Wesleyan","9630","2002","Steve Warner","D-II","-",33,12,0,0.733
"25","West Va. Wesleyan","9630","2001","Steve Warner","D-II","-",35,9,0,0.795
"26","West Va. Wesleyan","9630","1900","Steve Warner","D-II","-",30,22,0,0.577
"27","West Va. Wesleyan","9630","1999","Steve Warner","D-II","-",32,18,0,0.64
"28","West Va. Wesleyan","9630","1998","Steve Warner","D-II","-",38,11,0,0.776
"29","West Va. Wesleyan","9630","1997","Steve Warner","D-II","-",35,12,0,0.745
"30","West Va. Wesleyan","9630","1996","Steve Warner","D-II","-",37,6,0,0.86
"31","West Va. Wesleyan","9630","1995","Steve Warner","D-II","-",46,11,0,0.807
"32","West Va. Wesleyan","9630","1994","Steve Warner","D-II","-",33,9,0,0.786
"33","West Va. Wesleyan","9630","1993","Steve Warner (23-10-1)Mike Hinkle (23-10-1)","","-",23,10,1,0.691
"34","West Va. Wesleyan","9630","","","","",1197,479,2,0.714
