"","team_name","team_id","season","head_coach","division","conference","wins","losses","ties","win_perc"
"1","Endicott","8981","2025","Katie Bettencourt","D-III","CNE",0,0,0,0
"2","Endicott","8981","2024","Katie Bettencourt","D-III","CNE",24,14,0,0.632
"3","Endicott","8981","2023","Katie Bettencourt","D-III","CNE",36,9,0,0.8
"4","Endicott","8981","2022","Katie Bettencourt","D-III","CNE",32,13,0,0.711
"5","Endicott","8981","2021","Katie Bettencourt","D-III","CNE",20,4,0,0.833
"6","Endicott","8981","2020","Katie Bettencourt","D-III","CNE",NA,NA,NA,0
"7","Endicott","8981","2019","Katie Bettencourt","D-III","CNE",33,7,0,0.825
"8","Endicott","8981","2018","Katie Bettencourt","D-III","CNE",30,6,NA,0.833
"9","Endicott","8981","2017","Mark Veilleux","D-III","CNE",22,16,0,0.579
"10","Endicott","8981","2016","Mark Veilleux","D-III","CNE",22,16,0,0.579
"11","Endicott","8981","2015","Mark Veilleux","D-III","CNE",18,19,0,0.486
"12","Endicott","8981","2014","Mark Veilleux","D-III","CNE",27,13,1,0.671
"13","Endicott","8981","2013","Mark Veilleux","D-III","CNE",20,20,0,0.5
"14","Endicott","8981","2012","Mark Veilleux","D-III","CNE",26,18,1,0.589
"15","Endicott","8981","2011","Mark Veilleux","D-III","CNE",36,8,0,0.818
"16","Endicott","8981","2010","Mark Veilleux","D-III","CNE",28,12,1,0.695
"17","Endicott","8981","2009","Mark Veilleux","D-III","CNE",38,9,0,0.809
"18","Endicott","8981","2008","Mark Veilleux","D-III","CNE",41,6,0,0.872
"19","Endicott","8981","2007","Mark Veilleux","D-III","CNE",31,12,0,0.721
"20","Endicott","8981","2006","Mark Veilleux","D-III","CNE",28,15,0,0.651
"21","Endicott","8981","2005","Mark Veilleux","D-III","CNE",35,4,1,0.888
"22","Endicott","8981","2004","Mark Veilleux","D-III","CNE",29,10,1,0.738
"23","Endicott","8981","2003","Mark Veilleux","D-III","-",36,5,NA,0.878
"24","Endicott","8981","2002","Mark Veilleux","D-III","CNE",40,5,1,0.88
"25","Endicott","8981","2001","Mark Veilleux","D-III","-",32,11,1,0.739
"26","Endicott","8981","1900","Mark Veilleux","D-III","-",28,14,2,0.659
"27","Endicott","8981","1999","Mark Veilleux","D-III","-",22,15,NA,0.595
"28","Endicott","8981","1998","Mark Veilleux","D-III","-",18,13,1,0.578
"29","Endicott","8981","1997","Mark Veilleux","D-III","-",13,18,NA,0.419
"30","Endicott","8981","1996","Mark Veilleux","D-III","-",12,12,2,0.5
"31","Endicott","8981","1995","Mark Veilleux","D-III","-",18,4,NA,0.818
"32","Endicott","8981","1994","Stephen Woodcock","D-III","-",NA,NA,NA,NA
"33","Endicott","8981","1993","Stephen Woodcock","","-",NA,NA,NA,NA
"34","Endicott","8981","1992","Stephen Woodcock","","-",NA,NA,NA,NA
"35","Endicott","8981","1991","Stephen Woodcock","","-",NA,NA,NA,NA
"36","Endicott","8981","1990","Stephen Woodcock","","-",NA,NA,NA,NA
"37","Endicott","8981","1989","Stephen Woodcock","","-",NA,NA,NA,NA
"38","Endicott","8981","1988","Stephen Woodcock","","-",NA,NA,NA,NA
"39","Endicott","8981","1987","Stephen Woodcock","","-",NA,NA,NA,NA
"40","Endicott","8981","1986","Stephen Woodcock","","-",NA,NA,NA,NA
"41","Endicott","8981","1985","Stephen Woodcock","","-",NA,NA,NA,NA
"42","Endicott","8981","1981","","","-",NA,NA,NA,NA
"43","Endicott","8981","","","","",795,328,12,0.706
