"","team_name","team_id","season","head_coach","division","conference","wins","losses","ties","win_perc"
"1","San Fran. St.","628","2025","Alicia Reid","D-II","CCAA",4,1,0,0.8
"2","San Fran. St.","628","2024","Alicia Reid","D-II","CCAA",21,27,0,0.438
"3","San Fran. St.","628","2023","Alicia Reid","D-II","CCAA",27,23,0,0.54
"4","San Fran. St.","628","2022","Alicia Reid","D-II","CCAA",23,30,0,0.434
"5","San Fran. St.","628","2021","Alicia Reid","D-II","CCAA",0,0,0,0
"6","San Fran. St.","628","2020","Alicia Reid","D-II","CCAA",13,14,0,0.481
"7","San Fran. St.","628","2019","Alicia Reid","D-II","CCAA",39,20,0,0.661
"8","San Fran. St.","628","2018","Alicia Reid","D-II","CCAA",24,31,NA,0.436
"9","San Fran. St.","628","2017","Lisa McKinney","D-II","CCAA",21,31,0,0.404
"10","San Fran. St.","628","2016","Lisa McKinney","D-II","CCAA",25,28,0,0.472
"11","San Fran. St.","628","2015","Cristina Byrne","D-II","CCAA",12,40,0,0.231
"12","San Fran. St.","628","2014","Cristina Byrne","D-II","CCAA",19,36,0,0.345
"13","San Fran. St.","628","2013","Cristina Byrne","D-II","CCAA",22,30,0,0.423
"14","San Fran. St.","628","2012","Cristina Byrne","D-II","CCAA",17,35,0,0.327
"15","San Fran. St.","628","2011","Cristina Byrne","D-II","CCAA",18,35,0,0.34
"16","San Fran. St.","628","2010","Cristina Byrne","D-II","CCAA",20,33,0,0.377
"17","San Fran. St.","628","2009","Cristina Byrne","D-II","CCAA",31,24,0,0.564
"18","San Fran. St.","628","2008","Cristina Byrne","D-II","CCAA",29,23,0,0.558
"19","San Fran. St.","628","2007","Kristi Lansford","D-II","CCAA",31,33,0,0.484
"20","San Fran. St.","628","2006","Kristi Lansford","D-II","CCAA",41,16,0,0.719
"21","San Fran. St.","628","2005","Kristi Lansford","D-II","CCAA",43,21,0,0.672
"22","San Fran. St.","628","2004","Kristi Lansford","D-II","CCAA",41,25,0,0.621
"23","San Fran. St.","628","2003","Kristi Lansford","D-II","CCAA",25,33,0,0.431
"24","San Fran. St.","628","2002","Kristi Lansford","D-II","-",14,48,0,0.226
"25","San Fran. St.","628","2001","Kristi Lansford","D-II","-",13,43,0,0.232
"26","San Fran. St.","628","1900","Julie Moss","D-II","-",15,45,0,0.25
"27","San Fran. St.","628","1999","Diane Kalliam","D-II","-",11,44,0,0.2
"28","San Fran. St.","628","1998","Diane Kalliam","D-II","-",11,35,0,0.239
"29","San Fran. St.","628","1997","Diane Kalliam","D-II","-",18,39,0,0.316
"30","San Fran. St.","628","1996","Diane Kalliam","D-II","-",9,48,0,0.158
"31","San Fran. St.","628","1995","Diane Kalliam","D-II","-",8,47,0,0.145
"32","San Fran. St.","628","1994","Diane Kalliam","D-II","-",13,39,0,0.25
"33","San Fran. St.","628","1993","Diane Kalliam","D-II","-",4,32,0,0.111
"34","San Fran. St.","628","1992","Diane Kalliam","D-II","-",11,36,0,0.234
"35","San Fran. St.","628","1991","Diane Kalliam","D-II","-",29,19,0,0.604
"36","San Fran. St.","628","1990","Diane Kalliam","D-II","-",22,26,0,0.458
"37","San Fran. St.","628","1989","Diane Kalliam","D-II","-",18,36,1,0.336
"38","San Fran. St.","628","1988","Diane Kalliam","D-II","-",27,25,0,0.519
"39","San Fran. St.","628","1987","Diane Kalliam","D-II","-",4,44,0,0.083
"40","San Fran. St.","628","1986","Diane Kalliam","D-II","-",5,45,0,0.1
"41","San Fran. St.","628","1985","Diane Kalliam","D-II","-",NA,NA,NA,NA
"42","San Fran. St.","628","1984","Diane Kalliam","D-II","-",17,29,0,0.37
"43","San Fran. St.","628","1983","Diane Kalliam","D-II","-",17,26,0,0.395
"44","San Fran. St.","628","1982","Diane Kalliam","D-II","-",20,17,1,0.539
"45","San Fran. St.","628","1981","Diane Kalliam","D-II","-",25,20,2,0.553
"46","San Fran. St.","628","1980","Diane Kalliam","D-II","-",11,21,NA,0.344
"47","San Fran. St.","628","1979","Diane Kalliam","D-II","-",6,12,1,0.342
"48","San Fran. St.","628","","","","",874,1365,5,0.391
