"","team_name","team_id","season","head_coach","division","conference","wins","losses","ties","win_perc"
"1","St. Thomas (MN)","620","2025","Jennifer Bagley Trotter","D-I","Summit League",0,1,0,0
"2","St. Thomas (MN)","620","2024","Jennifer Bagley Trotter","D-I","Summit League",16,34,0,0.32
"3","St. Thomas (MN)","620","2023","Jennifer Bagley Trotter","D-I","Summit League",18,35,0,0.34
"4","St. Thomas (MN)","620","2022","Jennifer Bagley Trotter","D-I","Summit League",14,36,0,0.28
"5","St. Thomas (MN)","620","2021","John Tschida","D-III","MIAC",33,10,0,0.767
"6","St. Thomas (MN)","620","2020","John Tschida","D-III","MIAC",3,4,0,0.429
"7","St. Thomas (MN)","620","2019","John Tschida","D-III","MIAC",43,7,0,0.86
"8","St. Thomas (MN)","620","2018","John Tschida","D-III","MIAC",39,8,NA,0.83
"9","St. Thomas (MN)","620","2017","John Tschida","D-III","MIAC",37,11,0,0.771
"10","St. Thomas (MN)","620","2016","John Tschida","D-III","MIAC",43,8,0,0.843
"11","St. Thomas (MN)","620","2015","John Tschida","D-III","MIAC",35,12,0,0.745
"12","St. Thomas (MN)","620","2014","John Tschida","D-III","MIAC",44,9,0,0.83
"13","St. Thomas (MN)","620","2013","John Tschida","D-III","MIAC",41,7,0,0.854
"14","St. Thomas (MN)","620","2012","John Tschida","D-III","MIAC",37,9,0,0.804
"15","St. Thomas (MN)","620","2011","John Tschida","D-III","MIAC",42,6,0,0.875
"16","St. Thomas (MN)","620","2010","John Tschida","D-III","MIAC",40,8,0,0.833
"17","St. Thomas (MN)","620","2009","John Tschida","D-III","MIAC",40,6,0,0.87
"18","St. Thomas (MN)","620","2008","John Tschida","D-III","MIAC",42,5,0,0.894
"19","St. Thomas (MN)","620","2007","John Tschida","D-III","MIAC",42,4,0,0.913
"20","St. Thomas (MN)","620","2006","John Tschida","D-III","MIAC",48,4,0,0.923
"21","St. Thomas (MN)","620","2005","John Tschida","D-III","MIAC",43,6,0,0.878
"22","St. Thomas (MN)","620","2004","John Tschida","D-III","MIAC",46,4,0,0.92
"23","St. Thomas (MN)","620","2003","John Tschida","D-III","MIAC",32,6,0,0.842
"24","St. Thomas (MN)","620","2002","John Tschida","D-III","MIAC",38,9,0,0.809
"25","St. Thomas (MN)","620","2001","John Tschida","D-III","-",35,9,NA,0.795
"26","St. Thomas (MN)","620","1900","Wendy Miller","D-III","-",37,10,NA,0.787
"27","St. Thomas (MN)","620","1999","Cindy Zelinsky","D-III","-",32,14,NA,0.696
"28","St. Thomas (MN)","620","1998","Cindy Zelinsky","D-III","-",33,13,NA,0.717
"29","St. Thomas (MN)","620","1997","Cindy Zelinsky","D-III","-",32,10,NA,0.762
"30","St. Thomas (MN)","620","1996","Steve Williams","D-III","-",24,19,NA,0.558
"31","St. Thomas (MN)","620","1995","Steve Williams","D-III","-",24,17,NA,0.585
"32","St. Thomas (MN)","620","1994","Steve Williams","D-III","-",28,10,NA,0.737
"33","St. Thomas (MN)","620","1993","Steve Williams","D-III","-",24,16,NA,0.6
"34","St. Thomas (MN)","620","1992","Steve Williams","D-III","-",21,16,NA,0.568
"35","St. Thomas (MN)","620","1991","Steve Williams","D-III","-",28,10,NA,0.737
"36","St. Thomas (MN)","620","1990","Steve Williams","D-III","-",22,16,NA,0.579
"37","St. Thomas (MN)","620","1989","Steve Williams","D-III","-",37,7,NA,0.841
"38","St. Thomas (MN)","620","1988","Steve Williams","D-III","-",36,7,NA,0.837
"39","St. Thomas (MN)","620","1987","Steve Williams","D-III","-",24,19,NA,0.558
"40","St. Thomas (MN)","620","1986","Steve Williams","D-III","-",25,7,NA,0.781
"41","St. Thomas (MN)","620","1985","Steve Williams","D-III","-",23,17,NA,0.575
"42","St. Thomas (MN)","620","1984","Steve Williams","D-III","-",20,18,1,0.526
"43","St. Thomas (MN)","620","1983","Steve Williams","D-III","-",22,5,NA,0.815
"44","St. Thomas (MN)","620","1982","Steve Williams","D-III","-",12,16,NA,0.429
"45","St. Thomas (MN)","620","1981","","","-",NA,NA,NA,NA
"46","St. Thomas (MN)","620","","","","",1355,505,1,0.728
