"","team_id","player_id","rank","player","hr"
"1",632,46365,1,"Torrian Wright",17
"2",632,17149,2,"Amber Hallman",13
"3",632,17148,3,"Amanda Hallman",8
"4",632,42084,4,"Kylie Tierce",6
"5",632,24709,5,"Molly Lillis",5
"6",632,12041,6,"Ashley Eichenlaub",4
"7",55,39124,7,"Jasmin Sledge",2
"8",632,3907,7,"Tia Bolden",2
"9",632,39224,7,"Antonette Smith",2
"10",799,11560,7,"Carly Dundee",2
"11",55,25940,11,"Bergearia Major",1
"12",144,43001,11,"Zhandria Usher",1
"13",413,17531,11,"Kaylynn Harmon",1
"14",632,17620,11,"Brianna Harris",1
"15",720,10473,11,"Cassandra Denson",1
"16",720,44321,11,"Chante' Warner",1
"17",799,30595,11,"Jordan Nichols",1
"18",8411,32111,11,"Korie Parker",1
"19",8411,42157,11,"Sydney Tipton",1
"20",9754,39402,11,"Makenna Smith",1
"21",9754,2178,11,"Kylie Barnard",1
"22",55,27211,22,"Alexandria Mccolley",0
"23",55,2965,22,"Asia Benn",0
"24",55,16298,22,"Kelsey Green",0
"25",55,20705,22,"Kelsey James",0
"26",55,4888,22,"Sabriya Brooks",0
"27",55,22088,22,"Torcealon Kelly",0
"28",55,25605,22,"Cecelia Lykes",0
"29",55,4560,22,"Victoria Bratton",0
"30",144,46214,22,"Veranae Woods",0
"31",144,32308,22,"Jamon Patterson",0
"32",144,15438,22,"Kashaira Givens",0
"33",144,28679,22,"Shatoya Miller",0
"34",144,508,22,"Briana Aldridge",0
"35",144,46009,22,"Desiah Wofford",0
"36",144,7433,22,"Virginia Choice",0
"37",144,30354,22,"Ashley Nelson",0
"38",144,43311,22,"Jessica Vason",0
"39",144,46211,22,"Sharnitra Woods",0
"40",144,30356,22,"Asia Nelson",0
"41",144,16321,22,"Tamera Green",0
"42",144,46209,22,"Shalonda Woods",0
"43",210,45115,22,"Jessica White",0
"44",210,44636,22,"Tiara Webb",0
"45",210,1357,22,"Lilyann Arnold",0
"46",210,19803,22,"Morgan Howell",0
"47",210,9851,22,"Diamond Davis",0
"48",210,15350,22,"Rachel Gilliken",0
"49",210,41014,22,"Kayley Surrento",0
"50",210,28271,22,"Kiyana Merritt",0
"51",210,45126,22,"Kelsey White",0
"52",210,45109,22,"Emmesha White",0
"53",332,45813,22,"Tyniesha Wilson",0
"54",332,31241,22,"Danielle Odums",0
"55",332,3979,22,"Danielle Bonham",0
"56",332,36794,22,"Alysha Sakamura",0
"57",332,32437,22,"Jacqualyn Paysinger",0
"58",332,16921,22,"Gayla Ha-cabebe",0
"59",332,1446,22,"Miyache Ashworth",0
"60",332,14910,22,"Brittney Gately",0
"61",332,11318,22,"Katelyn Drake",0
"62",332,35467,22,"Lanae Rivers",0
"63",332,11598,22,"Keyana Dunn",0
"64",350,24733,22,"Tyler Lincoln",0
"65",350,2080,22,"Jimericka Barber",0
"66",350,31379,22,"Tametria Ollie",0
"67",350,5651,22,"Jessica Burnside",0
"68",350,38209,22,"Kendra Sewell",0
"69",350,24729,22,"Erin Lincoln",0
"70",350,41696,22,"Monique Tharpe",0
"71",350,21907,22,"Tierney Keaton",0
"72",413,34631,22,"Lani Redmond",0
"73",413,37232,22,"Briana Sanville",0
"74",413,20216,22,"Harley Huser",0
"75",413,41763,22,"Britney Thomas",0
"76",413,41644,22,"Carissa Terry",0
"77",413,1887,22,"Colissa Bakovich",0
"78",413,939,22,"Annika Anderson",0
"79",413,31709,22,"Susie Oury",0
"80",413,4666,22,"Chelsea Brew",0
"81",413,12491,22,"Sarena Espinoza",0
"82",413,42408,22,"Mary Towner",0
"83",413,41324,22,"Amanda Taney",0
"84",429,2034,22,"Tori Bankston",0
"85",429,39497,22,"Brooke Smitherman",0
"86",429,40893,22,"Ashley Subervielle",0
"87",429,6583,22,"Mikayla Carruth",0
"88",429,28416,22,"Shay Mickens",0
"89",429,8268,22,"Kimmie Conley",0
"90",429,24243,22,"Macey Lee",0
"91",429,20275,22,"Karla beth Hux",0
"92",429,12665,22,"Megan Everret",0
"93",429,31369,22,"Madison Oliver",0
"94",632,11857,22,"Shelby Eccles",0
"95",632,38958,22,"Alexis Singleton",0
"96",632,4656,22,"Chloe Brett",0
"97",632,10446,22,"Ashleigh Dennis",0
"98",632,5657,22,"Kendal Burrell",0
"99",632,44670,22,"Destiny Webster",0
"100",632,21502,22,"Tamara Jones",0
"101",632,17004,22,"Ariona Hagood",0
"102",720,11367,22,"Cari Driver",0
"103",720,41835,22,"Roslyn Thomas",0
"104",720,19762,22,"Jasmine Howard",0
"105",720,39870,22,"Acey Spence",0
"106",720,46359,22,"Shamiah Wright",0
"107",720,11766,22,"Adrienne Eaddy",0
"108",720,28622,22,"Lara Miller",0
"109",720,39368,22,"Kenyah Smith",0
"110",743,42237,22,"Logan Tollison",0
"111",743,21561,22,"Janay Joseph",0
"112",743,4696,22,"Demone Brickhouse",0
"113",743,45406,22,"Lindsey Wilkins",0
"114",743,19413,22,"Sade Holmes",0
"115",743,2570,22,"Sudie Baynham",0
"116",743,39252,22,"Cameryn Smith",0
"117",743,9900,22,"Krysten Davis",0
"118",743,25306,22,"Mckenzie Love",0
"119",743,39319,22,"Jamilia Smith",0
"120",743,41517,22,"Raelea Taylor",0
"121",744,24614,22,"Quincy Lewis",0
"122",744,9657,22,"Tyana Daniels",0
"123",744,21523,22,"Amber Jordan",0
"124",744,2458,22,"Marisha Bates",0
"125",744,40429,22,"Shenikah Steward",0
"126",744,28554,22,"Breana Miller",0
