"","team_id","player_id","rank","player","era"
"1",128,20596,1,"Shelby Turnier",0.874
"2",128,725,2,"Mackenzie Audas",0.948
"3",331,10227,3,"Emma Johnson",0.953
"4",772,11193,4,"Miranda Kramer",0.985
"5",317,7611,5,"Megan Good",1.014
"6",235,8178,6,"Lauren Haeger",1.235
"7",352,1197,7,"Emily Bausher",1.244
"8",111,16142,8,"Chelsea Ponce",1.364
"9",234,21135,9,"Lacey Waldrop",1.482
"10",175,3171,10,"Manda Cash",1.488
"11",127,13671,11,"Laura Messina",1.523
"12",229,8393,12,"Kylee Hanson",1.557
"13",529,8666,13,"Cheridan Hawkins",1.613
"14",352,2856,14,"Christine Campbell",1.628
"15",522,15509,15,"Paige Parker",1.645
"16",8,12051,16,"Sydney Littlejohn",1.646
"17",10411,18579,17,"Lexi Shubert",1.671
"18",428,7975,18,"Sara Groenewegen",1.673
"19",8,15261,19,"Alexis Osorio",1.677
"20",380,1821,20,"Alexis Bogdanovich",1.721
"21",418,1513,21,"Megan Betsa",1.747
"22",418,21107,21,"Haylie Wagner",1.747
"23",365,9430,23,"Carley Hoover",1.81
"24",101,3932,24,"Zoe Conley",1.836
"25",414,12107,25,"Amber Logemann",1.848
"26",648,1781,26,"Nickie Blue",1.856
"27",365,21210,27,"Allie Walljasper",1.863
"28",189,14732,28,"Nicole Newman",1.89
"29",283,11580,29,"Morgan Lashley",1.959
"30",129,11018,30,"Rachel Knapp",1.974
"31",235,15053,31,"Aleshia Ocasio",2.007
"32",559,6211,32,"Lilly Fecho",2.019
"33",2699,1817,33,"Brooke Boetjer",2.024
"34",651,14955,34,"Erica Nunn",2.052
"35",234,2647,35,"Jessica Burroughs",2.081
"36",579,18803,36,"Nicole Sleith",2.084
"37",493,13619,37,"Krista Menke",2.105
"38",367,1283,38,"Maryssa Becker",2.125
"39",283,16036,39,"Taylor Pirone",2.127
"40",175,5906,40,"Kayla English",2.139
"41",172,17601,41,"Kristen Rumley",2.143
"42",402,20999,42,"Emily Vincent",2.148
"43",671,21197,43,"Jordan Wallace",2.182
"44",257,7773,44,"Brittany Gray",2.197
"45",5,18321,45,"Erin Seiler",2.198
"46",719,18636,46,"Caitlin Sill",2.211
"47",692,11928,47,"Danielle Liberatore",2.231
"48",80,15199,48,"Katie Orona",2.234
"49",257,21842,49,"Chelsea Wilkinson",2.238
"50",275,16867,50,"Laura Ricciardone",2.242
"51",694,6871,50,"Rainey Gaffin",2.242
"52",96,3905,52,"Jillian Compton",2.253
"53",769,7108,53,"Jordan Garrett",2.256
"54",315,7821,54,"Logan Green",2.299
"55",739,11624,55,"Brette Lawrence",2.304
"56",317,6581,56,"Jailyn Ford",2.305
"57",77,2532,57,"Mckenna Bull",2.312
"58",90,9811,57,"Sierra Hyland",2.312
"59",149,5286,59,"Kelsey Dominik",2.328
"60",236,7348,60,"Rachel Gillen",2.33
"61",660,5371,61,"Baylee Douglass",2.333
"62",603,6715,61,"Tori Free",2.333
"63",101,5782,63,"Brianna Elder",2.338
"64",153,9833,64,"Brigit Ieuter",2.346
"65",99,3690,65,"Christina Clermont",2.35
"66",331,11381,66,"Ronnie Ladines",2.355
"67",277,9196,67,"Brittany Hitchcock",2.369
"68",719,5969,68,"Bailey Erwin",2.385
"69",457,12993,69,"Sydney Matzko",2.392
"70",191,11748,70,"Taylor Lee",2.394
"71",8,10507,71,"Leslie Jury",2.404
"72",703,22272,72,"Erica Wright",2.42
"73",334,14954,73,"Kelsey Nunley",2.422
"74",115,2818,74,"Julia Callicutt",2.437
"75",508,1972,74,"Micaela Bouvier",2.437
"76",490,21511,76,"Emily Weiman",2.446
"77",651,7887,77,"Sam Greiner",2.478
"78",683,17755,78,"Jane Sallen",2.484
"79",189,18103,79,"Rebekah Schmidt",2.485
"80",302,8799,80,"Elaine Heflin",2.543
"81",386,15045,81,"Jayne Oberdorf",2.563
"82",742,8825,82,"Kelly Heinz",2.571
"83",244,1479,83,"Lindsey Bert",2.576
"84",388,5216,84,"Jordan Dixon",2.587
"85",458,1506,85,"Lexi Betancourt",2.589
"86",28600,22431,86,"Kelly Young",2.62
"87",51,19339,87,"Heather Stearns",2.621
"88",110,2968,88,"Ally Carda",2.625
"89",288,18577,88,"Julana Shrum",2.625
"90",2699,5977,90,"Emili Escamilla",2.638
"91",609,12207,91,"Brianna Lore",2.645
"92",716,129,92,"Jaycee Affeldt",2.649
"93",48,6971,93,"Cheyenne Gandara",2.651
"94",315,21615,94,"Taylor West",2.656
"95",454,7143,95,"Cheyanne Gaskey",2.663
"96",739,16169,96,"Kate Poppe",2.68
"97",590,3001,97,"Jamie Carlson",2.684
"98",758,6481,98,"Macauley Flint",2.708
"99",310,4131,98,"Christine Costello",2.708
"100",670,17614,100,"Randi Rupp",2.715
