"","team_id","player_id","rank","player","k_bb"
"1",380,1821,1,"Alexis Bogdanovich","10.6"
"2",579,18803,2,"Nicole Sleith"," 5.0"
"3",317,7611,3,"Megan Good"," 4.8"
"4",352,1197,4,"Emily Bausher"," 4.5"
"5",127,13671,5,"Laura Messina"," 4.5"
"6",317,6581,6,"Jailyn Ford"," 4.5"
"7",391,9383,7,"Jessica Holte"," 4.4"
"8",172,17601,8,"Kristen Rumley"," 4.4"
"9",5,18321,9,"Erin Seiler"," 4.3"
"10",128,20596,10,"Shelby Turnier"," 4.1"
"11",235,8178,11,"Lauren Haeger"," 4.1"
"12",235,15053,12,"Aleshia Ocasio"," 4.0"
"13",392,18089,13,"Kaitlyn Schmeiser"," 3.9"
"14",428,7975,14,"Sara Groenewegen"," 3.8"
"15",529,8666,15,"Cheridan Hawkins"," 3.8"
"16",283,16036,16,"Taylor Pirone"," 3.7"
"17",10411,18579,17,"Lexi Shubert"," 3.7"
"18",406,19418,18,"Kirsten Stevens"," 3.7"
"19",257,21842,19,"Chelsea Wilkinson"," 3.6"
"20",772,11193,20,"Miranda Kramer"," 3.6"
"21",175,3171,21,"Manda Cash"," 3.5"
"22",51,19339,22,"Heather Stearns"," 3.5"
"23",71,10786,23,"Jamie Kertes"," 3.4"
"24",742,20615,24,"Maggie Tyler"," 3.4"
"25",331,10227,25,"Emma Johnson"," 3.4"
"26",559,6211,26,"Lilly Fecho"," 3.4"
"27",418,21107,27,"Haylie Wagner"," 3.4"
"28",522,15509,28,"Paige Parker"," 3.3"
"29",229,8393,29,"Kylee Hanson"," 3.3"
"30",48,6971,30,"Cheyenne Gandara"," 3.2"
"31",236,7348,31,"Rachel Gillen"," 3.2"
"32",148,16444,32,"Alex Radjen"," 3.2"
"33",189,18103,33,"Rebekah Schmidt"," 3.1"
"34",1004,19617,34,"Kylee Studioso"," 3.1"
"35",670,17614,35,"Randi Rupp"," 3.0"
"36",283,11580,36,"Morgan Lashley"," 3.0"
"37",490,21511,37,"Emily Weiman"," 2.9"
"38",692,11928,38,"Danielle Liberatore"," 2.9"
"39",660,5371,39,"Baylee Douglass"," 2.8"
"40",191,11748,40,"Taylor Lee"," 2.8"
"41",169,5688,41,"Sydnee Eck"," 2.8"
"42",368,8338,42,"Marielle Handley"," 2.8"
"43",625,8395,43,"Mollie Hanson"," 2.7"
"44",493,13619,44,"Krista Menke"," 2.7"
"45",234,2647,45,"Jessica Burroughs"," 2.7"
"46",96,3905,46,"Jillian Compton"," 2.7"
"47",83,6206,47,"Amanda Fazio"," 2.7"
"48",128,725,48,"Mackenzie Audas"," 2.7"
"49",418,1513,49,"Megan Betsa"," 2.7"
"50",83,14804,50,"Dana Nielsen"," 2.6"
"51",8,15261,51,"Alexis Osorio"," 2.6"
"52",129,11018,52,"Rachel Knapp"," 2.6"
"53",2699,5977,53,"Emili Escamilla"," 2.6"
"54",158,22306,54,"Tonia Wu"," 2.6"
"55",694,6863,55,"Erin Gabriel"," 2.6"
"56",202,16052,56,"Leanna Pittsenbarger"," 2.6"
"57",388,5216,57,"Jordan Dixon"," 2.6"
"58",331,11381,58,"Ronnie Ladines"," 2.5"
"59",101,5782,59,"Brianna Elder"," 2.5"
"60",367,1283,60,"Maryssa Becker"," 2.5"
"61",381,2216,61,"Amy Bright"," 2.5"
"62",115,883,62,"Katie Baker"," 2.5"
"63",189,14732,63,"Nicole Newman"," 2.5"
"64",1157,12980,65,"Paige Matthews"," 2.4"
"65",694,6871,65,"Rainey Gaffin"," 2.4"
"66",719,5969,66,"Bailey Erwin"," 2.4"
"67",234,21135,67,"Lacey Waldrop"," 2.4"
"68",101,3932,68,"Zoe Conley"," 2.4"
"69",28600,22431,69,"Kelly Young"," 2.4"
"70",99,3690,70,"Christina Clermont"," 2.3"
"71",458,1506,71,"Lexi Betancourt"," 2.3"
"72",305,12094,72,"Taylor Lockwood"," 2.3"
"73",504,17467,73,"Chelsea Ross"," 2.3"
"74",513,14590,74,"Rachel Nasland"," 2.3"
"75",365,21210,75,"Allie Walljasper"," 2.3"
"76",365,9430,76,"Carley Hoover"," 2.3"
"77",711,4899,77,"Megan Dejter"," 2.3"
"78",669,19604,78,"Erin Struemph"," 2.2"
"79",671,21197,80,"Jordan Wallace"," 2.2"
"80",68,194,80,"Makinna Akers"," 2.2"
"81",732,5320,81,"Katie Donovan"," 2.2"
"82",334,14954,82,"Kelsey Nunley"," 2.2"
"83",8,12051,83,"Sydney Littlejohn"," 2.1"
"84",229,13668,84,"Samantha Messer"," 2.1"
"85",81,12470,85,"Elle Madsen"," 2.1"
"86",464,1100,86,"Kat Barrow"," 2.1"
"87",792,21405,87,"Sutton Watson"," 2.1"
"88",222,16739,88,"Megan Reiner"," 2.1"
"89",416,22486,89,"Kristina Zalewski"," 2.1"
"90",251,9818,90,"Megan Hyson"," 2.1"
"91",490,13923,91,"Courtney Mirabella"," 2.1"
"92",609,12207,92,"Brianna Lore"," 2.1"
"93",386,15045,93,"Jayne Oberdorf"," 2.0"
"94",693,4846,94,"Taylor Deason"," 2.0"
"95",460,10465,95,"Peyton Jordan"," 2.0"
"96",414,12107,96,"Amber Logemann"," 2.0"
"97",275,16867,97,"Laura Ricciardone"," 2.0"
"98",47,19371,98,"Nicole Steinbach"," 2.0"
"99",739,16169,99,"Kate Poppe"," 2.0"
"100",540,1907,100,"Alexis Borden"," 2.0"
