"","team_id","player_id","rank","player","sb"
"1",632,17620,1,"Brianna Harris",7
"2",632,38958,2,"Alexis Singleton",4
"3",413,1887,3,"Colissa Bakovich",3
"4",632,17148,3,"Amanda Hallman",3
"5",632,17149,3,"Amber Hallman",3
"6",632,46365,3,"Torrian Wright",3
"7",210,41014,7,"Kayley Surrento",2
"8",332,45813,7,"Tyniesha Wilson",2
"9",350,24733,7,"Tyler Lincoln",2
"10",413,31709,7,"Susie Oury",2
"11",429,40893,7,"Ashley Subervielle",2
"12",632,44670,7,"Destiny Webster",2
"13",55,22088,13,"Torcealon Kelly",1
"14",210,1357,13,"Lilyann Arnold",1
"15",210,28271,13,"Kiyana Merritt",1
"16",332,31241,13,"Danielle Odums",1
"17",332,36794,13,"Alysha Sakamura",1
"18",332,11598,13,"Keyana Dunn",1
"19",350,24729,13,"Erin Lincoln",1
"20",413,939,13,"Annika Anderson",1
"21",413,42408,13,"Mary Towner",1
"22",429,6583,13,"Mikayla Carruth",1
"23",429,28416,13,"Shay Mickens",1
"24",632,39224,13,"Antonette Smith",1
"25",632,24709,13,"Molly Lillis",1
"26",632,21502,13,"Tamara Jones",1
"27",744,9657,13,"Tyana Daniels",1
"28",799,16004,13,"Kalli Gosser",1
"29",8411,45697,13,"Holly Wilmarth",1
"30",8411,1019,13,"Skyler Anderson",1
"31",8411,18124,13,"Aubree Head",1
"32",8736,25582,13,"Alysse Luttmann",1
"33",9754,20909,13,"Emily Jennings",1
"34",55,39124,34,"Jasmin Sledge",0
"35",55,27211,34,"Alexandria Mccolley",0
"36",55,2965,34,"Asia Benn",0
"37",55,16298,34,"Kelsey Green",0
"38",55,25940,34,"Bergearia Major",0
"39",55,20705,34,"Kelsey James",0
"40",55,4888,34,"Sabriya Brooks",0
"41",55,25605,34,"Cecelia Lykes",0
"42",55,4560,34,"Victoria Bratton",0
"43",144,46214,34,"Veranae Woods",0
"44",144,32308,34,"Jamon Patterson",0
"45",144,15438,34,"Kashaira Givens",0
"46",144,28679,34,"Shatoya Miller",0
"47",144,508,34,"Briana Aldridge",0
"48",144,46009,34,"Desiah Wofford",0
"49",144,7433,34,"Virginia Choice",0
"50",144,43001,34,"Zhandria Usher",0
"51",144,30354,34,"Ashley Nelson",0
"52",144,43311,34,"Jessica Vason",0
"53",144,46211,34,"Sharnitra Woods",0
"54",144,30356,34,"Asia Nelson",0
"55",144,16321,34,"Tamera Green",0
"56",144,46209,34,"Shalonda Woods",0
"57",210,45115,34,"Jessica White",0
"58",210,44636,34,"Tiara Webb",0
"59",210,19803,34,"Morgan Howell",0
"60",210,9851,34,"Diamond Davis",0
"61",210,15350,34,"Rachel Gilliken",0
"62",210,45126,34,"Kelsey White",0
"63",210,45109,34,"Emmesha White",0
"64",332,3979,34,"Danielle Bonham",0
"65",332,32437,34,"Jacqualyn Paysinger",0
"66",332,16921,34,"Gayla Ha-cabebe",0
"67",332,1446,34,"Miyache Ashworth",0
"68",332,14910,34,"Brittney Gately",0
"69",332,11318,34,"Katelyn Drake",0
"70",332,35467,34,"Lanae Rivers",0
"71",350,2080,34,"Jimericka Barber",0
"72",350,31379,34,"Tametria Ollie",0
"73",350,5651,34,"Jessica Burnside",0
"74",350,38209,34,"Kendra Sewell",0
"75",350,41696,34,"Monique Tharpe",0
"76",350,21907,34,"Tierney Keaton",0
"77",413,34631,34,"Lani Redmond",0
"78",413,37232,34,"Briana Sanville",0
"79",413,20216,34,"Harley Huser",0
"80",413,41763,34,"Britney Thomas",0
"81",413,41644,34,"Carissa Terry",0
"82",413,4666,34,"Chelsea Brew",0
"83",413,12491,34,"Sarena Espinoza",0
"84",413,41324,34,"Amanda Taney",0
"85",413,17531,34,"Kaylynn Harmon",0
"86",429,2034,34,"Tori Bankston",0
"87",429,39497,34,"Brooke Smitherman",0
"88",429,8268,34,"Kimmie Conley",0
"89",429,24243,34,"Macey Lee",0
"90",429,20275,34,"Karla beth Hux",0
"91",429,12665,34,"Megan Everret",0
"92",429,31369,34,"Madison Oliver",0
"93",632,11857,34,"Shelby Eccles",0
"94",632,3907,34,"Tia Bolden",0
"95",632,4656,34,"Chloe Brett",0
"96",632,10446,34,"Ashleigh Dennis",0
"97",632,5657,34,"Kendal Burrell",0
"98",632,42084,34,"Kylie Tierce",0
"99",632,17004,34,"Ariona Hagood",0
