"","team_id","player_id","rank","player","hr_a"
"1",153,9833,1,"Brigit Ieuter",1
"2",639,2710,1,"Laura Butts",1
"3",148,11043,3,"Susan Knight",2
"4",454,17181,3,"Mason Robinson",2
"5",508,1972,3,"Micaela Bouvier",2
"6",352,2856,3,"Christine Campbell",2
"7",14,19050,3,"Erynn Sobieski",2
"8",180,19803,8,"Carolyn Szymanski",3
"9",693,10111,8,"Cori Jennings",3
"10",725,18865,10,"Caroline Smith",4
"11",444,7999,10,"Mackenzie Grossman",4
"12",275,16867,10,"Laura Ricciardone",4
"13",156,8492,10,"Trinity Harrington",4
"14",627,8958,10,"Grace Hernandez",4
"15",651,14955,10,"Erica Nunn",4
"16",257,7773,16,"Brittany Gray",5
"17",175,3171,16,"Manda Cash",5
"18",8,10507,16,"Leslie Jury",5
"19",334,16304,16,"Meagan Prince",5
"20",128,725,20,"Mackenzie Audas",6
"21",302,8799,20,"Elaine Heflin",6
"22",774,11319,20,"Allyson Kus",6
"23",28755,14230,20,"Shelby Morgan",6
"24",228,2657,20,"Veronica Burse",6
"25",651,7887,20,"Sam Greiner",6
"26",355,6765,20,"Kenzie Friesen",6
"27",485,12730,20,"Marissa Marrero",6
"28",248,10982,20,"Sarah Kleinfelter",6
"29",457,12993,20,"Sydney Matzko",6
"30",603,3081,20,"Francesca Carrullo",6
"31",772,11193,31,"Miranda Kramer",7
"32",128,20596,31,"Shelby Turnier",7
"33",234,21135,31,"Lacey Waldrop",7
"34",514,11180,31,"Erin Kownacki",7
"35",671,21197,31,"Jordan Wallace",7
"36",270,800,31,"Allyson Babinsack",7
"37",693,4846,31,"Taylor Deason",7
"38",562,11996,31,"Hannah Lindsley",7
"39",116,21430,31,"Madi Weathers",7
"40",485,17004,31,"Liz Riley",7
"41",1014,10990,31,"Hope Klicker",7
"42",460,4757,31,"Sarah Davis",7
"43",90,3333,31,"Lindsey Chalmers",7
"44",80,15199,31,"Katie Orona",7
"45",482,7904,31,"Taylor Grieger",7
"46",361,600,31,"Nicole Archer",7
"47",400,16619,47,"Caroline Raymond",8
"48",683,17755,47,"Jane Sallen",8
"49",446,1301,47,"Amy Begg",8
"50",725,21610,47,"Kristen West",8
"51",466,5347,47,"Megan Dortch",8
"52",365,21210,47,"Allie Walljasper",8
"53",711,4899,47,"Megan Dejter",8
"54",732,21014,47,"Miranda Viramontes",8
"55",742,8825,47,"Kelly Heinz",8
"56",315,7821,47,"Logan Green",8
"57",331,11381,47,"Ronnie Ladines",8
"58",460,10465,47,"Peyton Jordan",8
"59",28755,5237,47,"Ashley Dobson",8
"60",294,425,47,"Ashlyn Ames",8
"61",402,18964,47,"Rachel Smith",8
"62",290,6540,47,"Janessa Flynn",8
"63",550,4271,47,"Kristen Crawford",8
"64",111,16142,64,"Chelsea Ponce",9
"65",235,8178,64,"Lauren Haeger",9
"66",331,10227,64,"Emma Johnson",9
"67",352,1197,64,"Emily Bausher",9
"68",277,9196,64,"Brittany Hitchcock",9
"69",631,7547,64,"Ciara Gonzales",9
"70",116,12448,64,"Erika Mackie",9
"71",380,1821,64,"Alexis Bogdanovich",9
"72",315,21615,64,"Taylor West",9
"73",189,14732,64,"Nicole Newman",9
"74",719,18636,64,"Caitlin Sill",9
"75",6,2237,64,"Anisa Britt",9
"76",164,5691,64,"Chelsea Eckert",9
"77",639,7163,64,"Amanda Gatt",9
"78",29,15525,64,"Trish Parks",9
"79",683,4414,64,"Allison Cukrov",9
"80",368,636,64,"Erica Armenti",9
"81",603,6715,64,"Tori Free",9
"82",694,6871,64,"Rainey Gaffin",9
"83",97,22377,64,"Desiree Ybarra",9
"84",402,20999,64,"Emily Vincent",9
"85",8,12051,64,"Sydney Littlejohn",9
"86",402,350,64,"Jamie Allred",9
"87",716,129,87,"Jaycee Affeldt",10
"88",83,6206,87,"Amanda Fazio",10
"89",283,16036,87,"Taylor Pirone",10
"90",609,12207,87,"Brianna Lore",10
"91",2711,21200,87,"Kaylie Wallace",10
"92",418,21107,87,"Haylie Wagner",10
"93",2699,1817,87,"Brooke Boetjer",10
"94",101,3932,87,"Zoe Conley",10
"95",381,2216,87,"Amy Bright",10
"96",482,19002,87,"Sydney Smyers",10
"97",386,15045,87,"Jayne Oberdorf",10
"98",432,22424,87,"Haley Young",10
"99",459,1215,87,"Alicia Bazonski",10
"100",48,6971,87,"Cheyenne Gandara",10
"101",393,8043,87,"Adrienne Guerra",10
"102",419,3448,87,"Kelci Cheney",10
"103",610,14505,87,"Lujane Mussadi",10
"104",739,11624,87,"Brette Lawrence",10
"105",792,331,87,"Sara Allen",10
"106",175,5906,87,"Kayla English",10
"107",167,15177,87,"Maddie Orcutt",10
"108",464,1100,87,"Kat Barrow",10
"109",706,6737,87,"Kacy Freeze",10
"110",596,1931,87,"Josie Borysevicz",10
"111",244,17927,87,"Alex Sappington",10
"112",236,4634,87,"Michelle Daubman",10
"113",229,13668,87,"Samantha Messer",10
