"","team_id","player_id","rank","player","ip"
"1",626,17387,1,"Erica Romero",318.2
"2",490,21511,2,"Emily Weiman",283.1
"3",388,5216,3,"Jordan Dixon",276
"4",493,13619,4,"Krista Menke",266
"5",5,18321,5,"Erin Seiler",264.1
"6",77,2532,6,"Mckenna Bull",257.1
"7",90,9811,6,"Sierra Hyland",257.1
"8",127,13671,6,"Laura Messina",257.1
"9",111,16142,9,"Chelsea Ponce",256.2
"10",61,543,10,"Sabrina Anguiano",250
"11",244,1479,10,"Lindsey Bert",250
"12",312,19320,10,"Shayla Starkenburg",250
"13",10411,18579,13,"Lexi Shubert",243
"14",559,6211,14,"Lilly Fecho",242.2
"15",96,3905,15,"Jillian Compton",242.1
"16",670,17614,15,"Randi Rupp",242.1
"17",772,11193,17,"Miranda Kramer",241.2
"18",458,1506,18,"Lexi Betancourt",240.2
"19",110,2968,19,"Ally Carda",240
"20",257,21842,20,"Chelsea Wilkinson",237.2
"21",430,18635,21,"Alexis Silkwood",235.2
"22",428,7975,22,"Sara Groenewegen",234.1
"23",1004,19617,22,"Kylee Studioso",234.1
"24",406,19418,24,"Kirsten Stevens",233
"25",316,2405,25,"Victoria Brown",232.2
"26",697,6647,26,"Rachel Fox",232
"27",579,18803,27,"Nicole Sleith",225
"28",769,7108,28,"Jordan Garrett",220.1
"29",414,12107,29,"Amber Logemann",219.2
"30",692,11928,29,"Danielle Liberatore",219.2
"31",522,15509,31,"Paige Parker",217
"32",235,8178,32,"Lauren Haeger",215.1
"33",810,21424,32,"Montana Wear",215.1
"34",236,7348,34,"Rachel Gillen",213.1
"35",306,15152,34,"Lora Olson",213.1
"36",305,12094,36,"Taylor Lockwood",213
"37",370,6183,37,"Rachel Farrington",212.2
"38",709,469,38,"Emily Anderson",211.2
"39",328,16002,39,"Alicia Pille",211
"40",334,14954,39,"Kelsey Nunley",211
"41",346,14572,41,"Laura Napoli",210.1
"42",355,920,42,"Chandler Ball",210
"43",392,18089,43,"Kaitlyn Schmeiser",208.2
"44",128,20596,44,"Shelby Turnier",208.1
"45",731,10293,45,"Noelle Johnson",206.1
"46",739,16169,45,"Kate Poppe",206.1
"47",129,11018,47,"Rachel Knapp",205.2
"48",331,10227,47,"Emma Johnson",205.2
"49",700,4491,49,"Cara Custer",205.1
"50",418,1513,50,"Megan Betsa",204.1
"51",28,12425,51,"Breanna Macha",204
"52",47,19371,52,"Nicole Steinbach",203.2
"53",648,1781,52,"Nickie Blue",203.2
"54",228,15747,54,"Kenya Pereira",202.1
"55",189,18103,55,"Rebekah Schmidt",200
"56",67,6738,56,"Allyson Frei",198.2
"57",234,21135,57,"Lacey Waldrop",198.1
"58",51,19339,58,"Heather Stearns",197.2
"59",504,17467,59,"Chelsea Ross",196.2
"60",659,1481,59,"Katie Bertelsen",196.2
"61",48,7338,61,"Jennifer Giles",196.1
"62",529,8666,62,"Cheridan Hawkins",195.1
"63",625,8395,63,"Mollie Hanson",194.2
"64",528,13790,64,"Beverly Miller",194.1
"65",299,17402,65,"Regan Romshek",194
"66",178,20599,66,"Tara Tursellino",193.2
"67",26172,3113,67,"Liz Carter",193.1
"68",191,11748,68,"Taylor Lee",193
"69",463,12090,68,"Emily Lockman",193
"70",8,15261,70,"Alexis Osorio",192
"71",99,3690,71,"Christina Clermont",190.2
"72",249,4134,71,"Sarah Costlow",190.2
"73",509,22179,71,"Kristen Wood",190.2
"74",30024,14116,74,"Bailey Moore",190
"75",28600,22431,75,"Kelly Young",189.2
"76",782,12567,76,"Kaitlyn Malone",189
"77",742,20615,77,"Maggie Tyler",187.2
"78",317,7611,78,"Megan Good",186.1
"79",2,18314,79,"Emily Seidel",186
"80",648,17944,79,"Julie Sarratt",186
"81",234,2647,81,"Jessica Burroughs",185
"82",678,9496,81,"Chelsea Hostetler",185
"83",732,5320,81,"Katie Donovan",185
"84",128,725,84,"Mackenzie Audas",184.2
"85",29,6531,85,"Michelle Floyd",183.2
"86",219,1732,85,"Amanda Blankenship",183.2
"87",688,3247,87,"Jocelyn Cater",182.2
"88",716,129,88,"Jaycee Affeldt",182.1
"89",83,6206,89,"Amanda Fazio",181.2
"90",283,16036,90,"Taylor Pirone",180.3
"91",513,14590,91,"Rachel Nasland",180.2
"92",352,1197,92,"Emily Bausher",180
"93",545,10902,93,"Savannah King",179.2
"94",251,9818,94,"Megan Hyson",177.3
"95",609,12207,95,"Brianna Lore",177.1
"96",149,16423,96,"Kiana Quolas",176.2
"97",654,11254,96,"Madeline Krumrey",176.2
"98",81,12470,98,"Elle Madsen",175.2
"99",94,14046,99,"Kelsie Monroe",175.1
"100",2711,21200,100,"Kaylie Wallace",174.2
