"","team_id","player_id","rank","player","hr"
"1",671,5807,1,"Lexie Elkins",32
"2",363,937,2,"Megan Baltzell",27
"3",29,12996,3,"Katiyana Mauga",25
"4",522,15719,4,"Shelby Pendley",24
"5",148,22194,4,"Cynthia Woodard",24
"6",48,3527,4,"Marci Christian",24
"7",457,2365,4,"Kristen Brown",24
"8",472,6361,4,"Fiana Finau",24
"9",522,3336,9,"Lauren Chamberlain",23
"10",10411,17191,9,"Shellie Robinson",23
"11",418,17396,11,"Sierra Romero",22
"12",254,5412,11,"Ivie Drake",22
"13",587,1157,11,"Jackie Bates",22
"14",257,9685,11,"Alex Hugo",22
"15",149,14850,11,"Morgan Noad",22
"16",29,7614,11,"Chelsea Goodacre",22
"17",418,3536,17,"Kelly Christner",21
"18",254,12052,17,"Megan Litumbe",21
"19",294,6890,19,"Vicky Galasso",20
"20",110,19168,19,"Delaney Spaulding",20
"21",635,21143,19,"Alexis Walkden",20
"22",697,20943,19,"Tori Vidales",20
"23",110,11557,19,"Stephany Larosa",20
"24",8,17611,19,"Marisa Runyon",20
"25",683,7812,25,"Bria Green",19
"26",626,1186,25,"Lorena Bauer",19
"27",671,11471,25,"Shellie Landry",19
"28",331,7957,25,"Maddy Grimm",19
"29",234,21319,25,"Jessie Warren",19
"30",235,8178,25,"Lauren Haeger",19
"31",301,6079,25,"Nicole Evans",19
"32",37,16855,25,"Jade Rhodes",19
"33",706,4275,25,"Randee Crawford",19
"34",402,15954,34,"Erika Piancastelli",18
"35",37,3023,34,"Emily Carosone",18
"36",315,1910,34,"Sara Borders",18
"37",365,1330,34,"Bianka Bell",18
"38",37,4035,34,"Kasey Cooper",18
"39",671,21001,34,"Kelsey Vincent",18
"40",457,15535,34,"Amber Parrish",18
"41",756,6978,34,"Courtney Gano",18
"42",632,22297,42,"Torrian Wright",17
"43",497,18125,42,"Taylor Schoblocher",17
"44",235,3223,42,"Bailey Castro",17
"45",10411,18376,42,"Kendall Settlemyre",17
"46",51,6779,42,"Shelby Friudenberg",17
"47",508,996,42,"Cassandra Barefield",17
"48",694,11083,42,"Taylor Koenig",17
"49",365,10036,42,"Sahvanna Jaquish",17
"50",363,14449,42,"Emily Murphy",17
"51",742,13643,42,"Kelsey Mericka",17
"52",381,2011,52,"Elena Bowman",16
"53",176,3947,52,"Mary Connolly",16
"54",756,11396,52,"Kylee Lahners",16
"55",756,145,52,"Ali Aguilar",16
"56",48,6971,52,"Cheyenne Gandara",16
"57",706,12251,52,"Megan Low",16
"58",283,845,52,"Caryn Bailey",16
"59",101,9423,52,"Katie Hooper",16
"60",2707,10678,52,"Katie Kelley",16
"61",454,7414,52,"Maggie Glass",16
"62",328,3425,52,"Daniella Chavez",16
"63",107,4069,52,"Cheyenne Cordes",16
"64",299,4818,52,"Jordan De los reyes",16
"65",47,4527,52,"Emily Dabkowski",16
"66",692,1413,52,"Olivia Bennett",16
"67",648,15374,67,"Alaynie Page",15
"68",654,6607,67,"Kayla Fortner",15
"69",107,8857,67,"Danielle Henderson",15
"70",28,6721,67,"Amber Freeman",15
"71",472,17317,67,"Staci Rodriguez",15
"72",503,7710,67,"Kayti Grable",15
"73",508,10865,67,"Kellye Kincannon",15
"74",518,11825,67,"Erika Leonard",15
"75",490,4756,67,"Renada Davis",15
"76",465,1728,67,"Garie Blando",15
"77",529,4126,67,"Koral Costa",15
"78",254,289,67,"Callie Alford",15
"79",180,11117,67,"Mariah Kondravy",15
"80",254,3821,67,"Lauren Coleman",15
"81",257,19712,67,"Anna Swafford",15
"82",703,19391,67,"Lindsey Stephens",15
"83",494,8405,67,"Shelby Hard",15
"84",434,12441,67,"Kirsten Mack",15
"85",694,253,67,"Annie Aldrete",15
"86",392,18197,67,"Corey Schwartz",15
"87",28,10719,67,"Bethany Kemp",15
"88",430,18324,67,"Caroline Seitz",15
"89",518,13343,89,"Maddy Mcintyre",14
"90",671,8688,89,"Haley Hayden",14
"91",29,6640,89,"Kellie Fox",14
"92",175,16953,89,"Tiffany Ricks",14
"93",493,7006,89,"Cheyenne Garcia",14
"94",518,3956,89,"Caitlin Conrad",14
"95",650,10414,89,"Matley Jones",14
"96",418,19690,89,"Kelsey Susalla",14
"97",306,5354,89,"Kelsey Doston",14
"98",472,5245,89,"Kelsey Dodd",14
"99",418,11634,89,"Sierra Lawrence",14
"100",493,16737,89,"Alyssa Reina",14
"101",2699,14312,89,"Ali Mosier",14
"102",545,19942,89,"Mckayla Taylor",14
"103",694,7194,89,"Megan Geer",14
"104",490,17482,89,"Tyler Ross",14
"105",508,19118,89,"Micayla Sorosiak",14
"106",235,6828,89,"Taylore Fuller",14
