"","team_id","player_id","rank","player","slg"
"1",632,22297,1,"Torrian Wright","1.229"
"2",671,5807,2,"Lexie Elkins","1.121"
"3",363,937,3,"Megan Baltzell","1.088"
"4",522,3336,4,"Lauren Chamberlain","0.993"
"5",148,22194,5,"Cynthia Woodard","0.963"
"6",522,15719,6,"Shelby Pendley","0.950"
"7",294,6890,7,"Vicky Galasso","0.940"
"8",587,1157,8,"Jackie Bates","0.934"
"9",683,7812,9,"Bria Green","0.931"
"10",418,17396,10,"Sierra Romero","0.920"
"11",381,2011,10,"Elena Bowman","0.920"
"12",254,5412,12,"Ivie Drake","0.918"
"13",402,15954,13,"Erika Piancastelli","0.905"
"14",257,9685,14,"Alex Hugo","0.896"
"15",10411,17191,15,"Shellie Robinson","0.882"
"16",48,3527,16,"Marci Christian","0.873"
"17",176,3947,17,"Mary Connolly","0.870"
"18",400,5114,18,"Quianna Diaz-patterson","0.866"
"19",457,2365,19,"Kristen Brown","0.853"
"20",110,19168,20,"Delaney Spaulding","0.852"
"21",331,7957,20,"Maddy Grimm","0.852"
"22",603,2615,22,"Erin Burner","0.848"
"23",497,18125,23,"Taylor Schoblocher","0.839"
"24",635,21143,24,"Alexis Walkden","0.837"
"25",626,1186,25,"Lorena Bauer","0.835"
"26",149,14850,25,"Morgan Noad","0.835"
"27",172,13247,27,"Katie Mceachern","0.833"
"28",671,11471,27,"Shellie Landry","0.833"
"29",632,8257,29,"Amber Hallman","0.821"
"30",148,13452,30,"Erica Mcnew","0.815"
"31",654,6607,31,"Kayla Fortner","0.814"
"32",48,6971,32,"Cheyenne Gandara","0.810"
"33",37,3023,33,"Emily Carosone","0.809"
"34",231,20028,34,"Stephanie Texeira","0.807"
"35",62,2755,34,"Lisa Cadogan","0.807"
"36",674,1886,36,"Kayla Bonstrom","0.806"
"37",315,1910,36,"Sara Borders","0.806"
"38",648,15374,38,"Alaynie Page","0.805"
"39",472,6361,38,"Fiana Finau","0.805"
"40",29,12996,40,"Katiyana Mauga","0.803"
"41",365,1330,41,"Bianka Bell","0.800"
"42",2,8789,41,"Peyton Hedrick","0.800"
"43",518,13343,43,"Maddy Mcintyre","0.795"
"44",756,145,43,"Ali Aguilar","0.795"
"45",508,10865,43,"Kellye Kincannon","0.795"
"46",110,11557,46,"Stephany Larosa","0.794"
"47",234,21319,47,"Jessie Warren","0.790"
"48",81,2580,47,"Taylor Burger","0.790"
"49",8,17611,49,"Marisa Runyon","0.789"
"50",10411,18376,50,"Kendall Settlemyre","0.787"
"51",671,21001,51,"Kelsey Vincent","0.785"
"52",169,5163,52,"Liz Dike","0.784"
"53",254,12052,53,"Megan Litumbe","0.778"
"54",756,11396,54,"Kylee Lahners","0.776"
"55",697,20943,54,"Tori Vidales","0.776"
"56",518,11825,54,"Erika Leonard","0.776"
"57",107,8857,57,"Danielle Henderson","0.775"
"58",28,6721,57,"Amber Freeman","0.775"
"59",711,2765,59,"Holiday Cahill","0.772"
"60",457,15535,59,"Amber Parrish","0.772"
"61",493,7006,59,"Cheyenne Garcia","0.772"
"62",418,3536,62,"Kelly Christner","0.771"
"63",503,7710,63,"Kayti Grable","0.767"
"64",219,6722,63,"Danielle Freeman","0.767"
"65",735,16566,65,"Kaitlyn Ranieri","0.764"
"66",175,16953,65,"Tiffany Ricks","0.764"
"67",671,8688,67,"Haley Hayden","0.763"
"68",650,13915,68,"Yvon Minogue","0.758"
"69",706,12251,68,"Megan Low","0.758"
"70",29,7614,70,"Chelsea Goodacre","0.756"
"71",576,18353,71,"Dana Sensi","0.754"
"72",732,5136,72,"Kate Dickman","0.753"
"73",312,1731,73,"Megan Blank","0.750"
"74",472,17317,74,"Staci Rodriguez","0.746"
"75",37,4035,75,"Kasey Cooper","0.745"
"76",630,9647,76,"Jessie Hufstetler","0.744"
"77",9,21970,77,"Sara beth Williamson","0.743"
"78",14,19026,77,"Elizabeth Snow","0.743"
"79",650,10414,77,"Matley Jones","0.743"
"80",518,3956,80,"Caitlin Conrad","0.742"
"81",101,9423,80,"Katie Hooper","0.742"
"82",283,845,82,"Caryn Bailey","0.741"
"83",180,11117,82,"Mariah Kondravy","0.741"
"84",2707,10678,84,"Katie Kelley","0.740"
"85",301,6079,84,"Nicole Evans","0.740"
"86",465,1728,86,"Garie Blando","0.739"
"87",51,6779,87,"Shelby Friudenberg","0.737"
"88",178,21352,87,"Vanessa Washington","0.737"
"89",10411,1242,89,"Karla Beasley","0.736"
"90",556,4871,90,"Kristie Dederick","0.732"
"91",521,13743,91,"Tiffany Mikkelson","0.730"
"92",508,10353,91,"Brittany Jones","0.730"
"93",454,7414,91,"Maggie Glass","0.730"
"94",97,19891,94,"Missy Taukeiaho","0.728"
"95",509,6355,94,"Andrea Filler","0.728"
"96",529,4126,94,"Koral Costa","0.728"
"97",671,4238,94,"Aleah Craighton","0.728"
"98",29,6640,98,"Kellie Fox","0.725"
"99",683,7392,98,"Shayla Giosia","0.725"
"100",627,9134,100,"Kailey Hill","0.723"
