"","team_id","player_id","rank","player","h"
"1",235,19446,1,"Kelsey Stewart",99
"2",650,13915,2,"Yvon Minogue",93
"3",110,1394,2,"Allexis Bennett",93
"4",388,22545,4,"Morgan Zerkle",88
"5",365,11465,5,"Bailey Landry",87
"6",625,5384,6,"Megan Dowdy",86
"7",37,9557,6,"Tiffany Howard",86
"8",655,11373,6,"Katie Lacour",86
"9",254,5412,9,"Ivie Drake",85
"10",37,3023,9,"Emily Carosone",85
"11",648,15374,9,"Alaynie Page",85
"12",414,12764,9,"Tiyona Marshall",85
"13",317,6323,13,"Erica Field",84
"14",513,21626,13,"Karley Wester",84
"15",365,1330,15,"Bianka Bell",83
"16",96,14318,15,"Brenna Moss",83
"17",107,9932,15,"Jazmyn Jackson",83
"18",463,11045,18,"Mj Knighten",82
"19",115,14691,18,"Ericka Nesbitt",82
"20",8,20575,18,"Demi Turner",82
"21",418,3536,21,"Kelly Christner",81
"22",493,7006,22,"Cheyenne Garcia",80
"23",9,718,22,"Caitlin Attfield",80
"24",257,5867,22,"Sydni Emanuel",80
"25",97,17269,22,"Courtney Rodriguez",80
"26",418,17396,26,"Sierra Romero",79
"27",626,10459,26,"Kayla Jordan",79
"28",294,2621,26,"Kacie Burnett",79
"29",630,12467,26,"Jessica Madrid",79
"30",311,7519,26,"Brittany Gomez",79
"31",406,13859,26,"Taylor Miller",79
"32",756,145,32,"Ali Aguilar",78
"33",758,11297,32,"Alyson Kulp",78
"34",630,4212,32,"Michelle Cox",78
"35",428,15528,32,"Danielle Parlich",78
"36",28,6721,36,"Amber Freeman",77
"37",29,22014,36,"Hallie Wilson",77
"38",493,14188,36,"Logan Moreland",77
"39",48,12966,36,"Amanda Matsumodo",77
"40",257,5864,36,"Cortni Emanuel",77
"41",312,1731,41,"Megan Blank",76
"42",77,2140,41,"Marissa Bravo",76
"43",236,20747,41,"Amy Van hoven",76
"44",110,19168,44,"Delaney Spaulding",75
"45",37,4035,44,"Kasey Cooper",75
"46",732,5136,46,"Kate Dickman",74
"47",529,19824,46,"Janie Takeda",74
"48",539,11032,46,"Lexi Knief",74
"49",626,1186,49,"Lorena Bauer",73
"50",630,9647,49,"Jessie Hufstetler",73
"51",650,10414,49,"Matley Jones",73
"52",513,11089,49,"Emilee Koerner",73
"53",1104,21162,49,"Haley Walker",73
"54",128,7628,49,"Linnea Goodman",73
"55",10411,17191,55,"Shellie Robinson",72
"56",8,13136,55,"Haylie Mccleney",72
"57",29,6640,55,"Kellie Fox",72
"58",463,19511,55,"Kiki Stokes",72
"59",490,4756,55,"Renada Davis",72
"60",513,8650,55,"Katey Haus",72
"61",794,14014,55,"Hailey Mohrfeld",72
"62",86,4488,55,"Alexis Curtiss",72
"63",472,90,55,"Emma Adams",72
"64",2711,5541,55,"Shelby Duncan",72
"65",96,17065,55,"Malia Rivers",72
"66",508,10865,66,"Kellye Kincannon",71
"67",110,11557,66,"Stephany Larosa",71
"68",518,3956,66,"Caitlin Conrad",71
"69",609,14786,66,"Alex Nickel",71
"70",301,1183,66,"Allie Bauch",71
"71",418,11634,66,"Sierra Lawrence",71
"72",101,7446,66,"Taylor Glover",71
"73",545,15965,66,"Shelby Pickett",71
"74",61,18481,66,"Calesha Shelley",71
"75",545,18385,66,"Maggie Sevilla",71
"76",72,10572,66,"Kelly Kapp",71
"77",229,12825,66,"Christina Martinez",71
"78",148,22194,78,"Cynthia Woodard",70
"79",465,1728,78,"Garie Blando",70
"80",454,20605,78,"Jessica Twaddle",70
"81",47,4527,78,"Emily Dabkowski",70
"82",1157,16858,78,"Natalie Rhodes",70
"83",234,21319,83,"Jessie Warren",69
"84",472,17317,83,"Staci Rodriguez",69
"85",305,19521,83,"Megan Stone",69
"86",782,6606,83,"Brittany Fortner",69
"87",529,11960,83,"Jenna Lilley",69
"88",101,9423,83,"Katie Hooper",69
"89",466,19752,83,"Megan Sweet",69
"90",650,4558,83,"Allie Daly",69
"91",406,3120,83,"Riley Carter",69
"92",725,13185,83,"Kasey Mccravey",69
"93",660,3350,83,"Haley Chambers-book",69
"94",47,16813,83,"Selena Reyna",69
"95",37,6120,83,"Haley Fagan",69
"96",650,5184,83,"Katie Dinning",69
"97",706,2668,83,"Kendall Burton",69
"98",2707,16519,83,"Cinda Ramos",69
"99",234,10970,83,"Morgan Klaevemann",69
"100",388,7845,83,"Kaelynn Greene",69
"101",509,16429,83,"Sabrina Rabin",69
"102",514,10959,83,"Jackie Kisman",69
