"","team_id","player_id","rank","player","k_bb"
"1",30137,10626,1,"Kelsey Byers","9.8"
"2",734,65012,2,"Samantha Richards","7.9"
"3",3,55042,3,"Ally Muller","6.6"
"4",1438,1498,4,"Makenzie Amend","6.2"
"5",1176,26198,5,"Emma Frost","5.2"
"6",790,41681,6,"Jordyn Kleman","5.2"
"7",1083,44498,7,"Brianna Leavell","5.0"
"8",216,8338,8,"Alex Braun","5.0"
"9",593,60568,9,"Morgan Perry","4.9"
"10",1116,76595,10,"Lily Tanski","4.9"
"11",30180,54148,11,"Andrea Morales","4.8"
"12",30063,18930,12,"Lauren Dellett","4.8"
"13",9004,28325,13,"Mikayla Gilgert","4.8"
"14",383,81883,14,"Mackenzie Ward","4.8"
"15",995,16978,15,"Mariah Culver","4.6"
"16",1328,75270,16,"Lexie Storrer","4.5"
"17",561,14762,17,"Mac kenzie Collier","4.4"
"18",30028,34853,18,"Erin Hill","4.4"
"19",1371,81709,19,"Amberlyn Walsworth","4.3"
"20",470,24687,20,"Ava Fitzmaurice","4.3"
"21",1348,18921,21,"Carissa Della vecchia","4.2"
"22",1071,61054,22,"Kelsey Phillips","4.2"
"23",130,60639,23,"Paige Petefish","4.1"
"24",1274,7358,24,"Sidney Booth","4.1"
"25",427,20158,25,"Lauren Dixon","4.0"
"26",41,52573,26,"Ashley Mickschl","4.0"
"27",1448,40055,27,"Anna Kasner","4.0"
"28",1266,17267,28,"Elyse Cuttic","3.9"
"29",12830,68811,29,"Emily Sappington","3.7"
"30",30128,79846,30,"Kaitlyn Van der zwaag","3.7"
"31",591,19238,31,"Emily Depew","3.7"
"32",30090,15813,32,"Erika Cortez","3.6"
"33",243,45071,33,"Shawna Leonard","3.6"
"34",333,33928,36,"Evyn Hendrickson","3.5"
"35",11416,278,36,"Paige Adair","3.5"
"36",1438,5465,36,"Riley Bennington","3.5"
"37",537,44034,37,"Raygan Larson","3.4"
"38",1348,78244,38,"Paige Toothaker","3.4"
"39",30138,62976,39,"Ellie Quaethem","3.3"
"40",2746,31891,40,"Grace Hammer","3.3"
"41",280,82620,41,"Dana Weidinger","3.3"
"42",30002,31652,42,"Raygn Hall","3.3"
"43",74,9932,43,"Katie Burawski","3.3"
"44",155,48434,44,"Sydney Marchando","3.2"
"45",309,82160,45,"Hallie Waters","3.2"
"46",510,25751,46,"Shayna Frank","3.2"
"47",9004,25137,47,"Samantha Fohrman","3.1"
"48",30221,54964,48,"Ellie Muilenburg","3.1"
"49",1013,4476,49,"Danielle Bauer","3.1"
"50",790,59768,50,"Liz Pautz","3.1"
"51",1072,36324,51,"Hannah Houge","3.0"
"52",30028,25483,52,"Payton Foster","3.0"
"53",395,11000,53,"Alyssa Callans","3.0"
"54",30220,2756,54,"Paige Austin","3.0"
"55",8736,6768,55,"Shelby Bloemendaal","3.0"
"56",9081,39768,56,"Kali Kaestner","2.9"
"57",30052,72880,57,"Kylee Smith","2.9"
"58",262,4755,58,"Hannah Beatus","2.9"
"59",49,4025,59,"Maci Barnhart","2.9"
"60",1266,1737,60,"Meghan Anderson","2.8"
"61",1439,77517,61,"Autumn Thompson","2.8"
"62",1371,47869,62,"Cheyenne Mahy","2.8"
"63",30138,26637,63,"Miranda Gajewski","2.7"
"64",30118,40617,64,"Shelby Keltner","2.7"
"65",30119,46257,65,"Sydney Long","2.6"
"66",174,23231,66,"Jenna Evans","2.6"
"67",39,84413,67,"Chloe Wilson","2.5"
"68",159,15577,68,"Hannah rose Corbin","2.5"
"69",437,30157,69,"Courtney Greene","2.5"
"70",1314,10257,70,"Kaylee Burns","2.5"
"71",8736,16946,71,"Megan Cull","2.4"
"72",30128,16491,72,"Hanna Cress","2.4"
"73",30202,39339,73,"Kayleigh Jones","2.4"
"74",767,43368,74,"Kyra Lair","2.4"
"75",30124,5791,76,"Casey Bertke","2.4"
"76",30134,1455,76,"Crystal Amaral","2.4"
"77",30152,73686,77,"Brooklyn Sparkman","2.4"
"78",1439,55306,78,"Kasey Murphy","2.4"
"79",728,51049,79,"Abby Mckay","2.3"
"80",30180,34972,80,"M'kayla Hillman","2.3"
"81",9011,56101,81,"Michaelanne Nelson","2.3"
"82",309,72866,82,"Kenzee Smith","2.2"
"83",1170,63375,83,"Lauren Rakes","2.1"
"84",30051,16018,84,"Nikole Counts","2.1"
"85",197,63676,86,"Marah Range","2.1"
"86",30177,25715,86,"Taylor Franco","2.1"
"87",41,22401,87,"Amber Elliott","2.1"
"88",9013,63252,88,"Sydney Rader","2.1"
"89",1174,83358,89,"Haley White","2.1"
"90",30045,10393,90,"Abbey Busby","2.0"
"91",30181,43859,91,"Raychel Lapallo","2.0"
"92",30199,57129,94,"Callie Nunes","2.0"
"93",13302,78585,94,"Charlsy Traylor","2.0"
"94",765,32175,94,"Jen Hanshaw","2.0"
"95",643,1702,95,"Kelsi Anderson","2.0"
"96",1123,8558,96,"Mallory Brewer","2.0"
"97",2814,28496,97,"Jaycee Ginter","1.9"
"98",30125,79734,98,"Trinity Valentine","1.9"
"99",996,35045,99,"Bethany Hines","1.9"
"100",354,17836,100,"Katie David","1.9"
