"","team_id","player_id","rank","player","k_7"
"1",418,19528,1,"Alex Storako","12.9"
"2",497,20413,2,"Hope Trautwein","12.7"
"3",391,4056,3,"Courtney Coppersmith","11.5"
"4",8,6627,4,"Montana Fouts","11.5"
"5",317,277,5,"Odicci Alexander","11.2"
"6",299,4796,6,"Morgan Day","10.6"
"7",683,1808,7,"Dawn Bodrug","10.5"
"8",414,20950,8,"Courtney Vierstra","10.4"
"9",529,22356,9,"Brooke Yanez","10.3"
"10",651,4102,10,"Georgina Corrick","10.2"
"11",742,17222,11,"Keely Rochard","10.1"
"12",716,10272,12,"Leanna Johnson","10.1"
"13",96,5263,13,"Hailey Dolcini","10.0"
"14",756,16064,14,"Gabbie Plain"," 9.9"
"15",71,7697,15,"Payton Gottshall"," 9.8"
"16",649,11034,16,"Tori Kniesche"," 9.7"
"17",110,6159,17,"Megan Faraimo"," 9.6"
"18",694,17326,18,"Ashley Rogers"," 9.5"
"19",418,1253,19,"Meghan Beaubien"," 9.5"
"20",817,2520,20,"Elle Buffenbarger"," 9.4"
"21",110,7044,21,"Rachel Garcia"," 9.1"
"22",464,13696,22,"Kamryn Meyer"," 9.1"
"23",646,11370,23,"Olivia Lackie"," 9.1"
"24",219,20920,24,"Izzy Vetter"," 8.8"
"25",8,10837,25,"Lexi Kilfoyl"," 8.8"
"26",315,17306,26,"Nicole Rodriguez"," 8.8"
"27",147,2761,27,"Valerie Cagle"," 8.6"
"28",521,13013,28,"Kelly Maxwell"," 8.6"
"29",430,21884,29,"Emily Williams"," 8.6"
"30",522,10492,30,"Giselle Juarez"," 8.4"
"31",509,21878,31,"Danielle Williams"," 8.4"
"32",654,17414,32,"Rachel Rook"," 8.4"
"33",310,22524,33,"Kara Zazzaro"," 8.4"
"34",676,21800,34,"Kassidy Wilbur"," 8.2"
"35",87,16944,35,"Karli Ricketts"," 8.2"
"36",600,20912,36,"Grace Vesco"," 8.2"
"37",290,3042,37,"Kianna Carr"," 8.0"
"38",433,5148,38,"Savannah Diederich"," 8.0"
"39",414,16247,39,"Brianna Pratt"," 7.9"
"40",285,14667,40,"Kelly Nelson"," 7.9"
"41",301,18599,41,"Sydney Sickels"," 7.8"
"42",671,11422,42,"Kandra Lamb"," 7.7"
"43",430,21976,43,"Annie Willis"," 7.7"
"44",659,8454,44,"Sarah Harness"," 7.7"
"45",371,17580,45,"Sydney Ruggles"," 7.6"
"46",459,18249,46,"Morgan Scott"," 7.6"
"47",234,656,47,"Caylan Arnold"," 7.6"
"48",671,5851,48,"Summer Ellyson"," 7.6"
"49",739,16596,49,"Paige Rauch"," 7.6"
"50",164,10921,50,"Payton Kinney"," 7.5"
"51",249,11498,51,"Sierra Lange"," 7.5"
"52",457,15963,52,"Brittany Pickett"," 7.4"
"53",688,17382,53,"Alexa Romero"," 7.4"
"54",700,5712,54,"Erin Edmoundson"," 7.4"
"55",792,21403,55,"Madyson Watson"," 7.4"
"56",355,10930,56,"Emily Kirby"," 7.3"
"57",37,12259,57,"Shelby Lowe"," 7.3"
"58",255,14653,58,"Blake Neleman"," 7.3"
"59",454,10003,59,"Hannah James"," 7.3"
"60",670,14399,60,"Jessica Mullins"," 7.3"
"61",504,15353,61,"Kailyn Packard"," 7.3"
"62",189,20251,62,"Nicole Timmons"," 7.2"
"63",699,16806,63,"Naomi Reyes"," 7.2"
"64",370,21027,64,"Marina Vitalich"," 7.2"
"65",465,2181,65,"Jenny Bressler"," 7.1"
"66",518,18843,66,"Allison Smith"," 7.1"
"67",2707,9531,67,"Mia Hoveland"," 7.1"
"68",1356,18978,68,"Shi Smith"," 7.1"
"69",316,1591,69,"Alyssa Bilodeau"," 7.0"
"70",312,5323,70,"Allison Doocy"," 7.0"
"71",487,7118,71,"Megan Garst"," 7.0"
"72",108,2361,72,"Kenedi Brown"," 7.0"
"73",528,13059,74,"Mariah Mazon"," 7.0"
"74",236,728,74,"Madie Aughinbaugh"," 7.0"
"75",31,8180,75,"Mary Haff"," 7.0"
"76",68,5458,76,"Ali Dubois"," 7.0"
"77",315,21379,77,"Reagan Watkins"," 7.0"
"78",769,5814,78,"Jayme Ellers"," 6.9"
"79",700,22574,79,"Missy Zoch"," 6.9"
"80",697,9024,80,"Makinzy Herzog"," 6.8"
"81",771,2993,81,"Abby Carlin"," 6.8"
"82",10411,2379,82,"Mallie Brown"," 6.8"
"83",490,14696,83,"Sydney Nester"," 6.8"
"84",28,17533,84,"Allison Royalty"," 6.8"
"85",156,10039,85,"Jessica Jarecki"," 6.8"
"86",381,21925,86,"Nicole Williams"," 6.7"
"87",695,7976,87,"Alexis Groet"," 6.7"
"88",51,17248,88,"Gia Rodoni"," 6.6"
"89",441,50,89,"Tristin Achenbach"," 6.6"
"90",128,12582,90,"Gianna Mancha"," 6.6"
"91",1004,10246,91,"Jordan Johnson"," 6.6"
"92",490,20396,92,"Abby Trahan"," 6.5"
"93",428,15669,93,"Autumn Pease"," 6.5"
"94",655,22590,94,"Heather Zumo"," 6.5"
"95",497,21179,95,"Georgia Wall"," 6.4"
"96",175,2537,96,"Addy Bullis"," 6.4"
"97",249,21474,97,"Faith Weber"," 6.4"
"98",664,11781,98,"Morgan Leinstock"," 6.3"
"99",363,813,99,"Sydney Backstrom"," 6.3"
"100",99,21699,100,"Kellie White"," 6.3"
