"","team_id","player_id","rank","player","avg"
"1",334,11173,1,"Kayla Kowalik","0.495"
"2",191,17619,2,"Linda Rush","0.479"
"3",559,1284,2,"Rachel Becker","0.479"
"4",522,360,4,"Jocelyn Alo","0.475"
"5",352,1006,5,"Carley Barjaktarovich","0.471"
"6",522,10122,6,"Tiare Jennings","0.462"
"7",600,17681,7,"Mekenzie Saban","0.452"
"8",68,9459,7,"Jen Horita","0.452"
"9",311,21934,9,"Sami Williams","0.446"
"10",703,10072,9,"Janae Jefferson","0.446"
"11",513,19747,11,"Abby Sweet","0.445"
"12",504,2552,12,"Sammey Bunch","0.444"
"13",522,3816,12,"Jayda Coleman","0.444"
"14",189,10275,12,"Macy Johnson","0.444"
"15",249,1775,15,"Sidney Bloomfield","0.443"
"16",414,4433,16,"Allie Cummins","0.439"
"17",782,13380,16,"Sydney Mckinney","0.439"
"18",29,13627,16,"Janelle Meono","0.439"
"19",522,8379,19,"Kinzie Hansen","0.438"
"20",522,5309,19,"Mackenzie Donihoo","0.438"
"21",361,3202,21,"Alina Castillo","0.434"
"22",667,18497,22,"Kalena Shepherd","0.433"
"23",87,6316,22,"Lauren Fey","0.433"
"24",236,16024,24,"Brianna Pinto","0.431"
"25",367,7858,25,"Carmyn Greenwood","0.430"
"26",191,5177,26,"Kristi Dimeo","0.429"
"27",648,12498,27,"Kenzi Maguire","0.427"
"28",43,15263,27,"Lexi Osowski-anderson","0.427"
"29",299,11827,29,"Mack Leonard","0.425"
"30",483,16636,30,"Ashlyn Reavis","0.424"
"31",669,16088,31,"Daphne Plummer","0.423"
"32",361,3581,31,"Kiana Cisneros","0.423"
"33",697,11718,33,"Haley Lee","0.422"
"34",8,8848,33,"Bailey Hemphill","0.422"
"35",503,10666,33,"Katie Keller","0.422"
"36",709,4987,36,"Dayna Denner","0.421"
"37",290,14605,36,"Camille Navarro","0.421"
"38",606,4210,38,"Kirstin Cox","0.419"
"39",219,7700,39,"Eryn Gould","0.418"
"40",649,3062,39,"Jocelyn Carrillo","0.418"
"41",671,2445,39,"Ciara Bryan","0.418"
"42",302,21494,42,"Kayla Wedl","0.417"
"43",739,16596,42,"Paige Rauch","0.417"
"44",175,21272,42,"Megan Ward","0.417"
"45",699,4701,42,"Crimson Davis","0.417"
"46",77,22521,46,"Violet Zavodnik","0.416"
"47",756,10999,46,"Baylee Klingler","0.416"
"48",648,1816,46,"Mackenzie Boesel","0.416"
"49",249,3917,49,"Jenna Cone","0.415"
"50",388,8470,49,"Aly Harrell","0.415"
"51",576,14203,49,"Lani Moreno","0.415"
"52",255,768,52,"Patricia Awald","0.411"
"53",514,10412,52,"Madison Jones","0.411"
"54",441,13313,54,"Maygen Mcgrath","0.410"
"55",704,13594,54,"Idalis Mendez","0.410"
"56",579,9092,56,"Natalie Higgins","0.409"
"57",99,7562,56,"Alyssa Gonzalez","0.409"
"58",742,6118,56,"Cameron Fagan","0.409"
"59",402,12181,56,"Kaylee Lopez","0.409"
"60",514,7935,60,"Lauren Griffith","0.408"
"61",472,6109,61,"Matalasi Faapito","0.405"
"62",670,20767,61,"Sara Vanderford","0.405"
"63",702,14456,61,"Kjirstyn Murphy","0.405"
"64",147,2761,64,"Valerie Cagle","0.404"
"65",513,3612,64,"Emma Clark","0.404"
"66",414,19148,66,"Karli Spaid","0.403"
"67",68,3777,66,"Caitlin Coker","0.403"
"68",603,17071,68,"Marissa Rizzi","0.402"
"69",521,6210,69,"Alysen Febrey","0.400"
"70",99,2297,69,"Suzy Brookshire","0.400"
"71",202,13850,69,"Sammi Miller","0.400"
"72",676,7012,69,"Gaby Garcia","0.400"
"73",418,1698,69,"Lexie Blair","0.400"
"74",609,11172,74,"Gabbie Kowalik","0.398"
"75",371,9904,74,"Allyson Ivey","0.398"
"76",655,7805,74,"Audrey Greely","0.398"
"77",8,12438,74,"Alexis Mack","0.398"
"78",317,10495,78,"Sara Jubas","0.397"
"79",497,5023,78,"Tuesday Dermargosian","0.397"
"80",2711,7469,78,"Ashley Goebel","0.397"
"81",305,18754,78,"Lexie Siwek","0.397"
"82",719,14911,82,"Kylie Norwood","0.396"
"83",639,4856,82,"Isabelle Dechairo","0.396"
"84",97,20716,82,"Julia Valenzuela","0.396"
"85",550,2437,82,"Marissa Bruno","0.396"
"86",660,1562,82,"Ava Bieneman","0.396"
"87",97,21749,87,"Kelsie Whitmore","0.395"
"88",30095,9652,87,"Hannah Hughbanks","0.395"
"89",90,12780,89,"Hailey Martin","0.394"
"90",606,18,90,"Caela Abadie","0.393"
"91",774,19772,90,"Mackenzie Swinehart","0.393"
"92",86,166,92,"Anna Aguon","0.392"
"93",522,12400,92,"Grace Lyons","0.392"
"94",249,11498,92,"Sierra Lange","0.392"
"95",563,6408,92,"Sydney Fisher","0.392"
"96",460,6950,96,"Janel Gamache","0.391"
"97",104,13438,96,"Madelyn Mcnally","0.391"
"98",732,4989,96,"Haley Denning","0.391"
"99",77,10137,99,"Rylee Jensen","0.390"
"100",47,8906,99,"Faith Hensley","0.390"
"101",460,17901,99,"Jada Santiago","0.390"
"102",1004,21813,99,"Jenna Wildeman","0.390"
