"","team_id","player_id","rank","player","h"
"1",334,11173,1,"Kayla Kowalik",100
"2",522,10122,2,"Tiare Jennings",91
"3",522,360,3,"Jocelyn Alo",87
"4",782,13380,3,"Sydney Mckinney",87
"5",671,2445,3,"Ciara Bryan",87
"6",311,21934,6,"Sami Williams",82
"7",434,21995,7,"Brooke Wilmes",79
"8",522,8379,8,"Kinzie Hansen",78
"9",522,3816,9,"Jayda Coleman",76
"10",600,17681,9,"Mekenzie Saban",76
"11",703,10072,11,"Janae Jefferson",75
"12",756,1164,11,"Sis Bates",75
"13",355,2910,11,"Kara Canetto",75
"14",732,4989,11,"Haley Denning",75
"15",521,6210,15,"Alysen Febrey",74
"16",367,7858,15,"Carmyn Greenwood",74
"17",8,12438,15,"Alexis Mack",74
"18",302,21494,18,"Kayla Wedl",73
"19",563,6408,18,"Sydney Fisher",73
"20",756,10999,20,"Baylee Klingler",72
"21",529,4383,20,"Haley Cruse",72
"22",29,13627,20,"Janelle Meono",72
"23",77,10137,23,"Rylee Jensen",71
"24",355,1621,23,"Amber Bishop",71
"25",365,518,25,"Aliyah Andrews",70
"26",434,11403,26,"Jenna Laird",69
"27",1004,21813,26,"Jenna Wildeman",69
"28",559,1284,28,"Rachel Becker",68
"29",189,10275,28,"Macy Johnson",68
"30",8,20379,28,"Kaylee Tow",68
"31",175,21272,28,"Megan Ward",68
"32",2707,9102,28,"Kloe Hilbrenner",68
"33",71,11344,28,"Greta L'esperance",68
"34",504,2552,34,"Sammey Bunch",67
"35",441,13313,35,"Maygen Mcgrath",66
"36",774,19772,35,"Mackenzie Swinehart",66
"37",742,2359,35,"Kelsey Brown",66
"38",697,11718,38,"Haley Lee",65
"39",414,4433,38,"Allie Cummins",65
"40",503,10666,38,"Katie Keller",65
"41",513,19747,38,"Abby Sweet",65
"42",522,12400,38,"Grace Lyons",65
"43",311,16523,38,"Mikayla Ramos",65
"44",193,4703,38,"Deja Davis",65
"45",655,12904,38,"Aeriyl Mass",65
"46",649,4638,38,"Peyton Daugherty",65
"47",334,10270,38,"Lauren Johnson",65
"48",77,22521,48,"Violet Zavodnik",64
"49",472,6109,48,"Matalasi Faapito",64
"50",648,1816,48,"Mackenzie Boesel",64
"51",648,12498,48,"Kenzi Maguire",64
"52",1157,5130,48,"Brea Dickey",64
"53",716,21457,48,"Katie Webb",64
"54",1004,2380,48,"Mary kate Brown",64
"55",716,18728,48,"Jade Sinness",64
"56",433,1611,48,"Blaise Biringer",64
"57",147,2761,57,"Valerie Cagle",63
"58",739,16596,57,"Paige Rauch",63
"59",458,20787,57,"Bailey Vannoy",63
"60",235,95,57,"Hannah Adams",63
"61",529,2556,57,"Allee Bunker",63
"62",47,5287,57,"Haley Dominique",63
"63",311,19183,57,"Carli Spelhaug",63
"64",8,8848,64,"Bailey Hemphill",62
"65",521,2671,64,"Hayley Busby",62
"66",670,20767,64,"Sara Vanderford",62
"67",202,13850,64,"Sammi Miller",62
"68",697,9024,64,"Makinzy Herzog",62
"69",676,7012,64,"Gaby Garcia",62
"70",30095,9652,64,"Hannah Hughbanks",62
"71",418,1698,64,"Lexie Blair",62
"72",702,14456,64,"Kjirstyn Murphy",62
"73",249,11498,64,"Sierra Lange",62
"74",709,4987,74,"Dayna Denner",61
"75",667,21697,74,"Josey White",61
"76",579,9092,74,"Natalie Higgins",61
"77",31,7289,74,"Danielle Gibson",61
"78",334,34,74,"Renee Abernathy",61
"79",459,12984,74,"Makenna Matthijs",61
"80",703,16859,74,"Shannon Rhodes",61
"81",430,19210,74,"Carter Spexarth",61
"82",402,12181,74,"Kaylee Lopez",61
"83",104,13438,74,"Madelyn Mcnally",61
"84",513,3612,74,"Emma Clark",61
"85",331,7692,74,"Kennadie Goth",61
"86",8,2338,74,"Eliisa Brown",61
"87",86,166,87,"Anna Aguon",60
"88",235,5679,87,"Charla Echols",60
"89",47,8906,87,"Faith Hensley",60
"90",71,13176,87,"Madi Mccoy",60
"91",110,15754,87,"Briana Perez",60
"92",334,3754,87,"Erin Coffel",60
"93",521,14568,87,"Kiley Naomi",60
"94",147,3632,87,"Mckenzie Clark",60
"95",355,1623,87,"Autumn Bishop",60
"96",756,6511,87,"Morganne Flores",60
"97",414,10493,87,"Karlee Juarez",60
"98",149,20102,87,"Makiya Thomas",60
"99",311,15056,87,"Milaysia Ochoa",60
"100",674,7381,87,"Taylor Gindlesperger",60
