"","team_id","player_id","rank","player","k_bb"
"1",110,6159,1,"Megan Faraimo","10.6"
"2",299,4796,2,"Morgan Day"," 6.5"
"3",8,6627,3,"Montana Fouts"," 5.9"
"4",96,5263,4,"Hailey Dolcini"," 5.8"
"5",418,19528,5,"Alex Storako"," 5.6"
"6",457,15963,6,"Brittany Pickett"," 5.6"
"7",756,16064,7,"Gabbie Plain"," 5.4"
"8",317,277,8,"Odicci Alexander"," 5.4"
"9",249,11498,9,"Sierra Lange"," 5.3"
"10",8,10837,10,"Lexi Kilfoyl"," 5.0"
"11",671,5851,11,"Summer Ellyson"," 5.0"
"12",37,12259,12,"Shelby Lowe"," 4.9"
"13",522,10492,13,"Giselle Juarez"," 4.9"
"14",497,20413,14,"Hope Trautwein"," 4.9"
"15",391,4056,15,"Courtney Coppersmith"," 4.8"
"16",454,20853,16,"Jenna Veber"," 4.7"
"17",651,4102,17,"Georgina Corrick"," 4.6"
"18",414,20950,18,"Courtney Vierstra"," 4.2"
"19",771,2993,19,"Abby Carlin"," 4.2"
"20",147,2761,20,"Valerie Cagle"," 4.2"
"21",694,17326,21,"Ashley Rogers"," 4.1"
"22",529,22356,22,"Brooke Yanez"," 4.1"
"23",742,17222,23,"Keely Rochard"," 4.0"
"24",234,17837,24,"Kathryn Sandercock"," 4.0"
"25",31,8180,25,"Mary Haff"," 3.9"
"26",600,12739,26,"Rachel Marsden"," 3.8"
"27",683,1808,27,"Dawn Bodrug"," 3.8"
"28",418,1253,28,"Meghan Beaubien"," 3.8"
"29",2699,12289,29,"Lexi Lucas"," 3.7"
"30",654,17414,30,"Rachel Rook"," 3.6"
"31",521,13013,31,"Kelly Maxwell"," 3.6"
"32",428,15669,32,"Autumn Pease"," 3.6"
"33",71,7697,33,"Payton Gottshall"," 3.6"
"34",739,16596,34,"Paige Rauch"," 3.6"
"35",370,21027,35,"Marina Vitalich"," 3.5"
"36",514,2877,36,"Sydney Campbell"," 3.5"
"37",683,16457,37,"Melissa Rahrich"," 3.5"
"38",110,7044,38,"Rachel Garcia"," 3.5"
"39",236,728,39,"Madie Aughinbaugh"," 3.5"
"40",659,8454,40,"Sarah Harness"," 3.4"
"41",285,14667,41,"Kelly Nelson"," 3.4"
"42",316,1591,42,"Alyssa Bilodeau"," 3.4"
"43",670,10894,43,"Meagan King"," 3.4"
"44",301,18599,44,"Sydney Sickels"," 3.4"
"45",433,5148,45,"Savannah Diederich"," 3.4"
"46",234,656,46,"Caylan Arnold"," 3.3"
"47",306,7621,47,"Emily Goodin"," 3.3"
"48",504,15353,48,"Kailyn Packard"," 3.3"
"49",87,16944,49,"Karli Ricketts"," 3.2"
"50",509,21878,50,"Danielle Williams"," 3.1"
"51",414,16247,51,"Brianna Pratt"," 3.1"
"52",312,5323,52,"Allison Doocy"," 3.0"
"53",528,13059,54,"Mariah Mazon"," 3.0"
"54",671,11422,54,"Kandra Lamb"," 3.0"
"55",310,22524,55,"Kara Zazzaro"," 3.0"
"56",716,10272,56,"Leanna Johnson"," 3.0"
"57",439,9879,57,"Alyssa Irons"," 3.0"
"58",454,10003,58,"Hannah James"," 2.9"
"59",14,8305,59,"Wendi Hammond"," 2.9"
"60",249,21474,61,"Faith Weber"," 2.9"
"61",497,21179,61,"Georgia Wall"," 2.9"
"62",175,2537,62,"Addy Bullis"," 2.9"
"63",792,21403,63,"Madyson Watson"," 2.9"
"64",1356,18978,64,"Shi Smith"," 2.9"
"65",1004,1260,65,"Kayla Beaver"," 2.8"
"66",352,14884,66,"Gabriella Nori"," 2.8"
"67",2707,9531,67,"Mia Hoveland"," 2.8"
"68",655,22590,68,"Heather Zumo"," 2.8"
"69",459,18249,69,"Morgan Scott"," 2.8"
"70",600,20912,70,"Grace Vesco"," 2.8"
"71",674,20844,71,"Alana Vawter"," 2.7"
"72",416,13786,72,"Ashley Miller"," 2.7"
"73",695,7976,73,"Alexis Groet"," 2.6"
"74",402,19882,74,"Whitney Tate"," 2.6"
"75",68,5458,75,"Ali Dubois"," 2.6"
"76",6,3749,76,"Esperanza Coe"," 2.6"
"77",290,3042,77,"Kianna Carr"," 2.6"
"78",796,18199,78,"Maddie Schwartz"," 2.6"
"79",670,14399,79,"Jessica Mullins"," 2.6"
"80",51,17248,80,"Gia Rodoni"," 2.6"
"81",699,16806,81,"Naomi Reyes"," 2.5"
"82",355,10930,82,"Emily Kirby"," 2.5"
"83",692,2467,83,"Haeli Bryson"," 2.5"
"84",676,21800,84,"Kassidy Wilbur"," 2.5"
"85",626,913,85,"Maggie Balint"," 2.5"
"86",28755,11656,86,"Sarah Lawton"," 2.5"
"87",487,7118,87,"Megan Garst"," 2.5"
"88",29,1982,88,"Hanah Bowen"," 2.5"
"89",108,2361,89,"Kenedi Brown"," 2.4"
"90",649,11034,91,"Tori Kniesche"," 2.4"
"91",625,1051,91,"Emily Barnett"," 2.4"
"92",430,21976,92,"Annie Willis"," 2.4"
"93",315,17306,93,"Nicole Rodriguez"," 2.4"
"94",1004,10246,94,"Jordan Johnson"," 2.4"
"95",334,9705,95,"Autumn Humes"," 2.4"
"96",646,11370,96,"Olivia Lackie"," 2.4"
"97",128,21677,97,"Alea White"," 2.3"
"98",678,19984,98,"Chloe Temples"," 2.3"
"99",255,14653,99,"Blake Neleman"," 2.3"
"100",649,7412,100,"Grace Glanzer"," 2.3"
