"","team_id","player_id","rank","player","slg"
"1",122,53004,1,"Sarah Miller","0.956"
"2",24317,18260,2,"Jordan Day","0.914"
"3",21,79404,3,"Haley Ullrich","0.894"
"4",1094,80140,3,"Savannah Vargas","0.894"
"5",160,61256,5,"Becky Pieroni","0.884"
"6",618,36488,6,"Olivia Howe","0.876"
"7",573,41326,7,"Lauren King","0.865"
"8",22235,28306,8,"Samantha Gildersleeve","0.856"
"9",1094,25505,9,"Claire Fountain","0.838"
"10",750,71270,10,"Kaci Sherwood","0.833"
"11",1297,50911,11,"Erin Mcgrath","0.829"
"12",1094,62155,12,"Kamryn Potter","0.826"
"13",8567,78995,13,"Alehia Tucker","0.825"
"14",622,22103,14,"Kaleigh Edwards","0.785"
"15",28749,70537,15,"Taylor Senter","0.783"
"16",30031,66802,15,"Ellie Ronning","0.783"
"17",1196,66217,17,"Alexa Rodriguez","0.773"
"18",139,33021,18,"Kaitlyn Hasty","0.770"
"19",443,82603,19,"Brooke Wehr","0.768"
"20",1454,27659,20,"Sara Gayer","0.754"
"21",1454,77421,21,"Maddy Thomas","0.752"
"22",633,76176,22,"Jennifer Sweeney","0.747"
"23",815,32353,23,"Alyssa Harhigh","0.745"
"24",597,36734,24,"Angela Huefpfel","0.743"
"25",618,17462,24,"Aislind Dail","0.743"
"26",296,72368,26,"Taylor Skraba","0.741"
"27",21830,60555,27,"Katelyn Perry","0.739"
"28",581,40387,28,"Hannah Keiper","0.732"
"29",793,22855,29,"Sadie Erickson","0.728"
"30",601,78804,30,"Emily Trotman","0.726"
"31",805,57253,30,"Kaleigh O'brien","0.726"
"32",22235,16707,32,"Sydney Cross","0.724"
"33",531,20213,33,"Hannah Dobrinick","0.722"
"34",200,79333,34,"Alexis Tyrrell","0.718"
"35",2694,82521,34,"Natalie Weber","0.718"
"36",120,44487,36,"Kaylee Learman","0.717"
"37",16142,22424,37,"Nicole Elliott","0.713"
"38",21,25827,38,"Emma Fraser","0.708"
"39",745,28941,39,"Jessica Goldyn","0.707"
"40",1050,36622,39,"Kalin Hubble","0.707"
"41",807,45537,41,"Molly Likins","0.700"
"42",2751,80281,42,"Montana Vaught","0.689"
"43",1355,84891,43,"Bri Wodtke","0.688"
"44",200,49681,44,"Brooke Matyasovsky","0.684"
"45",296,69545,45,"Colleen Schmit","0.683"
"46",582,16158,45,"Emily Cox","0.683"
"47",662,77971,45,"Ashley Tinsman","0.683"
"48",1094,43254,45,"Katie Ladd","0.683"
"49",200,75119,49,"Carley Stoker","0.681"
"50",28593,14108,49,"Annie Clayton","0.681"
"51",271,34534,51,"Karis Hessert","0.678"
"52",538,39384,52,"Maria Jones","0.677"
"53",8911,48964,53,"Lexi Martin","0.676"
"54",28749,25852,53,"Abby Frazier","0.676"
"55",601,41763,55,"Allie Klonowski","0.670"
"56",300,58907,56,"Colleen Palczynski","0.667"
"57",46,8583,57,"Bridie Bricker","0.661"
"58",633,1040,58,"Heather Alich","0.660"
"59",1454,52111,58,"Heather Menzer","0.660"
"60",20220,51111,58,"Kara Mckenna","0.660"
"61",28749,69795,58,"Annie Schuck","0.660"
"62",750,82598,62,"Tarah Wehde","0.659"
"63",286,73290,63,"Megan Soderbloom","0.658"
"64",1226,56479,64,"Tori Nichols-kraft","0.656"
"65",517,54817,65,"Sydney Motylinski","0.654"
"66",1451,44094,66,"Mackenzie Latess","0.653"
"67",30037,76131,67,"Ashley Swartout","0.652"
"68",595,73803,68,"Gabby Spencer","0.644"
"69",1036,7139,69,"Kelsey Bollon","0.642"
"70",582,4286,70,"Annaka Bartz","0.638"
"71",573,71729,71,"Katelyn Siekerka","0.635"
"72",452,33485,72,"Grace Heath","0.633"
"73",492,18766,72,"Katie Del re","0.633"
"74",542,60189,72,"Makenzie Pennell","0.633"
"75",452,61194,75,"Maddie Pidgeon","0.632"
"76",30037,62354,76,"Amanda Prather","0.631"
"77",1451,59036,77,"Leah Pancake","0.630"
"78",496,2139,78,"Alyssa Aragon","0.629"
"79",807,15366,79,"Emmalee Cooke","0.626"
"80",1450,55553,80,"Mackenzie Myers","0.625"
"81",30038,41210,80,"Zoe Kinakin","0.625"
"82",793,61570,82,"Abbey Place","0.624"
"83",1036,79600,83,"Claudia Utz","0.622"
"84",84,31188,84,"Carlee Guyett","0.621"
"85",30037,22428,85,"Scarlett Elliott","0.619"
"86",150,75237,86,"Skyler Stookey","0.618"
"87",297,5277,86,"Jessica Belzer","0.618"
"88",615,49645,86,"Hannah Matthies","0.618"
"89",1196,46089,89,"Peyton Loesch","0.617"
"90",372,72306,90,"Elsa Skeie","0.613"
"91",938,64430,91,"Sarah Reinert","0.612"
"92",372,69872,92,"Sydney Schultz","0.608"
"93",618,6332,92,"Toni Bishop","0.608"
"94",11036,45672,92,"Makayla Lindsey","0.608"
"95",59,57599,95,"Jennifer Oberthur","0.605"
"96",1179,61051,95,"Katie Phillips","0.605"
"97",42,47337,97,"Josephine Lytton","0.600"
"98",805,52668,97,"Nikki Mikosz","0.600"
"99",30037,78729,97,"Ellie Trine","0.600"
"100",778,12097,100,"Ashley Carter","0.598"
"101",30084,48350,100,"Marina Manuppelli","0.598"
