"","team_id","player_id","rank","player","h"
"1",767,68267,1,"Ruby Salzman",79
"2",41,15710,2,"Kendall Cornick",78
"3",1438,20546,3,"Kat Donzella",77
"4",262,35784,4,"Nikoma Holmen",75
"5",767,50052,4,"Shanna Mcbroom",75
"6",11416,82565,4,"Lauren Wedman",75
"7",41,13719,7,"Torri Chute",71
"8",437,36926,7,"Chrissie Huhn",71
"9",11740,36470,7,"Teala Howard",71
"10",280,75228,10,"Madison Stoner",70
"11",765,26982,10,"Bri Garber",70
"12",765,51959,10,"Madison Melvin",70
"13",9013,33217,10,"Sydni Hawkins",70
"14",1059,60245,14,"Maddy Pepke",68
"15",11416,72754,14,"Ellie Smith",68
"16",280,12634,16,"Sam Catron",67
"17",1274,35937,16,"Ivy Hommel",67
"18",2814,51590,16,"Marrit Mead",67
"19",262,28737,19,"Lydia Goble",66
"20",383,65015,20,"Torey Richards",64
"21",159,11317,21,"Caitlyn Canady",63
"22",280,74654,21,"Natalie Stepanenko",63
"23",309,53827,21,"Brooke Montgomery",63
"24",309,37446,21,"Gianni Iannantone",63
"25",8736,78163,21,"Kali Tomlinson",63
"26",383,50183,26,"Hannah Mccarville",62
"27",765,75677,26,"Courtney Stump",62
"28",11403,46990,26,"Piper Lujan",62
"29",339,2779,29,"Hannah Auvil",61
"30",413,65686,29,"Shelby Robb",61
"31",1438,4968,29,"Katie Beeman",61
"32",9754,68754,29,"Brianna Santos",61
"33",11403,63995,29,"Sydney Reamer",61
"34",30093,52789,29,"Allison Miller",61
"35",30137,10620,29,"Bailey Byers",61
"36",41,59156,36,"Mary Pardo",60
"37",197,80626,36,"Reilly Vicendese",60
"38",262,13823,36,"Joanna Cirrincione",60
"39",30063,58408,36,"Jenna Osikowicz",60
"40",130,24526,40,"Abbey Fischer",59
"41",598,79948,40,"Raven Vanden langenberg",59
"42",1245,15413,40,"Courtlynn Cooney",59
"43",8736,30675,40,"Emma Grote",59
"44",9004,34367,40,"Alyssa Herrera",59
"45",383,56567,45,"Sydney Nielsen",58
"46",423,83959,45,"Faith Willenbrock",58
"47",427,57591,45,"Lauren Oberle",58
"48",568,12295,45,"Jessi Case",58
"49",638,48840,45,"Hannah Marsteller",58
"50",2720,30350,45,"Isabel Griego",58
"51",9004,4091,45,"Taylor Barraza",58
"52",41,45489,52,"Abby Lien",57
"53",41,47069,52,"Abbie Lund",57
"54",197,56587,52,"Molly Nies",57
"55",280,6057,52,"Renee Bielawa",57
"56",339,58431,52,"Kate Ostaszewski",57
"57",598,7800,52,"Brooke Bowlin",57
"58",638,55571,52,"Taylor Myers",57
"59",790,56232,52,"Libby Neveau",57
"60",30199,77742,52,"Mckinsey Thorpe",57
"61",309,25464,61,"Haylie Foster",56
"62",309,25468,61,"Kamrie Foster",56
"63",591,68189,61,"Julia Salisbury",56
"64",9012,78074,61,"Josie Tofpi",56
"65",30119,31327,61,"Carson Hackerd",56
"66",30137,5923,61,"Lexi Betz",56
"67",216,8338,67,"Alex Braun",55
"68",262,65206,67,"Taylor Rieger",55
"69",339,36847,67,"Brianna Hughes",55
"70",510,21603,67,"Grace Dutoi",55
"71",734,60207,67,"Nikki Pennington",55
"72",790,42175,67,"Katie Kolb",55
"73",1012,74620,67,"Bailey Steinke",55
"74",1176,82442,67,"Emma Webb",55
"75",1448,20748,67,"Tatum Dow",55
"76",2720,61111,67,"Marissa Piatt",55
"77",8577,86507,67,"Camrynn Ziegler",55
"78",9754,49215,67,"Solana Martinez",55
"79",10870,62917,67,"Nicole Purtell",55
"80",11416,74434,67,"Sarah Staudle",55
"81",30002,57656,67,"Makray Odom",55
"82",30050,19164,67,"Danielle Dennis",55
"83",30125,57651,67,"Jamie Odlum",55
"84",30134,46955,67,"Bell Luebken",55
"85",246,76497,85,"Maria Taliani",54
"86",339,45774,85,"Jenna Lipowski",54
"87",383,23050,85,"Carly Esselman",54
"88",591,27983,85,"Sarah Gersch",54
"89",598,23115,85,"Jasmin Estrada",54
"90",734,34909,85,"Morgan Hill",54
"91",765,41683,85,"Jaime Klemas",54
"92",1334,48729,85,"Genisa Marrero-carter",54
"93",30177,85665,85,"Savannah Wysocki",54
"94",30222,71554,85,"Aubrey Shroyer",54
"95",224,42372,95,"Paige Kortz",53
"96",427,8451,95,"Jessica Bren",53
"97",429,44698,95,"Mccall Lee",53
"98",696,12834,95,"Jory Cervantes",53
"99",765,32820,95,"Annamarie Hartman",53
"100",765,42318,95,"Trisha Kopinetz",53
"101",765,569,95,"Grace Aguilar",53
"102",947,82822,95,"Caitlyn Wells",53
"103",1057,5047,95,"Lauren Beier",53
"104",1274,27837,95,"Brittany Genuardi",53
"105",1462,12351,95,"Haley Cashwell",53
"106",11403,52595,95,"Kenzie Middleton",53
"107",11416,13581,95,"Nicole Christensen",53
"108",12830,1230,95,"Anna Alloway",53
"109",30125,10721,95,"Isis Cabral",53
"110",30177,34403,95,"Skylar Herrera",53
"111",30180,7832,95,"Makayla Bowman",53
