"","team_id","player_id","rank","player","slg"
"1",522,360,1,"Jocelyn Alo","1.109"
"2",504,2552,2,"Sammey Bunch","1.000"
"3",522,10122,2,"Tiare Jennings","1.000"
"4",191,17619,4,"Linda Rush","0.957"
"5",697,11718,5,"Haley Lee","0.955"
"6",590,7562,6,"Alyssa Gonzalez","0.913"
"7",28,8165,6,"Maddi Hackbarth","0.913"
"8",311,21934,8,"Sami Williams","0.902"
"9",522,8379,9,"Kinzie Hansen","0.893"
"10",414,4433,10,"Allie Cummins","0.892"
"11",31,2638,10,"Braxton Burnside","0.892"
"12",414,19148,12,"Karli Spaid","0.889"
"13",249,3917,13,"Jenna Cone","0.880"
"14",317,7660,14,"Kate Gordon","0.872"
"15",29,14381,15,"Dejah Mulipola","0.865"
"16",709,4987,16,"Dayna Denner","0.841"
"17",302,21494,17,"Kayla Wedl","0.834"
"18",97,21749,18,"Kelsie Whitmore","0.824"
"19",147,2761,19,"Valerie Cagle","0.821"
"20",388,8470,20,"Aly Harrell","0.819"
"21",77,22521,21,"Violet Zavodnik","0.818"
"22",609,11172,22,"Gabbie Kowalik","0.814"
"23",649,3062,23,"Jocelyn Carrillo","0.813"
"24",368,3172,24,"Courtney Cashman","0.809"
"25",472,6109,25,"Matalasi Faapito","0.797"
"26",77,10137,25,"Rylee Jensen","0.797"
"27",521,2671,27,"Hayley Busby","0.794"
"28",756,10999,28,"Baylee Klingler","0.792"
"29",667,18497,29,"Kalena Shepherd","0.788"
"30",490,6182,29,"Miranda Farricker","0.788"
"31",175,5764,29,"Abby Ehrenborg","0.788"
"32",334,11173,32,"Kayla Kowalik","0.787"
"33",521,6210,33,"Alysen Febrey","0.784"
"34",328,22339,34,"Morgyn Wynne","0.780"
"35",180,6501,35,"Karolina Flores","0.778"
"36",8,8848,36,"Bailey Hemphill","0.776"
"37",310,3471,37,"Jessica Chilcott","0.771"
"38",191,5177,38,"Kristi Dimeo","0.770"
"39",649,8265,38,"Cylie Halvorson","0.770"
"40",782,1025,40,"Addison Barnard","0.768"
"41",458,20787,41,"Bailey Vannoy","0.767"
"42",667,2326,41,"Brooke Brown","0.767"
"43",528,8310,43,"Frankie Hammoude","0.765"
"44",355,1621,44,"Amber Bishop","0.763"
"45",97,1267,44,"Hannah Becerra","0.763"
"46",219,7700,46,"Eryn Gould","0.762"
"47",522,5309,46,"Mackenzie Donihoo","0.762"
"48",235,5679,46,"Charla Echols","0.762"
"49",782,13882,46,"Lauren Mills","0.762"
"50",654,5830,46,"Ashley Ellis","0.762"
"51",676,7703,51,"Shaylon Govan","0.759"
"52",201,2669,51,"Megan Burton","0.759"
"53",86,166,53,"Anna Aguon","0.758"
"54",99,2297,53,"Suzy Brookshire","0.758"
"55",670,20767,53,"Sara Vanderford","0.758"
"56",299,11827,56,"Mack Leonard","0.756"
"57",317,10495,57,"Sara Jubas","0.753"
"58",606,18,58,"Caela Abadie","0.752"
"59",352,3460,59,"Jaelynn Chesson","0.750"
"60",782,15804,59,"Madison Perrigan","0.750"
"61",695,10677,61,"Kaitlyn Kelley","0.742"
"62",428,4983,62,"Natalie Denhartog","0.740"
"63",102,4795,63,"Lewa Day","0.739"
"64",514,10412,64,"Madison Jones","0.738"
"65",459,21982,64,"Kayleigh Willis","0.738"
"66",772,3118,66,"Paige Carter","0.737"
"67",180,7410,66,"Brooke Glanden","0.737"
"68",96,12991,66,"Keahilele Mattson","0.737"
"69",257,6369,69,"Lacey Fincher","0.734"
"70",430,11779,70,"Ulufa Leilua","0.728"
"71",667,21697,70,"Josey White","0.728"
"72",473,9537,70,"Andrea Howard","0.728"
"73",441,13313,73,"Maygen Mcgrath","0.727"
"74",518,8168,73,"Sam Hackenbracht","0.727"
"75",255,768,75,"Patricia Awald","0.726"
"76",459,2381,76,"Maycin Brown","0.722"
"77",503,10666,77,"Katie Keller","0.721"
"78",31,7289,77,"Danielle Gibson","0.721"
"79",522,12400,79,"Grace Lyons","0.717"
"80",29,15393,80,"Sharlize Palacios","0.715"
"81",769,9717,81,"Bailey Huneycutt","0.714"
"82",490,17069,82,"Angie Rizzi","0.713"
"83",522,13592,82,"Nicole Mendes","0.713"
"84",513,19747,84,"Abby Sweet","0.712"
"85",817,17711,84,"Nikki Saibene","0.712"
"86",739,16596,86,"Paige Rauch","0.709"
"87",110,7044,87,"Rachel Garcia","0.708"
"88",603,17071,88,"Marissa Rizzi","0.707"
"89",771,9332,89,"Sydney Hollings","0.702"
"90",782,9003,90,"Neleigh Herring","0.701"
"91",127,19585,90,"Paige Stringer","0.701"
"92",110,15754,92,"Briana Perez","0.700"
"93",367,17216,93,"Taylor Roby","0.697"
"94",110,2088,94,"Maya Brady","0.696"
"95",71,13176,94,"Madi Mccoy","0.696"
"96",772,19662,96,"Kennedy Sullivan","0.695"
"97",249,21474,97,"Faith Weber","0.691"
"98",522,3816,98,"Jayda Coleman","0.690"
"99",149,1537,99,"Mackenzie Beyer","0.689"
"100",156,18402,99,"Tara Shadowen","0.689"
