"","team_id","player_id","rank","player","xbh"
"1",522,38506,1,"Tiare Jennings",52
"2",522,1274,2,"Jocelyn Alo",47
"3",311,84206,3,"Sami Williams",39
"4",302,82564,4,"Kayla Wedl",37
"5",504,9888,4,"Sammey Bunch",37
"6",458,80055,6,"Bailey Vannoy",36
"7",521,23849,7,"Alysen Febrey",35
"8",31,10281,8,"Braxton Burnside",34
"9",77,38544,8,"Rylee Jensen",34
"10",355,6299,8,"Autumn Bishop",34
"11",709,19144,8,"Dayna Denner",34
"12",28,31317,12,"Maddi Hackbarth",33
"13",317,29447,12,"Kate Gordon",33
"14",414,17017,12,"Allie Cummins",33
"15",414,73647,12,"Karli Spaid",33
"16",522,32156,12,"Kinzie Hansen",33
"17",756,41743,12,"Baylee Klingler",33
"18",782,60508,12,"Madison Perrigan",33
"19",31,28131,19,"Danielle Gibson",32
"20",249,15042,19,"Jenna Cone",32
"21",355,6296,19,"Amber Bishop",32
"22",697,44651,19,"Haley Lee",32
"23",772,12165,19,"Paige Carter",32
"24",175,22203,24,"Abby Ehrenborg",31
"25",503,40442,24,"Katie Keller",31
"26",521,10396,24,"Hayley Busby",31
"27",147,10803,27,"Valerie Cagle",30
"28",472,23371,27,"Matalasi Faapito",30
"29",649,31746,27,"Cylie Halvorson",30
"30",670,79965,27,"Sara Vanderford",30
"31",756,24997,27,"Morganne Flores",30
"32",29,54997,32,"Dejah Mulipola",29
"33",77,86364,32,"Violet Zavodnik",29
"34",235,21921,32,"Charla Echols",29
"35",311,63580,32,"Mikayla Ramos",29
"36",334,42482,32,"Kayla Kowalik",29
"37",430,17880,32,"Mia Davidson",29
"38",434,84359,32,"Brooke Wilmes",29
"39",697,34486,32,"Makinzy Herzog",29
"40",29,32447,40,"Jessie Harper",28
"41",110,60325,40,"Briana Perez",28
"42",305,60727,40,"Bella Peterson",28
"43",490,23712,40,"Miranda Farricker",28
"44",667,83369,40,"Josey White",28
"45",71,50430,45,"Madi Mccoy",27
"46",86,610,45,"Anna Aguon",27
"47",110,84804,45,"Delanie Wisz",27
"48",201,10371,45,"Megan Burton",27
"49",334,60912,45,"Mallory Peyton",27
"50",695,40482,45,"Kaitlyn Kelley",27
"51",782,3912,45,"Addison Barnard",27
"52",28,34871,52,"Jazmine Hill",26
"53",47,34081,52,"Faith Hensley",26
"54",97,83543,52,"Kelsie Whitmore",26
"55",317,39642,52,"Sara Jubas",26
"56",328,85655,52,"Morgyn Wynne",26
"57",434,82986,52,"Kimberly Wert",26
"58",459,49648,52,"Makenna Matthijs",26
"59",513,76190,52,"Abby Sweet",26
"60",514,39380,52,"Madison Jones",26
"61",522,47310,52,"Grace Lyons",26
"62",667,9083,52,"Brooke Brown",26
"63",716,36190,52,"Kelly Horne",26
"64",2707,81046,52,"Ally Vonfeldt",26
"65",96,49674,65,"Keahilele Mattson",25
"66",97,4806,65,"Hannah Becerra",25
"67",191,67619,65,"Linda Rush",25
"68",334,14424,65,"Erin Coffel",25
"69",365,61626,65,"Taylor Pleasants",25
"70",402,50450,65,"Cori Mccrary",25
"71",430,44861,65,"Ulufa Leilua",25
"72",434,54007,65,"Hatti Moore",25
"73",441,50915,65,"Maygen Mcgrath",25
"74",472,7728,65,"Kayla Bowen",25
"75",529,16825,65,"Haley Cruse",25
"76",600,67919,65,"Mekenzie Saban",25
"77",649,11991,65,"Jocelyn Carrillo",25
"78",703,64864,65,"Shannon Rhodes",25
"79",782,34428,65,"Neleigh Herring",25
"80",817,68031,65,"Nikki Saibene",25
"81",1157,19727,65,"Brea Dickey",25
"82",30095,36826,65,"Hannah Hughbanks",25
"83",128,22975,83,"Jazmine Esparza",24
"84",147,13994,83,"Mckenzie Clark",24
"85",257,24420,83,"Lacey Fincher",24
"86",257,12979,83,"Sydney Chambley",24
"87",334,119,83,"Renee Abernathy",24
"88",352,13361,83,"Jaelynn Chesson",24
"89",355,76156,83,"Emily Sweat",24
"90",414,3895,83,"Adriana Barlow",24
"91",428,19128,83,"Natalie Denhartog",24
"92",521,55701,83,"Kiley Naomi",24
"93",606,64,83,"Caela Abadie",24
"94",609,42481,83,"Gabbie Kowalik",24
"95",694,18021,83,"Ivy Davis",24
"96",716,72184,83,"Jade Sinness",24
"97",739,63848,83,"Paige Rauch",24
"98",742,3204,83,"Jayme Bailey",24
"99",771,35705,83,"Sydney Hollings",24
"100",782,9647,83,"Ryleigh Buck",24
"101",30095,1600,83,"Meagan Anders",24
