"","team_id","player_id","rank","player","hr"
"1",522,360,1,"Jocelyn Alo",34
"2",522,10122,2,"Tiare Jennings",27
"3",697,11718,3,"Haley Lee",25
"4",31,2638,3,"Braxton Burnside",25
"5",522,8379,5,"Kinzie Hansen",24
"6",504,2552,6,"Sammey Bunch",22
"7",782,1025,6,"Addison Barnard",22
"8",311,21934,8,"Sami Williams",21
"9",29,14381,8,"Dejah Mulipola",21
"10",317,7660,8,"Kate Gordon",21
"11",782,15804,8,"Madison Perrigan",21
"12",28,8165,12,"Maddi Hackbarth",20
"13",77,10137,12,"Rylee Jensen",20
"14",430,11779,12,"Ulufa Leilua",20
"15",355,1621,15,"Amber Bishop",19
"16",521,2671,15,"Hayley Busby",19
"17",649,8265,15,"Cylie Halvorson",19
"18",654,5830,15,"Ashley Ellis",19
"19",521,6210,19,"Alysen Febrey",18
"20",175,5764,19,"Abby Ehrenborg",18
"21",29,15393,19,"Sharlize Palacios",18
"22",201,2669,19,"Megan Burton",18
"23",31,12559,19,"Linnie Malkin",18
"24",414,4433,24,"Allie Cummins",17
"25",249,3917,24,"Jenna Cone",17
"26",590,7562,24,"Alyssa Gonzalez",17
"27",414,19148,24,"Karli Spaid",17
"28",147,2761,24,"Valerie Cagle",17
"29",328,22339,24,"Morgyn Wynne",17
"30",528,8310,24,"Frankie Hammoude",17
"31",490,6182,24,"Miranda Farricker",17
"32",667,2326,24,"Brooke Brown",17
"33",695,10677,24,"Kaitlyn Kelley",17
"34",430,4664,24,"Mia Davidson",17
"35",434,14122,24,"Hatti Moore",17
"36",434,21589,24,"Kimberly Wert",17
"37",756,10999,37,"Baylee Klingler",16
"38",472,6109,37,"Matalasi Faapito",16
"39",334,3754,37,"Erin Coffel",16
"40",703,9821,37,"Mary Iakopo",16
"41",29,8460,37,"Jessie Harper",16
"42",694,4716,37,"Ivy Davis",16
"43",191,17619,43,"Linda Rush",15
"44",676,7703,43,"Shaylon Govan",15
"45",257,6369,43,"Lacey Fincher",15
"46",235,5679,43,"Charla Echols",15
"47",428,4983,43,"Natalie Denhartog",15
"48",31,7289,43,"Danielle Gibson",15
"49",703,16859,43,"Shannon Rhodes",15
"50",257,11300,43,"Sydney Kuma",15
"51",1157,3248,43,"Taylor Cates",15
"52",8,8848,52,"Bailey Hemphill",14
"53",77,22521,52,"Violet Zavodnik",14
"54",302,21494,52,"Kayla Wedl",14
"55",86,166,52,"Anna Aguon",14
"56",769,9717,52,"Bailey Huneycutt",14
"57",97,1267,52,"Hannah Becerra",14
"58",522,12400,52,"Grace Lyons",14
"59",606,18,52,"Caela Abadie",14
"60",102,4795,52,"Lewa Day",14
"61",367,17216,52,"Taylor Roby",14
"62",110,2088,52,"Maya Brady",14
"63",472,2699,52,"Nikki Butler",14
"64",772,19662,52,"Kennedy Sullivan",14
"65",521,14568,52,"Kiley Naomi",14
"66",434,10792,52,"Cayla Kessinger",14
"67",706,8027,52,"Riley Grunberg",14
"68",732,1885,52,"Ellessa Bonstrom",14
"69",654,476,52,"Kaylee Anderson",14
"70",110,22116,52,"Delanie Wisz",14
"71",709,4987,71,"Dayna Denner",13
"72",458,20787,71,"Bailey Vannoy",13
"73",772,3118,71,"Paige Carter",13
"74",441,13313,71,"Maygen Mcgrath",13
"75",110,7044,71,"Rachel Garcia",13
"76",667,21697,71,"Josey White",13
"77",311,16523,71,"Mikayla Ramos",13
"78",110,15754,71,"Briana Perez",13
"79",249,21474,71,"Faith Weber",13
"80",697,9024,71,"Makinzy Herzog",13
"81",694,13873,71,"Kiki Milloy",13
"82",504,18409,71,"Kamryn Shaffer",13
"83",792,7374,71,"Ansley Gilreath",13
"84",201,13954,71,"Haley Mitchell",13
"85",334,34,71,"Renee Abernathy",13
"86",459,12984,71,"Makenna Matthijs",13
"87",147,8075,71,"Marissa Guimbarda",13
"88",288,16394,71,"Sarah Queen",13
"89",434,21995,71,"Brooke Wilmes",13
"90",236,9594,71,"Rachel Hubertus",13
"91",742,1406,71,"Kelsey Bennett",13
"92",545,18273,71,"Sarah Seamans",13
"93",365,16073,71,"Taylor Pleasants",13
"94",739,8900,71,"Ryan Henry",13
"95",2707,21056,71,"Ally Vonfeldt",13
"96",521,15726,71,"Sydney Pennington",13
"97",334,11173,97,"Kayla Kowalik",12
"98",97,21749,97,"Kelsie Whitmore",12
"99",649,3062,97,"Jocelyn Carrillo",12
"100",459,21982,97,"Kayleigh Willis",12
"101",670,20767,97,"Sara Vanderford",12
"102",317,10495,97,"Sara Jubas",12
"103",490,17069,97,"Angie Rizzi",12
"104",518,8168,97,"Sam Hackenbracht",12
"105",473,9537,97,"Andrea Howard",12
"106",96,12991,97,"Keahilele Mattson",12
"107",817,17711,97,"Nikki Saibene",12
"108",771,9332,97,"Sydney Hollings",12
"109",418,2547,97,"Taylor Bump",12
"110",522,10181,97,"Jana Johns",12
"111",522,5781,97,"Lynnsie Elam",12
"112",30095,20186,97,"Mikaela Thomson",12
"113",355,1623,97,"Autumn Bishop",12
"114",756,6511,97,"Morganne Flores",12
"115",334,15914,97,"Mallory Peyton",12
"116",756,16835,97,"Sami Reynolds",12
"117",792,3395,97,"Taylor Charlton",12
"118",414,1019,97,"Adriana Barlow",12
"119",249,16138,97,"Alessandra Ponce",12
"120",430,19210,97,"Carter Spexarth",12
"121",697,55,97,"Shaylee Ackerman",12
"122",193,6587,97,"Kristina Foreman",12
"123",29,12857,97,"Malia Martinez",12
"124",28,20344,97,"Alynah Torres",12
"125",31,7816,97,"Kayla Green",12
