"","team_id","player_id","rank","player","so"
"1",8,6627,1,"Montana Fouts",338
"2",756,16064,2,"Gabbie Plain",337
"3",651,4102,3,"Georgina Corrick",333
"4",742,17222,4,"Keely Rochard",327
"5",694,17326,5,"Ashley Rogers",296
"6",71,7697,6,"Payton Gottshall",282
"7",676,21800,7,"Kassidy Wilbur",274
"8",414,20950,8,"Courtney Vierstra",271
"9",418,19528,9,"Alex Storako",270
"10",147,2761,10,"Valerie Cagle",267
"11",529,22356,10,"Brooke Yanez",267
"12",716,10272,12,"Leanna Johnson",260
"13",96,5263,13,"Hailey Dolcini",259
"14",646,11370,14,"Olivia Lackie",250
"15",391,4056,15,"Courtney Coppersmith",249
"16",299,4796,16,"Morgan Day",247
"17",683,1808,17,"Dawn Bodrug",245
"18",497,20413,18,"Hope Trautwein",235
"19",459,18249,19,"Morgan Scott",210
"20",659,8454,19,"Sarah Harness",210
"21",528,13059,21,"Mariah Mazon",204
"22",817,2520,22,"Elle Buffenbarger",203
"23",249,11498,23,"Sierra Lange",201
"24",418,1253,24,"Meghan Beaubien",200
"25",219,20920,25,"Izzy Vetter",199
"26",31,8180,26,"Mary Haff",198
"27",654,17414,27,"Rachel Rook",196
"28",2707,9531,28,"Mia Hoveland",193
"29",600,20912,28,"Grace Vesco",193
"30",509,21878,30,"Danielle Williams",191
"31",363,813,31,"Sydney Backstrom",189
"32",739,16596,31,"Paige Rauch",189
"33",671,5851,31,"Summer Ellyson",189
"34",317,277,31,"Odicci Alexander",189
"35",709,9724,35,"Erin Hunt",187
"36",441,50,36,"Tristin Achenbach",186
"37",649,11034,36,"Tori Kniesche",186
"38",792,21403,38,"Madyson Watson",184
"39",504,15353,39,"Kailyn Packard",180
"40",110,6159,39,"Megan Faraimo",180
"41",316,1591,41,"Alyssa Bilodeau",178
"42",310,22524,42,"Kara Zazzaro",176
"43",306,7621,43,"Emily Goodin",173
"44",769,5814,43,"Jayme Ellers",173
"45",670,14399,45,"Jessica Mullins",170
"46",108,2361,46,"Kenedi Brown",169
"47",37,12259,47,"Shelby Lowe",168
"48",371,17580,48,"Sydney Ruggles",166
"49",464,13696,48,"Kamryn Meyer",166
"50",1157,1412,50,"Melanie Bennett",165
"51",110,7044,51,"Rachel Garcia",163
"52",301,18599,52,"Sydney Sickels",162
"53",68,5458,53,"Ali Dubois",159
"54",671,11422,53,"Kandra Lamb",159
"55",370,21027,55,"Marina Vitalich",158
"56",454,10003,55,"Hannah James",158
"57",128,21677,57,"Alea White",156
"58",674,20844,58,"Alana Vawter",155
"59",236,13802,58,"Devon Miller",155
"60",30135,21013,60,"Kerisa Viramontes",153
"61",521,5668,60,"Carrie Eberle",153
"62",51,17248,62,"Gia Rodoni",151
"63",430,21976,62,"Annie Willis",151
"64",655,22590,64,"Heather Zumo",148
"65",334,9705,65,"Autumn Humes",147
"66",355,10930,66,"Emily Kirby",145
"67",189,20251,67,"Nicole Timmons",144
"68",428,6394,68,"Amber Fiser",142
"69",522,10492,68,"Giselle Juarez",142
"70",1004,10246,70,"Jordan Johnson",140
"71",234,656,70,"Caylan Arnold",140
"72",317,9711,70,"Alissa Humphrey",140
"73",128,12582,73,"Gianna Mancha",139
"74",771,2993,73,"Abby Carlin",139
"75",315,17306,75,"Nicole Rodriguez",138
"76",782,11494,76,"Bailey Lange",137
"77",521,13013,76,"Kelly Maxwell",137
"78",10411,2379,78,"Mallie Brown",136
"79",164,10921,79,"Payton Kinney",135
"80",688,17382,80,"Alexa Romero",132
"81",522,17713,80,"Shannon Saile",132
"82",465,2181,82,"Jenny Bressler",131
"83",433,5148,82,"Savannah Diederich",131
"84",8,10837,82,"Lexi Kilfoyl",131
"85",97,6792,85,"Sophie Frost",130
"86",626,913,86,"Maggie Balint",129
"87",414,16247,86,"Brianna Pratt",129
"88",518,18843,88,"Allison Smith",128
"89",700,5712,88,"Erin Edmoundson",128
"90",457,15963,88,"Brittany Pickett",128
"91",430,21884,88,"Emily Williams",128
"92",87,16944,92,"Karli Ricketts",126
"93",699,16806,93,"Naomi Reyes",125
"94",1004,1260,94,"Kayla Beaver",124
"95",365,10846,94,"Ali Kilponen",124
"96",700,22574,94,"Missy Zoch",124
"97",222,17973,94,"Alayna Savaglio",124
"98",30024,4292,98,"Devyn Cretz",122
"99",290,3042,98,"Kianna Carr",122
"100",235,9099,100,"Elizabeth Hightower",121
"101",28,17533,100,"Allison Royalty",121
"102",697,9024,100,"Makinzy Herzog",121
"103",434,11219,100,"Laurin Krings",121
