"","team_id","season","player","ip","ha","bb","hb","so","hr_a","era","opp_avg","whip","fip"
"19",317,2021,"Alissa Humphrey",93,47,30,10,140,6,"1.505",0.146,40.505,"1.518"
"20",249,2021,"Sierra Lange",188.333333333333,163,23,15,201,10,"1.784",0.23,38.865,"1.561"
"21",600,2021,"Grace Vesco",165.333333333333,78,59,11,193,3,"1.016",0.141,70.472,"1.571"
"22",122,2021,"Sidney Brannam",10.3333333333333,13,0,0,4,0,"1.355",0.31,1.258,"1.626"
"23",8,2021,"Lexi Kilfoyl",104,79,25,1,131,8,"1.615",0.201,26.76,"1.631"
"24",172,2021,"Brooke Plonka",15.6666666666667,10,9,0,26,1,"2.234",0.167,9.638,"1.634"
"25",37,2021,"Shelby Lowe",160.333333333333,122,27,7,168,9,"1.484",0.21,34.761,"1.670"
"26",742,2021,"Keely Rochard",226,120,63,19,327,19,"1.239",0.153,82.531,"1.688"
"27",9,2021,"Sarah Cespedes",45.3333333333333,43,9,1,31,0,"1.853",0.244,10.949,"1.694"
"28",497,2021,"Janie Worthington",67,40,11,2,95,8,"1.985",0.166,13.597,"1.699"
"29",522,2021,"Olivia Rains",17.3333333333333,9,6,2,18,0,"1.212",0.153,8.519,"1.708"
"30",285,2021,"Kelly Nelson",106.666666666667,90,30,5,120,5,"1.838",0.226,35.844,"1.744"
"31",664,2021,"Karsen Pierce",63.3333333333333,65,24,3,61,0,"2.542",0.253,28.026,"1.753"
"32",497,2021,"Georgia Wall",101.333333333333,86,27,5,93,2,"1.934",0.222,32.849,"1.768"
"33",485,2021,"Kirsten Greene",43.6666666666667,24,15,3,40,0,"1.282",0.151,18.55,"1.805"
"34",334,2021,"Tatum Spangler",28.6666666666667,17,8,3,25,0,"0.977",0.162,11.593,"1.807"
"35",386,2021,"Calista Phippen",92.3333333333333,68,17,7,89,4,"1.592",0.199,24.736,"1.815"
"36",457,2021,"Brittany Pickett",120.333333333333,111,19,4,128,9,"2.152",0.234,23.922,"1.818"
"37",600,2021,"Rachel Marsden",120.666666666667,98,19,7,100,4,"1.682",0.214,26.812,"1.820"
"38",676,2021,"Kassidy Wilbur",233.666666666667,146,95,13,274,7,"1.078",0.179,108.625,"1.831"
"39",683,2021,"Dawn Bodrug",163.333333333333,90,51,13,245,16,"1.671",0.157,64.551,"1.849"
"40",316,2021,"Alyssa Bilodeau",176.666666666667,134,40,12,178,8,"1.387",0.206,52.758,"1.857"
"41",694,2021,"Ashley Rogers",217.333333333333,99,50,22,296,20,"1.321",0.132,72.456,"1.866"
"42",71,2021,"Payton Gottshall",201.666666666667,131,67,12,282,17,"1.874",0.185,79.65,"1.874"
"43",529,2021,"Brooke Yanez",181.333333333333,122,49,16,267,19,"2.123",0.186,65.673,"1.893"
"44",77,2021,"Autumn Moffat-korth",200,175,40,18,175,6,"2.100",0.228,58.875,"1.910"
"45",716,2021,"Leanna Johnson",181,107,74,14,260,13,"1.663",0.166,88.591,"1.919"
"46",62,2021,"Hannah Mearns",48.3333333333333,42,9,3,36,1,"2.317",0.225,12.869,"1.924"
"47",414,2021,"Brianna Pratt",114.333333333333,111,37,5,129,6,"2.755",0.245,42.971,"1.928"
"48",654,2021,"Marisa Davis",39.3333333333333,37,8,6,30,0,"2.669",0.247,14.941,"1.942"
"49",248,2021,"Bekah Ansbro",97.3333333333333,79,23,5,103,6,"2.158",0.215,28.812,"1.948"
"50",68,2021,"Ali Dubois",159.333333333333,103,53,8,159,5,"1.054",0.177,61.646,"1.961"
"51",220,2021,"Katie Kudlacik",68.3333333333333,64,26,0,67,2,"2.459",0.241,26.937,"1.961"
"52",184,2021,"Liz Murphy",16,15,2,0,13,1,"0.875",0.254,2.938,"1.962"
"53",301,2021,"Kelsie Packard",11.6666666666667,12,6,1,13,0,"3.600",0.255,8.029,"1.971"
"54",703,2021,"Ariana Adams",24.3333333333333,13,4,1,19,1,"0.863",0.146,5.534,"1.989"
"55",488,2021,"Sharla Kirtpatrick",27,47,24,5,11,11,"8.815",0.367,30.741,"10.104"
"56",165,2021,"Brissa Alvarado",26,47,33,9,11,8,"11.846",0.392,43.808,"10.400"
"57",52,2021,"Olivia Knies",15.6666666666667,29,32,5,8,4,"12.957",0.372,38.851,"11.783"
"58",441,2021,"Anna Toon",11.6666666666667,24,14,5,4,6,"12.600",0.429,21.057,"13.286"
"59",540,2021,"Abigail Abramson",16,12,6,0,12,0,"1.313",0.197,6.75,"2.025"
"60",220,2021,"Bailey Taylor",21.6666666666667,17,3,1,10,0,"0.969",0.207,4.785,"2.031"
"61",306,2021,"Emily Goodin",198,152,49,3,173,9,"1.556",0.204,52.768,"2.031"
"62",720,2021,"Ayriana Stoneback",36.3333333333333,38,5,4,20,0,"1.927",0.262,10.046,"2.042"
"63",439,2021,"Alyssa Irons",138,101,24,14,112,5,"1.623",0.2,38.732,"2.074"
"64",671,2021,"Summer Ellyson",174.333333333333,137,31,7,189,16,"2.289",0.208,38.786,"2.079"
"65",534,2021,"Amiyah Aponte",32,21,10,0,20,0,"1.312",0.184,10.656,"2.087"
"66",433,2021,"Landyn Bruce",22.6666666666667,28,3,1,16,1,"1.853",0.304,5.235,"2.091"
"67",99,2021,"Shannon Haddad",65,55,10,13,64,3,"2.046",0.225,23.846,"2.092"
"68",87,2021,"Karli Ricketts",107.666666666667,91,32,7,126,8,"2.796",0.221,39.845,"2.112"
"69",659,2021,"Sarah Harness",192,160,49,12,210,14,"1.786",0.225,61.833,"2.114"
"70",742,2021,"Ivy Rosenberry",46,52,3,2,27,2,"3.196",0.275,6.13,"2.117"
"71",521,2021,"Kelly Maxwell",111.666666666667,69,33,5,137,10,"1.693",0.171,38.618,"2.131"
"72",234,2021,"Kathryn Sandercock",171.666666666667,116,26,4,119,8,"1.305",0.19,30.676,"2.144"
"73",193,2021,"Peyton St george",158.666666666667,100,38,12,199,16,"2.206",0.176,50.63,"2.148"
"74",116,2021,"Megan Giese",61.3333333333333,45,25,5,72,3,"2.168",0.198,30.734,"2.155"
"75",454,2021,"Hannah James",152.333333333333,111,43,11,158,9,"2.206",0.2,54.729,"2.157"
"76",416,2021,"Jala Wright",25,45,9,1,18,0,"7.000",0.366,11.8,"2.160"
"77",485,2021,"Alexis Robinson",64.6666666666667,63,8,5,40,2,"2.165",0.239,13.974,"2.168"
"78",90,2021,"Bailey Doherty",35.3333333333333,21,11,4,46,3,"1.387",0.172,15.594,"2.174"
"79",62,2021,"Allison L'amoreaux",26.6666666666667,15,13,1,24,0,"1.312",0.156,14.562,"2.175"
"80",504,2021,"Kailyn Packard",173.666666666667,147,47,8,180,12,"1.653",0.223,55.846,"2.175"
"81",683,2021,"Melissa Rahrich",104.666666666667,98,13,6,66,4,"2.408",0.237,19.936,"2.180"
"82",310,2021,"Kara Zazzaro",146.666666666667,121,57,2,176,11,"2.673",0.216,59.825,"2.182"
"83",416,2021,"Alli Walker",51.3333333333333,48,21,2,53,2,"2.864",0.239,23.935,"2.186"
"84",699,2021,"Naomi Reyes",121,106,40,9,125,6,"2.488",0.236,49.876,"2.193"
"85",459,2021,"Morgan Scott",192.333333333333,145,68,8,210,12,"2.184",0.207,76.754,"2.213"
"86",695,2021,"Alexis Groet",123.333333333333,90,41,4,118,6,"1.362",0.202,45.73,"2.214"
"87",796,2021,"Maddie Schwartz",156.666666666667,136,28,15,111,5,"2.234",0.236,43.868,"2.221"
"88",312,2021,"Allison Doocy",108.333333333333,82,27,9,109,7,"2.003",0.211,36.757,"2.225"
"89",514,2021,"Sydney Campbell",165.666666666667,157,18,8,91,6,"1.944",0.246,26.948,"2.243"
"90",539,2021,"Bailey Parshall",89.3333333333333,90,17,8,83,6,"2.821",0.251,26.007,"2.254"
"91",739,2021,"Paige Rauch",174.666666666667,146,38,15,189,15,"2.124",0.222,53.836,"2.263"
"92",236,2021,"Madie Aughinbaugh",104,104,24,6,104,8,"2.490",0.246,31,"2.265"
"93",446,2021,"Emily Raubuch",22.6666666666667,21,4,0,14,1,"1.853",0.239,4.926,"2.268"
"94",655,2021,"Heather Zumo",160.333333333333,143,48,5,148,9,"2.270",0.23,53.892,"2.275"
"95",670,2021,"Meagan King",115.333333333333,103,11,10,71,5,"1.578",0.235,21.893,"2.279"
"96",2711,2021,"Morgan Clausen",121,131,37,9,102,4,"3.066",0.273,47.083,"2.284"
"97",649,2021,"Tori Kniesche",134,67,67,9,186,10,"1.567",0.145,76.5,"2.296"
"98",193,2021,"Shelby Walters",147.666666666667,109,33,7,87,3,"1.280",0.197,40.738,"2.298"
"99",446,2021,"Stephanie Rundlett",98.6666666666667,108,31,4,83,4,"3.122",0.265,36.095,"2.309"
"100",428,2021,"Autumn Pease",116,92,19,11,108,9,"1.750",0.219,30.793,"2.322"
"101",1320,2021,"Sara Shaw",13,17,3,0,5,0,"3.231",0.309,4.308,"2.323"
"102",301,2021,"Sydney Sickels",144.666666666667,111,34,14,162,13,"2.323",0.211,48.767,"2.324"
"103",368,2021,"Ryley White",80,71,26,7,85,5,"1.838",0.233,33.888,"2.325"
"104",1004,2021,"Kayla Beaver",159,125,32,12,124,8,"1.365",0.212,44.786,"2.325"
"105",416,2021,"Ashley Miller",108.333333333333,95,29,6,95,6,"1.938",0.227,35.877,"2.335"
"106",87,2021,"Mackenzie Griman",42.3333333333333,40,14,1,30,1,"2.976",0.241,15.945,"2.353"
"107",31,2021,"Mary Haff",198.333333333333,138,39,12,198,18,"1.553",0.192,51.696,"2.355"
"108",674,2021,"Alana Vawter",200,164,47,10,155,10,"1.540",0.214,57.82,"2.355"
"109",312,2021,"Lauren Shaw",96.3333333333333,107,15,5,58,4,"2.035",0.274,21.111,"2.358"
"110",248,2021,"Haellie Gordon",97.3333333333333,106,17,6,69,5,"2.589",0.266,24.089,"2.359"
"111",175,2021,"Addy Bullis",124,97,29,10,113,8,"1.919",0.212,39.782,"2.360"
"112",156,2021,"Taylor Gilmore",28,30,7,3,22,1,"2.500",0.263,11.071,"2.364"
"113",83,2021,"Kelly Toomey",58.3333333333333,56,17,8,58,3,"3.000",0.248,25.96,"2.366"
"114",529,2021,"Raegan Breedlove",31.6666666666667,21,8,3,17,0,"1.989",0.193,11.663,"2.368"
"115",719,2021,"Samantha Pochop",76.6666666666667,75,25,3,95,8,"3.013",0.253,28.978,"2.374"
"116",305,2021,"Arielle Blankenship",53.6666666666667,53,17,5,40,1,"3.783",0.247,22.988,"2.381"
"117",9,2021,"Parker Conrad",57.3333333333333,48,21,2,80,7,"3.052",0.223,23.837,"2.400"
"118",68,2021,"Lizzy Avery",12,10,10,0,15,0,"1.750",0.227,10.833,"2.400"
"119",234,2021,"Emma Wilson",20.6666666666667,21,7,0,17,1,"2.371",0.259,8.016,"2.400"
"120",446,2021,"Sarah Tuzinski",12,10,2,0,3,0,"0.583",0.233,2.833,"2.400"
"121",514,2021,"Lauryn Debono",24.6666666666667,40,10,1,23,1,"5.959",0.364,12.622,"2.400"
"122",596,2021,"Elizabeth Lis",13,19,3,1,6,0,"2.154",0.339,5.462,"2.400"
"123",725,2021,"Alicyn Grete",97.3333333333333,88,23,6,115,11,"2.589",0.235,29.904,"2.400"
"124",249,2021,"Faith Weber",102.333333333333,94,26,6,93,7,"2.326",0.234,32.919,"2.410"
"125",234,2021,"Caylan Arnold",129,92,33,9,140,12,"1.791",0.197,42.713,"2.416"
"126",235,2021,"Katie Chronister",73,41,24,2,64,4,"2.014",0.16,26.562,"2.427"
"127",66,2021,"Hannah Bailey",71,61,18,6,60,4,"2.169",0.224,24.859,"2.456"
"128",487,2021,"Laken Distefano",15,12,5,0,7,0,"2.800",0.207,5.8,"2.467"
"129",14,2021,"Wendi Hammond",127.333333333333,112,29,9,111,9,"2.804",0.226,38.88,"2.471"
"130",416,2021,"Sarah Ladd",82.3333333333333,76,23,13,103,8,"3.401",0.241,36.923,"2.473"
"131",433,2021,"Ava Tillmann",89,89,24,9,59,2,"2.831",0.259,34,"2.479"
"132",355,2021,"Emily Kirby",138.333333333333,97,51,6,145,10,"1.923",0.194,57.701,"2.480"
"133",528,2021,"Mariah Mazon",204,164,58,10,204,17,"2.299",0.212,68.804,"2.483"
"134",370,2021,"Marina Vitalich",154,105,38,7,158,15,"2.273",0.193,45.682,"2.491"
"135",671,2021,"Casey Dixon",21,21,7,1,11,0,"2.333",0.25,9,"2.495"
"136",654,2021,"Rachel Rook",163,114,41,13,196,19,"2.362",0.191,54.699,"2.504"
"137",771,2021,"Abby Carlin",142.666666666667,179,31,2,139,15,"3.925",0.299,34.255,"2.512"
"138",676,2021,"Reagan Chism",33.3333333333333,45,8,1,18,1,"3.990",0.326,10.35,"2.520"
"139",198,2021,"Allison Farr",32.3333333333333,35,18,1,33,1,"4.546",0.276,20.082,"2.524"
"140",509,2021,"Danielle Williams",158.333333333333,116,38,23,191,17,"2.211",0.203,61.733,"2.539"
"141",77,2021,"Reagen Kanagawa",14,8,8,0,11,0,"0.500",0.17,8.571,"2.543"
"142",287,2021,"Lyndie Swanson",89.3333333333333,73,32,11,58,0,"1.254",0.221,43.817,"2.546"
"143",66,2021,"Sara Johnson",81.3333333333333,90,16,4,89,10,"3.098",0.279,21.107,"2.548"
"144",31,2021,"Autumn Storms",83.6666666666667,63,14,10,62,5,"1.422",0.199,24.753,"2.555"
"145",180,2021,"Emily Winburn",103,97,26,14,84,5,"2.515",0.241,40.942,"2.565"
"146",222,2021,"Alayna Savaglio",95,75,47,7,124,8,"3.021",0.212,54.789,"2.589"
"147",664,2021,"Kk Ladner",85,80,32,7,89,6,"2.800",0.243,39.941,"2.600"
"148",664,2021,"Morgan Leinstock",107,107,38,8,97,6,"2.813",0.25,47,"2.606"
"149",2711,2021,"Halle Arends",111.333333333333,119,49,6,84,2,"2.012",0.27,56.069,"2.607"
"150",508,2021,"Emma callie Delafield",124,102,27,6,95,9,"2.202",0.224,33.823,"2.610"
"151",381,2021,"Nicole Williams",117,95,51,6,112,6,"2.333",0.219,57.812,"2.614"
"152",68,2021,"Emily Gant",40.3333333333333,27,9,5,36,3,"1.041",0.182,14.669,"2.623"
"153",108,2021,"Kenedi Brown",168.666666666667,161,64,5,169,13,"2.781",0.247,69.955,"2.625"
"154",352,2021,"Gabriella Nori",102,87,21,10,87,8,"2.471",0.228,31.853,"2.625"
"155",328,2021,"Hannah Todd",21,32,9,1,19,1,"3.667",0.333,11.524,"2.638"
"156",670,2021,"Jessica Mullins",164,132,46,20,170,14,"1.707",0.223,66.805,"2.644"
"157",639,2021,"Maddie Mcmahon",73.3333333333333,80,23,10,60,3,"3.245",0.269,34.091,"2.645"
"158",27,2021,"Delani Buckner",57,62,10,2,37,4,"3.316",0.264,13.088,"2.646"
"159",97,2021,"Sophie Frost",161.333333333333,135,64,10,130,6,"1.909",0.221,74.837,"2.648"
"160",556,2021,"Daniela Alvarez",58.6666666666667,52,8,3,48,6,"2.625",0.223,11.886,"2.656"
"161",792,2021,"Madyson Watson",174.666666666667,154,46,18,184,17,"2.845",0.231,64.882,"2.658"
"162",817,2021,"Elle Buffenbarger",150.666666666667,104,74,18,203,13,"2.230",0.194,92.69,"2.659"
"163",147,2021,"Millie Thompson",78.6666666666667,73,22,10,70,5,"2.047",0.252,32.928,"2.667"
"164",454,2021,"Jenna Veber",127.333333333333,141,10,3,61,9,"2.584",0.271,14.107,"2.667"
"165",659,2021,"Carlee jo Clark",69.3333333333333,77,14,7,35,2,"2.423",0.276,22.111,"2.674"
"166",202,2021,"Mollie Paulick",82.6666666666667,74,22,7,84,8,"1.948",0.228,29.895,"2.678"
"167",428,2021,"Amber Fiser",167.666666666667,138,45,22,142,10,"2.129",0.221,67.823,"2.680"
"168",149,2021,"Riley Zana",10.6666666666667,16,1,2,3,0,"3.937",0.34,4.5,"2.681"
"169",30197,2021,"Kennedy Carruth",10.6666666666667,3,4,6,20,1,"1.312",0.088,10.281,"2.681"
"170",627,2021,"Courtney Rose",59,79,24,4,40,1,"3.915",0.313,29.339,"2.688"
"171",458,2021,"Karyana Mitchell",10.3333333333333,22,4,1,6,0,"6.097",0.423,7.129,"2.690"
"172",439,2021,"Kylie Gletow",86.6666666666667,96,25,9,44,1,"3.150",0.28,35.108,"2.712"
"173",691,2021,"Lauren Powell",89.3333333333333,92,31,11,75,4,"3.761",0.25,43.03,"2.713"
"174",112,2021,"Robyn Wampler",115.333333333333,112,37,16,87,4,"2.913",0.247,53.971,"2.721"
"175",433,2021,"Savannah Diederich",115,107,29,10,131,14,"2.435",0.246,39.93,"2.722"
"176",627,2021,"Madison Earnshaw",111.666666666667,110,21,8,64,6,"2.570",0.253,29.985,"2.731"
"177",521,2021,"Mattison Boyd",15,7,10,1,14,0,"0.000",0.137,11.467,"2.733"
"178",646,2021,"Olivia Lackie",193,128,81,25,250,19,"2.249",0.188,106.663,"2.737"
"179",671,2021,"Kandra Lamb",144,95,40,13,159,16,"1.993",0.181,53.66,"2.740"
"180",315,2021,"Nicole Rodriguez",110.333333333333,88,41,16,138,11,"2.411",0.217,57.798,"2.744"
"181",529,2021,"Samaria Diaz",75,65,24,7,92,9,"2.800",0.227,31.867,"2.747"
"182",68,2021,"Allison Boaz",42.3333333333333,24,11,0,35,4,"1.819",0.157,11.567,"2.754"
"183",639,2021,"Taylor Rhinehart",42.3333333333333,36,16,1,44,4,"2.315",0.22,17.85,"2.754"
"184",430,2021,"Aspen Wesley",46,44,20,4,47,3,"2.891",0.257,24.957,"2.770"
"185",43,2021,"Jordan Benefiel",82.6666666666667,63,21,8,80,8,"2.032",0.207,29.762,"2.775"
"186",180,2021,"Delani Sheehan",56,61,14,4,23,1,"3.125",0.274,19.089,"2.775"
"187",540,2021,"Julia Longo",33.6666666666667,29,7,3,28,3,"1.663",0.225,10.861,"2.786"
"188",201,2021,"Jade Montgomery",142,140,24,16,78,7,"2.859",0.253,40.986,"2.787"
"189",817,2021,"Maddi Lusk",124,105,59,10,105,4,"2.202",0.222,69.847,"2.795"
"190",711,2021,"Madeline Harris",48,73,13,3,34,3,"5.250",0.344,17.521,"2.796"
"191",433,2021,"Anna Borgen",137.666666666667,147,30,13,89,8,"2.492",0.264,44.068,"2.800"
"192",674,2021,"Regan Krause",90,84,34,10,74,4,"2.644",0.239,44.933,"2.800"
"193",626,2021,"Maggie Balint",159.666666666667,120,38,13,129,13,"2.148",0.206,51.752,"2.801"
"194",695,2021,"Erin Gallagher",94.6666666666667,79,24,5,83,9,"2.958",0.216,29.835,"2.801"
"195",316,2021,"Seana Mora",58.3333333333333,66,16,4,31,2,"1.680",0.274,21.131,"2.811"
"196",128,2021,"Alea White",202.333333333333,150,56,11,156,15,"1.730",0.2,67.741,"2.815"
"197",28755,2021,"Sarah Lawton",107.666666666667,81,20,9,73,8,"1.950",0.205,29.752,"2.818"
"198",522,2021,"Giselle Juarez",117.666666666667,76,22,7,142,19,"2.320",0.18,29.646,"2.825"
"199",176,2021,"Natalie Halvorson",94,94,25,5,64,6,"2.904",0.262,31,"2.826"
"200",287,2021,"Sarah Venker",36.6666666666667,36,15,2,24,1,"3.627",0.255,17.982,"2.836"
"201",83,2021,"Kaiya Burton",75.3333333333333,86,18,4,49,5,"3.159",0.283,23.142,"2.838"
"202",522,2021,"Shannon Saile",96.6666666666667,52,46,13,132,10,"1.376",0.159,59.538,"2.845"
"203",725,2021,"Jolie Duong",87,79,22,7,50,4,"2.092",0.236,29.908,"2.848"
"204",772,2021,"Shelby Nunn",102.666666666667,86,28,4,64,6,"2.386",0.217,32.838,"2.848"
"205",178,2021,"Maikyla Nelson",78,97,16,5,27,2,"3.231",0.287,22.244,"2.849"
"206",774,2021,"Sydney Stefanick",86.6666666666667,122,32,9,55,2,"5.250",0.324,42.408,"2.850"
"207",627,2021,"Mckenna Braegelmann",54.6666666666667,34,22,2,43,3,"1.409",0.178,24.622,"2.857"
"208",153,2021,"Bailey Misken",98.3333333333333,112,34,7,65,4,"2.492",0.275,42.139,"2.858"
"209",99,2021,"Kellie White",127,120,45,16,114,8,"2.315",0.24,61.945,"2.865"
"210",37,2021,"Lexie Handley",23,21,7,2,21,2,"2.130",0.233,9.913,"2.878"
"211",719,2021,"Kassidy Scott",41.6666666666667,46,7,5,21,2,"1.848",0.275,13.104,"2.880"
"212",649,2021,"Grace Glanzer",169,120,41,5,106,12,"1.781",0.193,46.71,"2.885"
"213",220,2021,"Allie Bridgman",69.3333333333333,61,23,3,48,4,"2.120",0.227,26.88,"2.890"
"214",87,2021,"Alyssa Graves",95.6666666666667,94,36,6,98,9,"2.707",0.249,42.983,"2.891"
"215",272,2021,"Julianna Kocenski",61,65,12,1,37,5,"3.557",0.266,14.066,"2.892"
"216",290,2021,"Kianna Carr",106.666666666667,86,35,12,122,12,"3.413",0.219,47.806,"2.897"
"217",235,2021,"Elizabeth Hightower",156.666666666667,97,49,10,121,11,"1.609",0.177,59.619,"2.898"
"218",513,2021,"Alexis Holloway",125.333333333333,107,65,4,111,6,"2.793",0.229,69.854,"2.903"
"219",180,2021,"Sarah Piening",34.6666666666667,36,22,1,32,1,"3.433",0.265,24.038,"2.919"
"220",220,2021,"Lauryn Rhinehart",65,70,26,0,48,4,"3.554",0.276,27.077,"2.923"
"221",513,2021,"Morgan Ryan",47.6666666666667,35,12,5,26,2,"1.322",0.198,17.734,"2.924"
"222",156,2021,"Sydney Hornbuckle",17,14,8,3,12,0,"2.059",0.219,11.824,"2.929"
"223",522,2021,"Nicole May",81.3333333333333,67,23,3,88,11,"2.496",0.221,26.824,"2.953"
"224",521,2021,"Carrie Eberle",178.666666666667,125,70,9,153,13,"1.410",0.191,79.7,"2.960"
"225",17,2021,"Brenn Ursin",71.3333333333333,99,21,6,40,3,"3.925",0.318,28.388,"2.961"
"226",446,2021,"Melissa Paz",32,29,10,0,19,2,"3.063",0.242,10.906,"2.962"
"227",331,2021,"Jessica Lebeau",179.333333333333,168,66,19,207,20,"2.849",0.242,85.937,"2.963"
"228",1320,2021,"Jenna Greene",99.3333333333333,75,60,10,116,6,"3.101",0.207,70.755,"2.964"
"229",464,2021,"Sydney Nuismer",92.3333333333333,98,21,8,56,6,"3.412",0.275,30.061,"2.974"
"230",6,2021,"Esperanza Coe",121,135,28,5,86,11,"3.876",0.278,34.116,"2.979"
"231",796,2021,"Haley Hestekin",56.3333333333333,61,15,5,33,3,"3.107",0.279,21.083,"2.986"
"232",302,2021,"Marley Hanlon",109,116,8,9,39,7,"1.927",0.274,18.064,"2.987"
"233",248,2021,"Carly Cooper",42.3333333333333,46,14,0,28,3,"3.307",0.277,15.087,"2.991"
"234",365,2021,"Ali Kilponen",139.666666666667,100,46,8,124,13,"2.005",0.195,54.716,"2.994"
"235",487,2021,"Megan Garst",111.666666666667,101,34,11,112,12,"2.633",0.246,45.904,"3.000"
"236",37,2021,"Maddie Penta",88,69,44,9,105,8,"2.784",0.211,53.784,"3.002"
"237",494,2021,"Jannay Jones",106.333333333333,105,32,9,49,3,"2.567",0.255,41.987,"3.002"
"238",772,2021,"Katie Gardner",64,47,29,5,64,5,"2.078",0.198,34.734,"3.009"
"239",534,2021,"Hannah Krosky",18,22,4,2,10,1,"3.111",0.278,7.222,"3.011"
"240",660,2021,"Sydney Baalman",131,119,42,7,92,9,"2.725",0.239,49.908,"3.011"
"241",669,2021,"Madison Hunsaker",91.6666666666667,81,33,10,82,7,"1.909",0.228,43.884,"3.011"
"242",748,2021,"Eve Harvey",109.666666666667,107,36,4,85,9,"2.936",0.244,40.976,"3.011"
"243",235,2021,"Natalie Lugo",120.666666666667,86,35,9,94,10,"1.740",0.2,44.713,"3.013"
"244",534,2021,"Myka Sutherlin",59.6666666666667,54,17,15,49,3,"1.877",0.24,32.905,"3.020"
"245",2743,2021,"Annie Gunther",109.666666666667,127,28,14,68,6,"2.809",0.279,43.158,"3.020"
"246",428,2021,"Ava Dueck",27.3333333333333,26,9,5,19,1,"2.561",0.243,14.951,"3.022"
"247",261,2021,"Payton Shells",69,98,16,1,30,4,"5.174",0.327,18.42,"3.023"
"248",796,2021,"Abby Herbst",16,17,2,3,9,1,"4.375",0.262,6.062,"3.025"
"249",625,2021,"Emily Barnett",113.333333333333,125,30,8,93,11,"3.088",0.271,39.103,"3.026"
"250",164,2021,"Marybeth Olson",27,22,9,5,32,3,"3.630",0.218,14.815,"3.030"
"251",630,2021,"Jenessa Ullegue",85,110,11,12,27,3,"3.788",0.323,24.294,"3.035"
"252",610,2021,"Kayla Scott",50.3333333333333,68,10,4,31,4,"3.199",0.315,15.351,"3.036"
"253",128,2021,"Gianna Mancha",147.666666666667,108,60,12,139,12,"2.418",0.197,72.731,"3.037"
"254",485,2021,"Cam Andersen",73,60,37,1,66,5,"3.068",0.217,38.822,"3.044"
"255",402,2021,"Whitney Tate",148,146,19,2,55,11,"2.128",0.247,21.986,"3.049"
"256",529,2021,"Makenna Kliethermes",65.6666666666667,50,23,6,87,10,"3.518",0.208,29.761,"3.055"
"257",153,2021,"Kaitlyn Borruso",21.3333333333333,31,9,0,13,1,"4.922",0.352,10.453,"3.056"
"258",198,2021,"Kelly Schmidt",120.333333333333,114,51,4,82,6,"2.269",0.25,55.947,"3.057"
"259",576,2021,"Anna-mari Groskritz",82,85,34,7,67,5,"2.561",0.258,42.037,"3.059"
"260",37,2021,"Kk Dismukes",59,54,26,5,53,4,"1.542",0.243,31.915,"3.061"
"261",108,2021,"Taylor Fitzgerald",92.3333333333333,117,18,11,39,4,"4.473",0.307,30.267,"3.061"
"262",355,2021,"Megan Johnson",42.3333333333333,43,8,3,22,3,"3.307",0.264,12.016,"3.061"
"263",678,2021,"Chloe Temples",122.333333333333,128,32,6,88,11,"3.319",0.269,39.046,"3.062"
"264",27,2021,"Kenzie Longanecker",143,137,32,2,75,11,"2.692",0.249,34.958,"3.064"
"265",305,2021,"Lexi Benko",95.3333333333333,108,23,6,57,7,"3.304",0.279,30.133,"3.071"
