team_id,team_season_id,season
244,532683,2022
253,532687,2022
1092,532624,2022
248,532684,2022
249,532685,2022
251,532686,2022
257,532690,2022
254,532688,2022
255,532689,2022
261,532691,2022
1104,532625,2022
794,532617,2022
270,532692,2022
272,532693,2022
275,532694,2022
277,532695,2022
283,532696,2022
285,532697,2022
288,532699,2022
287,532698,2022
290,532700,2022
294,532701,2022
301,532703,2022
299,532702,2022
306,532706,2022
305,532705,2022
310,532708,2022
312,532710,2022
311,532709,2022
2699,532630,2022
314,532711,2022
316,532713,2022
315,532712,2022
317,532714,2022
328,532715,2022
2707,532631,2022
1157,532626,2022
331,532716,2022
334,532717,2022
342,532719,2022
346,532720,2022
352,532721,2022
355,532722,2022
28600,532637,2022
361,532723,2022
370,532729,2022
99,532674,2022
363,532724,2022
671,532540,2022
366,532726,2022
367,532727,2022
371,532730,2022
365,532725,2022
380,532731,2022
381,532732,2022
386,532733,2022
388,532734,2022
392,532736,2022
400,532738,2022
402,532739,2022
404,532740,2022
406,532741,2022
410,532615,2022
414,532742,2022
418,532744,2022
416,532743,2022
419,532745,2022
428,532746,2022
430,532747,2022
432,532748,2022
434,532750,2022
669,532538,2022
439,532751,2022
441,532752,2022
444,532753,2022
446,532754,2022
450,532755,2022
454,532756,2022
488,532770,2022
489,532474,2022
490,532475,2022
463,532761,2022
466,532764,2022
473,532766,2022
472,532765,2022
482,532767,2022
483,532768,2022
503,532481,2022
485,532769,2022
487,532680,2022
457,532757,2022
494,532477,2022
493,532476,2022
2711,532632,2022
497,532478,2022
502,532480,2022
505,532483,2022
509,532485,2022
508,532484,2022
513,532486,2022
514,532487,2022
519,532489,2022
518,532488,2022
522,532491,2022
521,532490,2022
433,532749,2022
464,532762,2022
529,532493,2022
528,532492,2022
534,532494,2022
540,532496,2022
539,532495,2022
545,532497,2022
550,532498,2022
553,532499,2022
1320,532627,2022
554,532500,2022
556,532501,2022
559,532502,2022
308,532707,2022
562,532503,2022
563,532504,2022
572,532505,2022
576,532506,2022
579,532507,2022
587,532508,2022
102,532676,2022
590,532509,2022
600,532511,2022
606,532513,2022
609,532514,2022
610,532515,2022
617,532516,2022
624,532517,2022
625,532518,2022
627,532520,2022
626,532519,2022
630,532521,2022
631,532522,2022
1356,532628,2022
635,532523,2022
676,532542,2022
639,532524,2022
660,532534,2022
646,532525,2022
648,532527,2022
647,532526,2022
650,532529,2022
649,532528,2022
651,532530,2022
654,532531,2022
655,532532,2022
659,532533,2022
664,532535,2022
665,532536,2022
667,532537,2022
596,532510,2022
603,532512,2022
620,533320,2022
674,532541,2022
678,532543,2022
683,532544,2022
688,532545,2022
1395,532771,2022
694,532549,2022
691,532546,2022
692,532547,2022
703,532555,2022
697,532551,2022
699,532552,2022
670,532539,2022
700,532553,2022
709,532558,2022
711,532559,2022
716,532560,2022
719,532561,2022
9,532645,2022
14,532646,2022
108,532612,2022
111,532578,2022
112,532774,2022
104,532677,2022
128,532582,2022
110,532613,2022
164,532589,2022
302,532704,2022
2743,532633,2022
498,532479,2022
368,532728,2022
391,532735,2022
393,532737,2022
459,532759,2022
460,532760,2022
504,532482,2022
465,532763,2022
10411,532634,2022
702,532554,2022
695,532550,2022
732,532564,2022
731,532563,2022
30095,532772,2022
30024,532639,2022
704,532556,2022
706,532557,2022
735,532565,2022
739,532566,2022
746,532568,2022
742,532567,2022
748,532569,2022
756,532570,2022
758,532571,2022
769,532572,2022
771,532573,2022
772,532574,2022
774,532575,2022
782,532576,2022
792,532616,2022
796,532618,2022
813,532619,2022
817,532620,2022
26172,549331,2023
2,549335,2023
5,549336,2023
8,549339,2023
6,549337,2023
7,549338,2023
17,549342,2023
27,549343,2023
29,549345,2023
28,549344,2023
2678,549324,2023
31,549346,2023
725,549257,2023
37,549347,2023
43,549348,2023
47,549349,2023
51,549351,2023
52,549467,2023
14927,549330,2023
61,549352,2023
62,549353,2023
66,549354,2023
67,549355,2023
68,549356,2023
71,549357,2023
72,549358,2023
80,549360,2023
81,549361,2023
83,549362,2023
86,549363,2023
87,549364,2023
77,549359,2023
90,549365,2023
97,549368,2023
107,549272,2023
30135,549374,2023
115,549274,2023
116,549275,2023
1004,549316,2023
127,549276,2023
129,549278,2023
48,549350,2023
458,549452,2023
693,549243,2023
147,549373,2023
148,549279,2023
149,549280,2023
1014,549317,2023
153,549281,2023
156,549282,2023
158,549283,2023
165,549285,2023
167,549286,2023
169,549287,2023
94,549366,2023
101,549370,2023
172,549288,2023
175,549289,2023
180,549292,2023
178,549291,2023
176,549290,2023
184,549293,2023
189,549294,2023
191,549295,2023
193,549309,2023
196,549296,2023
201,549298,2023
202,549299,2023
1068,549318,2023
198,549297,2023
219,549300,2023
220,549301,2023
222,549302,2023
28755,549333,2023
231,549305,2023
229,549304,2023
235,549376,2023
228,549303,2023
234,549306,2023
236,549377,2023
96,549367,2023
244,549378,2023
253,549382,2023
1092,549319,2023
248,549379,2023
249,549380,2023
251,549381,2023
257,549385,2023
254,549383,2023
255,549384,2023
261,549386,2023
1104,549320,2023
794,549312,2023
270,549387,2023
272,549388,2023
275,549389,2023
277,549390,2023
283,549391,2023
285,549392,2023
288,549394,2023
287,549393,2023
290,549395,2023
294,549396,2023
301,549398,2023
299,549397,2023
306,549401,2023
305,549400,2023
310,549403,2023
312,549405,2023
311,549404,2023
2699,549325,2023
314,549406,2023
316,549408,2023
315,549407,2023
317,549409,2023
328,549410,2023
2707,549326,2023
1157,549321,2023
331,549411,2023
334,549412,2023
342,549413,2023
346,549414,2023
352,549415,2023
355,549416,2023
30136,549639,2023
28600,549332,2023
361,549417,2023
370,549423,2023
99,549369,2023
363,549418,2023
671,549235,2023
366,549420,2023
367,549421,2023
371,549424,2023
365,549419,2023
380,549425,2023
381,549426,2023
386,549427,2023
388,549428,2023
392,549430,2023
400,549432,2023
402,549433,2023
404,549434,2023
406,549435,2023
410,549310,2023
414,549436,2023
418,549438,2023
416,549437,2023
419,549439,2023
428,549440,2023
430,549441,2023
432,549442,2023
434,549444,2023
669,549233,2023
439,549445,2023
441,549446,2023
444,549447,2023
446,549448,2023
450,549449,2023
454,549450,2023
488,549464,2023
489,549169,2023
490,549170,2023
463,549455,2023
466,549458,2023
473,549460,2023
472,549459,2023
482,549461,2023
483,549462,2023
503,549176,2023
485,549463,2023
487,549375,2023
457,549451,2023
494,549172,2023
493,549171,2023
2711,549327,2023
497,549173,2023
502,549175,2023
505,549178,2023
509,549180,2023
508,549179,2023
513,549181,2023
514,549182,2023
519,549184,2023
518,549183,2023
522,549186,2023
521,549185,2023
433,549443,2023
464,549456,2023
529,549188,2023
528,549187,2023
534,549189,2023
540,549191,2023
539,549190,2023
545,549192,2023
550,549193,2023
553,549194,2023
1320,549322,2023
554,549195,2023
556,549196,2023
559,549197,2023
308,549402,2023
11504,549599,2023
562,549198,2023
563,549199,2023
572,549200,2023
576,549201,2023
579,549202,2023
587,549203,2023
102,549371,2023
590,549204,2023
600,549206,2023
606,549208,2023
609,549209,2023
610,549210,2023
617,549211,2023
624,549212,2023
625,549213,2023
627,549215,2023
626,549214,2023
630,549216,2023
631,549217,2023
1356,549323,2023
635,549218,2023
676,549237,2023
639,549219,2023
660,549229,2023
646,549220,2023
648,549222,2023
647,549221,2023
650,549224,2023
649,549223,2023
651,549225,2023
654,549226,2023
655,549227,2023
659,549228,2023
661,549666,2023
664,549230,2023
665,549231,2023
667,549232,2023
596,549205,2023
603,549207,2023
620,549168,2023
674,549236,2023
678,549238,2023
682,549667,2023
683,549239,2023
688,549240,2023
1395,549465,2023
694,549244,2023
691,549241,2023
692,549242,2023
199,549745,2023
703,549250,2023
697,549246,2023
699,549247,2023
670,549234,2023
700,549248,2023
709,549253,2023
711,549254,2023
716,549255,2023
719,549256,2023
9,549340,2023
14,549341,2023
108,549307,2023
111,549273,2023
112,549468,2023
104,549372,2023
128,549277,2023
110,549308,2023
164,549284,2023
302,549399,2023
2743,549328,2023
498,549174,2023
368,549422,2023
391,549429,2023
393,549431,2023
459,549453,2023
460,549454,2023
504,549177,2023
465,549457,2023
10411,549329,2023
702,549249,2023
695,549245,2023
732,549259,2023
731,549258,2023
30095,549466,2023
30024,549334,2023
704,549251,2023
706,549252,2023
735,549260,2023
739,549261,2023
746,549263,2023
742,549262,2023
748,549264,2023
756,549265,2023
758,549266,2023
769,549267,2023
771,549268,2023
772,549269,2023
774,549270,2023
782,549271,2023
792,549311,2023
796,549313,2023
813,549314,2023
817,549315,2023
26172,572253,2024
2,572260,2024
5,572263,2024
8,572269,2024
6,572264,2024
7,572266,2024
17,572276,2024
27,572278,2024
29,572282,2024
28,572280,2024
2678,572236,2024
31,572284,2024
725,572091,2024
37,572286,2024
43,572289,2024
47,572291,2024
51,572294,2024
52,572544,2024
14927,572250,2024
61,572297,2024
62,572300,2024
66,572302,2024
67,572303,2024
68,572306,2024
71,572308,2024
72,572310,2024
80,572314,2024
81,572316,2024
83,572318,2024
86,572321,2024
87,572323,2024
77,572312,2024
90,572325,2024
97,572331,2024
107,572124,2024
30135,572344,2024
115,572128,2024
116,572129,2024
1004,572219,2024
127,572131,2024
129,572136,2024
48,572292,2024
458,572513,2024
693,572063,2024
147,572342,2024
148,572137,2024
149,572140,2024
1014,572221,2024
153,572142,2024
156,572144,2024
158,572147,2024
165,572150,2024
167,572152,2024
169,572154,2024
94,572327,2024
101,572335,2024
172,572157,2024
175,572159,2024
180,572167,2024
178,572165,2024
176,572162,2024
184,572169,2024
189,572171,2024
191,572174,2024
193,572203,2024
196,572176,2024
201,572180,2024
202,572183,2024
1068,572223,2024
198,572178,2024
219,572185,2024
220,572187,2024
222,572189,2024
28755,572257,2024
231,572195,2024
229,572193,2024
235,572349,2024
228,572192,2024
234,572197,2024
236,572352,2024
96,572329,2024
244,572354,2024
253,572362,2024
1092,572225,2024
248,572356,2024
249,572358,2024
251,572359,2024
257,572369,2024
254,572364,2024
255,572367,2024
261,572370,2024
1104,572227,2024
794,572211,2024
270,572373,2024
275,572377,2024
277,572379,2024
283,572382,2024
285,572384,2024
288,572388,2024
287,572386,2024
290,572390,2024
294,572393,2024
301,572396,2024
299,572395,2024
306,572404,2024
305,572402,2024
310,572409,2024
312,572414,2024
311,572411,2024
2699,572238,2024
314,572416,2024
316,572421,2024
315,572418,2024
317,572423,2024
328,572425,2024
2707,572240,2024
1157,572230,2024
331,572428,2024
334,572430,2024
342,572432,2024
346,572434,2024
349,572601,2024
352,572435,2024
355,572438,2024
30136,572552,2024
28600,572255,2024
361,572440,2024
370,572453,2024
99,572333,2024
363,572442,2024
671,572046,2024
366,572446,2024
367,572448,2024
371,572455,2024
365,572444,2024
380,572457,2024
381,572458,2024
386,572460,2024
388,572463,2024
392,572467,2024
400,572472,2024
402,572474,2024
404,572477,2024
406,572479,2024
410,572206,2024
414,572480,2024
418,572484,2024
416,572483,2024
419,572486,2024
428,572488,2024
430,572490,2024
432,572492,2024
434,572496,2024
669,572041,2024
439,572498,2024
441,572500,2024
444,572502,2024
446,572504,2024
450,572506,2024
454,572508,2024
488,572537,2024
489,571912,2024
490,571914,2024
463,572518,2024
466,572525,2024
473,572529,2024
472,572527,2024
482,572531,2024
483,572533,2024
503,571925,2024
485,572535,2024
487,572346,2024
457,572510,2024
494,571918,2024
493,571916,2024
2711,572242,2024
497,571920,2024
502,571923,2024
505,571929,2024
509,571934,2024
508,571932,2024
513,571936,2024
514,571939,2024
519,571943,2024
518,571941,2024
522,571946,2024
521,571945,2024
433,572494,2024
464,572521,2024
529,571950,2024
528,571948,2024
534,571952,2024
540,571956,2024
539,571954,2024
545,571958,2024
550,571960,2024
553,571962,2024
1320,572232,2024
554,571964,2024
556,571966,2024
559,571969,2024
308,572407,2024
11504,572549,2024
562,571970,2024
563,571972,2024
572,571974,2024
576,571975,2024
579,571977,2024
587,571979,2024
102,572337,2024
590,571982,2024
600,571987,2024
606,571991,2024
609,571994,2024
610,571996,2024
617,571997,2024
624,571999,2024
625,572001,2024
627,572005,2024
626,572003,2024
630,572007,2024
631,572008,2024
1356,572234,2024
635,572010,2024
676,572049,2024
639,572012,2024
660,572034,2024
646,572014,2024
648,572018,2024
647,572016,2024
650,572023,2024
649,572020,2024
651,572025,2024
654,572027,2024
655,572030,2024
659,572032,2024
661,572554,2024
664,572036,2024
665,572038,2024
667,572039,2024
596,571984,2024
603,571989,2024
620,571907,2024
674,572047,2024
678,572052,2024
682,572556,2024
683,572054,2024
688,572056,2024
1395,572539,2024
694,572065,2024
691,572059,2024
692,572060,2024
199,572557,2024
703,572076,2024
697,572069,2024
699,572072,2024
670,572044,2024
700,572073,2024
709,572082,2024
711,572084,2024
716,572087,2024
719,572089,2024
9,572271,2024
14,572273,2024
108,572199,2024
111,572125,2024
112,572546,2024
104,572339,2024
128,572133,2024
110,572201,2024
164,572148,2024
302,572399,2024
2743,572244,2024
498,571922,2024
368,572450,2024
391,572465,2024
393,572470,2024
459,572515,2024
460,572517,2024
504,571927,2024
465,572523,2024
10411,572247,2024
702,572075,2024
695,572067,2024
732,572095,2024
731,572093,2024
30095,572542,2024
30024,572258,2024
704,572078,2024
706,572080,2024
735,572097,2024
739,572098,2024
746,572103,2024
742,572101,2024
748,572105,2024
756,572107,2024
758,572111,2024
769,572113,2024
771,572115,2024
772,572117,2024
774,572119,2024
782,572121,2024
792,572208,2024
796,572212,2024
2915,575356,2024
813,572215,2024
817,572217,2024
