team_id,team_season_id,season
26172,510616,2021
2,510620,2021
5,510621,2021
8,510624,2021
6,510622,2021
7,510623,2021
17,510627,2021
27,510628,2021
29,510630,2021
28,510629,2021
2678,510609,2021
31,510631,2021
725,510541,2021
37,510632,2021
43,510633,2021
47,510634,2021
51,510636,2021
52,510945,2021
14927,510615,2021
61,510637,2021
62,510638,2021
66,510639,2021
67,510640,2021
68,510641,2021
71,510642,2021
72,510643,2021
80,510645,2021
81,510646,2021
83,510647,2021
86,510648,2021
87,510649,2021
77,510644,2021
90,510650,2021
97,510653,2021
107,510556,2021
30135,510659,2021
115,510558,2021
116,510559,2021
1004,510601,2021
127,510560,2021
129,510562,2021
48,510635,2021
458,510738,2021
693,510527,2021
147,510658,2021
148,510563,2021
149,510564,2021
1014,510602,2021
153,510565,2021
156,510566,2021
158,510567,2021
165,510569,2021
167,510570,2021
169,510571,2021
94,510651,2021
101,510655,2021
172,510572,2021
175,510573,2021
180,510576,2021
178,510575,2021
176,510574,2021
184,510577,2021
189,510578,2021
191,510579,2021
193,510593,2021
196,510580,2021
201,510582,2021
202,510583,2021
1068,510603,2021
198,510581,2021
219,510584,2021
220,510585,2021
222,510586,2021
28755,510618,2021
231,510589,2021
229,510588,2021
235,510661,2021
228,510587,2021
234,510590,2021
236,510662,2021
96,510652,2021
244,510663,2021
253,510667,2021
1092,510604,2021
248,510664,2021
249,510665,2021
251,510666,2021
257,510670,2021
254,510668,2021
255,510669,2021
261,510671,2021
1104,510605,2021
794,510596,2021
270,510672,2021
272,510673,2021
275,510674,2021
277,510675,2021
283,510676,2021
285,510677,2021
288,510679,2021
287,510678,2021
290,510680,2021
294,510681,2021
301,510683,2021
299,510682,2021
306,510686,2021
305,510685,2021
310,510688,2021
312,510690,2021
311,510689,2021
2699,510610,2021
314,510691,2021
316,510693,2021
315,510692,2021
317,510694,2021
328,510695,2021
2707,510611,2021
1157,510606,2021
331,510696,2021
334,510697,2021
340,510698,2021
342,510699,2021
346,510700,2021
352,510701,2021
355,510702,2021
28600,510617,2021
361,510703,2021
370,510709,2021
99,510654,2021
363,510704,2021
671,510519,2021
366,510706,2021
367,510707,2021
371,510710,2021
365,510705,2021
380,510711,2021
381,510712,2021
386,510713,2021
388,510714,2021
392,510716,2021
400,510718,2021
402,510719,2021
404,510720,2021
406,510721,2021
410,510594,2021
414,510722,2021
418,510724,2021
416,510723,2021
419,510725,2021
428,510726,2021
430,510727,2021
432,510728,2021
434,510730,2021
669,510517,2021
439,510731,2021
441,510732,2021
444,510733,2021
446,510734,2021
450,510735,2021
454,510736,2021
488,510750,2021
489,510453,2021
490,510454,2021
463,510741,2021
466,510744,2021
473,510746,2021
472,510745,2021
482,510747,2021
483,510748,2021
503,510460,2021
485,510749,2021
487,510660,2021
457,510737,2021
494,510456,2021
493,510455,2021
2711,510612,2021
497,510457,2021
502,510459,2021
505,510462,2021
509,510464,2021
508,510463,2021
513,510465,2021
514,510466,2021
519,510468,2021
518,510467,2021
522,510470,2021
521,510469,2021
433,510729,2021
464,510742,2021
529,510472,2021
528,510471,2021
534,510473,2021
540,510475,2021
539,510474,2021
545,510476,2021
550,510477,2021
553,510478,2021
1320,510607,2021
554,510479,2021
556,510480,2021
559,510481,2021
308,510687,2021
562,510482,2021
563,510483,2021
572,510484,2021
576,510485,2021
579,510486,2021
587,510487,2021
102,510656,2021
590,510488,2021
600,510490,2021
606,510492,2021
609,510493,2021
610,510494,2021
617,510495,2021
624,510496,2021
625,510497,2021
627,510499,2021
626,510498,2021
630,510500,2021
631,510501,2021
1356,510608,2021
635,510502,2021
676,510521,2021
639,510503,2021
660,510513,2021
646,510504,2021
648,510506,2021
647,510505,2021
650,510508,2021
649,510507,2021
651,510509,2021
654,510510,2021
655,510511,2021
659,510512,2021
664,510514,2021
665,510515,2021
667,510516,2021
596,510489,2021
603,510491,2021
674,510520,2021
678,510522,2021
683,510523,2021
688,510524,2021
1395,510774,2021
694,510528,2021
691,510525,2021
692,510526,2021
703,510534,2021
697,510530,2021
699,510531,2021
670,510518,2021
700,510532,2021
709,510537,2021
711,510538,2021
716,510539,2021
719,510540,2021
9,510625,2021
14,510626,2021
108,510591,2021
111,510557,2021
112,510958,2021
104,510657,2021
128,510561,2021
110,510592,2021
164,510568,2021
302,510684,2021
2743,510613,2021
498,510458,2021
368,510708,2021
391,510715,2021
393,510717,2021
459,510739,2021
460,510740,2021
504,510461,2021
465,510743,2021
10411,510614,2021
702,510533,2021
695,510529,2021
732,510543,2021
731,510542,2021
30095,510845,2021
30024,510619,2021
704,510535,2021
706,510536,2021
735,510544,2021
739,510545,2021
746,510547,2021
742,510546,2021
748,510548,2021
756,510549,2021
758,510550,2021
769,510551,2021
771,510552,2021
772,510553,2021
774,510554,2021
782,510555,2021
792,510595,2021
796,510597,2021
813,510599,2021
817,510600,2021
26172,532636,2022
2,532640,2022
5,532641,2022
8,532644,2022
6,532642,2022
7,532643,2022
17,532647,2022
27,532648,2022
29,532650,2022
28,532649,2022
2678,532629,2022
31,532651,2022
725,532562,2022
37,532652,2022
43,532653,2022
47,532654,2022
51,532656,2022
52,532773,2022
14927,532635,2022
61,532657,2022
62,532658,2022
66,532659,2022
67,532660,2022
68,532661,2022
71,532662,2022
72,532663,2022
80,532665,2022
81,532666,2022
83,532667,2022
86,532668,2022
87,532669,2022
77,532664,2022
90,532670,2022
97,532673,2022
107,532577,2022
30135,532679,2022
115,532579,2022
116,532580,2022
1004,532621,2022
127,532581,2022
129,532583,2022
48,532655,2022
458,532758,2022
693,532548,2022
147,532678,2022
148,532584,2022
149,532585,2022
1014,532622,2022
153,532586,2022
156,532587,2022
158,532588,2022
165,532590,2022
167,532591,2022
169,532592,2022
94,532671,2022
101,532675,2022
172,532593,2022
175,532594,2022
180,532597,2022
178,532596,2022
176,532595,2022
184,532598,2022
189,532599,2022
191,532600,2022
193,532614,2022
196,532601,2022
201,532603,2022
202,532604,2022
1068,532623,2022
198,532602,2022
219,532605,2022
220,532606,2022
222,532607,2022
28755,532638,2022
231,532610,2022
229,532609,2022
235,532681,2022
228,532608,2022
234,532611,2022
236,532682,2022
96,532672,2022
