"","team_id","season","player","ip","ha","bb","hb","so","hr_a","era","opp_avg","whip","fip"
"1",674,2023,"Nijaree Canady",111,48,19,14,185,1,"0.631",0.127,33.432,"0.076"
"2",504,2023,"Samantha Heyer",170,102,40,16,267,9,"1.647",0.167,56.6,"0.935"
"3",454,2023,"Hannah James",178.666666666667,116,26,6,211,7,"1.254",0.182,32.649,"1.085"
"4",464,2023,"Kamryn Meyer",189.333333333333,109,72,6,283,7,"1.257",0.163,78.576,"1.127"
"5",8,2023,"Montana Fouts",209.333333333333,119,36,4,293,16,"1.438",0.161,40.568,"1.168"
"6",671,2023,"Kandra Lamb",68,33,21,9,91,1,"1.338",0.14,30.485,"1.238"
"7",428,2023,"Autumn Pease",215.333333333333,146,29,11,273,15,"1.463",0.189,40.678,"1.327"
"8",14927,2023,"Maya Johnson",133,96,37,2,207,12,"2.263",0.195,39.722,"1.340"
"9",522,2023,"Jordyn Bahl",131.666666666667,74,34,9,171,6,"1.010",0.163,43.562,"1.375"
"10",391,2023,"Courtney Coppersmith",88,56,21,2,127,8,"1.909",0.179,23.636,"1.480"
"11",37,2023,"Maddie Penta",213.666666666667,117,54,15,295,15,"1.310",0.157,69.548,"1.520"
"12",1004,2023,"Kayla Beaver",201.666666666667,141,41,9,194,5,"1.145",0.195,50.699,"1.542"
"13",430,2023,"Josey Marron",77,58,18,9,93,3,"2.091",0.203,27.753,"1.543"
"14",370,2023,"Jessica Hubbard",31.6666666666667,26,6,1,37,2,"2.432",0.206,7.821,"1.547"
"15",430,2023,"Aspen Wesley",72.6666666666667,80,30,6,85,0,"3.179",0.272,37.101,"1.547"
"16",234,2023,"Ali Dubois",48,58,13,3,42,0,"2.771",0.291,17.208,"1.650"
"17",97,2023,"Myka Sutherlin",200.666666666667,121,70,20,242,5,"1.640",0.174,90.603,"1.657"
"18",370,2023,"Jenna Perez",169.666666666667,113,61,9,233,10,"2.269",0.181,70.666,"1.657"
"19",149,2023,"Nicolette Picone",84.3333333333333,72,14,7,75,2,"2.075",0.221,21.854,"1.677"
"20",522,2023,"Nicole May",107.333333333333,60,28,3,130,7,"0.913",0.162,31.559,"1.692"
"21",110,2023,"Megan Faraimo",168.333333333333,99,36,9,228,16,"1.289",0.163,45.588,"1.729"
"22",522,2023,"Alex Storako",96,52,15,4,104,7,"0.948",0.156,19.542,"1.775"
"23",147,2023,"Valerie Cagle",193,126,35,8,188,10,"1.560",0.182,43.653,"1.794"
"24",68,2023,"Kasey Ricard",148,94,39,4,192,13,"1.892",0.18,43.635,"1.819"
"25",108,2023,"Kenedi Brown",141.666666666667,111,46,5,143,4,"1.779",0.216,51.784,"1.828"
"26",694,2023,"Payton Gottshall",99.6666666666667,55,20,6,125,9,"1.686",0.158,26.552,"1.848"
"27",6,2023,"Paige Scott",115.333333333333,135,22,3,95,4,"4.127",0.288,26.171,"1.854"
"28",234,2023,"Makenna Reid",77.3333333333333,38,20,8,89,4,"0.996",0.141,28.491,"1.857"
"29",646,2023,"Olivia Lackie",179.333333333333,122,41,9,214,14,"1.522",0.186,50.68,"1.865"
"30",521,2023,"Kelly Maxwell",139,75,68,9,224,11,"1.813",0.156,77.54,"1.868"
"31",68,2023,"Allison Boaz",183,138,42,4,163,7,"1.301",0.205,46.754,"1.870"
"32",234,2023,"Mack Leonard",36.3333333333333,17,16,1,35,0,"1.541",0.133,17.468,"1.877"
"33",694,2023,"Ashley Rogers",135.333333333333,56,44,7,170,9,"0.828",0.123,51.414,"1.883"
"34",756,2023,"Ruby Meylan",164.666666666667,136,45,9,194,11,"2.211",0.22,54.826,"1.896"
"35",116,2023,"Megan Giese",168,135,55,9,208,11,"2.417",0.217,64.804,"1.918"
"36",796,2023,"Gabi Salo",46.3333333333333,40,5,3,36,2,"1.813",0.225,8.863,"1.925"
"37",792,2023,"Reese Basinger",181,141,53,9,212,12,"1.972",0.211,62.779,"1.947"
"38",28,2023,"Deborah Jones",22.3333333333333,22,8,0,17,0,"2.507",0.256,8.985,"1.952"
"39",554,2023,"Alexis Laudenslager",134.666666666667,102,56,8,171,7,"2.131",0.202,64.757,"1.962"
"40",446,2023,"Victoria Fletcher",70,67,16,2,42,0,"2.200",0.245,18.957,"1.971"
"41",392,2023,"Trinity Schlotterbeck",122.666666666667,110,20,7,92,4,"2.168",0.239,27.897,"1.984"
"42",112,2023,"Jada Cecil",139,100,42,13,156,7,"2.014",0.194,55.719,"1.997"
"43",149,2023,"Raelee Brabham",131.666666666667,104,36,11,162,10,"2.446",0.211,47.79,"1.997"
"44",735,2023,"Lexi Szostak",10.3333333333333,18,10,1,3,4,"10.839",0.409,12.742,"10.045"
"45",1092,2023,"Clara Wyatt",23,35,18,1,5,10,"7.913",0.347,20.522,"10.096"
"46",363,2023,"Leigha Hill",10.3333333333333,13,8,2,7,5,"5.419",0.31,11.258,"10.239"
"47",550,2023,"Bailey Rose",21.6666666666667,35,23,11,11,7,"11.954",0.376,35.615,"10.292"
"48",528,2023,"Chloe Moffitt",11,26,5,0,0,6,"12.091",0.464,7.364,"10.855"
"49",406,2023,"Madi Wicker",19.3333333333333,36,32,4,8,6,"14.121",0.367,37.862,"11.193"
"50",198,2023,"Taylor Suchy",11.3333333333333,26,4,2,4,7,"9.882",0.426,8.294,"11.312"
"51",682,2023,"Lauren Donovan",25.3333333333333,46,20,2,4,13,"8.566",0.38,23.816,"11.361"
"52",463,2023,"Kendall Mangel",11,30,10,3,2,5,"12.091",0.492,15.727,"11.491"
"53",473,2023,"Samantha Fohrman",10.3333333333333,17,16,6,6,4,"11.516",0.333,23.645,"12.658"
"54",563,2023,"Skyler Dehart",12.3333333333333,23,12,2,3,7,"11.351",0.404,15.865,"12.697"
"55",368,2023,"Ryley White",98.3333333333333,78,29,8,94,3,"2.420",0.218,37.793,"2.014"
"56",147,2023,"Millie Thompson",92.3333333333333,89,15,4,72,4,"1.819",0.254,19.964,"2.021"
"57",646,2023,"Jenna Hardy",157.666666666667,122,40,2,138,7,"1.643",0.209,42.774,"2.026"
