"","team_id","player_id","rank","player","so"
"1",428,7975,1,"Sara Groenewegen",336
"2",670,17614,2,"Randi Rupp",335
"3",646,2336,3,"Devin Brown",324
"4",418,1513,4,"Megan Betsa",306
"5",229,8393,5,"Kylee Hanson",299
"6",189,14732,6,"Nicole Newman",280
"7",77,2532,7,"Mckenna Bull",274
"8",8,15261,8,"Alexis Osorio",273
"9",522,15509,9,"Paige Parker",269
"10",388,5216,10,"Jordan Dixon",268
"11",202,6539,10,"Hayley Flynn",268
"12",128,20596,12,"Shelby Turnier",251
"13",529,8666,13,"Cheridan Hawkins",248
"14",742,20615,14,"Maggie Tyler",245
"15",234,2647,15,"Jessica Burroughs",235
"16",5,18321,16,"Erin Seiler",229
"17",692,11928,17,"Danielle Liberatore",227
"18",365,9430,18,"Carley Hoover",225
"19",235,7702,19,"Delanie Gourley",224
"20",317,7611,20,"Megan Good",222
"21",28600,22431,21,"Kelly Young",220
"22",257,21842,22,"Chelsea Wilkinson",219
"23",559,6211,22,"Lilly Fecho",219
"24",651,14955,24,"Erica Nunn",217
"25",493,18369,25,"Jacquelyn Sertic",216
"26",51,19339,26,"Heather Stearns",212
"27",528,14679,27,"Meehra Nelson",211
"28",416,22486,28,"Kristina Zalewski",209
"29",334,14954,29,"Kelsey Nunley",206
"30",219,6518,29,"Morgan Florey",206
"31",99,3690,31,"Christina Clermont",205
"32",504,17467,31,"Chelsea Ross",205
"33",201,22100,33,"Jessica Wireman",203
"34",331,11381,34,"Ronnie Ladines",202
"35",769,18622,34,"Taylor Sigmon",202
"36",518,9762,36,"Shelby Hursh",197
"37",671,19436,37,"Alex Stewart",196
"38",129,11018,37,"Rachel Knapp",196
"39",414,12107,39,"Amber Logemann",195
"40",90,9811,40,"Sierra Hyland",194
"41",17,2148,41,"Ashley Breal",191
"42",739,16169,41,"Kate Poppe",191
"43",107,15171,43,"Nisa Ontiveros",189
"44",28,10794,44,"Kelsey Kessler",188
"45",458,1506,45,"Lexi Betancourt",186
"46",703,4766,45,"Tiarra Davis",186
"47",67,6738,45,"Allyson Frei",186
"48",31,14029,48,"Grace Moll",185
"49",244,1479,49,"Lindsey Bert",184
"50",306,20402,50,"Tara Trainer",183
"51",175,3171,50,"Manda Cash",183
"52",253,16477,52,"Dixie Raley",182
"53",317,6581,53,"Jailyn Ford",181
"54",196,17035,54,"Lydia Ritchie",178
"55",694,6863,54,"Erin Gabriel",178
"56",695,10734,56,"Brooke Kennedy",175
"57",248,21027,57,"Marina Vitalich",174
"58",176,12521,58,"Morgan Maize",173
"59",363,7175,58,"Sydney Gay",173
"60",719,21390,58,"Emily Watson",173
"61",697,18573,61,"Samantha Show",172
"62",457,12386,62,"Kendra Lynch",170
"63",48,5805,62,"Hayley Elkins",170
"64",302,8799,62,"Elaine Heflin",170
"65",367,1283,65,"Maryssa Becker",169
"66",169,5688,65,"Sydnee Eck",169
"67",627,17682,67,"Megan Sabbatini",168
"68",490,13923,68,"Courtney Mirabella",167
"69",439,16996,68,"Amanda Riley",167
"70",235,1059,68,"Kelly Barnhill",167
"71",513,16851,71,"Allie Rhodes",165
"72",735,21533,72,"Taylor Weissenhofer",164
"73",669,19604,73,"Erin Struemph",160
"74",659,10352,74,"Brianna Jones",158
"75",236,7348,75,"Rachel Gillen",155
"76",26172,3113,76,"Liz Carter",154
"77",590,3001,76,"Jamie Carlson",154
"78",458,22110,76,"Haley Wiseman",154
"79",562,9023,79,"Casey Herzog",153
"80",756,401,79,"Taran Alvelo",153
"81",519,19468,81,"Danielle Stiene",152
"82",434,12253,82,"Paige Lowary",151
"83",104,12304,82,"Ashley Ludlow",151
"84",97,22377,84,"Desiree Ybarra",150
"85",660,5371,85,"Baylee Douglass",149
"86",483,8686,85,"Hannah Haydel",149
"87",402,20999,87,"Emily Vincent",148
"88",87,8121,87,"Kristin Gutierrez",148
"89",235,15053,89,"Aleshia Ocasio",147
"90",47,19371,90,"Nicole Steinbach",144
"91",380,6526,90,"Molly Flowers",144
"92",498,4222,92,"Melanie Coyne",143
"93",772,15487,93,"Hannah Parker",142
"94",361,19050,94,"Erynn Sobieski",141
"95",732,5320,94,"Katie Donovan",141
"96",180,3767,94,"Kiersten Coffman",141
"97",96,3905,97,"Jillian Compton",140
"98",774,11319,97,"Allyson Kus",140
"99",169,21752,97,"Micaela Whitney",140
"100",632,8256,100,"Amanda Hallman",139
"101",149,8072,100,"Ashley Guillette",139
