"","team_id","player_id","rank","player","hr_a"
"1",457,12386,1,"Kendra Lynch",NA
"2",388,5216,2,"Jordan Dixon",NA
"3",5,18321,3,"Erin Seiler",NA
"4",670,17614,4,"Randi Rupp",NA
"5",77,2532,5,"Mckenna Bull",NA
"6",522,15509,6,"Paige Parker",NA
"7",519,5345,7,"Savannah jo Dorsey",NA
"8",31,14029,8,"Grace Moll",NA
"9",742,20615,9,"Maggie Tyler",NA
"10",128,20596,10,"Shelby Turnier",NA
"11",563,14275,11,"Abby Morrow",NA
"12",400,3840,12,"Meg Colleran",NA
"13",428,7975,13,"Sara Groenewegen",NA
"14",498,4222,14,"Melanie Coyne",NA
"15",458,1506,15,"Lexi Betancourt",NA
"16",454,17181,16,"Mason Robinson",NA
"17",257,21842,17,"Chelsea Wilkinson",NA
"18",99,3690,18,"Christina Clermont",NA
"19",414,12107,19,"Amber Logemann",NA
"20",201,22100,20,"Jessica Wireman",NA
"21",244,1479,21,"Lindsey Bert",NA
"22",111,13939,22,"Tayler Misfeldt",NA
"23",229,8393,23,"Kylee Hanson",NA
"24",660,5371,24,"Baylee Douglass",NA
"25",559,6211,25,"Lilly Fecho",NA
"26",651,14955,26,"Erica Nunn",NA
"27",29,15033,27,"Danielle O'toole",NA
"28",317,7611,28,"Megan Good",NA
"29",746,15255,29,"Erika Osherow",NA
"30",102,12982,30,"Celina Matthias",NA
"31",301,22156,31,"Breanna Wonderly",NA
"32",331,11381,32,"Ronnie Ladines",NA
"33",1004,11452,33,"Shivaun Landeros",NA
"34",189,14732,34,"Nicole Newman",NA
"35",703,4766,35,"Tiarra Davis",NA
"36",625,8395,36,"Mollie Hanson",NA
"37",202,6539,37,"Hayley Flynn",NA
"38",648,1781,38,"Nickie Blue",NA
"39",483,8686,39,"Hannah Haydel",NA
"40",493,18369,40,"Jacquelyn Sertic",NA
"41",695,10734,41,"Brooke Kennedy",NA
"42",709,7623,42,"Marla Gooding",NA
"43",671,19436,43,"Alex Stewart",NA
"44",361,19050,44,"Erynn Sobieski",NA
"45",659,10352,45,"Brianna Jones",NA
"46",646,2336,46,"Devin Brown",NA
"47",48,5805,47,"Hayley Elkins",NA
"48",416,22486,48,"Kristina Zalewski",NA
"49",367,1283,49,"Maryssa Becker",NA
"50",418,1513,50,"Megan Betsa",NA
"51",176,12521,51,"Morgan Maize",NA
"52",149,5286,52,"Kelsey Dominik",NA
"53",234,2647,53,"Jessica Burroughs",NA
"54",253,16477,54,"Dixie Raley",NA
"55",697,18573,55,"Samantha Show",NA
"56",234,10895,56,"Meghan King",NA
"57",683,17755,57,"Jane Sallen",NA
"58",702,3584,58,"Samantha Clakley",NA
"59",61,543,59,"Sabrina Anguiano",NA
"60",434,12253,60,"Paige Lowary",NA
"61",28,10794,61,"Kelsey Kessler",NA
"62",10411,13383,62,"Holly Mckinnon",NA
"63",664,17211,63,"Samantha Robles",NA
"64",47,19371,64,"Nicole Steinbach",NA
"65",255,7634,65,"Jenna Goodrich",NA
"66",609,12207,66,"Brianna Lore",NA
"67",635,19608,67,"Madison Strunk",NA
"68",419,3448,68,"Kelci Cheney",NA
"69",96,3905,69,"Jillian Compton",NA
"70",365,9430,70,"Carley Hoover",NA
"71",494,20774,71,"Kaylin Vandomelen",NA
"72",655,1637,72,"Taylor Bishop",NA
"73",490,13923,73,"Courtney Mirabella",NA
"74",774,11319,74,"Allyson Kus",NA
"75",810,18428,75,"Ashley Sharp",NA
"76",363,13102,76,"Elizabeth Mccarthy",NA
"77",7,15930,77,"Maddie Phelps",NA
"78",9,7643,78,"Cara Goodwin",NA
"79",504,17467,79,"Chelsea Ross",NA
"80",17,2148,80,"Ashley Breal",NA
"81",249,4134,81,"Sarah Costlow",NA
"82",228,15747,82,"Kenya Pereira",NA
"83",706,6643,83,"Lizzy Fox",NA
"84",739,16169,84,"Kate Poppe",NA
"85",8,15261,85,"Alexis Osorio",NA
"86",334,14954,86,"Kelsey Nunley",NA
"87",464,17322,87,"Laura Roecker",NA
"88",758,1832,88,"Kirtlyn Bohling",NA
"89",352,2856,89,"Christine Campbell",NA
"90",521,6737,90,"Kacy Freeze",NA
"91",219,6518,91,"Morgan Florey",NA
"92",719,18636,92,"Caitlin Sill",NA
"93",129,11018,93,"Rachel Knapp",NA
"94",433,15258,94,"Madi Osias",NA
"95",459,1215,95,"Alicia Bazonski",NA
"96",2699,1817,96,"Brooke Boetjer",NA
"97",302,8799,97,"Elaine Heflin",NA
"98",51,19339,98,"Heather Stearns",NA
"99",769,18622,99,"Taylor Sigmon",NA
"100",509,11858,100,"Amy Letourneau",NA
"101",648,5826,101,"Jessica Elliott",NA
"102",579,5852,102,"Kaitlin Ellzy",NA
"103",772,15487,103,"Hannah Parker",NA
"104",732,5320,104,"Katie Donovan",NA
"105",650,6654,105,"Madison Frain",NA
"106",236,7348,106,"Rachel Gillen",NA
"107",649,3600,107,"Bryana Clark",NA
"108",277,9196,108,"Brittany Hitchcock",NA
"109",796,19460,109,"Taylor-paige Stewart",NA
"110",627,17682,110,"Megan Sabbatini",NA
"111",503,6750,111,"Alex Frenz",NA
"112",693,10111,112,"Cori Jennings",NA
"113",83,6206,113,"Amanda Fazio",NA
"114",528,14679,114,"Meehra Nelson",NA
"115",67,6738,115,"Allyson Frei",NA
"116",363,7175,116,"Sydney Gay",NA
"117",101,16101,117,"Daphne Pofek",NA
"118",2,14937,118,"Hannah Null",NA
"119",110,7756,119,"Johanna Grauer",NA
"120",196,17035,120,"Lydia Ritchie",NA
"121",518,9762,121,"Shelby Hursh",NA
"122",1320,18319,122,"Sydney Seigler",NA
"123",562,9023,123,"Casey Herzog",NA
"124",735,21533,124,"Taylor Weissenhofer",NA
"125",127,17936,125,"Emily Sargent",NA
"126",104,12304,126,"Ashley Ludlow",NA
"127",439,20648,127,"Sydney Underhill",NA
"128",236,16396,128,"Lauren Quense",NA
"129",316,2405,129,"Victoria Brown",NA
"130",508,1972,130,"Micaela Bouvier",NA
"131",649,1378,131,"Ashlyn Bender",NA
"132",610,14321,132,"Katie Moss",NA
"133",283,15833,133,"Jessica Peslak",NA
"134",311,17857,134,"Savannah Sanders",NA
"135",355,5175,135,"Julia Dimartino",NA
"136",692,11928,136,"Danielle Liberatore",NA
"137",432,3699,137,"Rebekah Clinton",NA
"138",817,7182,138,"Paige Geanangel",NA
"139",8,12051,139,"Sydney Littlejohn",NA
"140",529,8666,140,"Cheridan Hawkins",NA
"141",704,6337,141,"Kaitlin Fifield",NA
"142",107,15171,142,"Nisa Ontiveros",NA
"143",28600,22431,143,"Kelly Young",NA
"144",562,17147,144,"Sydney Robey",NA
"145",156,16744,145,"Holly Reinke",NA
"146",539,11596,146,"Marlaina Laubach",NA
"147",204,13930,147,"Nicolle Miranda",NA
"148",97,22377,148,"Desiree Ybarra",NA
"149",1157,20949,149,"Logan Viers",NA
"150",1014,12805,150,"Sam Martin",NA
"151",792,12523,151,"Kiley Majette",NA
"152",497,5785,152,"Jessica Elder",NA
"153",305,1383,153,"Bailey Benefiel",NA
"154",285,5595,154,"Gennifer Durham",NA
"155",287,1358,155,"Laci Belovsky",NA
"156",391,9383,156,"Jessica Holte",NA
"157",2711,7821,157,"Logan Green",NA
"158",270,9502,158,"Allie Hotetz",NA
"159",402,20999,159,"Emily Vincent",NA
"160",346,12326,160,"Ciara Luna",NA
"161",393,8043,161,"Adrienne Guerra",NA
"162",466,1848,162,"Brooke Bolinger",NA
"163",28755,16562,163,"Riley Randolph",NA
"164",272,17464,164,"Bianca Ross",NA
"165",439,16996,165,"Amanda Riley",NA
"166",632,8256,166,"Amanda Hallman",NA
"167",1104,14928,167,"Taylor Nowlin",NA
"168",631,10011,168,"Mccall James",NA
"169",255,469,169,"Emily Anderson",NA
"170",90,9811,170,"Sierra Hyland",NA
"171",519,19468,171,"Danielle Stiene",NA
"172",674,11711,172,"Carolyn Lee",NA
"173",545,8513,173,"Kayla Harris",NA
"174",2707,8003,174,"Amber Grove",NA
"175",669,19604,175,"Erin Struemph",NA
"176",782,12567,176,"Kaitlyn Malone",NA
"177",235,7702,177,"Delanie Gourley",NA
"178",334,16304,178,"Meagan Prince",NA
"179",688,7164,179,"Annamarie Gatti",NA
"180",87,8121,180,"Kristin Gutierrez",NA
"181",370,943,181,"Hannah Bandimere",NA
"182",463,13142,182,"Cassie Mcclure",NA
"183",513,16851,183,"Allie Rhodes",NA
