"","team_id","player_id","rank","player","slg"
"1",671,22351,1,"Lexie Elkins","1.124"
"2",402,61088,2,"Erika Piancastelli","1.000"
"3",661,35302,2,"Haley Hodges","1.000"
"4",52,25442,4,"Ally Foster","0.963"
"5",14,73164,5,"Elizabeth Snow","0.929"
"6",503,55599,6,"Emily Naegele","0.894"
"7",545,86432,7,"Giorgiana Zeremenko","0.888"
"8",418,66728,8,"Sierra Romero","0.883"
"9",148,51457,9,"Erica Mcnew","0.874"
"10",37,15463,10,"Kasey Cooper","0.872"
"11",671,16305,11,"Aleah Craighton","0.869"
"12",450,33697,12,"Rachel Heinze","0.851"
"13",487,13901,13,"Brooklynn Clark","0.848"
"14",172,50673,14,"Katie Mceachern","0.840"
"15",231,77145,15,"Stephanie Texeira","0.835"
"16",703,74660,16,"Lindsey Stephens","0.832"
"17",466,62876,17,"Jennifer Purcell","0.831"
"18",817,12458,18,"Miranda Castiglione","0.828"
"19",756,559,19,"Ali Aguilar","0.824"
"20",459,77390,20,"Lindsay Thomas","0.815"
"21",149,56714,21,"Morgan Noad","0.810"
"22",62,51031,22,"Griffin Mciver","0.804"
"23",257,37636,23,"Tina Iosefa","0.803"
"24",434,16341,24,"Emily Crane","0.801"
"25",165,72706,25,"Danielle Smith","0.798"
"26",110,68871,26,"Mysha Sataraka","0.796"
"27",457,9181,27,"Kristen Brown","0.794"
"28",463,41899,27,"Mj Knighten","0.794"
"29",408,19651,29,"Rachel Dibartolomeo","0.792"
"30",625,78760,30,"Hannah Trombley","0.791"
"31",371,85588,31,"Brooke Wyderski","0.779"
"32",650,53199,32,"Yvon Minogue","0.773"
"33",529,79327,33,"Nikki Udria","0.771"
"34",67,15823,34,"Tatiana Cortez","0.768"
"35",490,67061,35,"Tyler Ross","0.766"
"36",234,81998,36,"Jessie Warren","0.765"
"37",630,36808,36,"Jessie Hufstetler","0.765"
"38",711,75316,38,"Shelby Stracher","0.758"
"39",518,4591,39,"Alex Bayne","0.756"
"40",509,24378,40,"Andrea Filler","0.753"
"41",115,69401,41,"Amber Schisler","0.750"
"42",508,41209,42,"Kellye Kincannon","0.748"
"43",466,76174,43,"Megan Sweet","0.744"
"44",331,30513,44,"Maddy Grimm","0.743"
"45",418,6607,45,"Tera Blanco","0.742"
"46",254,20862,46,"Ivie Drake","0.740"
"47",671,68471,47,"Dj Sanders","0.735"
"48",29,49680,48,"Katiyana Mauga","0.731"
"49",328,8586,49,"Chaley Brickey","0.729"
"50",529,28587,49,"Geri ann Glasco","0.729"
"51",659,32470,51,"Shaye Harre","0.728"
"52",649,34152,52,"Ali Herdliska","0.725"
"53",700,52710,53,"Kierra Miles","0.724"
"54",732,24902,53,"Hannah Flippen","0.724"
"55",77,77488,55,"Ashley Thompson","0.722"
"56",234,62266,56,"Alex Powers","0.721"
"57",498,65802,56,"Rochelle Roberts","0.721"
"58",99,76698,58,"Darian Tautalafua","0.719"
"59",606,85914,58,"Sarah Yoos","0.719"
"60",8,50252,60,"Haylie Mccleney","0.717"
"61",497,69403,61,"Kelli Schkade","0.713"
"62",697,80657,62,"Tori Vidales","0.712"
"63",66,36903,63,"Teauna Hughes","0.710"
"64",609,60624,63,"Mackenzie Peter","0.710"
"65",290,26892,65,"Jasmine Gammons","0.708"
"66",400,16233,66,"Jena Cozza","0.706"
"67",464,82016,66,"Nicole Warren","0.706"
"68",529,15885,68,"Koral Costa","0.705"
"69",77,75748,69,"Libby Sugg","0.704"
"70",529,45669,69,"Janelle Lindvall","0.704"
"71",37,64829,71,"Jade Rhodes","0.703"
"72",367,4884,72,"Maryssa Becker","0.702"
"73",244,38802,73,"Candace Johnson","0.700"
"74",539,39367,74,"Macy Jones","0.699"
"75",600,70484,74,"Jordan Seneca","0.699"
"76",115,50298,76,"Rachel Mccollum","0.695"
"77",110,73691,77,"Delaney Spaulding","0.694"
"78",28,73455,78,"Jennifer Soria","0.693"
"79",434,23422,78,"Sami Fagan","0.693"
"80",96,84306,80,"Lindsey Willmon","0.690"
"81",201,5428,80,"Kylie Bennett","0.690"
"82",817,52654,82,"Cali Mikovich","0.688"
"83",370,9048,83,"Alicia Brown","0.687"
"84",694,58565,83,"Lexi Overstreet","0.687"
"85",51,72983,85,"Sarah Smith","0.685"
"86",711,52648,86,"Brook Miko","0.683"
"87",283,78511,87,"Michaela Transue","0.682"
"88",600,10708,87,"Madison Cabell","0.682"
"89",758,83506,89,"Aubrey Whitmer","0.681"
"90",10411,76363,89,"Amy Szymanowski","0.681"
"91",370,81005,91,"Meghan Von behren","0.680"
"92",716,18252,91,"Hannah Day","0.680"
"93",487,44678,93,"Madeline Lee","0.679"
"94",493,54234,94,"Logan Moreland","0.678"
"95",363,55273,95,"Emily Murphy","0.677"
"96",694,30244,95,"Meghan Gregg","0.677"
"97",683,61466,97,"Alexandra Pisciotta","0.676"
"98",772,35744,97,"Brooke Holloway","0.676"
"99",428,47491,99,"Sam Macken","0.675"
"100",97,76690,100,"Missy Taukeiaho","0.674"
