"","team_id","player_id","rank","player","ip"
"1",457,12386,1,"Kendra Lynch",301.1
"2",388,5216,2,"Jordan Dixon",268.1
"3",5,18321,3,"Erin Seiler",266.2
"4",670,17614,4,"Randi Rupp",265
"5",77,2532,5,"Mckenna Bull",256.2
"6",522,15509,6,"Paige Parker",252.1
"7",31,14029,7,"Grace Moll",244.2
"8",742,20615,8,"Maggie Tyler",242
"9",128,20596,9,"Shelby Turnier",241.2
"10",563,14275,9,"Abby Morrow",241.2
"11",400,3840,11,"Meg Colleran",240
"12",428,7975,12,"Sara Groenewegen",234.2
"13",498,4222,12,"Melanie Coyne",234.2
"14",458,1506,14,"Lexi Betancourt",233.2
"15",454,17181,15,"Mason Robinson",232.2
"16",257,21842,16,"Chelsea Wilkinson",232
"17",99,3690,17,"Christina Clermont",230.1
"18",414,12107,18,"Amber Logemann",225.1
"19",201,22100,19,"Jessica Wireman",225
"20",244,1479,20,"Lindsey Bert",224
"21",111,13939,21,"Tayler Misfeldt",222.2
"22",229,8393,22,"Kylee Hanson",221
"23",660,5371,23,"Baylee Douglass",220.1
"24",559,6211,24,"Lilly Fecho",218.1
"25",651,14955,25,"Erica Nunn",217.1
"26",317,7611,26,"Megan Good",215.2
"27",746,15255,27,"Erika Osherow",214.2
"28",102,12982,28,"Celina Matthias",214.1
"29",301,22156,29,"Breanna Wonderly",213.2
"30",331,11381,29,"Ronnie Ladines",213.2
"31",1004,11452,31,"Shivaun Landeros",213.1
"32",189,14732,32,"Nicole Newman",213
"33",703,4766,32,"Tiarra Davis",213
"34",625,8395,34,"Mollie Hanson",212.2
"35",202,6539,35,"Hayley Flynn",212.1
"36",648,1781,36,"Nickie Blue",211
"37",483,8686,37,"Hannah Haydel",210.2
"38",493,18369,37,"Jacquelyn Sertic",210.2
"39",695,10734,37,"Brooke Kennedy",210.2
"40",709,7623,40,"Marla Gooding",210
"41",671,19436,41,"Alex Stewart",209
"42",361,19050,42,"Erynn Sobieski",207.2
"43",659,10352,43,"Brianna Jones",207.1
"44",646,2336,44,"Devin Brown",206.2
"45",48,5805,45,"Hayley Elkins",205.2
"46",416,22486,46,"Kristina Zalewski",205.1
"47",367,1283,47,"Maryssa Becker",204.2
"48",418,1513,47,"Megan Betsa",204.2
"49",176,12521,49,"Morgan Maize",203.2
"50",149,5286,50,"Kelsey Dominik",203
"51",234,2647,51,"Jessica Burroughs",202.3
"52",253,16477,52,"Dixie Raley",202
"53",697,18573,53,"Samantha Show",201.3
"54",234,10895,54,"Meghan King",200.2
"55",683,17755,54,"Jane Sallen",200.2
"56",702,3584,56,"Samantha Clakley",199.1
"57",61,543,57,"Sabrina Anguiano",198.1
"58",434,12253,58,"Paige Lowary",198
"59",28,10794,59,"Kelsey Kessler",197.1
"60",664,17211,60,"Samantha Robles",196.1
"61",47,19371,61,"Nicole Steinbach",196
"62",255,7634,62,"Jenna Goodrich",195.2
"63",609,12207,62,"Brianna Lore",195.2
"64",635,19608,62,"Madison Strunk",195.2
"65",419,3448,65,"Kelci Cheney",194.2
"66",96,3905,66,"Jillian Compton",194.1
"67",365,9430,66,"Carley Hoover",194.1
"68",655,1637,68,"Taylor Bishop",193
"69",490,13923,69,"Courtney Mirabella",192.2
"70",774,11319,69,"Allyson Kus",192.2
"71",810,18428,71,"Ashley Sharp",191.2
"72",7,15930,72,"Maddie Phelps",189.1
"73",9,7643,73,"Cara Goodwin",188.2
"74",504,17467,73,"Chelsea Ross",188.2
"75",17,2148,75,"Ashley Breal",188
"76",249,4134,75,"Sarah Costlow",188
"77",228,15747,77,"Kenya Pereira",187
"78",706,6643,78,"Lizzy Fox",186.1
"79",739,16169,79,"Kate Poppe",185.1
"80",8,15261,80,"Alexis Osorio",184.2
"81",334,14954,80,"Kelsey Nunley",184.2
"82",464,17322,80,"Laura Roecker",184.2
"83",758,1832,83,"Kirtlyn Bohling",184
"84",352,2856,84,"Christine Campbell",183.1
"85",521,6737,84,"Kacy Freeze",183.1
"86",219,6518,86,"Morgan Florey",183
"87",719,18636,87,"Caitlin Sill",182.2
"88",129,11018,88,"Rachel Knapp",182.1
"89",433,15258,89,"Madi Osias",181.1
"90",459,1215,89,"Alicia Bazonski",181.1
"91",2699,1817,89,"Brooke Boetjer",181.1
"92",302,8799,92,"Elaine Heflin",180.2
"93",51,19339,93,"Heather Stearns",179.2
"94",769,18622,93,"Taylor Sigmon",179.2
"95",509,11858,95,"Amy Letourneau",179.1
"96",648,5826,95,"Jessica Elliott",179.1
"97",579,5852,97,"Kaitlin Ellzy",178.2
"98",772,15487,97,"Hannah Parker",178.2
"99",732,5320,99,"Katie Donovan",178.1
"100",650,6654,100,"Madison Frain",177.2
