"","team_id","player_id","rank","player","so"
"1",428,27800,1,"Sara Groenewegen",336
"2",519,18751,1,"Savannah Jo Dorsey",336
"3",670,61300,3,"Randi Rupp",335
"4",646,8304,4,"Devin Brown",324
"5",418,5362,5,"Megan Betsa",306
"6",229,29245,6,"Kylee Hanson",299
"7",189,51097,7,"Nicole Newman",280
"8",77,8975,8,"Mckenna Bull",274
"9",8,52976,9,"Alexis Osorio",273
"10",522,53770,10,"Paige Parker",269
"11",202,22835,11,"Hayley Flynn",268
"12",388,18331,11,"Jordan Dixon",268
"13",128,71831,13,"Shelby Turnier",251
"14",529,30148,14,"Cheridan Hawkins",248
"15",742,71904,15,"Maggie Tyler",245
"16",234,9413,16,"Jessica Burroughs",235
"17",620,1626,17,"Kierstin Anderson-Glass",233
"18",5,63861,18,"Erin Seiler",229
"19",692,41239,19,"Danielle Liberatore",227
"20",365,32743,20,"Carley Hoover",225
"21",235,26936,21,"Delanie Gourley",224
"22",317,26620,22,"Megan Good",222
"23",28600,78042,23,"Kelly Young",220
"24",257,76070,24,"Chelsea Wilkinson",219
"25",559,21708,24,"Lilly Fecho",219
"26",651,51849,26,"Erica Nunn",217
"27",493,64045,27,"Jacquelyn Sertic",216
"28",51,67544,28,"Heather Stearns",212
"29",528,50881,29,"Meehra Nelson",211
"30",416,78215,30,"Kristina Zalewski",209
"31",334,51847,31,"Kelsey Nunley",206
"32",219,22762,31,"Morgan Florey",206
"33",504,60803,33,"Chelsea Ross",205
"34",99,12947,33,"Christina Clermont",205
"35",201,76816,35,"Jessica Wireman",203
"36",331,39265,36,"Ronnie Ladines",202
"37",769,65083,36,"Taylor Sigmon",202
"38",518,33814,38,"Shelby Hursh",197
"39",671,67906,39,"Alex Stewart",196
"40",129,37984,39,"Rachel Knapp",196
"41",414,41870,41,"Amber Logemann",195
"42",90,33968,42,"Sierra Hyland",194
"43",29,52174,43,"Danielle O'Toole",192
"44",17,7654,44,"Ashley Breal",191
"45",739,56242,44,"Kate Poppe",191
"46",107,52680,46,"Nisa Ontiveros",189
"47",28,37138,47,"Kelsey Kessler",188
"48",355,18162,48,"Julia DiMartino",187
"49",67,23615,49,"Allyson Frei",186
"50",10411,46422,49,"Holly McKinnon",186
"51",458,5343,49,"Lexi Betancourt",186
"52",703,16558,49,"Tiarra Davis",186
"53",31,48623,53,"Grace Moll",185
"54",244,5252,54,"Lindsey Bert",184
"55",175,11251,55,"Manda Cash",183
"56",306,71185,55,"Tara Trainer",183
"57",253,57487,57,"Dixie Raley",182
"58",317,23000,58,"Jailyn Ford",181
"59",363,45465,59,"Elizabeth McCarthy",178
"60",694,24122,59,"Erin Gabriel",178
"61",196,59360,59,"Lydia Ritchie",178
"62",52,23148,62,"Ally Foster",175
"63",695,36936,62,"Brooke Kennedy",175
"64",248,73365,64,"Marina Vitalich",174
"65",719,74533,65,"Emily Watson",173
"66",176,43475,65,"Morgan Maize",173
"67",363,25133,65,"Sydney Gay",173
"68",697,64867,68,"Samantha Show",172
"69",302,30542,69,"Elaine Heflin",170
"70",48,20348,69,"Hayley Elkins",170
"71",457,42872,69,"Kendra Lynch",170
"72",367,4445,72,"Maryssa Becker",169
"73",169,19953,72,"Sydnee Eck",169
"74",627,61614,74,"Megan Sabbatini",168
"75",439,59214,75,"Amanda Riley",167
"76",490,48277,75,"Courtney Mirabella",167
"77",235,3677,75,"Kelly Barnhill",167
"78",513,58801,78,"Allie Rhodes",165
"79",735,74987,79,"Taylor Weissenhofer",164
"80",669,68549,80,"Erin Struemph",160
"81",659,35620,81,"Brianna Jones",158
"82",30095,21756,82,"Aryn Feickert",157
"83",236,25774,83,"Rachel Gillen",155
"84",458,76851,84,"Haley Wiseman",154
"85",590,10698,84,"Jamie Carlson",154
"86",26172,11070,84,"Liz Carter",154
"87",562,31327,87,"Casey Herzog",153
"88",756,1293,87,"Taran Alvelo",153
"89",519,68000,89,"Danielle Stiene",152
"90",104,42585,90,"Ashley Ludlow",151
"91",494,72515,90,"Kaylin VanDomelen",151
"92",434,42377,90,"Paige Lowary",151
"93",97,77812,93,"Desiree Ybarra",150
"94",660,18840,94,"Baylee Douglass",149
"95",483,30211,94,"Hannah Haydel",149
"96",402,73283,96,"Emily Vincent",148
"97",87,28314,96,"Kristin Gutierrez",148
"98",235,52248,98,"Aleshia Ocasio",147
"99",380,22780,99,"Molly Flowers",144
"100",47,67655,99,"Nicole Steinbach",144
