"","team_id","player_id","rank","player","rc"
"1",37,4035,1,"Kasey Cooper"," 94.77"
"2",402,15954,2,"Erika Piancastelli"," 88.76"
"3",418,17396,3,"Sierra Romero"," 83.53"
"4",148,13452,4,"Erica Mcnew"," 76.52"
"5",671,5807,5,"Lexie Elkins"," 72.75"
"6",434,4249,6,"Emily Crane"," 70.14"
"7",503,14538,7,"Emily Naegele"," 69.68"
"8",254,5412,8,"Ivie Drake"," 69.61"
"9",703,19391,9,"Lindsey Stephens"," 69.50"
"10",257,9872,10,"Tina Iosefa"," 69.22"
"11",149,14850,11,"Morgan Noad"," 68.83"
"12",817,3200,12,"Miranda Castiglione"," 68.31"
"13",234,16226,13,"Alex Powers"," 68.21"
"14",756,145,14,"Ali Aguilar"," 67.66"
"15",459,20097,15,"Lindsay Thomas"," 67.27"
"16",650,13915,16,"Yvon Minogue"," 66.95"
"17",463,11045,17,"Mj Knighten"," 66.53"
"18",457,2365,18,"Kristen Brown"," 65.69"
"19",37,3023,19,"Emily Carosone"," 65.05"
"20",8,13136,20,"Haylie Mccleney"," 64.46"
"21",365,1330,21,"Bianka Bell"," 64.32"
"22",434,6122,22,"Sami Fagan"," 64.01"
"23",234,21319,23,"Jessie Warren"," 63.63"
"24",697,20943,24,"Tori Vidales"," 62.80"
"25",110,17952,25,"Mysha Sataraka"," 61.73"
"26",490,17482,26,"Tyler Ross"," 61.57"
"27",418,11634,27,"Sierra Lawrence"," 61.28"
"28",522,13804,28,"Erin Miller"," 60.89"
"29",671,4238,29,"Aleah Craighton"," 60.80"
"30",244,10214,30,"Candace Johnson"," 60.37"
"31",529,20625,31,"Nikki Udria"," 60.30"
"32",235,12208,32,"Amanda Lorenz"," 59.71"
"33",14,19026,33,"Elizabeth Snow"," 59.34"
"34",37,16855,34,"Jade Rhodes"," 58.80"
"35",365,10036,35,"Sahvanna Jaquish"," 58.78"
"36",497,18075,36,"Kelli Schkade"," 58.76"
"37",115,18073,37,"Amber Schisler"," 58.45"
"38",539,10411,38,"Macy Jones"," 57.71"
"39",732,6482,39,"Hannah Flippen"," 57.70"
"40",711,19550,40,"Shelby Stracher"," 57.58"
"41",77,20136,41,"Ashley Thompson"," 57.27"
"42",518,1212,42,"Alex Bayne"," 56.89"
"43",464,8272,43,"Sydney Hames"," 56.81"
"44",441,19483,44,"Sydney Stites"," 56.78"
"45",493,14188,45,"Logan Moreland"," 56.70"
"46",97,19891,46,"Missy Taukeiaho"," 56.65"
"47",418,1726,47,"Tera Blanco"," 56.61"
"48",463,19511,48,"Kiki Stokes"," 56.50"
"49",428,12445,49,"Sam Macken"," 56.40"
"50",498,17124,50,"Rochelle Roberts"," 56.27"
"51",694,7870,51,"Meghan Gregg"," 56.22"
"52",29,12996,52,"Katiyana Mauga"," 55.77"
"53",758,21745,53,"Aubrey Whitmer"," 55.60"
"54",367,1283,54,"Maryssa Becker"," 55.55"
"55",464,21325,55,"Nicole Warren"," 55.34"
"56",521,18546,56,"Vanessa Shippy"," 55.28"
"57",370,21052,57,"Meghan Von behren"," 55.06"
"58",466,16369,58,"Jennifer Purcell"," 55.05"
"59",545,22543,59,"Giorgiana Zeremenko"," 54.76"
"60",704,3670,60,"Courtney Clayton"," 54.57"
"61",331,7957,61,"Maddy Grimm"," 54.56"
"62",522,11047,62,"Shay Knighten"," 53.88"
"63",172,13247,63,"Katie Mceachern"," 53.85"
"64",149,6573,64,"Taty Forbes"," 53.73"
"65",99,19896,65,"Darian Tautalafua"," 53.67"
"66",51,18971,66,"Sarah Smith"," 53.49"
"67",328,2199,67,"Chaley Brickey"," 53.27"
"68",365,18666,67,"Sandra Simmons"," 53.27"
"69",725,13185,69,"Kasey Mccravey"," 53.24"
"70",817,13749,70,"Cali Mikovich"," 53.14"
"71",508,10865,71,"Kellye Kincannon"," 53.04"
"72",466,19752,72,"Megan Sweet"," 52.89"
"73",518,16239,73,"Cammi Prantl"," 52.33"
"74",67,4115,74,"Tatiana Cortez"," 52.24"
"75",702,13612,75,"Sandra Mendoza"," 52.13"
"76",513,21626,75,"Karley Wester"," 52.13"
"77",414,18584,77,"Taylor Shuey"," 52.07"
"78",28,19113,78,"Jennifer Soria"," 51.72"
"79",600,18347,79,"Jordan Seneca"," 51.67"
"80",529,4126,80,"Koral Costa"," 51.28"
"81",178,7181,81,"Nicole Gazzola"," 51.05"
"82",483,7262,82,"Amanda Gianelloni"," 50.99"
"83",694,7194,83,"Megan Geer"," 50.97"
"84",115,13148,84,"Rachel Mccollum"," 50.92"
"85",363,14449,84,"Emily Murphy"," 50.92"
"86",110,19168,86,"Delaney Spaulding"," 50.91"
"87",659,8469,87,"Shaye Harre"," 50.90"
"88",244,1636,88,"Sieara Bishop"," 50.80"
"89",8,11385,89,"Leona Lafaele"," 50.72"
"90",450,8828,90,"Rachel Heinze"," 50.57"
"91",257,5118,91,"Alyssa Dicarlo"," 50.52"
"92",625,5384,92,"Megan Dowdy"," 50.41"
"93",509,6355,93,"Andrea Filler"," 50.39"
"94",609,15840,94,"Mackenzie Peter"," 50.37"
"95",386,20749,95,"Kyrsten Van natta"," 50.31"
"96",676,11888,96,"Brittany Lewis"," 50.29"
"97",600,14905,97,"Hayley Norton"," 50.18"
"98",37,9557,98,"Tiffany Howard"," 50.15"
"99",231,20028,99,"Stephanie Texeira"," 50.14"
"100",315,4979,100,"Ella Denes"," 50.01"
