"","team_id","player_id","rank","player","xbh"
"1",37,4035,1,"Kasey Cooper",41
"2",402,15954,2,"Erika Piancastelli",38
"3",703,19391,2,"Lindsey Stephens",38
"4",464,21325,2,"Nicole Warren",38
"5",459,20097,5,"Lindsay Thomas",37
"6",756,145,6,"Ali Aguilar",36
"7",428,12445,7,"Sam Macken",35
"8",257,9872,8,"Tina Iosefa",34
"9",522,13804,8,"Erin Miller",34
"10",434,4249,10,"Emily Crane",33
"11",97,19891,10,"Missy Taukeiaho",33
"12",509,6355,10,"Andrea Filler",33
"13",600,14905,10,"Hayley Norton",33
"14",301,6079,10,"Nicole Evans",33
"15",648,19005,10,"Kaylea Snaer",33
"16",51,8730,10,"Linsey Hays",33
"17",503,14538,17,"Emily Naegele",32
"18",671,4238,17,"Aleah Craighton",32
"19",466,16369,17,"Jennifer Purcell",32
"20",450,8828,17,"Rachel Heinze",32
"21",234,21319,17,"Jessie Warren",32
"22",630,9647,17,"Jessie Hufstetler",32
"23",234,16226,17,"Alex Powers",32
"24",331,7957,17,"Maddy Grimm",32
"25",244,10214,17,"Candace Johnson",32
"26",441,19483,17,"Sydney Stites",32
"27",365,10036,17,"Sahvanna Jaquish",32
"28",418,17396,28,"Sierra Romero",31
"29",817,3200,28,"Miranda Castiglione",31
"30",650,13915,28,"Yvon Minogue",31
"31",254,5412,28,"Ivie Drake",31
"32",508,10865,28,"Kellye Kincannon",31
"33",609,15840,28,"Mackenzie Peter",31
"34",37,16855,28,"Jade Rhodes",31
"35",257,9685,28,"Alex Hugo",31
"36",14,19026,36,"Elizabeth Snow",30
"37",115,18073,36,"Amber Schisler",30
"38",497,18075,36,"Kelli Schkade",30
"39",518,16239,36,"Cammi Prantl",30
"40",704,3670,36,"Courtney Clayton",30
"41",464,8272,36,"Sydney Hames",30
"42",625,5384,36,"Megan Dowdy",30
"43",149,14850,43,"Morgan Noad",29
"44",463,11045,43,"Mj Knighten",29
"45",490,17482,43,"Tyler Ross",29
"46",28,19113,43,"Jennifer Soria",29
"47",671,5807,47,"Lexie Elkins",28
"48",67,4115,47,"Tatiana Cortez",28
"49",328,2199,47,"Chaley Brickey",28
"50",539,10411,47,"Macy Jones",28
"51",370,2316,47,"Alicia Brown",28
"52",77,19642,47,"Libby Sugg",28
"53",700,13763,47,"Kierra Miles",28
"54",600,2740,47,"Madison Cabell",28
"55",96,21990,47,"Lindsey Willmon",28
"56",83,11168,47,"Meghan Kovac",28
"57",716,4791,47,"Hannah Day",28
"58",2699,14312,47,"Ali Mosier",28
"59",257,5118,47,"Alyssa Dicarlo",28
"60",545,22543,60,"Giorgiana Zeremenko",27
"61",457,2365,60,"Kristen Brown",27
"62",8,13136,60,"Haylie Mccleney",27
"63",418,1726,60,"Tera Blanco",27
"64",711,19550,60,"Shelby Stracher",27
"65",529,20625,60,"Nikki Udria",27
"66",466,19752,60,"Megan Sweet",27
"67",29,12996,60,"Katiyana Mauga",27
"68",758,21745,60,"Aubrey Whitmer",27
"69",694,7870,60,"Meghan Gregg",27
"70",671,17847,60,"Dj Sanders",27
"71",630,16,60,"Brittany Abacherli",27
"72",1068,18593,60,"Kara Shutt",27
"73",513,626,60,"Micaela Arizmendi",27
"74",101,9489,60,"Savannah Horvath",27
"75",522,17397,60,"Sydney Romero",27
"76",493,7006,60,"Cheyenne Garcia",27
"77",346,13537,60,"Kelly Meeuwsen",27
"78",254,2792,60,"Kensey Caldwell",27
"79",110,17952,79,"Mysha Sataraka",26
"80",518,1212,79,"Alex Bayne",26
"81",37,3023,79,"Emily Carosone",26
"82",77,20136,79,"Ashley Thompson",26
"83",606,22403,79,"Sarah Yoos",26
"84",600,18347,79,"Jordan Seneca",26
"85",400,4226,79,"Jena Cozza",26
"86",115,13148,79,"Rachel Mccollum",26
"87",363,14449,79,"Emily Murphy",26
"88",694,15305,79,"Lexi Overstreet",26
"89",110,19168,79,"Delaney Spaulding",26
"90",414,18584,79,"Taylor Shuey",26
"91",386,20749,79,"Kyrsten Van natta",26
"92",711,13748,79,"Brook Miko",26
"93",625,2233,79,"Callie Brister",26
"94",229,12863,79,"Melissa Martinez",26
"95",2699,3498,79,"Taylor Chitwood",26
"96",51,18261,79,"Jessica Scroggins",26
"97",231,20028,97,"Stephanie Texeira",25
"98",659,8469,97,"Shaye Harre",25
"99",365,1330,97,"Bianka Bell",25
"100",649,8923,97,"Ali Herdliska",25
"101",99,19896,97,"Darian Tautalafua",25
"102",51,18971,97,"Sarah Smith",25
"103",10411,19802,97,"Amy Szymanowski",25
"104",676,11888,97,"Brittany Lewis",25
"105",683,16039,97,"Alexandra Pisciotta",25
"106",8,11385,97,"Leona Lafaele",25
"107",472,9485,97,"Kelsey Horton",25
"108",697,11523,97,"Cali Lanphear",25
"109",366,4337,97,"Anna Cross",25
"110",697,4500,97,"Kristen Cuyos",25
"111",2,8789,97,"Peyton Hedrick",25
"112",244,1636,97,"Sieara Bishop",25
"113",1104,21334,97,"Camree Wartman",25
"114",86,21513,97,"Katie Weimer",25
"115",315,4979,97,"Ella Denes",25
"116",649,11563,97,"Devan Larsen",25
"117",434,16591,97,"Chloe Rathburn",25
"118",10411,13863,97,"Abbie Millete",25
"119",228,14594,97,"Jessica Nathan",25
"120",30024,20790,97,"Brittney Vansway",25
"121",651,21477,97,"Juli Weber",25
"122",504,22126,97,"Caitlin Wnek",25
