"","team_id","player_id","rank","player","era"
"1",229,29245,1,"Kylee Hanson",0.763
"2",235,52248,2,"Aleshia Ocasio",0.785
"3",235,26936,3,"Delanie Gourley",0.809
"4",317,26620,4,"Megan Good",0.959
"5",317,23000,5,"Jailyn Ford",1.046
"6",620,1626,6,"Kierstin Anderson-Glass",1.072
"7",315,25792,7,"Whitney Gillespie",1.103
"8",90,33968,8,"Sierra Hyland",1.21
"9",30135,13332,9,"Ashley Coleman",1.25
"10",235,3677,10,"Kelly Barnhill",1.396
"11",334,51847,11,"Kelsey Nunley",1.405
"12",28755,57745,12,"Riley Randolph",1.414
"13",302,30542,13,"Elaine Heflin",1.454
"14",52,23148,14,"Ally Foster",1.469
"15",487,10827,15,"Hillary Carpenter",1.49
"16",175,11251,16,"Manda Cash",1.507
"17",483,30211,17,"Hannah Haydel",1.542
"18",402,73283,18,"Emily Vincent",1.59
"19",37,44425,19,"Makayla Martin",1.618
"20",651,51849,20,"Erica Nunn",1.638
"21",522,53770,21,"Paige Parker",1.652
"22",670,61300,22,"Randi Rupp",1.66
"23",646,8304,23,"Devin Brown",1.663
"24",694,49672,24,"Matty Moss",1.74
"25",1157,73150,25,"Logan Viers",1.741
"26",810,64298,26,"Ashley Sharp",1.746
"27",529,30148,27,"Cheridan Hawkins",1.754
"28",229,76493,28,"Amanda Wilson",1.758
"29",519,18751,29,"Savannah Jo Dorsey",1.76
"30",248,73365,30,"Marina Vitalich",1.775
"31",83,21682,31,"Amanda Fazio",1.817
"32",365,73996,32,"Allie Walljasper",1.822
"33",483,39623,33,"Megan Landry",1.842
"34",719,65127,34,"Caitlin Sill",1.851
"35",402,1127,35,"Jamie Allred",1.861
"36",97,77812,36,"Desiree Ybarra",1.88
"37",234,9413,37,"Jessica Burroughs",1.882
"38",418,5362,38,"Megan Betsa",1.905
"39",5,63861,39,"Erin Seiler",1.908
"40",671,67906,40,"Alex Stewart",1.909
"41",349,19850,41,"Alexis Eastman",1.915
"42",660,18840,42,"Baylee Douglass",1.927
"43",659,35620,43,"Brianna Jones",1.946
"44",257,76070,44,"Chelsea Wilkinson",1.955
"45",30095,21756,45,"Aryn Feickert",1.975
"46",334,56797,46,"Meagan Prince",1.978
"47",363,25133,47,"Sydney Gay",1.987
"48",703,16558,48,"Tiarra Davis",1.991
"49",97,26273,49,"Sydney Golden",2.006
"50",112,20121,50,"Lexi Edwards",2.009
"51",219,22762,51,"Morgan Florey",2.012
"52",514,78377,52,"Haley Zemmer",2.013
"53",454,59845,53,"Mason Robinson",2.014
"54",51,56404,54,"Kendall Potts",2.026
"55",1157,65096,55,"Morgan Sikes",2.039
"56",428,27800,56,"Sara Groenewegen",2.045
"57",434,4130,57,"Danielle Baumgartner",2.055
"58",386,52218,58,"Jayne Oberdorf",2.07
"59",400,13432,59,"Meg Colleran",2.095
"60",725,56026,60,"Renee Poirier",2.099
"61",559,21708,61,"Lilly Fecho",2.101
"62",107,52680,62,"Nisa Ontiveros",2.116
"63",460,35882,63,"Peyton Jordan",2.147
"64",51,67544,64,"Heather Stearns",2.151
"65",695,36936,65,"Brooke Kennedy",2.179
"66",277,31964,66,"Brittany Hitchcock",2.192
"67",29,52174,67,"Danielle O'Toole",2.2
"68",202,22835,68,"Hayley Flynn",2.203
"69",504,60803,69,"Chelsea Ross",2.219
"70",563,49515,70,"Abby Morrow",2.225
"71",352,10202,71,"Christine Campbell",2.226
"72",487,13311,72,"Raven Cole",2.229
"73",10411,46422,73,"Holly McKinnon",2.243
"74",472,18627,74,"Karysta Donisthorpe",2.255
"75",367,4445,75,"Maryssa Becker",2.267
"76",68,33985,76,"Lauren Hynes",2.292
"77",493,64045,77,"Jacquelyn Sertic",2.295
"78",562,31327,78,"Casey Herzog",2.306
"79",328,23050,79,"Andie Formby",2.309
"80",418,19050,80,"Sara Driesenga",2.317
"81",503,23649,81,"Alex Frenz",2.324
"82",540,62445,82,"Alexis Sargent",2.333
"83",365,32743,83,"Carley Hoover",2.34
"84",719,74533,84,"Emily Watson",2.343
"85",1104,51782,85,"Taylor Nowlin",2.347
"86",234,37521,86,"Meghan King",2.349
"87",352,66622,87,"Emily Sorem",2.353
"88",87,28314,88,"Kristin Gutierrez",2.362
"89",1004,26387,89,"Kayla Gomness",2.364
"90",519,68000,90,"Danielle Stiene",2.395
"91",99,12947,91,"Christina Clermont",2.402
"92",37,10704,92,"Kaylee Carlson",2.404
"93",68,61404,93,"Melanie Russell",2.419
"94",529,37830,94,"Megan Kleist",2.42
"95",694,24122,95,"Erin Gabriel",2.422
"96",244,17356,96,"Emily DeMonte",2.433
"97",439,72021,97,"Sydney Underhill",2.442
"98",128,71831,98,"Shelby Turnier",2.444
"99",625,29253,99,"Mollie Hanson",2.465
"100",8,52976,100,"Alexis Osorio",2.469
