"","team_id","player_id","rank","player","opp_avg"
"1",309,22887,1,"Morgan Foley",0.13
"2",947,28186,2,"Jalissa Gum",0.136
"3",436,54947,3,"Hannah Perryman",0.139
"4",1079,46555,4,"Chelsea McManaway",0.142
"5",383,59153,5,"Coley Ries",0.148
"6",608,434,6,"Stephanie Adkins",0.152
"7",30052,56198,7,"Courtney Poole",0.154
"8",30199,29892,8,"Grayson Harvey",0.156
"9",757,9605,9,"Lyndsay Butler",0.16
"10",1314,59719,10,"Emmie Robertson",0.164
"11",30028,4036,11,"Kelsie Batten",0.172
"12",39,17607,12,"Paige Deschaine",0.174
"13",95,39710,13,"Brooke Langeloh",0.179
"14",1001,71925,14,"Carley Tysinger",0.18
"15",675,11537,14,"Jacqueline Cautela",0.18
"16",65,53777,14,"Taylor Parker",0.18
"17",65,6806,17,"Sarah Bortner",0.181
"18",533,50847,18,"Kaitlynn Nelson",0.182
"19",1013,9121,19,"Alli Burdette",0.183
"20",30193,29306,19,"Erin Harden",0.183
"21",1462,33038,21,"Stacey Houser",0.184
"22",765,29448,22,"Brooke Harner",0.185
"23",30002,21318,23,"Haley Fagan",0.186
"24",984,76571,24,"Kirsten Wilson",0.187
"25",291,76282,24,"Maddie Williams",0.187
"26",9630,22888,24,"Sayaka Foley",0.187
"27",106,61703,27,"Alex Sagl",0.188
"28",689,2751,27,"Alyssa Bache",0.188
"29",30152,77621,29,"Kayla Wyatt",0.19
"30",658,13130,30,"Kelsey Cockrill",0.192
"31",30146,77681,31,"Carly Xepoleas",0.194
"32",470,37524,32,"Nicole King",0.195
"33",9630,73045,33,"Hannah Vet",0.196
"34",1376,4299,33,"Kimmy Beasley",0.196
"35",13028,54528,35,"Augie Pena",0.197
"36",1334,65707,35,"Lauren Slatten",0.197
"37",1318,20969,35,"Samantha Esque",0.197
"38",790,42945,38,"Hanna Lythberg",0.2
"39",307,78568,38,"Lauren Zola",0.2
"40",1170,32961,40,"Maryann Hoskins",0.201
"41",470,9786,40,"Victoria Cabral",0.201
"42",383,4804,42,"Libby Bemis",0.202
"43",30045,31726,42,"Rachel Hill",0.202
"44",1000,74810,44,"Allison Webster",0.203
"45",728,58135,45,"Brooke Redmond",0.204
"46",1460,7360,46,"Danielle Bradley",0.205
"47",1123,66633,46,"Michelle Sorensen",0.205
"48",591,1937,46,"Sarah Appold",0.205
"49",360,65709,49,"Bekah Slattery",0.206
"50",9680,65323,49,"Kassidy Simons",0.206
"51",307,16167,51,"Brooke Darling",0.207
"52",54,77964,51,"Jessica Yost",0.207
"53",1376,24831,51,"Kaylee Garner",0.207
"54",757,6334,51,"Mackenzie Boehler",0.207
"55",395,43067,55,"Wendy Macias",0.208
"56",95,25745,56,"Haley Gilham",0.209
"57",995,53286,57,"Amber Padilla",0.21
"58",1126,74087,57,"Bailey Walters",0.21
"59",30058,51616,57,"Tiaria Norman",0.21
"60",103,10050,60,"Karina Callazo",0.211
"61",645,73132,61,"Brielle Vidmar",0.212
"62",8875,59763,61,"Kayla Robins",0.212
"63",1257,45710,61,"Maude McCourry",0.212
"64",25,44125,64,"Brandy Marlett",0.213
"65",728,22672,64,"Jacqueline Flood",0.213
"66",11740,11944,64,"Kalyn Chapman",0.213
"67",3,43889,64,"Lindsay Mapes",0.213
"68",765,32989,68,"Amanda Houck",0.214
"69",499,18743,68,"Kelsea Dorsey",0.214
"70",23121,46520,68,"Lauren McLeod",0.214
"71",675,71213,71,"Nicolette Trapani",0.215
"72",584,22864,71,"Niki Fogle",0.215
"73",507,62937,73,"Kendle Schieber",0.216
"74",30138,34145,73,"Maci Ingram",0.216
"75",339,51313,73,"Savannah Nierintz",0.216
"76",734,9991,76,"Caitlyn Calhoun",0.217
"77",407,15727,76,"Mckaily Cusumano",0.217
"78",1085,77573,76,"Samantha Wroblewski",0.217
"79",30055,51596,79,"Bianca Noriega",0.218
"80",429,62449,79,"Carlie Sargent",0.218
"81",8956,35555,79,"Desiree Joines",0.218
"82",1059,46234,79,"Kalie McHenry",0.218
"83",30146,24679,79,"Narissa Garcia",0.218
"84",11276,49320,79,"Taylor Morgan",0.218
"85",628,12763,85,"Megan Clark",0.22
"86",174,39799,86,"Allie Lapallo",0.221
"87",54,44810,86,"Jenna Massingill",0.221
"88",12810,77336,86,"Kayce Wooldridge",0.221
"89",1174,74783,89,"Josie Weber",0.222
"90",643,16599,90,"Brooke Dawson",0.225
"91",93,76173,90,"Cassandra Williams",0.225
"92",437,30190,90,"Chelsea Hawks",0.225
"93",30092,14195,90,"Haleigh Corbally",0.225
"94",8411,13366,90,"Kendra Coleman",0.225
"95",30055,55580,90,"Tori Pierucci",0.225
"96",645,41715,96,"Amanda Llerena",0.226
"97",30045,35206,96,"Amber Johnson",0.226
"98",1072,22419,96,"Candace Fitch",0.226
"99",1174,65956,99,"Courtney Smith",0.227
"100",13028,61126,99,"Lauren Rudesheim",0.227
"101",98,12785,99,"Sierra Clark",0.227
