"","team_id","player_id","rank","player","hr"
"1",149,14850,1,"Morgan Noad",23
"2",257,9872,1,"Tina Iosefa",23
"3",402,15954,3,"Erika Piancastelli",22
"4",37,4035,4,"Kasey Cooper",21
"5",756,145,4,"Ali Aguilar",21
"6",463,11045,4,"Mj Knighten",21
"7",29,12996,4,"Katiyana Mauga",21
"8",503,14538,8,"Emily Naegele",20
"9",234,21319,8,"Jessie Warren",20
"10",37,16855,8,"Jade Rhodes",20
"11",464,21325,8,"Nicole Warren",20
"12",418,17396,12,"Sierra Romero",19
"13",457,2365,12,"Kristen Brown",19
"14",450,8828,12,"Rachel Heinze",19
"15",518,1212,12,"Alex Bayne",19
"16",671,5807,16,"Lexie Elkins",18
"17",671,4238,16,"Aleah Craighton",18
"18",490,17482,16,"Tyler Ross",18
"19",331,7957,16,"Maddy Grimm",18
"20",600,18347,16,"Jordan Seneca",18
"21",671,17847,16,"Dj Sanders",18
"22",545,22543,22,"Giorgiana Zeremenko",17
"23",434,4249,22,"Emily Crane",17
"24",529,20625,22,"Nikki Udria",17
"25",77,19642,22,"Libby Sugg",17
"26",700,13763,22,"Kierra Miles",17
"27",110,19168,22,"Delaney Spaulding",17
"28",459,20097,28,"Lindsay Thomas",16
"29",254,5412,28,"Ivie Drake",16
"30",115,18073,28,"Amber Schisler",16
"31",234,16226,28,"Alex Powers",16
"32",649,8923,28,"Ali Herdliska",16
"33",99,19896,28,"Darian Tautalafua",16
"34",509,6355,28,"Andrea Filler",16
"35",115,13148,28,"Rachel Mccollum",16
"36",8,11385,28,"Leona Lafaele",16
"37",769,4506,28,"Crystal Cyr",16
"38",671,11471,28,"Shellie Landry",16
"39",697,4500,28,"Kristen Cuyos",16
"40",149,5286,28,"Kelsey Dominik",16
"41",148,13452,41,"Erica Mcnew",15
"42",110,17952,41,"Mysha Sataraka",15
"43",703,19391,41,"Lindsey Stephens",15
"44",711,19550,41,"Shelby Stracher",15
"45",508,10865,41,"Kellye Kincannon",15
"46",244,10214,41,"Candace Johnson",15
"47",509,11858,41,"Amy Letourneau",15
"48",10411,19802,41,"Amy Szymanowski",15
"49",28,19113,41,"Jennifer Soria",15
"50",600,14905,41,"Hayley Norton",15
"51",716,4791,41,"Hannah Day",15
"52",180,19384,41,"Anna Steinmetz",15
"53",671,21001,41,"Kelsey Vincent",15
"54",434,16591,41,"Chloe Rathburn",15
"55",10411,16647,41,"Ryan Rector",15
"56",758,9171,41,"Sara Hingsberger",15
"57",508,11469,41,"Natalie Landry",15
"58",14,19026,58,"Elizabeth Snow",14
"59",650,13915,58,"Yvon Minogue",14
"60",62,13346,58,"Griffin Mciver",14
"61",697,20943,58,"Tori Vidales",14
"62",365,1330,58,"Bianka Bell",14
"63",229,12078,58,"Emily Lochten",14
"64",529,11999,58,"Janelle Lindvall",14
"65",782,21870,58,"Cacy Williams",14
"66",464,8272,58,"Sydney Hames",14
"67",439,6736,58,"Jill Freese",14
"68",366,4337,58,"Anna Cross",14
"69",288,11000,58,"Courtney Klingler",14
"70",651,19230,58,"Lee ann Spivey",14
"71",688,15334,58,"Corinne Ozanne",14
"72",1320,17336,58,"Hope Rogers",14
"73",665,19706,73,"Kiara Suttles",13
"74",231,20028,73,"Stephanie Texeira",13
"75",67,4115,73,"Tatiana Cortez",13
"76",37,3023,73,"Emily Carosone",13
"77",732,6482,73,"Hannah Flippen",13
"78",466,19752,73,"Megan Sweet",13
"79",529,7413,73,"Geri ann Glasco",13
"80",606,22403,73,"Sarah Yoos",13
"81",497,18075,73,"Kelli Schkade",13
"82",609,15840,73,"Mackenzie Peter",13
"83",493,14188,73,"Logan Moreland",13
"84",694,15305,73,"Lexi Overstreet",13
"85",817,13749,73,"Cali Mikovich",13
"86",522,11047,73,"Shay Knighten",13
"87",365,10036,73,"Sahvanna Jaquish",13
"88",756,19142,73,"Kimberlee Souza",13
"89",472,9485,73,"Kelsey Horton",13
"90",697,18573,73,"Samantha Show",13
"91",66,3305,73,"Rebekah Cervantes",13
"92",664,9309,73,"Lauren Holifield",13
"93",244,1924,73,"Annarose Borrelli",13
"94",367,8908,73,"Megan Hensley",13
"95",149,17158,73,"Annie Robinson",13
"96",101,9489,73,"Savannah Horvath",13
"97",490,2650,73,"Meredith Burroughs",13
"98",51,8730,73,"Linsey Hays",13
"99",316,876,73,"Danielle Baker",13
"100",110,10076,73,"Madeline Jelenicki",13
"101",5,6795,73,"Savannah Fruin",13
"102",706,4275,73,"Randee Crawford",13
