"","team_id","player_id","rank","player","sb"
"1",655,11373,1,"Katie Lacour",58
"2",434,6866,2,"Taylor Gadbois",56
"3",697,13864,3,"Keeli Milligan",54
"4",386,5472,3,"Maureen Duddy",54
"5",234,10970,5,"Morgan Klaevemann",53
"6",388,7845,6,"Kaelynn Greene",51
"7",513,21626,7,"Karley Wester",44
"8",180,7183,8,"Leanna Gearhart",43
"9",716,1431,9,"Katie Benton",41
"10",509,16429,10,"Sabrina Rabin",40
"11",519,17991,10,"Taylor Saxton",40
"12",388,4525,12,"Elicia D'orazio",39
"13",386,20749,13,"Kyrsten Van natta",38
"14",419,1608,13,"Precious Birdsong",38
"15",178,7181,15,"Nicole Gazzola",37
"16",111,16888,15,"Madeline Richard",37
"17",302,21416,15,"Lexi Watts",37
"18",108,21302,15,"Brianna Warner",37
"19",236,9664,19,"Jess Hughes",36
"20",596,17352,20,"Kelli Rohan",35
"21",655,14766,20,"Kinsey Nichols",35
"22",10411,3382,22,"Kendsey Chappelear",34
"23",498,17124,23,"Rochelle Roberts",33
"24",709,11792,23,"Jessica Lemieux",33
"25",257,5864,23,"Cortni Emanuel",33
"26",472,17309,23,"Rachel Rodriguez",33
"27",678,19987,23,"Jessie Tenbroeck",33
"28",48,12966,23,"Amanda Matsumodo",33
"29",457,4848,23,"Destiny Deberry",33
"30",493,14188,30,"Logan Moreland",32
"31",596,13232,30,"Emily Mcdonough",32
"32",655,16514,30,"Jaquelyn Ramon",32
"33",725,13185,33,"Kasey Mccravey",30
"34",433,19597,33,"Miranda Strother",30
"35",28600,5854,33,"Brittany Elmore",30
"36",439,9125,33,"Emma Hill",30
"37",635,19704,33,"Valerie Suto",30
"38",514,8576,38,"Sarah Hartley",29
"39",149,3499,38,"Bri Chiusano",29
"40",355,22522,38,"Tori Zavodny",29
"41",306,1765,38,"Rebecca Blitz",29
"42",1157,5008,38,"Taylor Denton",29
"43",649,13391,38,"Christian Mckone",29
"44",388,22545,44,"Morgan Zerkle",28
"45",302,13962,44,"Lari Mitchell",28
"46",202,10484,44,"Kayla Joyce",28
"47",446,22421,44,"Damali Young",28
"48",559,9452,44,"Kristen Hoppman",28
"49",68,3948,44,"Moriah Connolly",28
"50",490,17482,50,"Tyler Ross",27
"51",294,2621,50,"Kacie Burnett",27
"52",1014,5574,50,"Taylor Dupree",27
"53",234,8560,50,"Cali Harrod",27
"54",563,6873,50,"Marissa Gagliano",27
"55",493,18572,50,"Katie Shoultz",27
"56",404,8473,50,"Hannah Harrell",27
"57",434,6122,57,"Sami Fagan",26
"58",381,16381,57,"Shannon Puthe",26
"59",229,15409,57,"Madisyn Palmer",26
"60",406,13859,57,"Taylor Miller",26
"61",2707,15479,57,"Brooke Parker",26
"62",457,12937,57,"Aquilla Mateen",26
"63",817,3200,63,"Miranda Castiglione",25
"64",434,4249,63,"Emily Crane",25
"65",694,7194,63,"Megan Geer",25
"66",228,14594,63,"Jessica Nathan",25
"67",220,6353,63,"Lauren Filicia",25
"68",87,12414,63,"Maggie Macbeth",25
"69",678,18853,63,"Ashly Smith",25
"70",28755,9632,63,"Kelsey Huff",25
"71",731,3647,63,"Jazmin Clarke",25
"72",10411,7375,63,"Ansley Gilstrap",25
"73",5,14756,63,"Alyssa Nicholas",25
"74",1004,21667,63,"Briana Whisenhunt",25
"75",229,12078,75,"Emily Lochten",24
"76",222,21816,75,"Madelaine Wilen",24
"77",72,10572,75,"Kelly Kapp",24
"78",61,21366,75,"Iesha Waters",24
"79",311,7519,75,"Brittany Gomez",24
"80",700,1516,75,"Jordan Bettiol",24
"81",1157,3344,75,"Kara Chambers",24
"82",30024,18959,75,"Morgan Smith",24
"83",67,5150,75,"Lexi Diemmanuele",24
"84",519,3789,75,"Deanna Cole",24
"85",101,9489,85,"Savannah Horvath",23
"86",111,4476,85,"Jenna Curtan",23
"87",202,14465,85,"Paige Murphy",23
"88",83,6206,85,"Amanda Fazio",23
"89",553,21937,85,"Shelby Williams",23
"90",404,20477,85,"Kyler Trosclair klatt",23
"91",735,11648,85,"Taylor Lawson",23
"92",554,21356,85,"Kaitlyn Waslawski",23
"93",498,13351,85,"Sydney Mckay",23
"94",8,13136,94,"Haylie Mccleney",22
"95",101,7446,94,"Taylor Glover",22
"96",107,17412,94,"Lindsay Rood",22
"97",695,7543,94,"Carly Gonzales",22
"98",646,20287,94,"Kaleigh Todd",22
"99",97,21860,94,"Ariana Williams",22
"100",62,2061,94,"Gabby Bracchi",22
"101",503,11149,94,"Kali Kossakowski",22
"102",513,21625,94,"Ali Wester",22
"103",61,867,94,"Annie Bakenhus",22
"104",434,14586,94,"Regan Nash",22
"105",603,22555,94,"Lauren Zick",22
"106",334,17786,94,"Sylver Samuel",22
"107",725,21097,94,"Mae Wadyka",22
