"","team_id","player_id","rank","player","k_7"
"1",646,2336,1,"Devin Brown","11.0"
"2",235,1059,2,"Kelly Barnhill","10.8"
"3",418,1513,3,"Megan Betsa","10.5"
"4",529,8666,4,"Cheridan Hawkins","10.4"
"5",8,15261,5,"Alexis Osorio","10.3"
"6",428,7975,6,"Sara Groenewegen","10.0"
"7",235,7702,7,"Delanie Gourley"," 9.9"
"8",719,21390,8,"Emily Watson"," 9.8"
"9",229,8393,9,"Kylee Hanson"," 9.5"
"10",692,11928,10,"Danielle Liberatore"," 9.4"
"11",28600,22431,11,"Kelly Young"," 9.2"
"12",189,14732,12,"Nicole Newman"," 9.2"
"13",169,5688,13,"Sydnee Eck"," 9.2"
"14",380,6526,14,"Molly Flowers"," 9.1"
"15",670,17614,15,"Randi Rupp"," 8.8"
"16",202,6539,16,"Hayley Flynn"," 8.8"
"17",694,6863,17,"Erin Gabriel"," 8.6"
"18",90,9811,18,"Sierra Hyland"," 8.5"
"19",458,22110,19,"Haley Wiseman"," 8.5"
"20",528,14679,20,"Meehra Nelson"," 8.5"
"21",317,6581,21,"Jailyn Ford"," 8.4"
"22",175,3171,22,"Manda Cash"," 8.4"
"23",306,20402,23,"Tara Trainer"," 8.4"
"24",51,19339,24,"Heather Stearns"," 8.3"
"25",248,21027,25,"Marina Vitalich"," 8.2"
"26",590,3001,26,"Jamie Carlson"," 8.2"
"27",365,9430,27,"Carley Hoover"," 8.1"
"28",234,2647,28,"Jessica Burroughs"," 8.1"
"29",257,7773,29,"Brittany Gray"," 8.1"
"30",355,3178,30,"Chase Cassady"," 8.0"
"31",518,9762,31,"Shelby Hursh"," 8.0"
"32",107,15171,32,"Nisa Ontiveros"," 7.9"
"33",219,6518,33,"Morgan Florey"," 7.9"
"34",769,18622,34,"Taylor Sigmon"," 7.9"
"35",169,21752,35,"Micaela Whitney"," 7.8"
"36",149,8072,36,"Ashley Guillette"," 7.8"
"37",334,14954,37,"Kelsey Nunley"," 7.8"
"38",504,17467,38,"Chelsea Ross"," 7.6"
"39",26172,3113,39,"Liz Carter"," 7.6"
"40",129,11018,40,"Rachel Knapp"," 7.5"
"41",67,6738,41,"Allyson Frei"," 7.5"
"42",77,2532,42,"Mckenna Bull"," 7.5"
"43",522,15509,43,"Paige Parker"," 7.5"
"44",513,16851,44,"Allie Rhodes"," 7.4"
"45",128,20596,45,"Shelby Turnier"," 7.3"
"46",439,16996,46,"Amanda Riley"," 7.3"
"47",739,16169,47,"Kate Poppe"," 7.2"
"48",317,7611,48,"Megan Good"," 7.2"
"49",196,17035,49,"Lydia Ritchie"," 7.2"
"50",493,18369,50,"Jacquelyn Sertic"," 7.2"
"51",769,2479,51,"Courtney Buchanan"," 7.2"
"52",416,22486,52,"Kristina Zalewski"," 7.1"
"53",17,2148,53,"Ashley Breal"," 7.1"
"54",669,19604,54,"Erin Struemph"," 7.1"
"55",742,20615,55,"Maggie Tyler"," 7.1"
"56",235,15053,56,"Aleshia Ocasio"," 7.0"
"57",559,6211,57,"Lilly Fecho"," 7.0"
"58",756,401,58,"Taran Alvelo"," 7.0"
"59",388,5216,59,"Jordan Dixon"," 7.0"
"60",651,14955,60,"Erica Nunn"," 7.0"
"61",363,7175,61,"Sydney Gay"," 7.0"
"62",683,14622,62,"Maddy Neales"," 7.0"
"63",771,9875,63,"Emily Ira"," 6.8"
"64",472,5310,64,"Karysta Donisthorpe"," 6.8"
"65",519,19468,65,"Danielle Stiene"," 6.7"
"66",627,17682,66,"Megan Sabbatini"," 6.7"
"67",28,10794,67,"Kelsey Kessler"," 6.7"
"68",735,21533,68,"Taylor Weissenhofer"," 6.7"
"69",482,1487,69,"Sierra Bertrand"," 6.6"
"70",603,11190,70,"Grace Kramer"," 6.6"
"71",331,11381,71,"Ronnie Ladines"," 6.6"
"72",87,8121,72,"Kristin Gutierrez"," 6.6"
"73",540,17933,73,"Alexis Sargent"," 6.6"
"74",257,21842,74,"Chelsea Wilkinson"," 6.6"
"75",302,8799,75,"Elaine Heflin"," 6.6"
"76",671,19436,76,"Alex Stewart"," 6.6"
"77",688,3247,77,"Jocelyn Cater"," 6.4"
"78",275,7982,78,"Morgan Groom"," 6.4"
"79",191,11119,79,"Tara Konopka"," 6.4"
"80",402,20999,80,"Emily Vincent"," 6.4"
"81",97,22377,82,"Desiree Ybarra"," 6.4"
"82",386,15045,82,"Jayne Oberdorf"," 6.4"
"83",180,3767,83,"Kiersten Coffman"," 6.3"
"84",201,22100,84,"Jessica Wireman"," 6.3"
"85",253,16477,85,"Dixie Raley"," 6.3"
"86",513,14590,86,"Rachel Nasland"," 6.3"
"87",178,20599,87,"Tara Tursellino"," 6.3"
"88",99,3690,88,"Christina Clermont"," 6.2"
"89",562,9023,89,"Casey Herzog"," 6.2"
"90",104,12304,90,"Ashley Ludlow"," 6.2"
"91",68,17640,91,"Melanie Russell"," 6.2"
"92",220,15403,92,"Destinee Pallotto"," 6.1"
"93",446,1301,93,"Amy Begg"," 6.1"
"94",236,7348,94,"Rachel Gillen"," 6.1"
"95",703,4766,95,"Tiarra Davis"," 6.1"
"96",71,19124,96,"Kiley Sosby"," 6.1"
"97",490,13923,97,"Courtney Mirabella"," 6.1"
"98",414,12107,98,"Amber Logemann"," 6.1"
"99",632,8256,99,"Amanda Hallman"," 6.1"
"100",466,9896,100,"Mckenna Isenberg"," 6.1"
