"","team_id","player_id","rank","player","era"
"1",778,70481,1,"Katie Thornton",0.752
"2",21,68379,2,"Morgan Stratton",0.797
"3",601,70012,3,"Lindsey Thayer",0.918
"4",30064,20566,4,"Samantha Emert",0.987
"5",398,44243,5,"Alexandra Marshall",1.023
"6",622,48481,6,"Brooke Mizelle",1.126
"7",745,38738,7,"Kandis Kresinske",1.148
"8",142,28247,8,"Anna Gurr",1.188
"9",8687,63518,9,"Patti Sciglimpaglia",1.255
"10",30044,61046,10,"Jess Rozick",1.281
"11",745,64752,10,"Mary Shipp",1.281
"12",22626,14358,12,"Jennifer Corona",1.304
"13",806,78254,13,"Chelsea Zang",1.376
"14",973,33111,14,"Kassie Howard",1.381
"15",313,42985,15,"Allison Macari",1.383
"16",320,37633,16,"Annmarie Kirchner",1.397
"17",330,15095,17,"Mariah Crisp",1.404
"18",296,28443,18,"Holly Haberkorn",1.409
"19",622,7997,19,"Annah Brittingham",1.41
"20",259,33963,20,"Beth Ann Hyland",1.466
"21",382,21737,21,"Alycia Feeney",1.476
"22",217,22173,22,"Brittany File",1.478
"23",372,7590,23,"Samantha Bratland",1.489
"24",76,45478,24,"Kelly McCarthy",1.494
"25",755,55786,25,"Annie Pitkin",1.533
"26",793,6069,26,"Lauren Blasczyk",1.537
"27",438,31933,27,"Liz Hippen",1.561
"28",783,62902,28,"Alexis Schengrund",1.585
"29",296,28349,29,"Melissa Guzior",1.602
"30",411,1009,30,"Courtney Allen",1.606
"31",787,55982,31,"Allison Podmajersky",1.611
"32",25719,9160,32,"Kate Burge",1.612
"33",656,52922,33,"Shannon Orton",1.625
"34",798,8606,34,"Sara Brunlieb",1.629
"35",42,29870,35,"Vanessa Hartzell",1.641
"36",124,42871,36,"Kelly Lynch",1.653
"37",623,6257,37,"Kelsey Boarman",1.663
"38",30037,59898,38,"Justine Robles",1.719
"39",597,41395,39,"Megan Lindenfelser",1.738
"40",775,27581,40,"Heidi Grieger",1.755
"41",597,22812,41,"Krista Flugstad",1.756
"42",443,51737,42,"Josie Novak",1.764
"43",443,10641,43,"Amanda Carisone",1.771
"44",16142,62946,44,"Bailey Schies",1.799
"45",1094,66632,45,"Madison Sorensen",1.827
"46",565,75765,46,"Candace Whittemore",1.841
"47",570,11527,47,"Stephanie Caudle",1.857
"48",585,41792,48,"Taylor Lockhart",1.859
"49",588,63556,49,"Brittany Scott",1.874
"50",751,45489,50,"Krista McCartney",1.882
"51",531,53186,51,"Rachael Owens",1.883
"52",117,44483,52,"Amber Martinelli",1.906
"53",1468,13818,53,"Cindy Connoly",1.907
"54",341,37204,54,"Katherine Kibbe",1.913
"55",815,36046,55,"Melissa Jurkiewicz",1.918
"56",28593,29401,56,"Taylor Harkins",1.924
"57",313,57190,57,"Laura Quicker",1.929
"58",681,64788,58,"Samantha Shockey",1.942
"59",1451,60397,59,"Jazmyn Rohrer",1.958
"60",517,41304,60,"Kirsten Lightel",1.96
"61",730,76423,61,"Kaitlyn Willis",1.961
"62",300,51520,62,"Jenna Noland",1.976
"63",1062,69802,62,"Raquel Tello",1.976
"64",805,10110,64,"Julia Camardo",1.977
"65",1454,40628,65,"Makayla Lefever",1.979
"66",168,22658,66,"Alexandrea Flint",1.98
"67",808,18692,67,"Clare Doolin",2.005
"68",16,51990,68,"Sammi O'Connor",2.024
"69",538,48044,69,"Rachel Miller",2.025
"70",618,48484,70,"Chrisi Mizera",2.027
"71",166,29423,71,"Haley Harmon",2.039
"72",297,56699,72,"Amanda Price",2.068
"73",88,25916,73,"Jess Giordano",2.071
"74",168,39218,74,"Jamie Lachall",2.072
"75",139,30450,75,"Tara Heatwole",2.093
"76",84,21419,76,"Jenna Falline",2.117
"77",461,47399,77,"Rachel Mertens",2.137
"78",426,17470,78,"Cassidy DeNoon",2.141
"79",712,55883,79,"Sam Platt",2.144
"80",179,67601,80,"Jamie Stefani",2.152
"81",266,30362,81,"Hannah Heacox",2.16
"82",286,35813,82,"Sydney Jones",2.164
"83",770,12585,83,"Emily Cintorino",2.165
"84",733,48713,84,"Abby Monroe",2.167
"85",258,58386,85,"Aileen Reilly",2.186
"86",1434,47429,86,"Courtney Messenger",2.189
"87",45,58388,87,"Ali Reilly",2.195
"88",177,3166,88,"Emma Baldwin",2.198
"89",789,50181,89,"Mackenzie Murphy",2.208
"90",566,11903,90,"Lindsey Chaney",2.222
"91",30114,77457,91,"Emily Wrenn",2.23
"92",486,57122,92,"Rachel Quackenbush",2.243
"93",462,24930,93,"Marisa Garver",2.245
"94",785,66021,94,"Jade Smith",2.248
"95",1297,48017,95,"Marissa Miller",2.258
"96",44,66156,96,"Mary Beth Smith",2.273
"97",401,70109,97,"Annie Thomas",2.274
"98",753,4942,98,"Maddie Bennett",2.276
"99",684,77718,99,"Ali Yamakaitis",2.278
"100",1451,23067,100,"Amber Forrest",2.281
