"","team_id","player_id","rank","player","so"
"1",436,54963,1,"Hannah Perryman",522
"2",309,22891,2,"Morgan Foley",497
"3",383,59169,3,"Coley Ries",434
"4",30052,56214,4,"Courtney Poole",395
"5",1001,71940,5,"Carley Tysinger",390
"6",30002,21323,6,"Haley Fagan",289
"7",30152,77636,7,"Kayla Wyatt",284
"8",54,77979,8,"Jessica Yost",276
"9",1314,59735,9,"Emmie Robertson",270
"10",947,28192,10,"Jalissa Gum",247
"11",1000,74824,11,"Allison Webster",243
"12",30193,29312,12,"Erin Harden",236
"13",8875,59779,13,"Kayla Robins",232
"14",1433,47919,14,"Cassy Miller",229
"15",757,9606,15,"Lyndsay Butler",227
"16",291,76296,15,"Maddie Williams",227
"17",11276,49335,17,"Taylor Morgan",223
"18",1079,46570,18,"Chelsea McManaway",219
"19",95,39723,19,"Brooke Langeloh",214
"20",728,58151,19,"Brooke Redmond",214
"21",1013,9122,21,"Alli Burdette",204
"22",1059,46249,22,"Kalie McHenry",203
"23",9011,19563,23,"Paxton Duran",202
"24",1123,66648,24,"Michelle Sorensen",199
"25",1334,65722,25,"Lauren Slatten",198
"26",734,9993,26,"Caitlyn Calhoun",197
"27",1376,4300,27,"Kimmy Beasley",196
"28",93,76187,28,"Cassandra Williams",195
"29",791,29384,28,"Mercedes Hargett",195
"30",230,54566,30,"Rachel Pence",193
"31",360,65724,31,"Bekah Slattery",185
"32",54,44825,32,"Jenna Massingill",184
"33",30028,4037,33,"Kelsie Batten",182
"34",728,22676,34,"Jacqueline Flood",181
"35",437,30196,35,"Chelsea Hawks",180
"36",584,22868,36,"Niki Fogle",178
"37",1170,32968,37,"Maryann Hoskins",177
"38",25,44140,38,"Brandy Marlett",176
"39",429,62465,38,"Carlie Sargent",176
"40",30141,55616,40,"Olivia Pifer",173
"41",8736,51975,41,"Alex O'Connor",172
"42",30058,51631,42,"Tiaria Norman",171
"43",30199,29898,43,"Grayson Harvey",170
"44",30138,43357,43,"Holly Magre",170
"45",12799,11954,45,"Mallory Chapman",169
"46",39,17611,46,"Paige Deschaine",166
"47",689,2752,47,"Alyssa Bache",164
"48",984,76585,48,"Kirsten Wilson",163
"49",470,37536,48,"Nicole King",163
"50",1376,24836,50,"Kaylee Garner",162
"51",9630,22892,50,"Sayaka Foley",162
"52",3,43904,52,"Lindsay Mapes",157
"53",1318,20974,52,"Samantha Esque",157
"54",499,18748,54,"Kelsea Dorsey",156
"55",645,41730,55,"Amanda Llerena",154
"56",106,61719,56,"Alex Sagl",153
"57",30126,56056,57,"Ashley Pokraka",152
"58",65,6807,57,"Sarah Bortner",152
"59",395,43082,57,"Wendy Macias",152
"60",11740,11948,60,"Kalyn Chapman",150
"61",8411,13370,60,"Kendra Coleman",150
"62",13028,54544,62,"Augie Pena",148
"63",1085,36768,62,"Shelby Kelley",148
"64",30191,61722,64,"Caroline Sagrera",145
"65",12810,77351,64,"Kayce Wooldridge",145
"66",1167,21915,66,"Mckenzi Ferguson",144
"67",608,434,66,"Stephanie Adkins",144
"68",291,52230,68,"Katie Obbema",143
"69",765,32996,69,"Amanda Houck",142
"70",499,31005,70,"Kindra Henze",141
"71",632,28817,71,"Amanda Hallman",139
"72",1012,28779,71,"Tayler Hall",139
"73",9013,66039,73,"Janie Smith",138
"74",767,28630,74,"Kilee Halbert",136
"75",765,29454,75,"Brooke Harner",134
"76",591,1938,75,"Sarah Appold",134
"77",11416,68893,77,"Mckenzie Surface",133
"78",468,40146,77,"Sarah Lavallee",133
"79",10,29740,79,"Tyler Harrison",131
"80",30137,28731,80,"Kari Hall",129
"81",9680,65339,80,"Kassidy Simons",129
"82",9012,42813,82,"Ashley Lutz",128
"83",757,6335,82,"Mackenzie Boehler",128
"84",30128,32958,84,"Kerrigan Hoshaw",127
"85",507,62953,85,"Kendle Schieber",126
"86",15646,75610,85,"Liz White",126
"87",1438,65059,85,"Savanna Sieger",126
"88",1096,41129,88,"Carly Lewis",125
"89",613,8297,88,"Danielle Brown",125
"90",658,13134,88,"Kelsey Cockrill",125
"91",1057,75000,88,"Shelby Weissenbach",125
"92",174,39812,92,"Allie Lapallo",124
"93",30154,67391,92,"Darby Stanford",124
"94",339,51328,92,"Savannah Nierintz",124
"95",30138,34153,95,"Maci Ingram",122
"96",8935,44444,95,"Marissa Martin",122
"97",546,73691,95,"Melissa Wagner",122
"98",70,57974,95,"Stefanie Ray",122
"99",30050,14942,99,"Jaycee Craver",121
"100",383,4805,99,"Libby Bemis",121
