"","home_team_logo","home_team_id","home_team","home_team_runs","away_team_logo","away_team_id","away_team","away_team_runs","game_id","season","game_date"
"1","http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/645.gif",645,"Sonoma St.",2,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/30123.gif",30123,"Academy of Art",7,"2365829",2023,"02/03/2023"
"2","http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/30127.gif",30127,"Simon Fraser",14,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/929.gif",929,"Adams St.",19,"2365863",2023,"02/03/2023"
"3","http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/24639.gif",24639,"Nova Southeastern",1,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/10.gif",10,"Alabama Huntsville",3,"2365835",2023,"02/03/2023"
"4","http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/24639.gif",24639,"Nova Southeastern",4,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/10.gif",10,"Alabama Huntsville",1,"2388632",2023,"02/03/2023"
"5","http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/1009.gif",1009,"Central Okla.",13,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/25.gif",25,"Angelo St.",9,"2365843",2023,"02/03/2023"
"6","http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/25.gif",25,"Angelo St.",3,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/947.gif",947,"Arkansas Tech",7,"2365838",2023,"02/03/2023"
"7","http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/30179.gif",30179,"Okla. Christian",7,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/41.gif",41,"Augustana (SD)",2,"2365842",2023,"02/03/2023"
"8","http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/608.gif",608,"Saint Leo",3,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/30093.gif",30093,"AUM",0,"2365847",2023,"02/03/2023"
"9","http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/98.gif",98,"Cal St. East Bay",3,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/30146.gif",30146,"Azusa Pacific",5,"2365857",2023,"02/03/2023"
"10","http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/11403.gif",11403,"Colo. Christian",6,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/30220.gif",30220,"Biola",10,"2365859",2023,"02/03/2023"
"11","http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/30220.gif",30220,"Biola",4,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/92.gif",92,"Cal St. Dom. Hills",2,"2365856",2023,"02/03/2023"
"12","http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/11416.gif",11416,"Colorado Mesa",4,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/98.gif",98,"Cal St. East Bay",3,"2365903",2023,"02/03/2023"
"13","http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/1010.gif",1010,"Central Wash.",1,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/30055.gif",30055,"Cal St. Monterey Bay",4,"2365861",2023,"02/03/2023"
"14","http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/30118.gif",30118,"Dominican (CA)",2,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/30198.gif",30198,"Cal St. San Marcos",3,"2365858",2023,"02/03/2023"
"15","http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/628.gif",628,"San Fran. St.",3,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/1010.gif",1010,"Central Wash.",1,"2365860",2023,"02/03/2023"
"16","http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/205.gif",205,"Mont. St. Billings",3,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/95.gif",95,"Chico St.",2,"2365882",2023,"02/03/2023"
"17","http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/1123.gif",1123,"Henderson St.",0,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/1015.gif",1015,"Christian Brothers",12,"2365822",2023,"02/03/2023"
"18","http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/1289.gif",1289,"Ouachita Baptist",6,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/1015.gif",1015,"Christian Brothers",3,"2365898",2023,"02/03/2023"
"19","http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/30198.gif",30198,"Cal St. San Marcos",7,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/11403.gif",11403,"Colo. Christian",1,"2365818",2023,"02/03/2023"
"20","http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/30055.gif",30055,"Cal St. Monterey Bay",1,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/11416.gif",11416,"Colorado Mesa",2,"2365879",2023,"02/03/2023"
