"","home_team_logo","home_team_id","home_team","home_team_runs","away_team_logo","away_team_id","away_team","away_team_runs","game_id","season","game_date"
"1","http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/1000.gif",1000,"Carson-Newman",7,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/1028.gif",1028,"Concord",1,"2365812",2023,"02/01/2023"
"2","http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/1000.gif",1000,"Carson-Newman",4,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/1028.gif",1028,"Concord",1,"2388628",2023,"02/01/2023"
"3","http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/13028.gif",13028,"Anderson (SC)",9,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/30259.gif",30259,"USC Beaufort",3,"2365807",2023,"02/01/2023"
"4","http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/13028.gif",13028,"Anderson (SC)",11,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/30259.gif",30259,"USC Beaufort",3,"2388623",2023,"02/01/2023"
