"","home_team_logo","home_team_id","home_team","home_team_runs","away_team_logo","away_team_id","away_team","away_team_runs","game_id","season","game_date"
"1","http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/1445.gif",1445,"Western N.M.",7,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/929.gif",929,"Adams St.",8,"2412220",2023,"02/05/2023"
"2","http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/30058.gif",30058,"Claflin",19,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/30240.gif",30240,"Allen",0,"2388656",2023,"02/05/2023"
"3","http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/30058.gif",30058,"Claflin",13,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/30240.gif",30240,"Allen",4,"2366064",2023,"02/05/2023"
"4","http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/413.gif",413,"MSU Denver",3,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/25.gif",25,"Angelo St.",4,"2366069",2023,"02/05/2023"
"5","http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/1314.gif",1314,"Pittsburg St.",3,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/25.gif",25,"Angelo St.",2,"2366070",2023,"02/05/2023"
"6","http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/30028.gif",30028,"UT Tyler",8,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/947.gif",947,"Arkansas Tech",0,"2366072",2023,"02/05/2023"
"7","http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/1085.gif",1085,"Francis Marion",5,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/39.gif",39,"Augusta",4,"2388667",2023,"02/05/2023"
"8","http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/1085.gif",1085,"Francis Marion",19,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/39.gif",39,"Augusta",11,"2366114",2023,"02/05/2023"
"9","http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/1462.gif",1462,"Wingate",8,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/15646.gif",15646,"Barton",0,"2412164",2023,"02/05/2023"
"10","http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/1462.gif",1462,"Wingate",10,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/15646.gif",15646,"Barton",2,"2366061",2023,"02/05/2023"
"11","http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/30179.gif",30179,"Okla. Christian",6,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/291.gif",291,"Cal Poly Humboldt",3,"2366104",2023,"02/05/2023"
"12","http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/30199.gif",30199,"CUI",2,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/30055.gif",30055,"Cal St. Monterey Bay",0,"2415368",2023,"02/05/2023"
"13","http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/2696.gif",2696,"Hawaii Pacific",0,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/30198.gif",30198,"Cal St. San Marcos",2,"2366083",2023,"02/05/2023"
"14","http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/11276.gif",11276,"USC Aiken",1,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/1001.gif",1001,"Catawba",7,"2366115",2023,"02/05/2023"
"15","http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/11276.gif",11276,"USC Aiken",0,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/1001.gif",1001,"Catawba",3,"2388668",2023,"02/05/2023"
