"","head_coach","division","coach_id"
"759","Mary Holt-Kelsch","D-I",2975
"760","Mary Jo Firnbach","D-I",2978
"761","Mary Kay Amicone","D-I",2981
"762","Mary-Ellen Hall","D-I",2992
"763","Mat Mundell","D-I",2993
"764","Matt Meuchel","D-I",2997
"765","Matt Prysock","D-I",2999
"766","Maureen Barron","D-I",3006
"767","Maureen Quattrone","D-I",3009
"768","McCall Salmon","D-I",3013
"769","Meadow McWhorter","D-I",3017
"770","Meaggan Pettipiece","D-I",3019
"771","Meaghan Asselta","D-I",3020
"772","Megan Bartlett","D-I",3024
"773","Megan Brown","D-I",3025
"774","Megan Bryant","D-I",3026
"775","Megan Curry","D-I",3030
"776","Megan Griffith","D-I",3033
"777","Megan Rhodes Smith","D-I",3037
"778","Megan Smith Lyon","D-I",3038
"779","Megumi Takasaki","D-I",3045
"780","Melanie Davis","D-I",3049
"781","Melanie Meuchel","D-I",3052
"782","Melinda Fischer","D-I",3056
"783","Melissa Gentile","D-I",3063
"784","Melissa Inouye","D-I",3067
"785","Melissa Jarrell","D-I",3068
"786","Melissa McElvain","D-I",3073
"787","Melissa Radaker","D-I",3078
"788","Melissa Tucci","D-I",3082
"789","Mellanie Surratt","D-I",3083
"790","Melody Cope","D-I",3085
"791","Melyssa Lombardi","D-I",3086
"792","Mercedes Hargett","D-I",3088
"793","Meredith Bakley","D-I",3089
"794","Meredith Smith","D-I",3093
"795","Michael Bastian","D-I",3099
"796","Michael Bumpers","D-I",3100
"797","Michael Lotief","D-I",3107
"798","Michelle Cheatham","D-I",3129
"799","Michelle DePolo","D-I",3134
"800","Michelle Fagnant","D-I",3137
"801","Michelle Gardner","D-I",3140
"802","Michelle Gromacki","D-I",3144
"803","Michelle Houston","D-I",3146
"804","Michelle Johnston","D-I",3147
"805","Michelle Kozak","D-I",3148
"806","Michelle Neveling","D-I",3153
"807","Michelle Phalen","D-I",3158
"808","Michelle Puls","D-I",3159
"809","Michelle Putzer","D-I",3160
"810","Michelle Thomas","D-I",3164
"811","Mickey Dean","D-I",3169
"812","Mickey Tighe","D-I",3171
"813","Mike Armitage","D-I",3175
"814","Mike Bosch","D-I",3177
"815","Mike Candrea","D-I",3178
"816","Mike Charlton","D-I",3179
"817","Mike Coutts","D-I",3181
"818","Mike Gore","D-I",3194
"819","Mike Heard","D-I",3196
"820","Mike Larabee","D-I",3201
"821","Mike McGovern","D-I",3205
"822","Mike Meyers","D-I",3208
"823","Mike Pelegrino","D-I",3212
"824","Mike Perniciaro","D-I",3214
"825","Mike Rappl","D-I",3217
"826","Mike Raynor","D-I",3218
"827","Mike Roberts","D-I",3222
"828","Mike Ruechel","D-I",3223
"829","Mike Smith","D-I",3226
"830","Mike Threehouse","D-I",3228
"831","Mike Tomlinson","D-I",3229
"832","Mike White","D-I",3234
"833","Millicent Van Norden","D-I",3237
"834","Milt Panagotacos","D-I",3239
"835","Miranda Ervin","D-I",3242
"836","Missy Beseres","D-I",3244
"837","Missy Dickerson","D-I",3246
"838","Mitch Hughes","D-I",3252
"839","Molly Fichtner","D-I",3259
"840","Mona Stevens","D-I",3263
"841","Monique White","D-I",3266
"842","Moo Moyer","D-I",3268
"843","Morgan Gerak","D-I",3270
"844","Morgan Royer","D-I",3272
"845","Morgan Zerkle","D-I",3273
"846","Myra Minuskin","D-I",3277
"847","Nakeya Hall","D-I",3282
"848","Nancy Marshall","D-I",3289
"849","Nancy McGuire","D-I",3290
"850","Nancy Oestrike","D-I",3291
"851","Natalie Poole","D-I",3303
"852","Natasha Dumoski","D-I",3306
"853","Nedra Brown","D-I",3310
"854","Nick French","D-I",3316
"855","Nick Mazza","D-I",3318
"856","Nick Stann","D-I",3320
"857","Nick Trani","D-I",3321
"858","Nicole Dickson","D-I",3331
"859","Nikki Palmer","D-I",3350
"860","Now-Allah James","D-I",3361
"861","P.J. Finigan","D-I",3370
"862","Paige Smith","D-I",3376
"863","Pam Childs","D-I",3381
"864","Pam London","D-I",3385
"865","Pam McCreesh","D-I",3386
"866","Pam Salm","D-I",3390
"867","Pam Wuestenberg","D-I",3393
"868","Pat Adorna","D-I",3394
"869","Pat Burnside","D-I",3396
"870","Pat Conlan","D-I",3398
"871","Pat Willis","D-I",3403
"872","Patrick Ciriello","D-I",3408
"873","Patrick Murphy","D-I",3410
"874","Patti Gerckens","D-I",3413
"875","Patti Raduenz","D-I",3414
"876","Pattie Holthaus","D-I",3415
"877","Patty Gasso","D-I",3418
"878","Patty O'Neill","D-I",3420
"879","Paul Mazzei","D-I",3431
"880","Paul Wetmore","D-I",3439
"881","Paula Congleton","D-I",3441
"882","Paula Young","D-I",3448
"883","Peejay Brun","D-I",3449
"884","Peggy Kellers","D-I",3451
"885","Pete D'Amour","D-I",3458
"886","Pete Langlois","D-I",3461
"887","Pete Manarino","D-I",3462
"888","Pete Royce","D-I",3463
"889","Peter Maneggia","D-I",3469
"890","Peter Turner","D-I",3472
"891","Phil Pincince","D-I",3481
"892","Phyllis Guedry","D-I",3483
"893","Piper Ritter","D-I",3484
"894","Rachel Hanson","D-I",3492
"895","Rachel Hartgrove","D-I",3493
"896","Rachel Lawson","D-I",3495
"897","Rachel Miller-Reif","D-I",3496
"898","Ralph Weekly","D-I",3506
"899","Ramona Riley-Bozier","D-I",3508
"900","Ranae Bart","D-I",3509
"901","Randy Schneider","D-I",3516
"902","Randy Simkins","D-I",3517
"903","Raven Rodriguez","D-I",3518
"904","Ray Foreman","D-I",3521
"905","Ray Vander May","D-I",3524
"906","Rayla Allison","D-I",3525
"907","Raymond Burgess","D-I",3526
"908","Rebecca Harrison","D-I",3531
"909","Reggie Beverly","D-I",3537
"910","Regina Gebhart","D-I",3538
"911","Regina Tomaselli","D-I",3540
"912","Renee Gillispie","D-I",3550
"913","Renee Hicks","D-I",3551
"914","Rhonda Revelle","D-I",3558
"915","Ricci Woodard","D-I",3563
"916","Rich Calvert","D-I",3565
"917","Rich Gilberto","D-I",3567
"918","Richie Bruister","D-I",3579
"919","Rick Fremin","D-I",3582
"920","Rick Gamez","D-I",3583
"921","Rick Holden","D-I",3585
"922","Rick Pohlig","D-I",3590
"923","Rickey McCalister","D-I",3597
"924","Rita Davis","D-I",3603
"925","Roanna Brazier","D-I",3608
"926","Robert Smith","D-I",3626
"927","Robert Wagner","D-I",3628
"928","Robin Abney","D-I",3630
"929","Robin Petrini","D-I",3637
"930","Rocci Pignoli","D-I",3642
"931","Rodney Dalton","D-I",3648
"932","Rodney DeLong","D-I",3649
"933","Roger Hunt","D-I",3652
"934","Roger Kincaid","D-I",3653
"935","Ron Case","D-I",3659
"936","Ron DeRogatis","D-I",3660
"937","Ron Frost","D-I",3664
"938","Ron Pringle","D-I",3668
"939","Ron Shoemaker","D-I",3669
"940","Roni Rivera","D-I",3677
"941","Ronnie Maurek","D-I",3680
"942","Rose Kalisak","D-I",3683
"943","Rosemary Holloway-Hill","D-I",3685
"944","Roy Gamez","D-I",3690
"945","Roy Kortmann","D-I",3691
"946","Ruben Felix","D-I",3694
"947","Ruth Crowe","D-I",3698
"948","Ruth Wright","D-I",3703
"949","Ryan Jacobs","D-I",3713
"950","Sam Douglas","D-I",3731
"951","Sam Duran-Kukuk","D-I",3732
"952","Sam Henderson","D-I",3733
"953","Samantha Jones","D-I",3746
"954","Samantha Ricketts","D-I",3750
"955","Sami Strinz-Ward","D-I",3752
"956","Sandra Booker","D-I",3755
"957","Sandy Fischer","D-I",3763
"958","Sandy Hale","D-I",3764
"959","Sandy Montgomery","D-I",3766
"960","Sandy Pearce","D-I",3767
"961","Sandy Pearsall","D-I",3768
"962","Sara Hayes","D-I",3773
"963","Sara Kubuske","D-I",3775
"964","Sarah Caffrey","D-I",3787
"965","Sarah Dawson","D-I",3789
"966","Sarah Kalka","D-I",3793
"967","Sarah Prezioso","D-I",3799
"968","Sarah Willis","D-I",3803
"969","Scot Sutherland","D-I",3806
"970","Scot Thomas","D-I",3807
"971","Scott Eastman","D-I",3811
"972","Scott Hall","D-I",3812
"973","Scott Whitlock","D-I",3820
"974","Shae Wesley","D-I",3827
"975","Shan McDonald","D-I",3831
"976","Shana Easley","D-I",3832
"977","Shana Gary","D-I",3833
"978","Shane Bouman","D-I",3835
"979","Shane Showalter","D-I",3837
"980","Shane Winkler","D-I",3840
"981","Shannon Doepking","D-I",3842
"982","Shannon Gregg","D-I",3845
"983","Shannon Salsburg","D-I",3849
"984","Shanon Hays","D-I",3852
"985","Sharon Drysdale","D-I",3856
"986","Sharon Perkins","D-I",3863
"987","Sharonda McDonald-Kelley","D-I",3865
"988","Sharron Backus","D-I",3866
"989","Shaunte Fremin","D-I",3868
"990","Shawn Rychcik","D-I",3872
"991","Shayne Lotito","D-I",3878
"992","Sheila Nahrgang","D-I",3879
"993","Shellie Robinson","D-I",3889
"994","Shonda Stanton","D-I",3903
"995","Skip Galayda","D-I",3908
"996","Sonja Garnett","D-I",3912
"997","Stacey Cagenello","D-I",3917
"998","Stacey Johnson-Whitfield","D-I",3922
"999","Stacey Nuveman Deniz","D-I",3925
"1000","Stacey Phillips","D-I",3926
"1001","Stacey Schramm","D-I",3929
"1002","Stacey Segal","D-I",3930
"1003","Stacey Sullivan","D-I",3932
"1004","Stacy Gemeinhardt-Cesler","D-I",3935
"1005","Stacy May-Johnson","D-I",3936
"1006","Stef Ewing","D-I",3940
"1007","Steffany Bender","D-I",3944
"1008","Stefni Lotief","D-I",3945
"1009","Stephanie Anderson","D-I",3949
"1010","Stephanie Fox","D-I",3956
"1011","Stephanie Hughes","D-I",3960
"1012","Stephanie Jones","D-I",3961
"1013","Stephanie McAlister","D-I",3962
"1014","Stephanie Papas","D-I",3964
"1015","Stephanie Paris","D-I",3965
"1016","Stephanie VanBrakle Prothro","D-I",3969
"1017","Stephenie Henderson","D-I",3971
"1018","Steve Combs","D-I",3977
"1019","Steve Johnson","D-I",3982
"1020","Steve Kelly","D-I",3983
"1021","Steve Ogg","D-I",3989
"1022","Sue Enquist","D-I",4009
"1023","Sue Killian","D-I",4013
"1024","Sue Kunkle","D-I",4014
"1025","Sue Manahan","D-I",4017
"1026","Sue Nevar","D-I",4019
"1027","Sue Parler","D-I",4020
"1028","Sue Rankin","D-I",4021
"1029","Sue Tougas","D-I",4024
"1030","Sue Troyan","D-I",4025
"1031","Sunny Jones","D-I",4031
"1032","Susan Beeck","D-I",4034
"1033","Susan Craig","D-I",4037
"1034","Susan Hannon","D-I",4039
"1035","Susan Hofacre","D-I",4040
"1036","T.J. Hubbard","D-I",4056
"1037","Tairia Flowers","D-I",4059
"1038","Taliyah Riddick-Waters","D-I",4060
"1039","Tami Brown","D-I",4062
"1040","Tami Summers","D-I",4067
"1041","Tamie Batista","D-I",4068
"1042","Tammy Danner","D-I",4069
"1043","Tammy Lohmann","D-I",4072
"1044","Tammy Simmons","D-I",4074
"1045","Tammy ZaZuri","D-I",4076
"1046","Tanya Spishak","D-I",4077
"1047","Tara Archibald","D-I",4079
"1048","Tara Gallagher","D-I",4080
"1049","Tara McCoy","D-I",4082
"1050","Tarrah Beyster","D-I",4085
"1051","Tatjana Matthews","D-I",4088
"1052","Taylor Smartt","D-I",4093
"1053","Telma O'Neal-Hall","D-I",4097
"1054","Teresa Wilson","D-I",4103
"1055","Teri Klement","D-I",4105
"1056","Teri Mariani","D-I",4106
"1057","Terri Laux","D-I",4114
"1058","Terri Sullivan","D-I",4118
"1059","Terrie Grieb","D-I",4119
"1060","Terry Bennett","D-I",4123
"1061","Terry DeTuro","D-I",4126
"1062","Theresa Lowry","D-I",4133
"1063","Theresa Stephens","D-I",4134
"1064","Tiffany Ansley","D-I",4142
"1065","Tiffany Strnad","D-I",4150
"1066","Tim Camp","D-I",4152
"1067","Tim Munn","D-I",4160
"1068","Tim Walton","D-I",4164
"1069","Tina Deese","D-I",4167
"1070","Tina Johnson","D-I",4169
"1071","Tina Kramos","D-I",4170
"1072","Tiny Laster","D-I",4173
"1073","Todd Bradley","D-I",4177
"1074","Todd Fairbourne","D-I",4179
"1075","Todd Judge","D-I",4182
"1076","Tom Chiavelli","D-I",4185
"1077","Tom Cicero","D-I",4186
"1078","Tom Cole","D-I",4187
"1079","Tom Gray","D-I",4195
"1080","Tom McLaughlin","D-I",4200
"1081","Tom Opdenbrouw","D-I",4202
"1082","Tom Pardalis","D-I",4204
"1083","Tom Thompson","D-I",4211
"1084","Tony Baldwin","D-I",4220
"1085","Tony Foti","D-I",4225
"1086","Tori Magner","D-I",4237
"1087","Tori Tyson","D-I",4241
"1088","Tory Acheson","D-I",4243
"1089","Tracey Kee","D-I",4245
"1090","Tracey Lynch","D-I",4246
"1091","Tracey Roman","D-I",4248
"1092","Tracy Bunge","D-I",4254
"1093","Tracy Johnson","D-I",4258
"1094","Trena Prater","D-I",4264
"1095","Tricia Carroll","D-I",4266
"1096","Tricia Fuit","D-I",4270
"1097","Trina Salcido","D-I",4273
"1098","Tripp MacKay","D-I",4274
"1099","Trish Wodatch","D-I",4276
"1100","Trisha Ford","D-I",4277
"1101","Turan Smith","D-I",4282
"1102","Tyra Perry","D-I",4290
"1103","Vanessa Glasscock","D-I",4302
"1104","Vanessa Johnson","D-I",4303
"1105","Vann Stuedeman","D-I",4308
"1106","Vashion Johnson","D-I",4309
"1107","Vernon Bland","D-I",4312
"1108","Veronica Wiggins","D-I",4315
"1109","Vicki Morrow","D-I",4319
"1110","Vickie Dugan","D-I",4322
"1111","Vickie Sax","D-I",4324
"1112","Vicky Rios","D-I",4326
"1113","Victoria Hayward","D-I",4328
"1114","W. Wright-Harrison","D-I",4334
"1115","Wally King","D-I",4336
"1116","Wanda Crump","D-I",4339
"1117","Wanda Richardson","D-I",4340
"1118","Wendy Hogue","D-I",4349
"1119","Wes Holly Jr.","D-I",4356
"1120","Whitney Goldstein","D-I",4362
"1121","Whitney Jones","D-I",4365
"1122","Wilbert Early","D-I",4368
"1123","Willie Brown","D-I",4373
"1124","Willie Rucker","D-I",4375
"1125","Willie Simon","D-I",4376
"1126","Windy Thees","D-I",4378
"1127","Worley Barker","D-I",4379
"1128","Yolanda Sinegal","D-I",4380
"1129","Yvette Girouard","D-I",4381
"1130","Yvette Healy","D-I",4382
