"","head_coach","division","coach_id"
"767","Lorie Coleman","D-II",2817
"768","LuAnn Mott","D-II",2829
"769","Lue Ingram","D-II",2831
"770","Luke Shamblin","D-II",2832
"771","Lynette Nevins","D-II",2837
"772","Lynn Anderson","D-II",2840
"773","Lynn Hier","D-II",2845
"774","Lynne Gilbert","D-II",2848
"775","Lynsey Grace","D-II",2851
"776","Mackenzie Drain","D-II",2855
"777","Mackenzie Sher","D-II",2857
"778","Maddie Gibbs","D-II",2859
"779","Mallory Chapman","D-II",2870
"780","Mallory Holtman-Fletcher","D-II",2871
"781","Mandi Balduf","D-II",2875
"782","Mandy Harris-Morgan","D-II",2879
"783","Mandy Sansbury","D-II",2882
"784","Marc Benjamin","D-II",2883
"785","Marcella Vanlandingham","D-II",2888
"786","Marcelle Herman","D-II",2889
"787","Marci Turso","D-II",2890
"788","Marcia Brennan","D-II",2891
"789","Marilyn Strate","D-II",2916
"790","Marion Dukeman Houser","D-II",2918
"791","Marissa Lafitte","D-II",2921
"792","Marissa Leslie","D-II",2923
"793","Marissa Pullo","D-II",2925
"794","Mark Headrick","D-II",2934
"795","Mark Huffman","D-II",2935
"796","Mark Raley","D-II",2942
"797","Mark Roberts","D-II",2944
"798","Mark Ryal","D-II",2946
"799","Mark Shirley","D-II",2949
"800","Mark Springs","D-II",2950
"801","Marty Blowers","D-II",2963
"802","Marty Kinard","D-II",2964
"803","Mary Allman","D-II",2966
"804","Mary Ann Ingram","D-II",2967
"805","Mary Beth Ochsner","D-II",2969
"806","Mary Biermann","D-II",2971
"807","Mary Mock","D-II",2983
"808","Mary Nichols","D-II",2984
"809","Mary Pat Kwoka","D-II",2985
"810","Mary Sarver","D-II",2987
"811","Mary Strong","D-II",2988
"812","Matisse Lee","D-II",2994
"813","Matt Schmidt","D-II",3001
"814","Mattie Best","D-II",3005
"815","Maxine Mehus","D-II",3012
"816","Mckewn Dannelly","D-II",3016
"817","Megan Asham","D-II",3023
"818","Megan Corriea","D-II",3029
"819","Megan Dillion","D-II",3031
"820","Megan Whitlock","D-II",3040
"821","Meghan Mullin","D-II",3042
"822","Melanie Grooms","D-II",3050
"823","Melanie Helterbran","D-II",3051
"824","Melina Helton","D-II",3054
"825","Melissa Chmielewski","D-II",3059
"826","Melissa Frost","D-II",3062
"827","Melissa Hurley","D-II",3066
"828","Melissa Paul","D-II",3076
"829","Melissa Pfefferle","D-II",3077
"830","Mellisa Brocato","D-II",3084
"831","Mercedes Bohte","D-II",3087
"832","Michael Gospodarek","D-II",3102
"833","Michael Graves","D-II",3103
"834","Michael Mook","D-II",3108
"835","Michael Winbush","D-II",3112
"836","Micheal Jackson","D-II",3114
"837","Michele Alexander","D-II",3115
"838","Michele DeGregorio","D-II",3117
"839","Michele Hallock","D-II",3119
"840","Michele Harris","D-II",3120
"841","Michelle Caddigan","D-II",3128
"842","Michelle Frew","D-II",3138
"843","Michelle Fukamoto","D-II",3139
"844","Michelle Goldman","D-II",3142
"845","Michelle Lamont","D-II",3149
"846","Michelle Mackay","D-II",3150
"847","Michelle Peters","D-II",3156
"848","Michelle Peterson","D-II",3157
"849","Michelle Wiley","D-II",3166
"850","Mickey McGroarty","D-II",3170
"851","Mikayla Pourby","D-II",3173
"852","Mike Corbett","D-II",3180
"853","Mike Davenport","D-II",3183
"854","Mike DeBlasi","D-II",3184
"855","Mike Dinova","D-II",3185
"856","Mike Ellison","D-II",3186
"857","Mike Fazio","D-II",3187
"858","Mike Fegeley","D-II",3188
"859","Mike Hogan","D-II",3197
"860","Mike McGhee","D-II",3204
"861","Mike Pelland","D-II",3213
"862","Mike Pettus","D-II",3215
"863","Mike Pierce","D-II",3216
"864","Mike Reed","D-II",3219
"865","Mike Renney","D-II",3221
"866","Mike Shehorm","D-II",3225
"867","Mike Snively","D-II",3227
"868","Mike Viramontez","D-II",3231
"869","Milan Rasic","D-II",3235
"870","Miles Mallette","D-II",3236
"871","Milly MacDonell","D-II",3238
"872","Missy Bruggeman","D-II",3245
"873","Mitch Bakken","D-II",3250
"874","Mitch Hanson","D-II",3251
"875","Mitch Roberts","D-II",3254
"876","Mitch Smith","D-II",3255
"877","Mo Nelson","D-II",3256
"878","Mo Triner","D-II",3257
"879","Monica Gordy","D-II",3264
"880","Mya Sanders","D-II",3274
"881","Myquita Mackey","D-II",3276
"882","Myron Smith","D-II",3278
"883","Myron Smith Jr.","D-II",3279
"884","Nadia Jefferies","D-II",3281
"885","Nan Whitley","D-II",3284
"886","Nancy Bottge","D-II",3285
"887","Nancy Katzer","D-II",3286
"888","Nancy Lubinsky","D-II",3288
"889","Nancy Roby","D-II",3294
"890","Nancy Smoose","D-II",3296
"891","Naomi Tellez","D-II",3297
"892","Nat Wagner","D-II",3298
"893","Natalie Layden","D-II",3301
"894","Natalie Martin","D-II",3302
"895","Natalie Shock","D-II",3305
"896","Neil Judge","D-II",3311
"897","Nick Bitter","D-II",3314
"898","Nick Goodreau","D-II",3317
"899","Nick Renchkovsky","D-II",3319
"900","Nick Weinmeister","D-II",3322
"901","Nickesha Neal-Branch","D-II",3323
"902","Nicki Levering","D-II",3324
"903","Nicole Banner","D-II",3326
"904","Nicole Bayona","D-II",3327
"905","Nicole Bendt","D-II",3329
"906","Nicole Durnin","D-II",3332
"907","Nicole Stacey","D-II",3339
"908","Nicole Thompson","D-II",3340
"909","Nicole Tines","D-II",3341
"910","Nicole Trimboli","D-II",3342
"911","Niki Pecora","D-II",3345
"912","Niki Stansell","D-II",3346
"913","Nikki Bynum-Bumpass","D-II",3347
"914","Nikki Gentile","D-II",3349
"915","Nikki Udria","D-II",3353
"916","Nikki Yanchak","D-II",3354
"917","Nip Anderson","D-II",3355
"918","Nora May-Davila","D-II",3357
"919","O.J. Abanishe","D-II",3362
"920","Orlando Salinas","D-II",3368
"921","Oscar Downs","D-II",3369
"922","Paige Adair","D-II",3371
"923","Paige McMenemy","D-II",3375
"924","Paige Wright-Lovett","D-II",3377
"925","Pam Adams","D-II",3378
"926","Pam Bryant","D-II",3380
"927","Pam Fink","D-II",3383
"928","Pam Knox","D-II",3384
"929","Pat Lipira","D-II",3400
"930","Patricia Hardin","D-II",3405
"931","Patrick Peasant","D-II",3411
"932","Patti Fernandes","D-II",3412
"933","Paul Brunsdon","D-II",3425
"934","Paul King","D-II",3429
"935","Paul O'Brien","D-II",3432
"936","Paul Ouellette","D-II",3433
"937","Paula Krueger","D-II",3443
"938","Paula Sondreal","D-II",3446
"939","Paula U'Ren","D-II",3447
"940","Penny Graves","D-II",3453
"941","Pete Berrios","D-II",3457
"942","Peter Monteleone","D-II",3470
"943","Peter Zoppi","D-II",3474
"944","Phil Berry","D-II",3475
"945","Phil Delgado","D-II",3476
"946","Phil Liebrock","D-II",3478
"947","Rachael Mack","D-II",3490
"948","Rachel Rhode","D-II",3498
"949","Rachel Sherman","D-II",3499
"950","Ralph DeLucia","D-II",3503
"951","Randi Berg","D-II",3510
"952","Randy Porter","D-II",3515
"953","Ray Carver","D-II",3520
"954","Raymond Loeser","D-II",3527
"955","Rebecca Dyer","D-II",3530
"956","Rebekah Gasner","D-II",3536
"957","Reginald Cooper","D-II",3541
"958","Reginald Isley","D-II",3542
"959","Reginald Morris","D-II",3543
"960","Rendy Yates","D-II",3546
"961","Renee Clarke","D-II",3549
"962","Reva Green","D-II",3554
"963","Rhesa Sumrell","D-II",3555
"964","Rhonda Denbow","D-II",3556
"965","Rich Wagner","D-II",3569
"966","Richard Hurley","D-II",3572
"967","Richie Nye","D-II",3580
"968","Rick Bertagnolli","D-II",3581
"969","Rick Krasny","D-II",3586
"970","Rick Moore","D-II",3588
"971","Rick Noren","D-II",3589
"972","Rick Supinski","D-II",3595
"973","Rick Wade","D-II",3596
"974","Ricki Rothbauer-Stubbs","D-II",3598
"975","Ricky  Holden","D-II",3599
"976","Riley Johnson","D-II",3601
"977","Rita Higginbotham","D-II",3604
"978","Ritchie Richardson","D-II",3607
"979","Rob Stack","D-II",3613
"980","Rob Wimsatt","D-II",3614
"981","Robbie Cameron","D-II",3615
"982","Robert Becker","D-II",3617
"983","Robert Skinner","D-II",3625
"984","Robert Westling","D-II",3629
"985","Robyn Newton","D-II",3640
"986","Rocco Constantino","D-II",3643
"987","Rocky Stinson","D-II",3644
"988","Roderick Ford","D-II",3647
"989","Rodrick Robinson","D-II",3651
"990","Roger Ogden","D-II",3655
"991","Ron Ammons","D-II",3658
"992","Ron Durante","D-II",3661
"993","Ron Faubion","D-II",3662
"994","Ron Ferrill","D-II",3663
"995","Ron Landschoot","D-II",3665
"996","Ron Miller","D-II",3667
"997","Ronald Baum","D-II",3674
"998","Ronald Koskie","D-II",3675
"999","Roni Sparrey","D-II",3678
"1000","Ronnie Ladines","D-II",3679
"1001","Rosalyn Snellen","D-II",3681
"1002","Rose Ruffino","D-II",3684
"1003","Rowanna Dozier","D-II",3687
"1004","Roxanne Berch","D-II",3689
"1005","Roy Kuhl","D-II",3692
"1006","Rufus Green","D-II",3695
"1007","Runie Mensche","D-II",3696
"1008","Russ Froman","D-II",3697
"1009","Ryan Anderson","D-II",3706
"1010","Ryan Schalk","D-II",3717
"1011","Ryan Wondrasek","D-II",3721
"1012","Sabrina Lane","D-II",3722
"1013","Sabrina McCullough","D-II",3723
"1014","Sal Coats","D-II",3724
"1015","Sal Rodriguez","D-II",3725
"1016","Sam Maples","D-II",3736
"1017","Samantha Hurst","D-II",3744
"1018","Sami McDonald","D-II",3751
"1019","Sandra Carter","D-II",3756
"1020","Sandy Jerstad","D-II",3765
"1021","Sandy Saye","D-II",3769
"1022","Sara Pelegreen","D-II",3776
"1023","Sara Scoone","D-II",3780
"1024","Sarah Byrne","D-II",3786
"1025","Sarah Hall","D-II",3791
"1026","Scott Libby","D-II",3813
"1027","Scott Long","D-II",3814
"1028","Scott Peterson","D-II",3815
"1029","Scott Steen","D-II",3818
"1030","Scott Woodard","D-II",3821
"1031","Scottie Wilkes","D-II",3822
"1032","Sean Cotter","D-II",3823
"1033","Sean McGary","D-II",3825
"1034","Shalee Rodriguez","D-II",3828
"1035","Shalise Tolentino","D-II",3829
"1036","Shally Lundien","D-II",3830
"1037","Shane Gunderson","D-II",3836
"1038","Shane Veenker","D-II",3839
"1039","Shannon Guthrie","D-II",3846
"1040","Shannon Pivovar","D-II",3848
"1041","Shannon Schaub","D-II",3850
"1042","Shannon Tanner","D-II",3851
"1043","Sharika Joynes","D-II",3853
"1044","Sharlene Peter","D-II",3854
"1045","Sharon Gregory","D-II",3859
"1046","Shawn Bowers","D-II",3869
"1047","Shawn Semler","D-II",3873
"1048","Shawna Bellaud","D-II",3874
"1049","Sheilah Gulas","D-II",3880
"1050","Shelley Brown","D-II",3881
"1051","Shelley Tharp","D-II",3884
"1052","Shelli Manson","D-II",3886
"1053","Shelli Sarchett","D-II",3887
"1054","Shellie Broyles","D-II",3888
"1055","Shelly Bayer","D-II",3890
"1056","Shelly Hoerner","D-II",3891
"1057","Shena Hollar","D-II",3894
"1058","Shervi Barnes","D-II",3897
"1059","Sheryl Gilmore","D-II",3898
"1060","Sheryl Neff","D-II",3899
"1061","Shintrika Hudson","D-II",3900
"1062","Shirl Carter","D-II",3901
"1063","Shonda Pegram","D-II",3902
"1064","Sierra Smith","D-II",3905
"1065","Sis Paulsen","D-II",3906
"1066","Sky Ellazar","D-II",3909
"1067","Solomon Robello","D-II",3910
"1068","Sondi Creglow","D-II",3911
"1069","Sonya Bright","D-II",3914
"1070","Stacey Mayer","D-II",3924
"1071","Stacey Rice","D-II",3928
"1072","Stacey Vallee","D-II",3933
"1073","Stacy Fournier","D-II",3934
"1074","Steph Roan","D-II",3947
"1075","Stephanie DeFeo","D-II",3951
"1076","Stephanie Decker","D-II",3952
"1077","Stephanie Fleischaker","D-II",3954
"1078","Stephanie Graziani","D-II",3958
"1079","Stephanie Smith","D-II",3968
"1080","Stephen Christianson","D-II",3970
"1081","Steve Carr","D-II",3975
"1082","Steve Chaffin","D-II",3976
"1083","Steve Kissel","D-II",3985
"1084","Steve Kittrell","D-II",3986
"1085","Steve Potts","D-II",3992
"1086","Steve Rianda","D-II",3993
"1087","Steve Wallace","D-II",3997
"1088","Steve Warner","D-II",3999
"1089","Steve Williams","D-II",4000
"1090","Sue Becker","D-II",4005
"1091","Sue Dilsworth","D-II",4007
"1092","Sue Leonard","D-II",4016
"1093","Sue Snyder","D-II",4022
"1094","Sue Strain","D-II",4023
"1095","Sue Willey","D-II",4026
"1096","Sue Woodford","D-II",4027
"1097","Summer Anagnostopoulos","D-II",4029
"1098","Susan Anderson","D-II",4032
"1099","Susan Cassidy-Lyke","D-II",4035
"1100","Susan Kocher","D-II",4043
"1101","Susan Phillips","D-II",4047
"1102","Suzanne Brown","D-II",4049
"1103","Suzanne Patterson","D-II",4052
"1104","Sydney Lahners","D-II",4054
"1105","Sydney Sturner","D-II",4055
"1106","Tabetha Stephens","D-II",4057
"1107","Tacy Duncan","D-II",4058
"1108","Tami Cyr","D-II",4063
"1109","Tami Loy","D-II",4065
"1110","Tami Roggensack","D-II",4066
"1111","Tammy Ikerd","D-II",4071
"1112","Tara Wheeler","D-II",4084
"1113","Tarsha Askew","D-II",4087
"1114","Taylor Welch","D-II",4094
"1115","Ted Chapman","D-II",4095
"1116","Tenequa Martin","D-II",4098
"1117","Tere Webber","D-II",4099
"1118","Teri Rupe","D-II",4107
"1119","Terrance Carter","D-II",4109
"1120","Terri Bennett","D-II",4112
"1121","Terri Holmes","D-II",4113
"1122","Terri McFarland","D-II",4115
"1123","Terry A. McDonough","D-II",4120
"1124","Terry Bailey","D-II",4122
"1125","Thomas Macera","D-II",4138
"1126","Tiala Tagaloa","D-II",4139
"1127","Tiara Hall","D-II",4140
"1128","Tiffany Buckmaster","D-II",4143
"1129","Tiffany Massey","D-II",4145
"1130","Tiffany Qunell","D-II",4148
"1131","Tiffany Silver","D-II",4149
"1132","Tiffany Tootle","D-II",4151
"1133","Tim Lewis","D-II",4157
"1134","Tim Livesay","D-II",4158
"1135","Tim Rousse","D-II",4161
"1136","Tim Steinbach","D-II",4162
"1137","Tina Andreana","D-II",4165
"1138","Tina Gustely","D-II",4168
"1139","Tobi Gilbert","D-II",4174
"1140","Tobin Echo-Hawk","D-II",4175
"1141","Toby Eichas","D-II",4176
"1142","Todd Buckingham","D-II",4178
"1143","Tom Creola","D-II",4189
"1144","Tom Heath","D-II",4197
"1145","Tom Jakubowski","D-II",4199
"1146","Tom Rubbelke","D-II",4206
"1147","Tom Spicer","D-II",4209
"1148","Tommy Forester","D-II",4216
"1149","Tommy Hewitt","D-II",4217
"1150","Tonja Braxton","D-II",4218
"1151","Tonja Hadley","D-II",4219
"1152","Tony Hatmaker","D-II",4226
"1153","Tony Kurucz","D-II",4228
"1154","Tony Mele","D-II",4229
"1155","Tony Venditto","D-II",4232
"1156","Tori Nyberg","D-II",4239
"1157","Torrie Lashley","D-II",4242
"1158","Tracey Garofalo","D-II",4244
"1159","Traci Westmoreland","D-II",4251
"1160","Tracie Derochie","D-II",4253
"1161","Tracy Marback","D-II",4259
"1162","Travis Lape","D-II",4260
"1163","Travis McCall","D-II",4261
"1164","Travis Owen","D-II",4262
"1165","Travis Scott","D-II",4263
"1166","Trey Downs","D-II",4265
"1167","Tripp Swisher","D-II",4275
"1168","Tristan Zink","D-II",4279
"1169","Troy Canaba","D-II",4281
"1170","Ty Singleton","D-II",4285
"1171","Tyler Gunelson","D-II",4286
"1172","Tyler Pruett","D-II",4289
"1173","V.J. Brown","D-II",4292
"1174","Val Silvestrini","D-II",4294
"1175","Valerie Steen","D-II",4298
"1176","Van Wilson","D-II",4299
"1177","Vanessa Becerra","D-II",4301
"1178","Vanessa Kellems","D-II",4304
"1179","Veronica Starr","D-II",4314
"1180","Vickee Kazee-Hollifield","D-II",4316
"1181","Vickie Bostic","D-II",4321
"1182","Virgil Frey","D-II",4332
"1183","Walter Kaaihili","D-II",4337
"1184","Warren Brooks","D-II",4342
"1185","Wes Rowe","D-II",4358
"1186","Whitney Hartman","D-II",4363
"1187","Whitney Hawkins","D-II",4364
"1188","Whitney Way","D-II",4367
"1189","Will Atkinson","D-II",4369
"1190","William ""Red"" Jackson","D-II",4371
"1191","Willie K. Patterson, Jr.","D-II",4374
"1192","Zadaisha Waddell","D-II",4384
