"","season","team_name","division","conference","record","win_perc","team_id","coach_id"
"1","1964","Springfield","D-II","-","0-2-0","0.000","673",1
"2","1965","Springfield","D-II","-","2-3-0","0.400","673",1
"3","1966","Springfield","D-II","-","3-3-0","0.500","673",1
"4","1967","Springfield","D-II","-","6-3-0","0.667","673",1
"5","1968","Carthage","","-","0-1-0","0.000","121",2
"6","1968","Springfield","D-II","-","9-0-0","1.000","673",1
"7","1968","Ohio Northern","D-III","-","4-0-0","1.000","517",3
"8","1968","Southern Ill.","","-","5-1-0","0.833","659",4
"9","1969","Luther","D-III","-","1-1-0","0.500","372",6
"10","1969","Springfield","D-II","-","9-0-0","1.000","673",1
"11","1969","Ohio Northern","D-III","-","11-0-0","1.000","517",3
"12","1969","American Int'l","D-II","-","3-0-0","1.000","22",5
"13","1969","Southern Ill.","","-","3-2-0","0.600","659",4
"14","1970","Luther","D-III","-","1-1-0","0.500","372",6
"15","1970","Carthage","","-","1-0-0","1.000","121",2
"16","1970","Springfield","D-II","-","9-0-0","1.000","673",1
"17","1970","Ohio Northern","D-III","-","5-2-0","0.714","517",3
"18","1970","American Int'l","D-II","-","5-1-0","0.833","22",5
"19","1970","Southern Ill.","","-","4-2-0","0.667","659",4
"20","1971","Luther","D-III","-","1-1-0","0.500","372",6
"21","1971","Springfield","D-II","-","8-5-0","0.615","673",1
"22","1971","Ohio Northern","D-III","-","8-0-0","1.000","517",3
"23","1971","American Int'l","D-II","-","2-3-0","0.400","22",5
"24","1971","Southern Ill.","","-","6-3-0","0.667","659",4
"25","1971","Baldwin Wallace","D-III","-","1-1-0","0.500","46",7
"26","1971","South Dakota St.","","-","1-2-0","0.333","649",8
"27","1972","Luther","D-III","-","1-1-0","0.500","372",6
"28","1972","Carthage","","-","3-5-0","0.375","121",2
"29","1972","Springfield","D-II","-","6-4-0","0.600","673",1
"30","1972","Ohio Northern","D-III","-","6-2-0","0.750","517",3
"31","1972","Adelphi","","-","7-2-0","0.778","3",9
"32","1972","American Int'l","D-II","-","0-5-0","0.000","22",5
"33","1972","Southern Ill.","","-","1-8-0","0.111","659",4
"34","1972","Baldwin Wallace","D-III","-","1-1-0","0.500","46",7
"35","1972","South Dakota St.","","-","8-2-0","0.800","649",10
"36","1973","Luther","D-III","-","1-1-0","0.500","372",6
"37","1973","Carthage","","-","5-0-0","1.000","121",2
"38","1973","Springfield","D-II","-","8-3-0","0.727","673",1
"39","1973","Ohio Northern","D-III","-","9-1-0","0.900","517",3
"40","1973","Adelphi","","-","6-1-0","0.857","3",9
"41","1973","American Int'l","D-II","-","2-6-0","0.250","22",5
"42","1973","Western Ill.","","-","18-7-0","0.720","771",14
"43","1973","Southern Ill.","","-","5-5-0","0.500","659",4
"44","1973","Baldwin Wallace","D-III","-","1-1-0","0.500","46",7
"45","1973","Valley City St.","D-III","-","1-1-0","0.500","506055",13
"46","1973","South Dakota St.","","-","5-2-0","0.714","649",12
"47","1973","Kansas","D-I","-","1-1-0","0.500","328",11
"48","1974","Luther","D-III","-","1-1-0","0.500","372",6
"49","1974","Carthage","","-","13-0-0","1.000","121",2
"50","1974","Springfield","D-II","-","11-1-0","0.917","673",1
"51","1974","Central (IA)","","-","4-9-0","0.308","126",15
"52","1974","Ohio Northern","D-III","-","5-4-0","0.556","517",3
"53","1974","Eastern Ill.","D-II","-","10-0-0","1.000","201",16
"54","1974","Adelphi","","-","12-1-0","0.923","3",9
"55","1974","South Dakota St.","","-","9-3-0","0.750","649",19
"56","1974","American Int'l","D-II","-","6-5-0","0.545","22",5
"57","1974","TCNJ","D-III","-","7-3-0","0.700","712",20
"58","1974","Western Ill.","","-","11-14-0","0.440","771",14
"59","1974","Southern Ill.","","-","4-9-0","0.308","659",4
"60","1974","Penn","D-I","-","4-3-0","0.571","540",18
"61","1974","Minnesota","","-","5-8-0","0.385","428",17
"62","1974","Baldwin Wallace","D-III","-","1-1-0","0.500","46",7
"63","1974","Valley City St.","D-III","-","1-1-0","0.500","506055",13
"64","1974","Kansas","D-I","-","1-1-0","0.500","328",11
"65","1975","Oswego St.","D-III","-","6-3-0","0.667","530",24
"66","1975","Luther","D-III","-","1-1-0","0.500","372",6
"67","1975","Carthage","","-","9-0-0","1.000","121",2
"68","1975","Springfield","D-II","-","12-0-0","1.000","673",1
"69","1975","East Stroudsburg","","-","11-4-0","0.733","197",22
"70","1975","Muskingum","D-III","-","4-7-0","0.364","455",23
"71","1975","Central (IA)","","-","3-11-0","0.214","126",15
"72","1975","Ohio Northern","D-III","-","5-4-0","0.556","517",3
"73","1975","Eastern Ill.","D-II","-","10-5-0","0.667","201",16
"74","1975","Adelphi","","-","11-3-0","0.786","3",9
"75","1975","American Int'l","D-II","-","4-8-0","0.333","22",5
"76","1975","TCNJ","D-III","-","10-1-0","0.909","712",20
"77","1975","Western Ill.","","-","15-6-0","0.714","771",14
"78","1975","Southern Ill.","","-","8-7-0","0.533","659",4
"79","1975","Penn","D-I","-","7-1-0","0.875","540",18
"80","1975","Minnesota","","-","12-5-0","0.706","428",17
"81","1975","Baldwin Wallace","D-III","-","1-1-0","0.500","46",7
"82","1975","Brandeis","D-III","-","1-1-0","0.500","73",21
"83","1975","Valley City St.","D-III","-","1-1-0","0.500","506055",13
"84","1975","South Dakota St.","","-","8-3-0","0.727","649",12
"85","1975","Temple","D-I","-","7-3-0","0.700","690",25
"86","1975","Kansas","D-I","-","62-15-0","0.805","328",11
"87","1975","UCLA","","-","14-6-0","0.700","110",26
"88","1976","Oswego St.","D-III","-","8-5-0","0.615","530",24
"89","1976","Okla. Baptist","","-","6-4-0","0.600","30202",34
"90","1976","Luther","D-III","-","1-1-0","0.500","372",6
"91","1976","UMass Lowell","","-","10-2-0","0.833","368",36
"92","1976","Carthage","","-","1-7-0","0.125","121",2
"93","1976","Springfield","D-II","-","14-1-0","0.933","673",1
"94","1976","Muskingum","D-III","-","3-10-0","0.231","455",23
"95","1976","Idaho St.","","-","2-11-0","0.154","294",30
"96","1976","Ohio Northern","D-III","-","4-6-0","0.400","517",3
"97","1976","Central Okla.","","-","1-1-0","0.500","1009",28
"98","1976","Eastern Ill.","D-II","-","11-5-0","0.688","201",16
"99","1976","UMass Dartmouth","D-III","-","4-2-0","0.667","656",35
"100","1976","Adelphi","","-","5-3-1","0.625","3",9
"101","1976","Minnesota","","-","16-4-0","0.800","428",19
"102","1976","Central (IA)","","-","4-16-0","0.200","126",27
"103","1976","East Stroudsburg","","-","17-4-0","0.810","197",29
"104","1976","American Int'l","D-II","-","9-4-0","0.692","22",5
"105","1976","TCNJ","D-III","-","12-4-0","0.750","712",20
"106","1976","Western Ill.","","-","7-9-0","0.438","771",14
"107","1976","Southern Ill.","","-","9-7-0","0.562","659",4
"108","1976","Penn","D-I","-","2-5-0","0.286","540",18
"109","1976","Baldwin Wallace","D-III","-","1-1-0","0.500","46",7
"110","1976","Brandeis","D-III","-","1-1-0","0.500","73",21
"111","1976","Valley City St.","D-III","-","1-1-0","0.500","506055",13
"112","1976","South Dakota St.","","-","12-4-0","0.750","649",12
"113","1976","Missouri Western","","-","8-6-0","0.571","9013",33
"114","1976","La Salle","D-I","-","5-1-0","0.833","340",31
"115","1976","Temple","D-I","-","6-5-0","0.545","690",25
"116","1976","UCLA","","-","13-4-0","0.765","110",26
"117","1976","Lehigh","D-I","-","4-3-0","0.571","352",32
"118","1977","Oswego St.","D-III","-","8-10-0","0.444","530",24
"119","1977","Okla. Baptist","","-","6-14-0","0.300","30202",34
"120","1977","Luther","D-III","-","1-1-0","0.500","372",6
"121","1977","Eastern Conn. St.","D-III","-","10-6-0","0.625","200",41
"122","1977","UMass Lowell","","-","5-8-0","0.385","368",36
"123","1977","Carthage","","-","12-3-0","0.800","121",2
"124","1977","Springfield","D-II","-","16-5-0","0.762","673",1
"125","1977","North Carolina","","-","13-18-0","0.419","457",44
"126","1977","Muskingum","D-III","-","3-8-0","0.273","455",23
"127","1977","Idaho St.","","-","12-7-0","0.632","294",30
"128","1977","Central (IA)","","-","11-12-0","0.478","126",15
"129","1977","Ohio Northern","D-III","-","5-7-0","0.417","517",3
"130","1977","Central Okla.","","-","1-1-0","0.500","1009",28
"131","1977","Eastern Ill.","D-II","-","14-13-0","0.519","201",16
"132","1977","Adelphi","","-","11-4-0","0.733","3",9
"133","1977","Wayne St. (MI)","D-II","-","12-11-0","0.522","757",48
"134","1977","East Stroudsburg","","-","25-4-0","0.862","197",29
"135","1977","American Int'l","D-II","-","9-6-0","0.600","22",5
"136","1977","TCNJ","D-III","-","9-6-0","0.600","712",20
"137","1977","Western Ill.","","-","21-11-0","0.656","771",14
"138","1977","Southern Ill.","","-","20-10-0","0.667","659",4
"139","1977","Penn","D-I","-","3-6-0","0.333","540",18
"140","1977","Minnesota","","-","15-8-0","0.652","428",17
"141","1977","Baldwin Wallace","D-III","-","1-1-0","0.500","46",7
"142","1977","Creighton","","-","8-14-0","0.364","169",40
"143","1977","Brandeis","D-III","-","1-1-0","0.500","73",21
"144","1977","Valley City St.","D-III","-","33-19-0","0.635","506055",13
"145","1977","South Dakota St.","","-","11-6-0","0.647","649",12
"146","1977","San Diego St.","","-","9-13-0","0.409","626",46
"147","1977","Missouri Western","","-","7-16-0","0.304","9013",33
"148","1977","La Salle","D-I","-","5-3-0","0.625","340",31
"149","1977","Temple","D-I","-","11-6-0","0.647","690",25
"150","1977","Aurora","D-III","-","8-4-0","0.667","42",38
"151","1977","Augustana (SD)","","-","7-7-0","0.500","41",37
"152","1977","UCLA","","-","17-10-0","0.630","110",26
"153","1977","Bates","D-III","-","1-1-0","0.500","50",39
"154","1977","New Mexico","D-I","-","25-14-0","0.641","473",43
"155","1977","UMass Dartmouth","D-III","-","6-5-0","0.545","656",47
"156","1977","Portland St.","D-II","-","7-8-0","0.467","550",45
"157","1977","Lehigh","D-I","-","7-2-0","0.778","352",32
"158","1977","Gust. Adolphus","D-III","-","12-5-0","0.706","266",42
"159","1978","Oswego St.","D-III","-","2-11-0","0.154","530",24
"160","1978","Okla. Baptist","","-","6-18-0","0.250","30202",34
"161","1978","Luther","D-III","-","1-1-0","0.500","372",6
"162","1978","Eastern Conn. St.","D-III","-","11-7-0","0.611","200",41
"163","1978","UMass Lowell","","-","9-4-0","0.692","368",36
"164","1978","Carthage","","-","7-11-0","0.389","121",2
"165","1978","Springfield","D-II","-","13-7-0","0.650","673",1
"166","1978","North Carolina","","-","21-13-0","0.618","457",44
"167","1978","Muskingum","D-III","-","6-9-0","0.400","455",23
"168","1978","Idaho St.","","-","19-10-0","0.655","294",30
"169","1978","Central (IA)","","-","7-15-0","0.318","126",15
"170","1978","Ohio Northern","D-III","-","6-8-0","0.429","517",3
"171","1978","Central Okla.","","-","1-1-0","0.500","1009",28
"172","1978","Bloomsburg","D-II","-","4-7-0","0.364","65",49
"173","1978","Adelphi","","-","16-7-0","0.696","3",9
"174","1978","Southern Me.","D-III","-","1-1-0","0.500","662",54
"175","1978","Franklin","","-","14-4-0","0.778","2694",19
"176","1978","East Stroudsburg","","-","17-10-0","0.630","197",29
"177","1978","American Int'l","D-II","-","17-3-0","0.850","22",5
"178","1978","TCNJ","D-III","-","12-13-0","0.480","712",20
"179","1978","Western Ill.","","-","17-8-0","0.680","771",14
"180","1978","Southern Ill.","","-","21-11-0","0.656","659",4
"181","1978","Penn","D-I","-","5-9-0","0.357","540",18
"182","1978","Wis.-Parkside","","-","6-9-0","0.400","799",56
"183","1978","Minnesota","","-","38-14-0","0.731","428",17
"184","1978","Baldwin Wallace","D-III","-","1-1-0","0.500","46",7
"185","1978","Creighton","","-","20-11-0","0.645","169",40
"186","1978","Brandeis","D-III","-","1-1-0","0.500","73",21
"187","1978","Eastern Ill.","D-II","-","18-13-0","0.581","201",51
"188","1978","UNI","","-","21-11-0","0.656","504",13
"189","1978","UMass Dartmouth","D-III","-","5-6-0","0.455","656",55
"190","1978","San Diego St.","","-","8-16-0","0.333","626",46
"191","1978","Missouri Western","","-","10-13-0","0.435","9013",33
"192","1978","La Salle","D-I","-","7-5-0","0.583","340",31
"193","1978","Temple","D-I","-","19-7-0","0.731","690",25
"194","1978","Aurora","D-III","-","11-3-0","0.786","42",38
"195","1978","Augustana (SD)","","-","12-15-0","0.444","41",37
"196","1978","UCLA","","-","31-3-0","0.912","110",26
"197","1978","Bates","D-III","-","1-1-0","0.500","50",39
"198","1978","Saint Michael's","","-","8-4-0","0.667","613",52
"199","1978","South Dakota St.","","-","8-9-0","0.471","649",53
"200","1978","New Mexico","D-I","-","20-19-0","0.513","473",43
"201","1978","Portland St.","D-II","-","9-9-0","0.500","550",45
"202","1978","Lehigh","D-I","-","7-5-0","0.583","352",32
"203","1978","Gust. Adolphus","D-III","-","9-1-0","0.900","266",42
"204","1978","CSUN","","-","4-19-0","0.174","101",50
"205","1979","Oswego St.","D-III","-","14-3-0","0.824","530",24
"206","1979","Okla. Baptist","","-","5-12-0","0.294","30202",34
"207","1979","North Carolina","","-","18-11-0","0.621","457",62
"208","1979","Luther","D-III","-","1-1-0","0.500","372",6
"209","1979","Texas A&M","","-","52-11-0","0.825","697",68
"210","1979","Cal Poly Pomona","D-I","-","46-6-0","0.885","91",58
"211","1979","Eastern Conn. St.","D-III","-","10-12-1","0.455","200",41
"212","1979","UMass Lowell","","-","8-7-0","0.533","368",36
"213","1979","San Fran. St.","D-II","-","6-12-1","0.333","628",66
"214","1979","Carthage","","-","6-12-0","0.333","121",2
"215","1979","Springfield","D-II","-","10-12-0","0.455","673",1
"216","1979","Muskingum","D-III","-","8-10-0","0.444","455",23
"217","1979","Idaho St.","","-","24-9-0","0.727","294",30
"218","1979","Western New Eng.","D-III","-","10-13-0","0.435","775",71
"219","1979","Central (IA)","","-","5-6-0","0.455","126",15
"220","1979","Ohio Northern","D-III","-","6-11-0","0.353","517",3
"221","1979","Central Okla.","","-","1-1-0","0.500","1009",28
"222","1979","Bloomsburg","D-II","-","6-11-0","0.353","65",49
"223","1979","Adelphi","","-","16-7-0","0.696","3",9
"224","1979","Southern Me.","D-III","-","1-1-0","0.500","662",54
"225","1979","Franklin","","-","11-7-0","0.611","2694",19
"226","1979","Elmira","D-III","-","0-8-0","0.000","213",60
"227","1979","East Stroudsburg","","-","12-12-0","0.500","197",29
"228","1979","American Int'l","D-II","-","17-2-0","0.895","22",5
"229","1979","Pacific (OR)","","-","6-9-0","0.400","2751",64
"230","1979","TCNJ","D-III","-","16-12-0","0.571","712",20
"231","1979","Mount Holyoke","D-III","-","1-1-0","0.500","449",61
"232","1979","Calvin","D-III","-","10-11-0","0.476","114",59
"233","1979","UC Davis","D-II","-","8-16-0","0.333","108",69
"234","1979","Western Ill.","","-","31-14-0","0.689","771",14
"235","1979","Southern Ill.","","-","24-9-0","0.727","659",4
"236","1979","San Diego St.","","-","14-17-0","0.452","626",65
"237","1979","Penn","D-I","-","9-6-1","0.600","540",18
"238","1979","Wis.-Parkside","","-","6-8-0","0.429","799",56
"239","1979","Minnesota","","-","25-8-0","0.758","428",17
"240","1979","South Dakota St.","","-","8-6-0","0.571","649",67
"241","1979","Baldwin Wallace","D-III","-","1-1-0","0.500","46",7
"242","1979","Creighton","","-","22-13-0","0.629","169",40
"243","1979","Brandeis","D-III","-","1-1-0","0.500","73",21
"244","1979","Eastern Ill.","D-II","-","23-12-0","0.657","201",51
"245","1979","UNI","","-","22-10-0","0.688","504",13
"246","1979","UMass Dartmouth","D-III","-","1-8-1","0.111","656",55
"247","1979","Missouri Western","","-","13-15-0","0.464","9013",33
"248","1979","Wooster","","-","2-6-0","0.250","807",72
"249","1979","La Salle","D-I","-","13-1-0","0.929","340",31
"250","1979","Temple","D-I","-","15-12-0","0.556","690",25
"251","1979","Aurora","D-III","-","18-0-0","1.000","42",38
"252","1979","Oklahoma St.","","-","24-17-0","0.585","521",63
"253","1979","Augustana (SD)","","-","14-10-0","0.583","41",37
"254","1979","Northwestern","","-","3-13-0","0.188","509",11
"255","1979","UCLA","","-","24-9-0","0.727","110",26
"256","1979","Bates","D-III","-","1-1-0","0.500","50",39
"257","1979","Saint Michael's","","-","9-4-0","0.692","613",52
"258","1979","UIndy","D-II","-","8-8-0","0.500","309",70
"259","1979","New Mexico","D-I","-","22-26-0","0.458","473",43
"260","1979","Portland St.","D-II","-","12-11-0","0.522","550",45
"261","1979","Bucknell","D-I","-","8-4-0","0.667","83",57
"262","1979","Gust. Adolphus","D-III","-","7-5-0","0.583","266",42
"263","1979","CSUN","","-","17-14-0","0.548","101",50
"264","1980","Oswego St.","D-III","-","15-6-0","0.714","530",24
"265","1980","Luther","D-III","-","1-1-0","0.500","372",6
"266","1980","Texas A&M","","-","72-16-0","0.818","697",68
"267","1980","Baylor","D-I","-","19-19-0","0.500","51",74
"268","1980","Cal Poly Pomona","D-I","-","43-18-0","0.705","91",58
"269","1980","Eastern Conn. St.","D-III","-","13-11-0","0.542","200",41
"270","1980","NIU","D-I","-","18-19-0","0.486","503",87
"271","1980","UMass Lowell","","-","12-6-0","0.667","368",36
"272","1980","San Fran. St.","D-II","-","11-21-0","0.344","628",66
"273","1980","Springfield","D-II","-","7-14-0","0.333","673",1
"274","1980","Grove City","D-III","-","8-2-0","0.800","265",82
"275","1980","Muskingum","D-III","-","0-18-0","0.000","455",23
"276","1980","Massachusetts","","-","23-3-0","0.885","400",85
"277","1980","Idaho St.","","-","8-20-0","0.286","294",30
"278","1980","Western New Eng.","D-III","-","9-9-0","0.500","775",71
"279","1980","DePaul","","-","6-14-0","0.300","176",79
"280","1980","Central (IA)","","-","3-19-0","0.136","126",15
"281","1980","Indiana","D-I","-","33-16-0","0.673","306",84
"282","1980","Ohio Northern","","-","15-14-0","0.517","517",3
"283","1980","Wooster","","-","6-9-0","0.400","807",96
"284","1980","Central Okla.","","-","1-1-0","0.500","1009",28
"285","1980","Michigan St.","D-I","-","22-15-1","0.595","416",86
"286","1980","FDU-Florham","D-III","-","5-6-0","0.455","221",81
"287","1980","Bloomsburg","D-II","-","17-8-0","0.680","65",49
"288","1980","Adelphi","","-","13-9-0","0.591","3",9
"289","1980","Purdue","D-I","-","13-10-0","0.565","559",91
"290","1980","Southern Me.","D-III","-","1-1-0","0.500","662",54
"291","1980","Franklin","","-","20-3-0","0.870","2694",19
"292","1980","Elmira","D-III","-","3-5-0","0.375","213",60
"293","1980","Akron","D-II","-","12-9-0","0.571","5",73
"294","1980","East Stroudsburg","","-","9-13-0","0.409","197",29
"295","1980","Westfield St.","D-III","-","15-11-0","0.577","777",95
"296","1980","Cal St. Fullerton","","-","30-25-0","0.545","97",76
"297","1980","American Int'l","D-II","-","13-10-0","0.565","22",5
"298","1980","Pacific (OR)","","-","26-5-0","0.839","2751",64
"299","1980","TCNJ","D-III","-","31-9-0","0.775","712",20
"300","1980","Nichols","","-","5-4-0","0.556","484",88
"301","1980","Mount Holyoke","D-III","-","1-1-0","0.500","449",61
"302","1980","Calvin","D-III","-","10-10-0","0.500","114",59
"303","1980","UC Davis","D-II","-","9-16-0","0.360","108",69
"304","1980","UMass Dartmouth","D-III","-","8-8-0","0.500","656",93
"305","1980","Western Ill.","","-","31-9-0","0.775","771",14
"306","1980","Okla. Baptist","","-","16-8-0","0.667","30202",90
"307","1980","Southern Ill.","","-","11-11-1","0.500","659",4
"308","1980","San Diego St.","","-","17-18-0","0.486","626",65
"309","1980","Penn","D-I","-","9-6-0","0.600","540",18
"310","1980","Wis.-Parkside","","-","7-12-0","0.368","799",56
"311","1980","Minnesota","","-","18-21-1","0.462","428",17
"312","1980","Eastern Ill.","D-II","-","16-22-0","0.421","201",80
"313","1980","South Dakota St.","","-","14-10-0","0.583","649",67
"314","1980","WPI","D-III","-","1-1-0","0.500","808",94
"315","1980","Baldwin Wallace","D-III","-","1-1-0","0.500","46",7
"316","1980","Illinois St.","","-","28-9-1","0.757","299",83
"317","1980","Central Mich.","","-","16-12-0","0.571","129",78
"318","1980","Creighton","","-","46-18-0","0.719","169",40
"319","1980","Brandeis","D-III","-","1-1-0","0.500","73",21
"320","1980","UNI","","-","31-15-0","0.674","504",13
"321","1980","Canisius","D-I","-","5-9-0","0.357","116",77
"322","1980","Rutgers","D-I","-","22-3-0","0.880","587",92
"323","1980","Brown","D-I","-","1-1-0","0.500","80",75
"324","1980","Missouri Western","","-","13-13-0","0.500","9013",33
"325","1980","La Salle","D-I","-","9-2-0","0.818","340",31
"326","1980","Temple","D-I","-","8-9-0","0.471","690",25
"327","1980","Aurora","D-III","-","11-7-0","0.611","42",38
"328","1980","Oklahoma St.","","-","34-20-0","0.630","521",63
"329","1980","Augustana (SD)","","-","26-15-1","0.634","41",37
"330","1980","Northwestern","","-","16-17-0","0.485","509",11
"331","1980","UCLA","","-","24-13-0","0.649","110",26
"332","1980","Bates","D-III","-","1-1-0","0.500","50",39
"333","1980","Saint Michael's","","-","6-4-0","0.600","613",52
"334","1980","UIndy","D-II","-","7-12-0","0.368","309",70
"335","1980","North Carolina","","-","25-16-0","0.610","457",89
"336","1980","New Mexico","D-I","-","30-20-0","0.600","473",43
"337","1980","Portland St.","D-II","-","20-19-0","0.513","550",45
"338","1980","Bucknell","D-I","-","7-8-0","0.467","83",57
"339","1980","Gust. Adolphus","D-III","-","11-14-0","0.440","266",42
"340","1980","CSUN","","-","30-22-0","0.577","101",50
"341","1981","Oswego St.","D-III","-","20-7-0","0.741","530",24
"342","1981","Luther","D-III","-","1-1-0","0.500","372",6
"343","1981","Texas A&M","","-","52-11-0","0.825","697",68
"344","1981","Baylor","D-I","-","24-27-1","0.471","51",74
"345","1981","Elmira","D-III","-","3-8-0","0.273","213",104
"346","1981","Delaware","D-I","-","14-13-0","0.519","180",101
"347","1981","Drexel","D-II","-","3-6-0","0.333","191",102
"348","1981","Cal Poly Pomona","D-I","-","39-20-0","0.661","91",58
"349","1981","Carthage","","-","9-7-2","0.562","121",99
"350","1981","Misericordia","","-","10-8-0","0.556","16142",109
"351","1981","Long Beach St.","","-","8-24-0","0.250","99",106
"352","1981","Plymouth St.","D-III","-","8-10-0","0.444","548",112
"353","1981","Eastern Conn. St.","D-III","-","24-11-0","0.686","200",41
"354","1981","Eastern Ill.","D-II","-","22-11-0","0.667","201",103
"355","1981","Benedictine (IL)","D-III","-","15-8-0","0.652","296",97
"356","1981","NIU","D-I","-","24-24-0","0.500","503",87
"357","1981","UMass Lowell","","-","8-11-0","0.421","368",36
"358","1981","San Fran. St.","D-II","-","25-20-2","0.556","628",66
"359","1981","Springfield","D-II","-","18-9-0","0.667","673",1
"360","1981","SFA","D-II","-","1-1-0","0.500","676",113
"361","1981","Grove City","D-III","-","4-8-0","0.333","265",82
"362","1981","Muskingum","D-III","-","13-18-0","0.419","455",23
"363","1981","Massachusetts","","-","16-8-0","0.667","400",85
"364","1981","Western New Eng.","D-III","-","7-10-0","0.412","775",71
"365","1981","DePaul","","-","18-16-1","0.529","176",79
"366","1981","Widener","","-","7-7-0","0.500","783",117
"367","1981","Central (IA)","","-","3-23-0","0.115","126",15
"368","1981","Indiana","D-I","-","26-12-0","0.684","306",84
"369","1981","Ohio Northern","D-III","-","9-10-1","0.474","517",3
"370","1981","Wooster","","-","2-12-0","0.143","807",96
"371","1981","Central Okla.","","-","42-30-1","0.583","1009",28
"372","1981","Michigan St.","D-I","-","42-19-1","0.689","416",86
"373","1981","FDU-Florham","D-III","-","4-8-0","0.333","221",81
"374","1981","Bloomsburg","D-II","-","23-9-0","0.719","65",49
"375","1981","Adelphi","","-","18-13-0","0.581","3",9
"376","1981","Purdue","D-I","-","16-11-0","0.593","559",91
"377","1981","Wis.-Whitewater","D-III","-","13-11-1","0.542","805",118
"378","1981","MIT","D-III","-","7-8-0","0.467","398",108
"379","1981","Southern Me.","D-III","-","1-1-0","0.500","662",54
"380","1981","Franklin","","-","17-10-0","0.630","2694",19
"381","1981","Idaho St.","","-","9-16-0","0.360","294",105
"382","1981","Akron","D-II","-","17-11-0","0.607","5",73
"383","1981","East Stroudsburg","","-","14-14-0","0.500","197",29
"384","1981","Westfield St.","D-III","-","7-17-0","0.292","777",95
"385","1981","Cal St. Fullerton","","-","51-14-0","0.785","97",76
"386","1981","American Int'l","D-II","-","21-8-0","0.724","22",5
"387","1981","Pacific (OR)","","-","30-5-0","0.857","2751",64
"388","1981","TCNJ","D-III","-","30-8-0","0.789","712",20
"389","1981","Nichols","D-III","-","5-6-0","0.455","484",88
"390","1981","Mount Holyoke","D-III","-","1-1-0","0.500","449",61
"391","1981","Calvin","D-III","-","9-7-0","0.562","114",59
"392","1981","UC Davis","D-II","-","7-17-0","0.292","108",69
"393","1981","Western Ill.","","-","19-20-0","0.487","771",14
"394","1981","Okla. Baptist","","-","37-15-0","0.712","30202",90
"395","1981","Southern Ill.","","-","11-22-0","0.333","659",4
"396","1981","San Diego St.","","-","18-21-0","0.462","626",65
"397","1981","Penn","D-I","-","16-4-0","0.800","540",18
"398","1981","Wis.-Parkside","","-","19-12-0","0.613","799",56
"399","1981","Minnesota","","-","29-11-0","0.725","428",17
"400","1981","Utah St.","","-","34-12-0","0.739","731",115
"401","1981","Nicholls","","-","10-30-0","0.250","483",111
"402","1981","WPI","D-III","-","1-1-0","0.500","808",94
"403","1981","Baldwin Wallace","D-III","-","1-1-0","0.500","46",7
"404","1981","Buena Vista","D-III","-","13-20-0","0.394","84",98
"405","1981","Illinois St.","","-","40-12-0","0.769","299",83
"406","1981","Central Mich.","","-","30-13-1","0.698","129",78
"407","1981","Defiance","","-","3-14-0","0.176","1050",100
"408","1981","Creighton","","-","51-7-0","0.879","169",40
"409","1981","Brandeis","D-III","-","4-39-0","0.093","73",21
"410","1981","UNI","","-","29-15-0","0.659","504",13
"411","1981","Canisius","D-I","-","9-4-0","0.692","116",77
"412","1981","Rutgers","D-I","-","28-3-0","0.903","587",92
"413","1981","Brown","D-I","-","1-1-0","0.500","80",75
"414","1981","Missouri Western","","-","20-15-0","0.571","9013",33
"415","1981","La Salle","D-I","-","23-13-0","0.639","340",31
"416","1981","Temple","D-I","-","20-7-0","0.741","690",25
"417","1981","Aurora","D-III","-","16-10-0","0.615","42",38
"418","1981","Oklahoma St.","","-","40-16-0","0.714","521",63
"419","1981","Augustana (SD)","","-","24-8-0","0.750","41",37
"420","1981","Northwestern","","-","19-27-0","0.413","509",11
"421","1981","UCLA","","-","38-10-0","0.792","110",26
"422","1981","Bates","D-III","-","1-1-0","0.500","50",39
"423","1981","UMass Dartmouth","D-III","-","6-11-0","0.353","656",114
"424","1981","Saint Michael's","","-","8-4-0","0.667","613",52
"425","1981","Wagner","D-I","-","2-14-0","0.125","748",116
"426","1981","UIndy","D-II","-","5-14-0","0.263","309",70
"427","1981","South Dakota St.","","-","5-13-0","0.278","649",53
"428","1981","North Carolina","","-","47-22-0","0.681","457",89
"429","1981","New Mexico","D-I","-","34-19-0","0.642","473",43
"430","1981","Portland St.","D-II","-","23-12-0","0.657","550",45
"431","1981","Bucknell","D-I","-","7-10-0","0.412","83",57
"432","1981","Gust. Adolphus","D-III","-","13-10-0","0.565","266",42
"433","1981","CSUN","","-","32-25-0","0.561","101",50
"434","1981","New Jersey City","D-III","-","2-11-0","0.154","319",110
"435","1981","Louisiana","","-","7-15-0","0.318","671",107
"436","1982","Oswego St.","D-III","-","12-9-0","0.571","530",24
"437","1982","Luther","D-III","-","1-1-0","0.500","372",6
"438","1982","Louisiana Tech","D-I","-","36-10-0","0.783","366",68
"439","1982","Minn. Duluth","D-II","-","22-9-0","0.710","427",126
"440","1982","Texas A&M","D-I","-","48-6-0","0.889","697",74
"441","1982","Elmira","D-III","-","6-9-0","0.400","213",104
"442","1982","Delaware","D-I","-","16-9-0","0.640","180",101
"443","1982","Smith","D-III","-","5-10-0","0.333","644",131
"444","1982","Ferris St.","D-II","-","23-11-0","0.676","224",123
