"","season","team_name","division","conference","record","win_perc","team_id","coach_id"
"1158","1986","Creighton","D-I","-","36-22-0","0.621","169",40
"1159","1986","Brandeis","D-III","-","13-6-0","0.684","73",21
"1160","1986","Stetson","D-I","-","27-12-0","0.692","678",274
"1161","1986","Illinois St.","D-I","-","35-17-0","0.673","299",51
"1162","1986","UNI","D-I","-","20-29-0","0.408","504",13
"1163","1986","Oklahoma","D-I","-","26-17-0","0.605","522",211
"1164","1986","Arizona","D-I","-","27-13-1","0.675","29",231
"1165","1986","Lawrence","D-III","-","7-10-0","0.412","348",169
"1166","1986","Canisius","D-I","-","20-6-1","0.769","116",77
"1167","1986","Cal St. Dom. Hills","D-II","-","25-28-0","0.472","92",238
"1168","1986","Boston College","D-I","-","17-16-0","0.515","67",193
"1169","1986","Detroit Mercy","D-I","-","27-21-0","0.562","184",162
"1170","1986","Vermont","D-I","-","12-22-0","0.353","738",278
"1171","1986","New Jersey City","D-III","-","0-22-0","0.000","319",209
"1172","1986","Beloit","D-III","-","2-14-0","0.125","53",236
"1173","1986","Texas St.","D-I","-","13-35-0","0.271","670",275
"1174","1986","Wagner","D-I","-","10-18-0","0.357","748",279
"1175","1986","Mo. Southern St.","","-","44-13-0","0.772","9012",127
"1176","1986","Rutgers","D-I","-","28-14-2","0.667","587",92
"1177","1986","Lamar University","","-","14-19-0","0.424","346",168
"1178","1986","Sonoma St.","D-II","-","31-19-0","0.620","645",178
"1179","1986","Long Beach St.","D-I","-","39-18-0","0.684","99",171
"1180","1986","Wentworth","D-III","-","2-4-0","0.333","762",281
"1181","1986","Bridgeport","D-II","-","20-16-0","0.556","74",158
"1182","1986","Brown","D-I","-","23-13-0","0.639","80",75
"1183","1986","Pacific Lutheran","","-","25-6-0","0.806","1297",264
"1184","1986","Saint Leo","D-II","-","7-24-0","0.226","608",271
"1185","1986","Franklin & Marshall","D-III","-","13-9-0","0.591","239",166
"1186","1986","UT Arlington","D-I","-","25-25-0","0.500","702",226
"1187","1986","Missouri Western","","-","19-21-0","0.475","9013",33
"1188","1986","Staten Island","","-","17-8-0","0.680","675",223
"1189","1986","La Salle","D-I","-","15-22-1","0.405","340",31
"1190","1986","MUW","D-II","-","31-8-0","0.795","431",173
"1191","1986","Puget Sound","","-","14-6-0","0.700","557",266
"1192","1986","Temple","D-I","-","19-19-0","0.500","690",25
"1193","1986","Southwest Baptist","D-II","-","6-20-0","0.231","2755",181
"1194","1986","ULM","D-I","-","17-36-0","0.321","498",224
"1195","1986","Aurora","D-III","-","31-8-0","0.795","42",38
"1196","1986","Mount Union","D-III","-","20-10-0","0.667","452",256
"1197","1986","Oklahoma St.","D-I","-","27-18-1","0.600","521",63
"1198","1986","Augustana (SD)","D-II","-","39-10-0","0.796","41",37
"1199","1986","Gallaudet","D-III","-","6-15-0","0.286","245",250
"1200","1986","Northwestern","D-I","-","33-17-0","0.660","509",11
"1201","1986","UCLA","D-I","-","28-15-0","0.651","110",26
"1202","1986","Simpson","D-III","-","15-14-0","0.517","641",273
"1203","1986","Bates","D-III","-","11-9-0","0.550","50",39
"1204","1986","St. Thomas (MN)","D-III","-","25-7-0","0.781","620",133
"1205","1986","St. Cloud St.","D-II","-","10-18-0","0.357","598",220
"1206","1986","Nazareth","","-","1-1-0","0.500","461",257
"1207","1986","East Carolina","D-I","-","30-18-0","0.625","196",163
"1208","1986","Kent St.","D-I","-","23-16-0","0.590","331",253
"1209","1986","Seton Hall","D-I","-","16-24-0","0.400","635",116
"1210","1986","Penn St.","D-I","-","21-26-0","0.447","539",130
"1211","1986","Rhode Island","D-I","-","27-23-1","0.540","572",212
"1212","1986","UIndy","D-II","-","14-10-0","0.583","309",70
"1213","1986","New Mexico","D-I","-","22-15-0","0.595","473",43
"1214","1986","St. John's (NY)","D-I","-","18-22-0","0.450","603",221
"1215","1986","Oregon","D-I","-","17-30-0","0.362","529",261
"1216","1986","Portland St.","D-II","-","15-18-0","0.455","550",45
"1217","1986","Otterbein","D-III","-","7-22-1","0.241","531",262
"1218","1986","Bucknell","D-I","-","12-12-0","0.500","83",57
"1219","1986","Pacific","D-I","-","34-18-1","0.654","534",263
"1220","1986","Saint Francis (PA)","D-I","-","6-21-0","0.222","600",270
"1221","1986","LIU","D-I","-","25-12-0","0.676","361",32
"1222","1986","Gust. Adolphus","D-III","-","11-12-1","0.478","266",42
"1223","1986","Indiana St.","D-I","-","28-17-0","0.622","305",203
"1224","1986","Carson-Newman","","-","21-10-0","0.677","1000",239
"1225","1986","Montclair St.","D-III","-","31-13-0","0.705","442",174
"1226","1986","Louisiana","D-I","-","32-19-0","0.627","671",107
"1227","1987","Oswego St.","D-III","-","11-13-0","0.458","530",24
"1228","1987","Furman","D-I","-","26-10-0","0.722","244",167
"1229","1987","Okla. Baptist","","-","13-21-0","0.382","30202",260
"1230","1987","North Ala.","D-II","-","20-11-0","0.645","487",259
"1231","1987","Saginaw Valley","D-II","-","21-15-0","0.583","591",269
"1232","1987","Lynchburg","D-III","-","11-12-0","0.478","374",255
"1233","1987","Carthage","D-III","-","10-16-0","0.385","121",288
"1234","1987","Elizabethtown","D-III","-","25-3-0","0.893","211",246
"1235","1987","Butler","D-I","-","23-20-0","0.535","87",139
"1236","1987","Luther","D-III","-","22-14-0","0.611","372",6
"1237","1987","Saint Augustine's","D-II","-","24-7-0","0.774","594",308
"1238","1987","Louisiana Tech","D-I","-","41-14-0","0.745","366",68
"1239","1987","Minn. Duluth","D-II","-","35-10-0","0.778","427",126
"1240","1987","Ga. Southern","D-I","-","1-1-0","0.500","253",249
"1241","1987","St. Scholastica","","-","12-14-0","0.462","618",182
"1242","1987","Texas A&M","D-I","-","56-8-0","0.875","697",74
"1243","1987","Bentley","D-II","-","16-10-0","0.615","56",192
"1244","1987","Shippensburg","D-II","-","27-8-1","0.771","638",218
"1245","1987","Merrimack","D-II","-","18-14-0","0.562","410",204
"1246","1987","Georgia St.","D-I","-","26-22-0","0.542","254",202
"1247","1987","Molloy","D-II","-","13-11-1","0.542","437",206
"1248","1987","Saint Joseph's","D-I","-","10-15-0","0.400","606",214
"1249","1987","Mt. Mercy",NA,"-","43-8-0","0.843","503377",148
"1250","1987","Fairfield","D-I","-","14-14-0","0.500","220",199
"1251","1987","Delaware","D-I","-","19-11-0","0.633","180",101
"1252","1987","Smith","D-III","-","8-7-0","0.533","644",131
"1253","1987","Neb.-Kearney","","-","42-15-0","0.737","1156",208
"1254","1987","UC Santa Barbara","D-I","-","33-30-0","0.524","104",277
"1255","1987","Muhlenberg","D-III","-","16-7-1","0.696","453",207
"1256","1987","Millikin","D-III","-","30-5-0","0.857","424",146
"1257","1987","Augsburg","D-III","-","12-18-0","0.400","38",233
"1258","1987","Michigan","D-I","-","39-17-0","0.696","418",123
"1259","1987","Drexel","D-I","-","12-21-0","0.364","191",102
"1260","1987","Cal Poly Pomona","D-I","-","42-23-0","0.646","91",58
"1261","1987","Wittenberg","D-III","-","2-16-0","0.111","806",229
"1262","1987","Eureka","D-III","-","29-13-0","0.690","218",293
"1263","1987","Keene St.","D-II","-","11-15-0","0.423","330",252
"1264","1987","Misericordia","","-","12-8-0","0.600","16142",109
"1265","1987","Elms","D-III","-","8-9-0","0.471","532",292
"1266","1987","Toledo","D-I","-","33-21-0","0.611","709",184
"1267","1987","Fla. Southern","D-II","-","49-6-0","0.891","233",200
"1268","1987","Omaha","D-II","-","24-24-0","0.500","464",106
"1269","1987","Le Moyne","D-II","-","11-15-0","0.423","349",112
"1270","1987","Princeton","D-I","-","33-12-0","0.733","554",149
"1271","1987","Pace","D-II","-","15-16-0","0.484","533",129
"1272","1987","Bradley","D-I","-","25-27-0","0.481","72",138
"1273","1987","Eastern Conn. St.","D-III","-","31-10-0","0.756","200",41
"1274","1987","St. Norbert","D-III","-","14-8-0","0.636","614",151
"1275","1987","Elmira","D-III","-","5-12-0","0.294","213",247
"1276","1987","Kean","D-III","-","29-12-0","0.707","329",189
"1277","1987","Tufts","D-III","-","4-11-0","0.267","717",276
"1278","1987","Shepherd","D-II","-","7-17-0","0.292","10870",217
"1279","1987","CUI","","-","1-21-0","0.045","30199",285
"1280","1987","Rowan","","-","27-13-0","0.675","259",268
"1281","1987","Salisbury","D-III","-","19-9-0","0.679","622",216
"1282","1987","South Dakota St.","D-II","-","19-20-0","0.487","649",179
"1283","1987","Benedictine (IL)","D-III","-","25-13-0","0.658","296",97
"1284","1987","Iowa St.","D-I","-","32-18-0","0.640","311",144
"1285","1987","Upper Iowa","D-III","-","2-16-0","0.111","728",317
"1286","1987","Rensselaer","D-III","-","1-1-0","0.500","570",306
"1287","1987","Susquehanna","D-III","-","7-20-0","0.259","685",172
"1288","1987","NIU","D-I","-","24-25-0","0.490","503",87
"1289","1987","Bridgewater St.","D-III","-","18-10-0","0.643","76",159
"1290","1987","Wheaton (MA)","D-III","-","9-5-0","0.643","779",153
"1291","1987","Saint Benedict","D-III","-","14-11-1","0.560","595",309
"1292","1987","San Fran. St.","D-II","-","4-44-0","0.083","628",66
"1293","1987","Augustana (IL)","D-III","-","10-16-0","0.385","40",191
"1294","1987","SFA","D-I","-","28-20-0","0.583","676",113
"1295","1987","St. Joseph's (ME)","D-III","-","13-8-0","0.619","605",222
"1296","1987","Bellarmine","D-II","-","16-9-0","0.640","52",156
"1297","1987","Juniata","D-III","-","13-13-0","0.500","325",251
"1298","1987","Grove City","D-III","-","13-7-0","0.650","265",82
"1299","1987","Trinity (CT)","D-III","-","11-1-0","0.917","713",185
"1300","1987","Muskingum","D-III","-","24-11-0","0.686","455",23
"1301","1987","North Carolina","D-I","-","36-11-1","0.766","457",183
"1302","1987","Lander","","-","45-7-0","0.865","1167",125
"1303","1987","Youngstown St.","D-I","-","15-15-0","0.500","817",230
"1304","1987","Massachusetts","D-I","-","35-12-0","0.745","400",85
"1305","1987","Western New Eng.","D-III","-","10-9-0","0.526","775",71
"1306","1987","DePaul","D-I","-","32-18-1","0.640","176",79
"1307","1987","Winthrop","D-I","-","37-10-0","0.787","792",154
"1308","1987","Quinnipiac","D-II","-","20-20-0","0.500","562",305
"1309","1987","Widener","D-III","-","4-11-0","0.267","783",117
"1310","1987","Cal St. East Bay","D-II","-","33-22-0","0.600","98",141
"1311","1987","Bowling Green","D-I","-","21-22-0","0.488","71",157
"1312","1987","Colo. Sch. of Mines","D-II","-","4-14-0","0.222","155",290
"1313","1987","Wayne St. (MI)","D-II","-","25-29-0","0.463","757",134
"1314","1987","CSUN","D-II","CCAA","58-7-0","0.892","101",121
"1315","1987","Northwest Mo. St.","D-II","-","28-25-0","0.528","507",128
"1316","1987","Indiana","D-I","-","37-23-0","0.617","306",84
"1317","1987","Ohio Northern","D-III","-","24-8-0","0.750","517",3
"1318","1987","Lewis","D-II","-","36-17-0","0.679","354",170
"1319","1987","Central (IA)","D-III","-","33-10-0","0.767","126",196
"1320","1987","Hamilton","D-III","-","10-6-0","0.625","267",96
"1321","1987","Central Okla.","","-","23-10-0","0.697","1009",28
"1322","1987","Michigan St.","D-I","-","13-34-0","0.277","416",86
"1323","1987","New Mexico St.","D-I","-","19-23-0","0.452","472",258
"1324","1987","FDU-Florham","D-III","-","20-12-0","0.625","221",81
"1325","1987","Southern Miss.","D-I","-","8-35-0","0.186","664",313
"1326","1987","South Fla.","D-I","-","32-19-0","0.627","651",219
"1327","1987","Charleston So.","D-I","-","32-14-0","0.696","48",242
"1328","1987","Sacramento St.","D-II","-","35-21-0","0.625","102",307
"1329","1987","Bloomsburg","D-II","-","35-11-0","0.761","65",49
"1330","1987","Cortland","D-III","-","20-15-0","0.571","168",122
"1331","1987","Yale","D-I","-","20-14-0","0.588","813",321
"1332","1987","Adelphi","D-I","-","31-11-1","0.738","3",9
"1333","1987","Eastern Ill.","D-I","-","25-19-1","0.568","201",245
"1334","1987","Wartburg","D-III","-","16-20-0","0.444","750",280
"1335","1987","Oklahoma City","","-","46-27-0","0.630","503905",91
"1336","1987","MIT","D-III","-","4-6-0","0.400","398",108
"1337","1987","Southern Me.","D-III","-","19-10-0","0.655","662",54
"1338","1987","Cal St. Dom. Hills","D-II","-","30-26-0","0.536","92",286
"1339","1987","Franklin","","-","21-14-0","0.600","2694",19
"1340","1987","Ball St.","D-I","-","28-21-0","0.571","47",120
"1341","1987","USC Aiken","","-","6-14-0","0.300","11276",316
"1342","1987","Dayton","D-I","-","12-27-0","0.308","175",197
"1343","1987","Eckerd","D-II","-","14-18-0","0.438","208",143
"1344","1987","Cal St. San B'dino","D-III","-","16-12-0","0.571","93",287
"1345","1987","Colorado St.","D-I","-","18-20-0","0.474","156",244
"1346","1987","Florida St.","D-I","-","50-14-0","0.781","234",165
"1347","1987","Akron","D-I","-","45-16-1","0.738","5",73
"1348","1987","Macalester","D-III","-","12-16-0","0.429","376",298
"1349","1987","Providence","D-I","-","12-18-0","0.400","556",265
"1350","1987","Quincy","D-II","-","23-27-0","0.460","561",267
"1351","1987","Babson","D-III","-","5-4-0","0.556","45",284
"1352","1987","East Stroudsburg","D-II","-","8-29-0","0.216","197",29
"1353","1987","Eastern Nazarene","","-","1-1-0","0.500","1064",291
"1354","1987","Southern Utah","D-II","-","18-10-0","0.643","667",180
"1355","1987","South Carolina","D-I","-","34-14-0","0.708","648",147
"1356","1987","Westfield St.","D-III","-","20-7-0","0.741","777",95
"1357","1987","Cal St. Fullerton","D-I","-","59-10-0","0.855","97",76
"1358","1987","American Int'l","D-II","-","36-17-0","0.679","22",5
"1359","1987","Pacific (OR)","","-","32-9-0","0.780","2751",64
"1360","1987","Capital","D-III","-","15-11-0","0.577","117",194
"1361","1987","TCNJ","D-III","-","46-3-0","0.939","712",20
"1362","1987","Sam Houston","D-I","-","34-26-0","0.567","624",311
"1363","1987","Ashland","D-II","-","16-24-0","0.400","35",232
"1364","1987","UConn","D-I","-","27-7-1","0.794","164",88
"1365","1987","Nichols","D-III","-","18-8-0","0.692","484",61
"1366","1987","Calvin","D-III","-","28-4-0","0.875","114",59
"1367","1987","Ramapo","D-III","-","15-12-0","0.556","564",176
"1368","1987","UC Davis","D-II","-","34-14-1","0.708","108",69
"1369","1987","San Jose St.","D-I","-","20-35-0","0.364","630",160
"1370","1987","Western Ill.","D-I","-","33-24-0","0.579","771",14
"1371","1987","CSU Bakersfield","D-II","-","29-21-0","0.580","94",90
"1372","1987","Southern Ill.","D-I","-","25-20-0","0.556","659",4
"1373","1987","Ky. Wesleyan","D-II","-","27-27-0","0.500","333",145
"1374","1987","Saint Vincent","","-","12-5-0","0.706","30064",215
"1375","1987","Southeast Mo. St.","D-II","-","39-13-0","0.750","654",150
"1376","1987","San Diego","D-I","-","21-20-0","0.512","627",272
"1377","1987","Anderson (IN)","D-III","-","14-27-0","0.341","939",155
"1378","1987","Holy Cross","D-I","-","10-17-0","0.370","285",295
"1379","1987","Azusa Pacific","","-","14-19-0","0.424","30146",235
"1380","1987","Slippery Rock","D-II","-","8-9-0","0.471","643",312
"1381","1987","SUNY Brockport","D-III","-","21-6-0","0.778","78",213
"1382","1987","Penn","D-I","-","2-16-0","0.111","540",18
"1383","1987","Wis.-Parkside","D-II","-","24-32-0","0.429","799",56
"1384","1987","San Diego St.","D-I","-","20-40-1","0.333","626",177
"1385","1987","Clark (MA)","D-III","-","11-7-0","0.611","145",243
"1386","1987","Minnesota","D-I","-","21-36-0","0.368","428",17
"1387","1987","Walsh","","-","12-10-0","0.545","30141",228
"1388","1987","Chapman","D-II","-","13-28-1","0.317","134",142
"1389","1987","West Ala.","D-II","-","17-25-0","0.405","358",319
"1390","1987","Utah St.","D-I","-","33-14-0","0.702","731",115
"1391","1987","Longwood","D-II","-","10-8-1","0.556","363",254
"1392","1987","Minnesota St.","D-II","-","48-10-2","0.828","383",205
"1393","1987","Augusta","D-I","-","11-16-0","0.407","39",234
"1394","1987","Nicholls","D-I","-","31-27-0","0.534","483",111
"1395","1987","Worcester St.","D-III","-","22-1-0","0.957","809",94
"1396","1987","UNCW","D-I","-","23-23-0","0.500","460",225
"1397","1987","Baldwin Wallace","D-III","-","17-10-0","0.630","46",7
"1398","1987","Buena Vista","D-III","-","21-16-0","0.568","84",98
"1399","1987","Fresno St.","D-I","-","54-16-0","0.771","96",83
"1400","1987","Central Mich.","D-I","-","37-14-0","0.725","129",78
"1401","1987","Villanova","D-I","-","13-13-0","0.500","739",227
"1402","1987","UMass Dartmouth","D-III","-","14-9-0","0.609","656",186
"1403","1987","Wayne St. (NE)","","-","25-13-0","0.658","1433",188
"1404","1987","Cedarville","","-","10-12-1","0.455","30124",241
"1405","1987","Defiance","","-","28-12-0","0.700","1050",100
"1406","1987","Lincoln (MO)","D-II","-","7-22-0","0.241","356",297
"1407","1987","Creighton","D-I","-","34-13-0","0.723","169",40
"1408","1987","Missouri Western","","-","28-18-0","0.609","9013",299
"1409","1987","Brandeis","D-III","-","12-6-0","0.667","73",21
"1410","1987","Stetson","D-I","-","36-28-0","0.562","678",274
"1411","1987","Illinois St.","D-I","-","41-20-0","0.672","299",51
"1412","1987","UNI","D-I","-","29-23-0","0.558","504",13
"1413","1987","Oklahoma","D-I","-","29-21-0","0.580","522",211
"1414","1987","Arizona","D-I","-","42-18-0","0.700","29",231
"1415","1987","Lawrence","D-III","-","15-5-0","0.750","348",169
"1416","1987","Canisius","D-I","-","17-8-0","0.680","116",77
"1417","1987","George Mason","D-I","-","11-17-0","0.393","248",294
"1418","1987","Boston College","D-I","-","16-17-0","0.485","67",193
"1419","1987","Detroit Mercy","D-I","-","32-21-0","0.604","184",162
"1420","1987","Vermont","D-I","-","17-14-0","0.548","738",278
"1421","1987","New Jersey City","D-III","-","5-18-0","0.217","319",209
"1422","1987","Beloit","D-III","-","4-18-0","0.182","53",236
"1423","1987","Texas St.","D-I","-","21-24-0","0.467","670",275
"1424","1987","Wagner","D-I","-","8-18-0","0.308","748",279
"1425","1987","Mo. Southern St.","","-","40-16-0","0.714","9012",127
"1426","1987","Rutgers","D-I","-","17-24-0","0.415","587",92
"1427","1987","Saint Peter's","D-I","-","11-16-0","0.407","617",310
"1428","1987","Lamar University","","-","9-26-0","0.257","346",168
"1429","1987","Sonoma St.","D-II","-","31-26-0","0.544","645",178
"1430","1987","Long Beach St.","D-I","-","34-20-0","0.630","99",171
"1431","1987","Bridgeport","D-II","-","21-14-0","0.600","74",158
"1432","1987","Brown","D-I","-","14-12-0","0.538","80",75
"1433","1987","Pacific Lutheran","","-","29-11-0","0.725","1297",264
"1434","1987","Saint Leo","D-II","-","16-15-0","0.516","608",271
"1435","1987","Franklin & Marshall","D-III","-","14-8-0","0.636","239",166
"1436","1987","UT Arlington","D-I","-","36-27-0","0.571","702",226
"1437","1987","Missouri","D-I","-","14-18-0","0.438","434",33
"1438","1987","Neb. Wesleyan","D-III","-","8-16-0","0.333","462",301
"1439","1987","Staten Island","","-","11-9-0","0.550","675",223
"1440","1987","La Salle","D-I","-","22-20-0","0.524","340",31
"1441","1987","Northwestern St.","D-I","-","22-20-0","0.524","508",304
"1442","1987","MUW","D-II","-","33-13-0","0.717","431",173
"1443","1987","Puget Sound","","-","12-8-0","0.600","557",266
"1444","1987","Nebraska","","-","41-11-0","0.788","463",302
"1445","1987","Temple","D-I","-","27-21-0","0.562","690",25
"1446","1987","Southwest Baptist","D-II","-","13-22-0","0.371","2755",181
"1447","1987","ULM","D-I","-","19-26-0","0.422","498",224
"1448","1987","Aurora","D-III","-","22-12-0","0.647","42",38
"1449","1987","Mount Union","D-III","-","9-11-0","0.450","452",256
"1450","1987","Oklahoma St.","D-I","-","37-16-0","0.698","521",63
"1451","1987","Augustana (SD)","D-II","-","35-17-0","0.673","41",37
"1452","1987","Gallaudet","D-III","-","11-3-0","0.786","245",250
"1453","1987","UNLV","D-I","-","15-40-0","0.273","465",315
"1454","1987","Northwestern","D-I","-","43-13-0","0.768","509",11
"1455","1987","Mt. St. Joseph","","-","4-12-0","0.250","8567",300
"1456","1987","Wis.-Oshkosh","D-III","-","31-9-0","0.775","798",320
"1457","1987","UCLA","D-I","-","50-10-0","0.833","110",26
"1458","1987","Allegheny","D-III","-","25-12-0","0.676","19",283
"1459","1987","Simpson","D-III","-","24-20-0","0.545","641",273
"1460","1987","Bates","D-III","-","9-4-0","0.692","50",39
"1461","1987","St. Thomas (MN)","D-III","-","24-19-0","0.558","620",133
"1462","1987","St. Cloud St.","D-II","-","21-18-0","0.538","598",220
"1463","1987","Nazareth","","-","18-33-0","0.353","461",257
"1464","1987","East Carolina","D-I","-","25-17-1","0.595","196",163
"1465","1987","Kent St.","D-I","-","17-24-0","0.415","331",253
"1466","1987","Seton Hall","D-I","-","20-22-0","0.476","635",116
"1467","1987","Penn St.","D-I","-","22-23-0","0.489","539",130
"1468","1987","Rhode Island","D-I","-","11-25-0","0.306","572",212
"1469","1987","UIndy","D-II","-","15-11-0","0.577","309",70
"1470","1987","New Mexico","D-I","-","11-27-0","0.289","473",43
"1471","1987","Centenary (LA)","D-I","-","10-20-0","0.333","125",289
"1472","1987","Lehigh","D-I","-","11-28-0","0.282","352",296
"1473","1987","St. John's (NY)","D-I","-","18-27-0","0.400","603",221
"1474","1987","Oregon","D-I","-","23-30-0","0.434","529",261
"1475","1987","Portland St.","D-II","-","16-22-0","0.421","550",45
"1476","1987","Otterbein","D-III","-","10-8-0","0.556","531",262
"1477","1987","Bucknell","D-I","-","10-16-1","0.385","83",57
"1478","1987","Virginia","D-I","-","18-20-1","0.474","746",318
"1479","1987","Pacific","D-I","-","16-43-0","0.271","534",263
"1480","1987","Saint Francis (PA)","D-I","-","8-21-0","0.276","600",270
"1481","1987","LIU","D-I","-","29-11-0","0.725","361",32
"1482","1987","Gust. Adolphus","D-III","-","12-12-0","0.500","266",42
"1483","1987","Indiana St.","D-I","-","19-27-0","0.413","305",203
"1484","1987","Norfolk St.","D-II","-","30-13-0","0.698","485",303
"1485","1987","Stockton","D-III","-","9-20-0","0.310","681",314
"1486","1987","Carson-Newman","","-","21-17-0","0.553","1000",239
"1487","1987","Montclair St.","D-III","-","34-10-0","0.773","442",174
"1488","1987","Louisiana","D-I","-","31-16-0","0.660","671",107
"1489","1988","Santa Clara","D-I","-","12-31-0","0.279","631",360
"1490","1988","Oswego St.","D-III","-","4-14-0","0.222","530",24
"1491","1988","Furman","D-I","-","42-16-0","0.724","244",167
"1492","1988","North Ala.","D-II","-","17-10-0","0.630","487",259
"1493","1988","Saginaw Valley","D-II","-","37-13-0","0.740","591",269
"1494","1988","Lynchburg","D-III","-","9-15-0","0.375","374",255
"1495","1988","Elizabethtown","D-III","-","25-5-0","0.833","211",246
"1496","1988","Butler","D-I","-","20-16-1","0.556","87",139
"1497","1988","Friends",NA,"-","1-1-0","0.500","501826",338
"1498","1988","Luther","D-III","-","15-10-0","0.600","372",6
"1499","1988","Louisiana Tech","D-I","-","50-8-0","0.862","366",68
"1500","1988","Minn. Duluth","D-II","-","48-11-0","0.814","427",126
"1501","1988","Ga. Southern","D-I","-","63-51-0","0.553","253",249
"1502","1988","St. Scholastica","","-","19-14-0","0.576","618",182
"1503","1988","St. Anselm","D-II","-","6-18-0","0.250","593",363
"1504","1988","Texas A&M","D-I","-","43-21-0","0.672","697",74
"1505","1988","Bentley","D-II","-","15-29-0","0.341","56",192
"1506","1988","Shippensburg","D-II","-","20-15-0","0.571","638",218
"1507","1988","Merrimack","D-II","-","37-10-0","0.787","410",204
"1508","1988","Cedarville","","-","14-11-0","0.560","30124",327
"1509","1988","Georgia St.","D-I","-","42-20-0","0.677","254",202
"1510","1988","Molloy","D-II","-","13-14-0","0.481","437",206
"1511","1988","Saint Joseph's","D-I","-","13-23-0","0.361","606",214
"1512","1988","Mt. Mercy",NA,"-","33-17-0","0.660","503377",148
"1513","1988","Fairfield","D-I","-","22-15-0","0.595","220",199
"1514","1988","Tennessee Tech","D-I","-","9-22-0","0.290","692",365
"1515","1988","Chris. Newport","D-III","-","3-20-0","0.130","139",330
"1516","1988","Delaware","D-I","-","22-12-0","0.647","180",101
"1517","1988","Smith","D-III","-","7-11-0","0.389","644",131
"1518","1988","UC Santa Barbara","D-I","-","6-50-0","0.107","104",277
"1519","1988","Muhlenberg","D-III","-","16-6-0","0.727","453",207
"1520","1988","Millikin","D-III","-","34-8-0","0.810","424",146
"1521","1988","Augsburg","D-III","-","13-16-0","0.448","38",233
"1522","1988","Michigan","D-I","-","29-20-0","0.592","418",123
"1523","1988","Drexel","D-I","-","21-21-0","0.500","191",102
"1524","1988","Millersville","D-II","-","12-10-0","0.545","423",349
"1525","1988","Cal Poly Pomona","D-I","-","57-16-0","0.781","91",58
"1526","1988","McDaniel","D-III","-","8-13-0","0.381","773",347
"1527","1988","Eureka","D-III","-","23-10-0","0.697","218",293
"1528","1988","Keene St.","D-II","-","17-22-0","0.436","330",252
"1529","1988","Misericordia","","-","15-6-0","0.714","16142",109
"1530","1988","Austin Peay","D-I","-","28-17-0","0.622","43",322
"1531","1988","Elms","D-III","-","9-5-0","0.643","532",292
"1532","1988","Toledo","D-I","-","31-30-0","0.508","709",184
"1533","1988","Fla. Southern","D-II","-","47-6-0","0.887","233",200
"1534","1988","Omaha","D-II","-","21-20-0","0.512","464",106
"1535","1988","Le Moyne","D-II","-","7-15-0","0.318","349",112
"1536","1988","Princeton","D-I","-","44-6-0","0.880","554",149
"1537","1988","Defiance","D-III","-","16-21-0","0.432","1050",333
"1538","1988","Pace","D-II","-","1-1-0","0.500","533",129
"1539","1988","Bradley","D-I","-","22-25-0","0.468","72",138
"1540","1988","Eastern Mich.","D-I","-","36-21-0","0.632","204",335
"1541","1988","St. Norbert","D-III","-","14-9-0","0.609","614",151
"1542","1988","Wm. Paterson","D-III","-","28-11-0","0.718","787",189
"1543","1988","Neb.-Kearney","","-","34-11-0","0.756","1156",352
"1544","1988","Williams","D-III","-","9-5-0","0.643","789",276
"1545","1988","Shepherd","D-II","-","20-8-0","0.714","10870",217
"1546","1988","Rowan","","-","26-15-0","0.634","259",268
"1547","1988","Salisbury","D-III","-","22-9-0","0.710","622",216
"1548","1988","South Dakota St.","D-II","-","13-24-0","0.351","649",179
"1549","1988","Benedictine (IL)","D-III","-","23-13-0","0.639","296",97
"1550","1988","Iowa St.","D-I","-","35-25-0","0.583","311",144
"1551","1988","Upper Iowa","D-III","-","1-23-0","0.042","728",317
"1552","1988","Rensselaer","D-III","-","4-22-0","0.154","570",306
"1553","1988","Susquehanna","D-III","-","15-7-0","0.682","685",172
"1554","1988","NIU","D-I","-","35-11-0","0.761","503",87
"1555","1988","Mary Washington","D-III","-","11-21-0","0.344","390",346
"1556","1988","Bridgewater St.","D-III","-","26-8-1","0.765","76",159
"1557","1988","Wheaton (MA)","D-III","-","14-6-0","0.700","779",153
"1558","1988","Saint Benedict","D-III","-","15-10-0","0.600","595",309
"1559","1988","San Fran. St.","D-II","-","27-25-0","0.519","628",66
"1560","1988","California","D-I","-","39-24-0","0.619","107",324
"1561","1988","Augustana (IL)","D-III","-","23-14-0","0.622","40",191
"1562","1988","Indiana","D-I","-","36-20-1","0.643","306",339
"1563","1988","SFA","D-I","-","33-16-0","0.673","676",113
"1564","1988","St. Joseph's (ME)","D-III","-","22-7-0","0.759","605",222
"1565","1988","Bellarmine","D-II","-","21-13-0","0.618","52",156
"1566","1988","Juniata","D-III","-","8-16-0","0.333","325",251
"1567","1988","Charlotte","D-I","-","34-20-0","0.630","458",329
"1568","1988","Grove City","D-III","-","18-6-0","0.750","265",82
"1569","1988","Trinity (CT)","D-III","-","13-4-0","0.765","713",185
"1570","1988","Muskingum","D-III","-","37-9-0","0.804","455",23
"1571","1988","North Carolina","D-I","-","25-23-0","0.521","457",183
"1572","1988","Neb. Wesleyan","D-III","-","8-20-0","0.286","462",351
"1573","1988","Lander","","-","33-24-0","0.579","1167",125
