"","head_coach","division","coach_id"
"778","Jean Zimmerman","D-III",1742
"779","Jeanne Arbuckle","D-III",1744
"780","Jeannette Barlow","D-III",1747
"781","Jeannie Ray","D-III",1748
"782","Jeannine Ruh","D-III",1749
"783","Jeff Anderson","D-III",1750
"784","Jeff Annis","D-III",1751
"785","Jeff Arnold","D-III",1752
"786","Jeff Bicko","D-III",1754
"787","Jeff Bricker","D-III",1757
"788","Jeff Brooks","D-III",1758
"789","Jeff Gardner","D-III",1763
"790","Jeff Gillespie","D-III",1764
"791","Jeff Lamb","D-III",1768
"792","Jeff Norris","D-III",1770
"793","Jeff Staton","D-III",1773
"794","Jeffrey Cellucci","D-III",1778
"795","Jen Bell","D-III",1781
"796","Jen Burton","D-III",1782
"797","Jen Gentile","D-III",1786
"798","Jen Miller","D-III",1791
"799","Jen Mueller","D-III",1793
"800","Jen Parker","D-III",1794
"801","Jen Scanlon","D-III",1795
"802","Jen Weitzel","D-III",1799
"803","Jenn Castle","D-III",1801
"804","Jenn Plourde","D-III",1803
"805","Jenna Collier","D-III",1805
"806","Jennie Amodio","D-III",1807
"807","Jennie Day-Nelson","D-III",1808
"808","Jennie Holmes","D-III",1809
"809","Jennifer Barnett","D-III",1811
"810","Jennifer Benway","D-III",1812
"811","Jennifer Black","D-III",1813
"812","Jennifer Cassell","D-III",1816
"813","Jennifer Claybrook","D-III",1817
"814","Jennifer Craft","D-III",1820
"815","Jennifer Croneberger","D-III",1821
"816","Jennifer Currier","D-III",1822
"817","Jennifer Kapenas","D-III",1829
"818","Jennifer Lane","D-III",1830
"819","Jennifer Layn","D-III",1831
"820","Jennifer Peterson","D-III",1836
"821","Jennifer Petteys","D-III",1837
"822","Jennifer Piper","D-III",1838
"823","Jennifer Saylor","D-III",1841
"824","Jennifer Ward","D-III",1846
"825","Jenny Johnson-Kappes","D-III",1852
"826","Jeri Findlay","D-III",1858
"827","Jerry Alunni","D-III",1859
"828","Jerry Heulitt","D-III",1863
"829","Jesse Martens","D-III",1870
"830","Jesse Rosenhahn","D-III",1871
"831","Jessica Bilko","D-III",1873
"832","Jessica DePolito","D-III",1878
"833","Jessica Galatioto","D-III",1879
"834","Jessica Hollen","D-III",1881
"835","Jessica Jacobson","D-III",1882
"836","Jessica Johnson","D-III",1883
"837","Jessica Labella","D-III",1885
"838","Jessica Miller","D-III",1887
"839","Jessica Mushel","D-III",1889
"840","Jessica Ott","D-III",1891
"841","Jessica Peterka","D-III",1892
"842","Jessica Skelton","D-III",1897
"843","Jessica Strong","D-III",1898
"844","Jessica Zavolta","D-III",1900
"845","Jill Butcher","D-III",1904
"846","Jill Grebert","D-III",1909
"847","Jill Horton","D-III",1910
"848","Jill Livezey","D-III",1912
"849","Jill Millis","D-III",1914
"850","Jill Moore","D-III",1915
"851","Jillian Serraro","D-III",1919
"852","Jim Campbell","D-III",1921
"853","Jim Hedtke","D-III",1928
"854","Jim Hilleary","D-III",1929
"855","Jim Kulawiak","D-III",1932
"856","Jim Lodes","D-III",1933
"857","Jim McKinnon","D-III",1936
"858","Jim Miccichi","D-III",1937
"859","Jim Mills","D-III",1938
"860","Jim Murnane","D-III",1940
"861","Jim Smith","D-III",1946
"862","Jo Anne Bly","D-III",1956
"863","Jo Lindoo","D-III",1962
"864","JoAnn Krueger","D-III",1966
"865","JoAnne Ferguson","D-III",1967
"866","JoEllen Bailey","D-III",1970
"867","JoLynne Corsi","D-III",1971
"868","Joan Bird","D-III",1972
"869","Joan Howard","D-III",1973
"870","Joan Rocks","D-III",1975
"871","Joan Scherbring","D-III",1976
"872","Joanna Quirindongo","D-III",1979
"873","Joanne Riggs","D-III",1981
"874","Joanne Ruane","D-III",1982
"875","Jodi Bush","D-III",1983
"876","Jodi Eyraud","D-III",1985
"877","Jodi Kent","D-III",1987
"878","Jodie Cox","D-III",1989
"879","Jodie Holava","D-III",1990
"880","Jody Gabriel","D-III",1992
"881","Jody Gardner","D-III",1993
"882","Jody Pepple","D-III",1994
"883","Jody Prete","D-III",1995
"884","Joe Burbridge","D-III",2000
"885","Joe Henderson","D-III",2005
"886","Joe Hough","D-III",2007
"887","Joe Kinsella","D-III",2008
"888","Joe Long","D-III",2009
"889","Joe Martin","D-III",2010
"890","Joe McGovern","D-III",2011
"891","Joe Merilli","D-III",2012
"892","Joe Quinn","D-III",2015
"893","Joe Saporito","D-III",2016
"894","Joe Waalk","D-III",2018
"895","Joe Yocabet","D-III",2020
"896","Joel Kaden","D-III",2021
"897","Johanna DiCarlo","D-III",2025
"898","Johanna Van der Hulst","D-III",2026
"899","John Agurkis","D-III",2027
"900","John Barnes","D-III",2029
"901","John Brackett","D-III",2033
"902","John Butash","D-III",2035
"903","John Byrne","D-III",2036
"904","John Caccamo","D-III",2037
"905","John Clemens","D-III",2039
"906","John Cullen","D-III",2041
"907","John Dumaw","D-III",2042
"908","John Earley","D-III",2043
"909","John Elliott","D-III",2044
"910","John Flynn","D-III",2045
"911","John Foy","D-III",2046
"912","John Ganeff","D-III",2047
"913","John Gilmer","D-III",2049
"914","John Goddard","D-III",2050
"915","John Hall","D-III",2051
"916","John Hershey","D-III",2052
"917","John Hoffman","D-III",2053
"918","John Houck","D-III",2055
"919","John Kasay","D-III",2056
"920","John Kovach","D-III",2058
"921","John Malark","D-III",2062
"922","John McClain","D-III",2064
"923","John McKenna","D-III",2065
"924","John Nelson","D-III",2066
"925","John Pastore","D-III",2067
"926","John Phostole","D-III",2068
"927","John Propstra","D-III",2069
"928","John Randall","D-III",2071
"929","John Reardon","D-III",2072
"930","John Risley","D-III",2073
"931","John Smith","D-III",2076
"932","John Tschida","D-III",2078
"933","John Werner","D-III",2080
"934","John Zoellner","D-III",2082
"935","Jon Anderson","D-III",2085
"936","Jon Janssen","D-III",2086
"937","Jordan Osborne","D-III",2097
"938","Jordan Ott","D-III",2098
"939","Jordyn Walter","D-III",2102
"940","Jose Mata","D-III",2105
"941","Jose Negroni","D-III",2106
"942","Jose Ortega","D-III",2107
"943","Joseph Cotton","D-III",2109
"944","Joseph Kolcun","D-III",2110
"945","Joseph Speybroeck","D-III",2112
"946","Josh Baltz","D-III",2113
"947","Josh Dzurick","D-III",2117
"948","Josh Freeman","D-III",2118
"949","Josh Keener","D-III",2119
"950","Josh McElheny","D-III",2120
"951","Josh Simpson","D-III",2121
"952","Josh Varner","D-III",2123
"953","Joshua Coffing","D-III",2124
"954","Josie Henry","D-III",2125
"955","Joy Huseland","D-III",2129
"956","Joyce Maudie","D-III",2134
"957","Joyce O'Donnell","D-III",2135
"958","Juell Hodges","D-III",2145
"959","Juleah Wanner","D-III",2146
"960","Juli Fulks","D-III",2147
"961","Julia Culotta","D-III",2149
"962","Julie Craig","D-III",2155
"963","Julie Detjen","D-III",2157
"964","Julie Fox","D-III",2159
"965","Julie Heinz","D-III",2161
"966","Julie Kline","D-III",2165
"967","Julie Lenhart","D-III",2168
"968","Julie Liljeberg","D-III",2169
"969","Julie Perrelli","D-III",2173
"970","Julie Smith","D-III",2177
"971","June Walker","D-III",2182
"972","Justen Burns","D-III",2184
"973","Justin Hayes","D-III",2185
"974","Kaitlin Thibodeau-Corey","D-III",2192
"975","Kaitlyn Cooper","D-III",2193
"976","Kaitlyn Dulac","D-III",2194
"977","Kaleigh Roop","D-III",2195
"978","Kallee Wilkins","D-III",2197
"979","Kandis Schram","D-III",2202
"980","Kara Dressel","D-III",2205
"981","Kara Hirsch","D-III",2206
"982","Kara Kehe","D-III",2207
"983","Kara LeLeux","D-III",2208
"984","Karen Bailey","D-III",2211
"985","Karen Burke","D-III",2214
"986","Karen Chambers","D-III",2215
"987","Karen Fontes","D-III",2216
"988","Karen Frey","D-III",2217
"989","Karen Hanson","D-III",2220
"990","Karen Kirby","D-III",2222
"991","Karen Pelkey","D-III",2226
"992","Karen Peterson","D-III",2227
"993","Karen Smith","D-III",2229
"994","Karen Sweitzer","D-III",2230
"995","Karen Tropp Veronesi","D-III",2231
"996","Kari Shimmin","D-III",2234
"997","Kari Winters","D-III",2236
"998","Karl Gollan","D-III",2238
"999","Karla Alderfer","D-III",2239
"1000","Karla Gavin","D-III",2240
"1001","Karla Kunnen","D-III",2241
"1002","Karla Wolters","D-III",2244
"1003","Karly Evans","D-III",2245
"1004","Kasdyn Waldron","D-III",2247
"1005","Kasey Blomquist","D-III",2248
"1006","Kat Laster","D-III",2251
"1007","Kat McCreery","D-III",2252
"1008","Kat McKay","D-III",2253
"1009","Kate Barrick","D-III",2254
"1010","Kate Bell-Keierleber","D-III",2255
"1011","Kate Gatti","D-III",2258
"1012","Kate Heidkamp","D-III",2259
"1013","Kate Mullen","D-III",2261
"1014","Katelyn Barton","D-III",2266
"1015","Katharine Romme","D-III",2267
"1016","Kathie Garbie","D-III",2269
"1017","Kathleen Finnegan","D-III",2270
"1018","Kathleen Jacoby","D-III",2271
"1019","Kathleen L'Abbe","D-III",2272
"1020","Kathy Duggan","D-III",2282
"1021","Kathy Gebhardt","D-III",2284
"1022","Kathy Hill","D-III",2285
"1023","Kathy Kroupa","D-III",2286
"1024","Kathy Maksymicz","D-III",2288
"1025","Kathy Mangano","D-III",2289
"1026","Kathy Morrell","D-III",2290
"1027","Kathy Nelson","D-III",2291
"1028","Kathy O'Leary","D-III",2292
"1029","Kathy Perri","D-III",2293
"1030","Kathy Staib","D-III",2296
"1031","Kathy Tierney","D-III",2298
"1032","Kathy Wagoner","D-III",2302
"1033","Kathy Wilmot","D-III",2304
"1034","Kathy Ziga","D-III",2305
"1035","Katie Anderson","D-III",2308
"1036","Katie Bettencourt","D-III",2310
"1037","Katie Brennan","D-III",2311
"1038","Katie Duroe","D-III",2313
"1039","Katie East","D-III",2314
"1040","Katie Griffith","D-III",2316
"1041","Katie Kelly","D-III",2319
"1042","Katie Koopmann","D-III",2320
"1043","Katie Peterson","D-III",2321
"1044","Katie Sinclair","D-III",2322
"1045","Katie Tenboer","D-III",2323
"1046","Katie Yohe","D-III",2325
"1047","Katrina Dagan","D-III",2326
"1048","Kayla Bryant","D-III",2329
"1049","Kayla Hatting","D-III",2331
"1050","Kaylee Fox","D-III",2334
"1051","Kecia Davis","D-III",2335
"1052","Keith Parr","D-III",2338
"1053","Kelley Anderson","D-III",2340
"1054","Kelli Duimstra","D-III",2344
"1055","Kelli Harms","D-III",2345
"1056","Kelli Rehm","D-III",2346
"1057","Kelli Williams","D-III",2347
"1058","Kelli Zache Martin","D-III",2348
"1059","Kellie Diehl","D-III",2349
"1060","Kelly Archer","D-III",2351
"1061","Kelly Bevere","D-III",2352
"1062","Kelly Erickson","D-III",2354
"1063","Kelly Flahive","D-III",2355
"1064","Kelly Halverson","D-III",2357
"1065","Kelly Kirkpatrick","D-III",2359
"1066","Kelly Miller","D-III",2362
"1067","Kelly Mitchell","D-III",2363
"1068","Kelly O'Connell","D-III",2364
"1069","Kelly Robichaud","D-III",2366
"1070","Kelly Roy-Sale","D-III",2368
"1071","Kelly Schwarz","D-III",2369
"1072","Kelly Sylvester","D-III",2372
"1073","Kelly Witte","D-III",2374
"1074","Kellyn Tate","D-III",2375
"1075","Kelsea Cheney","D-III",2376
"1076","Kelsey Knapp","D-III",2381
"1077","Kelsey Smith","D-III",2382
"1078","Kelsy Waite","D-III",2386
"1079","Ken Ballance","D-III",2388
"1080","Ken Ellis","D-III",2389
"1081","Ken Leavoy","D-III",2393
"1082","Ken Magarian","D-III",2394
"1083","Ken Owen","D-III",2397
"1084","Kennedy Haynes","D-III",2402
"1085","Kent Reeves","D-III",2408
"1086","Keri Bianchini","D-III",2413
"1087","Keri Lemasters","D-III",2415
"1088","Keri O'Meara","D-III",2416
"1089","Keri-Anne Boller","D-III",2417
"1090","Kerilyn Rostowski","D-III",2418
"1091","Kerri Quinn","D-III",2422
"1092","Kerri Scroope","D-III",2423
"1093","Kerrie Short","D-III",2424
"1094","Kerry Busby","D-III",2425
"1095","Kerry Crum","D-III",2426
"1096","Kerry Levett","D-III",2427
"1097","Kevin Ahern","D-III",2429
"1098","Kevin Carbon","D-III",2432
"1099","Kevin Edick","D-III",2433
"1100","Kevin Eltzholtz","D-III",2434
"1101","Kevin Griffin","D-III",2437
"1102","Kevin Kahler","D-III",2439
"1103","Kevin Proffitt","D-III",2441
"1104","Kevin Valentine","D-III",2442
"1105","Kevin Vrabel","D-III",2443
"1106","Kierston  Garner","D-III",2444
"1107","Kim Begley","D-III",2447
"1108","Kim Broking","D-III",2448
"1109","Kim Burke","D-III",2449
"1110","Kim Camara-Harvey","D-III",2450
"1111","Kim Culligan","D-III",2451
"1112","Kim Faust","D-III",2453
"1113","Kim Fischer","D-III",2454
"1114","Kim Fraser","D-III",2456
"1115","Kim Lorenc","D-III",2461
"1116","Kim Scavone","D-III",2466
"1117","Kim Sotomayor","D-III",2468
"1118","Kim Tackett","D-III",2472
"1119","Kim Tatro","D-III",2473
"1120","Kim Wilson","D-III",2475
"1121","Kim Woodard","D-III",2476
"1122","Kim Worden","D-III",2477
"1123","Kim Zarling","D-III",2478
"1124","Kimberly Santoiemma","D-III",2482
"1125","Kimberly Woodward","D-III",2484
"1126","Kitty Bottoms","D-III",2492
"1127","Kole Knueppel","D-III",2493
"1128","Korey Krueger","D-III",2494
"1129","Korrissa Aguilar","D-III",2495
"1130","Kris Falk","D-III",2497
"1131","Kris Fischer","D-III",2498
"1132","Kris Herman","D-III",2500
"1133","Kris Hoff","D-III",2501
"1134","Kris Jacobsen","D-III",2502
"1135","Kris Kistler","D-III",2503
"1136","Kris LeMay","D-III",2504
"1137","Kris Shanley","D-III",2507
"1138","Kriss Kelly","D-III",2508
"1139","Krissy Mamon","D-III",2509
"1140","Kristan Mallet","D-III",2511
"1141","Kristan Steele","D-III",2512
"1142","Kristen Cramer","D-III",2515
"1143","Kristen Diamond","D-III",2516
"1144","Kristen Duross","D-III",2517
"1145","Kristen Hunt","D-III",2518
"1146","Kristen Martini","D-III",2519
"1147","Kristen McGaughey","D-III",2520
"1148","Kristen Smith","D-III",2522
"1149","Kristi Beechy","D-III",2529
"1150","Kristi Henritzy","D-III",2531
"1151","Kristi Lyman","D-III",2533
"1152","Kristi Vande Wege","D-III",2536
"1153","Kristie Conley","D-III",2539
"1154","Kristie Hawkins","D-III",2542
"1155","Kristin Parzych","D-III",2549
"1156","Kristin Tassey","D-III",2551
"1157","Kristina Katori","D-III",2553
"1158","Kristina Schweikert","D-III",2555
"1159","Kristyn King","D-III",2559
"1160","Krysti Maronski-Neufeldt","D-III",2560
"1161","Kyle Brumbaugh","D-III",2562
"1162","Kyle Gillenwater","D-III",2563
"1163","Kyle Knoblauch","D-III",2566
"1164","Kyle Owens","D-III",2569
"1165","Lacey Lord","D-III",2574
"1166","Lacy Gillotti","D-III",2577
"1167","Laina Connor","D-III",2580
"1168","Lakyn Wagoner","D-III",2581
"1169","Lana Rutledge","D-III",2583
"1170","Lance Glasoe","D-III",2585
"1171","Lance Howlett","D-III",2586
"1172","Lance Kingery","D-III",2587
"1173","Lanee Cole-Smith","D-III",2589
"1174","Larry Alvis","D-III",2594
"1175","Larry Hennig","D-III",2600
"1176","Larry Holloway","D-III",2602
"1177","Larry Ramos","D-III",2607
"1178","Larry Sasso","D-III",2609
"1179","Larry Youse","D-III",2611
"1180","Laura Delaney","D-III",2617
"1181","Laura Drazdowski","D-III",2618
"1182","Laura Fillipp","D-III",2619
"1183","Laura Halldorson","D-III",2620
"1184","Laura Heise","D-III",2621
"1185","Laura Hungerford","D-III",2622
"1186","Laura Hutchison","D-III",2623
"1187","Laura Kenow","D-III",2625
"1188","Laura Kuhlman","D-III",2626
"1189","Laura Leonetti","D-III",2627
"1190","Laura Merritt","D-III",2630
"1191","Laura Small","D-III",2633
"1192","Laura Villagrana","D-III",2635
"1193","Lauren Clements","D-III",2639
"1194","Lauren Conway","D-III",2641
"1195","Lauren Ebstein","D-III",2642
"1196","Lauren Farina","D-III",2643
"1197","Lauren Hatfield","D-III",2645
"1198","Lauren Marleu","D-III",2647
"1199","Lauren Peloquin","D-III",2649
"1200","Laurie Adkins","D-III",2652
"1201","Laurie Davidson","D-III",2653
"1202","Lawrence Miller","D-III",2659
"1203","LeAnn Hagen","D-III",2660
"1204","Leah Hampton","D-III",2664
"1205","Leah Kelley","D-III",2665
"1206","Leanne Harris","D-III",2667
"1207","Lee Negrelli","D-III",2669
"1208","Lee Wagner","D-III",2672
"1209","Lee Wilber","D-III",2673
"1210","Leigh Ann LaFave","D-III",2674
"1211","Leigh Murray-Winstead","D-III",2675
"1212","Len Maiorani","D-III",2681
"1213","Len Schuler","D-III",2682
"1214","Lena Springer","D-III",2683
"1215","Leslie Eby","D-III",2692
"1216","Leslie Huntington","D-III",2694
"1217","Leslie Messina","D-III",2698
"1218","Leticia Pineda-Boutte","D-III",2700
"1219","Lexy Determan","D-III",2702
"1220","Lily Rivera","D-III",2704
"1221","Lin Adams","D-III",2705
"1222","Lin Outten","D-III",2706
"1223","Linda Brown","D-III",2708
"1224","Linda Corlew","D-III",2710
"1225","Linda Detra","D-III",2712
"1226","Linda Fleischer","D-III",2714
"1227","Linda Hendrickson","D-III",2716
"1228","Linda Wage","D-III",2721
"1229","Linda Yost","D-III",2724
"1230","Lindsay Berger","D-III",2725
"1231","Lindsay DeStefano","D-III",2727
"1232","Lindsay Freitag","D-III",2731
"1233","Lindsay Sawyer","D-III",2735
"1234","Lindsey Couturier","D-III",2737
"1235","Linnea Anderson","D-III",2740
"1236","Lisa Baker","D-III",2742
"1237","Lisa Gigliello","D-III",2753
"1238","Lisa Jusino","D-III",2754
"1239","Lisa LeVierge","D-III",2755
"1240","Lisa Lovitsch","D-III",2756
"1241","Lisa McGregor","D-III",2758
"1242","Lisa McGuirk","D-III",2759
"1243","Lisa Melz","D-III",2761
"1244","Lisa Naas","D-III",2764
"1245","Lisa Nordeen","D-III",2767
"1246","Lisa Reimer","D-III",2770
"1247","Lisa Yenush","D-III",2775
"1248","Lisa-Ann Wallace","D-III",2776
"1249","Lisle Lloyd","D-III",2777
"1250","Liz Neubinski","D-III",2781
"1251","Liz Pennino","D-III",2782
"1252","Liz Yandall","D-III",2783
"1253","Lloyd Hulit","D-III",2785
"1254","Lonnie Folks","D-III",2789
"1255","Lori Brown","D-III",2796
"1256","Lori Cooling","D-III",2799
"1257","Lori DeLuca","D-III",2800
"1258","Lori Flaherty","D-III",2801
"1259","Lori Frey","D-III",2802
"1260","Lori Mayhew","D-III",2805
"1261","Lori Moss","D-III",2808
"1262","Lori Pierro","D-III",2810
"1263","Lori Sadewater","D-III",2812
"1264","Lori Salvia","D-III",2813
"1265","Lori Schimmel","D-III",2814
"1266","Lorrie Corsi","D-III",2819
"1267","Lou Ann Simchak","D-III",2820
"1268","Lou Bunosso","D-III",2821
"1269","Lou Giachetti","D-III",2822
"1270","Louie Richardson","D-III",2824
"1271","Louise Sackett","D-III",2826
"1272","Lucille Gecewicz","D-III",2830
"1273","Luke Wagner","D-III",2833
"1274","Luke Wesneski","D-III",2835
"1275","Lynette Overstreet","D-III",2838
"1276","Lynn Hersey","D-III",2844
"1277","Lynn Trimble","D-III",2847
"1278","Lynne Khoury","D-III",2849
"1279","Lynne Olson","D-III",2850
"1280","MIchelle Schlichtig","D-III",2852
"1281","Macey Mize","D-III",2854
"1282","Mackenzie Keyes","D-III",2856
"1283","Madge Makowske","D-III",2860
"1284","Madison Sullivan","D-III",2861
"1285","Maggie Kichler","D-III",2866
"1286","Maggie Killian","D-III",2867
"1287","Mairin Dudek","D-III",2869
"1288","Mandi Baer","D-III",2874
"1289","Mandie Nocita","D-III",2876
"1290","Mandy Neal","D-III",2880
"1291","Marc Della Volpe","D-III",2884
"1292","Marc DellaVolpe","D-III",2885
"1293","Marc Whitehouse","D-III",2887
"1294","Marcia French","D-III",2892
"1295","Marcus Wenzel","D-III",2894
"1296","Margaret Yerdon-Grange","D-III",2897
"1297","Marge Grube","D-III",2898
"1298","Marge Willadsen","D-III",2899
"1299","Margie Acker","D-III",2900
"1300","Margie Knight","D-III",2901
"1301","Marguerite DeLucas","D-III",2904
"1302","Mari Briggs","D-III",2905
"1303","Maria Morin","D-III",2907
"1304","Mariah Ford","D-III",2909
"1305","Maribeth Clifford","D-III",2910
"1306","Marie Bray","D-III",2911
"1307","Marie Curran","D-III",2912
"1308","Marilyn Mather","D-III",2913
"1309","Marilyn Ritz","D-III",2915
"1310","Marisa DeStasio","D-III",2919
"1311","Marissa Giovannini","D-III",2920
"1312","Marissa Meenan","D-III",2924
"1313","Marissa Rush","D-III",2926
"1314","Mark Ambler","D-III",2928
"1315","Mark Brayfield","D-III",2929
"1316","Mark Caserta","D-III",2930
"1317","Mark Giordano","D-III",2933
"1318","Mark Katarski","D-III",2936
"1319","Mark Lambert","D-III",2937
"1320","Mark Majeski","D-III",2938
"1321","Mark Mulvany","D-III",2941
"1322","Mark Roldan","D-III",2945
"1323","Mark Sergio","D-III",2947
"1324","Mark Seymour","D-III",2948
"1325","Mark Suire","D-III",2951
"1326","Mark Veilleux","D-III",2952
"1327","Mark Vergets","D-III",2953
"1328","Marlena Kotynski","D-III",2958
"1329","Marlenne Nunez","D-III",2959
"1330","Martha Judge","D-III",2960
"1331","Martha Looney","D-III",2961
"1332","Martine Susko","D-III",2962
"1333","Marty Litherland","D-III",2965
"1334","Mary Beth Spirk","D-III",2970
"1335","Mary Freeland","D-III",2972
"1336","Mary Irving","D-III",2976
"1337","Mary Jo Fazio","D-III",2977
"1338","Mary Jo Vrba","D-III",2979
"1339","Mary Karen Wheat","D-III",2980
"1340","Mary Marra","D-III",2982
"1341","Mary Rausch","D-III",2986
"1342","Mary Sullivan","D-III",2989
"1343","Mary Vande Hoef","D-III",2990
"1344","Mary Yori","D-III",2991
"1345","Matt Haefner","D-III",2995
"1346","Matt Levy","D-III",2996
"1347","Matt Pearson","D-III",2998
"1348","Matt Richwine","D-III",3000
"1349","Matthew Cetin","D-III",3002
"1350","Matthew Kaldon","D-III",3003
"1351","Matthew Schmuck","D-III",3004
"1352","Maureen Boyle","D-III",3007
"1353","Maureen Holden","D-III",3008
"1354","Maureen Tracy","D-III",3010
"1355","Mavreen Hering","D-III",3011
"1356","McKell Barnes","D-III",3014
"1357","McKenna Garlock","D-III",3015
"1358","Meagan Stone","D-III",3018
"1359","Meaghan Brown","D-III",3021
"1360","Megan Aliverti","D-III",3022
"1361","Megan Carlton","D-III",3027
"1362","Megan Cook","D-III",3028
"1363","Megan Giammalvo","D-III",3032
"1364","Megan Jenkerson","D-III",3034
"1365","Megan Johnson","D-III",3035
"1366","Megan Pleskovic","D-III",3036
"1367","Megan Warren","D-III",3039
"1368","Meghan Christensen","D-III",3041
"1369","Meghan Roman","D-III",3043
"1370","Meghan Simons","D-III",3044
"1371","Mel Pinkley","D-III",3046
"1372","Mel Rushing","D-III",3047
"1373","Melanie Pellegrino","D-III",3053
"1374","Melinda Barth","D-III",3055
"1375","Melinda Wallace","D-III",3057
"1376","Melissa ""Missy"" Steiger","D-III",3058
"1377","Melissa Finley","D-III",3060
"1378","Melissa Fracker","D-III",3061
"1379","Melissa Hansen","D-III",3064
"1380","Melissa Hart","D-III",3065
"1381","Melissa Jones","D-III",3069
"1382","Melissa Lee","D-III",3070
"1383","Melissa Mapes","D-III",3071
"1384","Melissa Markle","D-III",3072
"1385","Melissa Mojica","D-III",3074
"1386","Melissa Montoro","D-III",3075
"1387","Melissa Rivers","D-III",3079
"1388","Melissa Thompson","D-III",3080
"1389","Melissa Torres","D-III",3081
"1390","Meredith Davies Long","D-III",3090
"1391","Meredith McCarthy","D-III",3091
"1392","Meredith Mills","D-III",3092
"1393","Merritt Yackey","D-III",3094
"1394","Merry Graf","D-III",3095
"1395","Merry MacDonald","D-III",3096
"1396","Mia Collarini","D-III",3097
"1397","Mia Smith","D-III",3098
"1398","Michael Cooperstein","D-III",3101
"1399","Michael Jorgensen","D-III",3105
"1400","Michael Keller","D-III",3106
"1401","Michael Moynihan","D-III",3109
"1402","Michael Ponsiglione","D-III",3110
"1403","Michael Scala","D-III",3111
"1404","Michaela Hamilton","D-III",3113
"1405","Michele Carron","D-III",3116
"1406","Michele Gagliardi","D-III",3118
"1407","Michele Ross","D-III",3121
"1408","Michelle Allmendinger","D-III",3122
"1409","Michelle Andre","D-III",3123
"1410","Michelle Billingsley","D-III",3124
"1411","Michelle Bouffard","D-III",3125
"1412","Michelle Brander Metiva","D-III",3126
"1413","Michelle Burke","D-III",3127
"1414","Michelle Connors","D-III",3130
"1415","Michelle Cote","D-III",3131
"1416","Michelle Daley","D-III",3132
"1417","Michelle DeCoursey","D-III",3133
"1418","Michelle Delloso","D-III",3135
"1419","Michelle DiCostanzo","D-III",3136
"1420","Michelle Gaziano","D-III",3141
"1421","Michelle Grimm","D-III",3143
"1422","Michelle Hawkins","D-III",3145
"1423","Michelle Manning","D-III",3151
"1424","Michelle Morales","D-III",3152
"1425","Michelle Ogborn","D-III",3154
"1426","Michelle Oswald","D-III",3155
"1427","Michelle Ross","D-III",3161
"1428","Michelle Santom","D-III",3162
"1429","Michelle Venturella","D-III",3165
"1430","Michelle Yeager","D-III",3167
"1431","Mick Klitzner","D-III",3168
"1432","Miguel Justiniano","D-III",3172
"1433","Mike Ameen","D-III",3174
"1434","Mike Bernier","D-III",3176
"1435","Mike Culver","D-III",3182
"1436","Mike Fisher","D-III",3189
"1437","Mike Gallus","D-III",3191
"1438","Mike Garoutte","D-III",3192
"1439","Mike Gilbert","D-III",3193
"1440","Mike Harrison","D-III",3195
"1441","Mike Holloran","D-III",3198
"1442","Mike Kemp","D-III",3199
"1443","Mike Kirkpatrick","D-III",3200
"1444","Mike Marsili","D-III",3202
"1445","Mike McBride","D-III",3203
"1446","Mike McKenzie","D-III",3207
"1447","Mike Mitchell","D-III",3209
"1448","Mike Olsen","D-III",3210
"1449","Mike Paulo","D-III",3211
"1450","Mike Reese","D-III",3220
"1451","Mike Schmidt","D-III",3224
"1452","Mike VanBrocklin","D-III",3230
"1453","Mike Wallace","D-III",3232
"1454","Mike Walthall","D-III",3233
"1455","Mimi Mahon","D-III",3240
"1456","Mindy Robinson","D-III",3241
"1457","Missy Mariano","D-III",3247
"1458","Missy Roggow","D-III",3248
"1459","Missy Smith","D-III",3249
"1460","Mitch Kline","D-III",3253
"1461","Moira Long","D-III",3258
"1462","Molly Moore","D-III",3260
"1463","Molly O'Donnell","D-III",3261
"1464","Molly Rathbun","D-III",3262
"1465","Monica Harrison","D-III",3265
"1466","Monte Sherrill","D-III",3267
"1467","Morgan Flamholtz","D-III",3269
"1468","Morgan Mansur","D-III",3271
"1469","Mylla Urban","D-III",3275
"1470","Myrtis Herndon","D-III",3280
"1471","Nan Payne","D-III",3283
"1472","Nancy Kleinsmith","D-III",3287
"1473","Nancy Paulhus","D-III",3292
"1474","Nancy Plantz","D-III",3293
"1475","Nancy Sheldon-Herrick","D-III",3295
"1476","Natalia Ardagna","D-III",3299
"1477","Natalie Hamilton","D-III",3300
"1478","Natalie Ruechel","D-III",3304
"1479","Nathan Ohta","D-III",3307
"1480","Neal Cordell","D-III",3308
"1481","Ned Crecelius","D-III",3309
"1482","Nelson Murray","D-III",3312
"1483","Nicci Hays Fort","D-III",3313
"1484","Nick Bursik","D-III",3315
"1485","Nicki Starry","D-III",3325
"1486","Nicole Bellini","D-III",3328
"1487","Nicole Degenhardt","D-III",3330
"1488","Nicole Hartshorn","D-III",3333
"1489","Nicole Karr","D-III",3334
"1490","Nicole Loudin","D-III",3335
"1491","Nicole Malloy","D-III",3336
"1492","Nicole Riley","D-III",3337
"1493","Nicole Smith","D-III",3338
"1494","Nicole Vitello","D-III",3343
"1495","Nicole Yost","D-III",3344
"1496","Nikki Fennern","D-III",3348
"1497","Nikki Panciocco","D-III",3351
