"","team_id","player_id","rank","player","sb"
"1",23121,45924,1,"Melissa Livermore",54
"2",1238,21207,2,"Darbi Duke",51
"3",11416,48352,3,"Maggie Manwarren",47
"4",427,69575,4,"Hannah Schmoll",43
"5",628,12568,4,"Michelle Castro",43
"6",1460,10376,6,"Rosa'lynn Burton",42
"7",55,6144,7,"Brianna Billie",40
"8",333,17809,8,"Meredith Daunhauer",39
"9",568,34352,8,"Melissa Heronema",39
"10",499,64461,10,"Christa Reisinger",38
"11",30119,41732,10,"Taylor Kline",38
"12",30118,69897,12,"Mckenzie Schumacher",37
"13",11403,23643,13,"Hanna Farmer",36
"14",30146,38654,14,"Illiana Jimenez",35
"15",55,59391,15,"Khayreyah Parrish",34
"16",799,71304,15,"Jessica Shields",34
"17",632,21912,17,"Shelby Eccles",33
"18",12799,35841,17,"Cassie Holstein",33
"19",93,63823,19,"Morgan Ratliff",32
"20",593,14897,19,"Shannon Colson",32
"21",947,68633,19,"Ashton Sangster",32
"22",1167,85330,19,"Casey Wooten",32
"23",1371,71464,19,"Symphoni Shomo",32
"24",23121,61801,19,"Stefanie Polderman",32
"25",584,18037,25,"Jordan Davis",31
"26",608,21054,25,"Shyanne Dubois",31
"27",1096,31579,25,"Baylee Hall",31
"28",9012,15566,25,"Abi Corbett",31
"29",55,17725,29,"Erika Dargan",30
"30",95,85372,29,"Kristin Worley",30
"31",696,40570,29,"Loren Kelly",30
"32",9081,77625,29,"Nicole Thompson",30
"33",9081,32755,29,"Carlie Hart",30
"34",9680,70128,29,"Maggie Scott",30
"35",30013,46607,29,"Kayla Louie",30
"36",30124,46504,29,"Hannah Lord",30
"37",734,53556,37,"Jessica Mohl",29
"38",429,55310,38,"Kayla Murphy",28
"39",477,17622,38,"Jessica Daniel",28
"40",2720,54274,38,"Gabby Moreno",28
"41",2814,74214,38,"Samantha Stallbaumer",28
"42",11403,85790,38,"Kendall Yasui",28
"43",11740,54018,38,"Jibrasha Moore",28
"44",429,44668,44,"Katherine Lee",27
"45",1010,22166,44,"Savannah Egbert",27
"46",30123,35157,44,"Gabi Hirsch",27
"47",130,18627,47,"Lauryn Deer",26
"48",427,8451,47,"Jessica Bren",26
"49",1402,24454,47,"Laura Finke",26
"50",9754,82532,47,"Whitney Weber",26
"51",25,6184,51,"Danae Bina",25
"52",159,72868,51,"Kia Smith",25
"53",360,12751,51,"Faith Ceely",25
"54",1403,70662,51,"Jamie Sevenish",25
"55",9004,6411,51,"Malaya Black",25
"56",10,7306,56,"Shelby Booker",24
"57",383,23050,56,"Carly Esselman",24
"58",1083,24582,56,"Denae Fisher",24
"59",11740,78201,56,"Meghan Toney",24
"60",24639,22055,56,"Dana Edmundson",24
"61",30093,17469,56,"Hannah Dailey",24
"62",30177,51672,56,"Courtney Medina",24
"63",41,47069,63,"Abbie Lund",23
"64",41,52573,63,"Ashley Mickschl",23
"65",144,29963,63,"Jacey Gray",23
"66",197,33404,63,"Kaylee Hazewski",23
"67",470,83520,63,"Sierra Whitlock",23
"68",537,83154,63,"Rendi Wetherington",23
"69",25,48215,69,"Brooke Mangold",22
"70",25,30203,69,"Madison Greenwell",22
"71",339,40337,69,"Sara Keeny",22
"72",383,51801,69,"Jess Meidl",22
"73",383,58686,69,"Mckenzie Paap",22
"74",537,38888,69,"Jamie Johnson",22
"75",593,55334,69,"Maggie Murphy",22
"76",1116,53110,69,"Peyton Mills",22
"77",1238,80876,69,"Kelsey Vining",22
"78",1245,13419,69,"Heather Childress",22
"79",8956,7712,69,"Rajene Bowe",22
"80",30002,57656,69,"Makray Odom",22
"81",30090,59708,69,"Maya Paul",22
"82",230,83019,82,"Mikayla Wessel",21
"83",243,27596,82,"Sam Gatton",21
"84",9004,36849,82,"Caitlin Hughes",21
"85",13028,47926,82,"Meghan Majeski",21
"86",30124,24299,82,"Danae Fields",21
"87",10,48093,87,"Reagan Malone",20
"88",181,39320,87,"Jordan Jones",20
"89",230,22578,87,"Xiarysse Emerenciana",20
"90",262,64875,87,"Kaylie Rhynard",20
"91",357,70081,87,"Diamond Scott",20
"92",9013,79372,87,"Shelby Uhl",20
"93",30050,31361,87,"Ali Haesele",20
"94",30093,61385,87,"Parker Pinholster",20
"95",30152,41994,87,"Kaley Knox",20
"96",30153,5404,87,"Emily Bennett",20
"97",30191,81069,87,"Brooke Vosloh",20
"98",10,15692,98,"Ashley Cornell",19
"99",291,80728,98,"Winona Vigil",19
"100",307,53821,98,"Alaina Montgomery",19
"101",332,77572,98,"Jittaun Thompson",19
"102",360,45674,98,"Moriah Lindsey",19
"103",422,46315,98,"Kristie Looney",19
"104",422,51498,98,"Kendruena Mcpherson",19
"105",568,38884,98,"Jaiden Johnson",19
"106",591,15567,98,"Becky Corbett",19
"107",598,7800,98,"Brooke Bowlin",19
"108",643,9228,98,"Megan Brown",19
"109",1010,39049,98,"Rachael Johnson",19
"110",1167,50380,98,"Kelli Mccormack",19
"111",30013,3278,98,"Stevie Baird",19
