"","team_id","player_id","rank","player","rc"
"1",522,360,1,"Jocelyn Alo"," 93.00"
"2",202,14465,2,"Paige Murphy"," 90.89"
"3",1356,3249,3,"Madison Cathcart"," 84.71"
"4",402,15954,4,"Erika Piancastelli"," 82.07"
"5",331,19178,5,"Holly Speers"," 81.29"
"6",1092,16254,6,"Katie Prebble"," 80.67"
"7",400,4226,7,"Jena Cozza"," 78.36"
"8",235,12208,8,"Amanda Lorenz"," 77.81"
"9",234,21319,9,"Jessie Warren"," 76.85"
"10",257,5118,10,"Alyssa Dicarlo"," 75.79"
"11",254,5412,11,"Ivie Drake"," 74.49"
"12",472,9485,12,"Kelsey Horton"," 72.14"
"13",694,7870,13,"Meghan Gregg"," 71.81"
"14",711,18240,14,"Kendyl Scott"," 70.84"
"15",110,10451,15,"Aaliyah Jordan"," 70.18"
"16",700,8589,16,"Jessica Hartwell"," 69.65"
"17",317,20302,16,"Morgan Tolle"," 69.65"
"18",518,16029,18,"Lilli Piper"," 69.00"
"19",428,11978,19,"Kendyl Lindaman"," 68.19"
"20",521,18546,20,"Vanessa Shippy"," 67.49"
"21",603,16354,21,"Krystal Puga"," 67.21"
"22",115,13148,22,"Rachel Mccollum"," 65.84"
"23",711,13748,23,"Brook Miko"," 65.65"
"24",317,7660,24,"Kate Gordon"," 64.90"
"25",234,18512,25,"Sydney Sherrill"," 63.95"
"26",229,12078,26,"Emily Lochten"," 62.61"
"27",101,9489,27,"Savannah Horvath"," 61.73"
"28",466,8376,28,"Erika Hansen"," 60.70"
"29",191,5177,29,"Kristi Dimeo"," 60.32"
"30",430,4664,30,"Mia Davidson"," 59.02"
"31",459,18557,31,"Marisa Sholtes"," 58.90"
"32",201,13954,32,"Haley Mitchell"," 58.45"
"33",102,2297,33,"Suzy Brookshire"," 58.29"
"34",110,14791,34,"Bubba Nickles"," 58.03"
"35",522,17397,35,"Sydney Romero"," 57.94"
"36",706,907,36,"Bailee Baldwin"," 57.64"
"37",66,3305,37,"Rebekah Cervantes"," 57.52"
"38",509,11910,38,"Rachel Lewis"," 57.41"
"39",77,19642,39,"Libby Sugg"," 57.25"
"40",1092,1900,40,"Andria Booth"," 56.82"
"41",756,20756,41,"Taylor Van zee"," 56.62"
"42",257,13894,42,"Justice Milz"," 56.57"
"43",191,17619,43,"Linda Rush"," 55.87"
"44",355,1623,44,"Autumn Bishop"," 55.51"
"45",29,15418,45,"Alyssa Palomino"," 54.67"
"46",66,556,46,"Madison Anthony"," 54.54"
"47",694,11671,47,"Aubrey Leach"," 54.44"
"48",317,277,48,"Odicci Alexander"," 54.39"
"49",48,6972,49,"Jade Gandara"," 54.30"
"50",51,18261,50,"Jessica Scroggins"," 54.19"
"51",514,10412,51,"Madison Jones"," 53.94"
"52",521,14078,52,"Madi sue Montgomery"," 53.67"
"53",257,6210,53,"Alysen Febrey"," 53.65"
"54",1157,768,54,"Patricia Awald"," 53.61"
"55",235,5088,55,"Nicole Dewitt"," 53.44"
"56",10411,1242,56,"Karla Beasley"," 53.38"
"57",283,349,57,"Brittany Allocca"," 53.09"
"58",311,21934,58,"Sami Williams"," 53.07"
"59",704,3670,59,"Courtney Clayton"," 52.87"
"60",355,1621,60,"Amber Bishop"," 52.86"
"61",301,18508,61,"Kiana Sherlund"," 52.85"
"62",234,7657,62,"Carsyn Gordon"," 52.81"
"63",283,15994,63,"Brielle Pietrafesa"," 52.12"
"64",709,4467,64,"Bailey Curry"," 52.02"
"65",648,1816,65,"Mackenzie Boesel"," 52.01"
"66",609,22109,66,"Sadie Wise"," 51.61"
"67",756,1164,67,"Sis Bates"," 51.38"
"68",66,18351,68,"Alison Seng"," 51.35"
"69",697,20943,69,"Tori Vidales"," 51.22"
"70",509,14680,70,"Morgan Nelson"," 51.02"
"71",1104,18979,71,"Sierra Smith"," 51.01"
"72",29,8460,72,"Jessie Harper"," 50.99"
"73",61,9952,73,"Ryan Jackson"," 50.66"
"74",257,5864,74,"Cortni Emanuel"," 50.35"
"75",110,15767,75,"Kylee Perez"," 50.34"
"76",249,3917,76,"Jenna Cone"," 50.17"
"77",202,12066,77,"Destinee Lizzmore"," 50.15"
"78",503,20743,78,"Jenny Van geertry"," 50.10"
"79",99,6801,79,"Nichole Fry"," 50.03"
"80",315,1494,80,"Taylor Beshears"," 49.53"
"81",711,19489,81,"Nicole Stockinger"," 49.44"
"82",366,20557,82,"Morgan Turkoly"," 49.29"
"83",649,14442,83,"Abbey Murphy"," 49.26"
"84",301,20074,84,"Carly Thomas"," 49.18"
"85",416,6546,85,"Lea Foerster"," 49.03"
"86",110,15754,86,"Briana Perez"," 49.01"
"87",600,2740,87,"Madison Cabell"," 48.90"
"88",434,17794,88,"Amanda Sanchez"," 48.87"
"89",545,22543,89,"Giorgiana Zeremenko"," 48.73"
"90",587,8243,90,"Rebecca Hall"," 48.72"
"91",236,16596,91,"Paige Rauch"," 48.67"
"92",428,15552,91,"Makenna Partain"," 48.67"
"93",158,20489,93,"Taylor Troutt"," 48.63"
"94",683,16457,94,"Melissa Rahrich"," 48.57"
"95",43,11944,95,"Danielle Liermann"," 48.55"
"96",519,4043,96,"Mikayla Cooper"," 48.45"
"97",363,1174,97,"Kaylynn Batten"," 48.32"
"98",418,2911,98,"Faith Canfield"," 48.17"
"99",529,19711,99,"Gwen Svekis"," 48.00"
"100",1068,18593,100,"Kara Shutt"," 47.56"
